<<<<<<< HEAD
Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/OnlyPos_Unreasonable_nonRandom/Original_x_b_113x25000x5000x5000x5000x5000x53_batch50_Train_/
./Yeast Resources/Pairwise/Spell/OnlyPos_Unreasonable_nonRandom/Original_x_b_113x25000x5000x5000x5000x5000x53_batch50_Test_/
100 Batch Cumulative Loss: 435.91089248657227
Time for 100 Batches: 0.010986057917277019
100 Batch Cumulative Loss: 391.85661244392395
Time for 100 Batches: 0.7557816743850708
100 Batch Cumulative Loss: 362.9045751094818
Time for 100 Batches: 0.7255119959513346
100 Batch Cumulative Loss: 354.4974138736725
Time for 100 Batches: 0.7306975324948629
100 Batch Cumulative Loss: 351.2535834312439
Time for 100 Batches: 0.7339605728785197
100 Batch Cumulative Loss: 346.46630668640137
Time for 100 Batches: 0.7303994139035542
100 Batch Cumulative Loss: 335.54407000541687
Time for 100 Batches: 0.7418214281400045
100 Batch Cumulative Loss: 329.7718417644501
Time for 100 Batches: 0.7343728939692179
100 Batch Cumulative Loss: 330.41152119636536
Time for 100 Batches: 0.7349134922027588
100 Batch Cumulative Loss: 326.03701663017273
Time for 100 Batches: 0.7292739748954773
100 Batch Cumulative Loss: 323.3493797779083
Time for 100 Batches: 0.729909876982371
100 Batch Cumulative Loss: 319.02211904525757
Time for 100 Batches: 0.7367168029149374
100 Batch Cumulative Loss: 316.3130087852478
Time for 100 Batches: 0.7340640823046366
100 Batch Cumulative Loss: 317.5323543548584
Time for 100 Batches: 0.7284533222516377
100 Batch Cumulative Loss: 312.5789439678192
Time for 100 Batches: 0.7315473914146423
100 Batch Cumulative Loss: 311.1340515613556
Time for 100 Batches: 0.728028925259908
100 Batch Cumulative Loss: 317.4615213871002
Time for 100 Batches: 0.7284745335578918
100 Batch Cumulative Loss: 309.91150760650635
Time for 100 Batches: 0.7325303475062053
100 Batch Cumulative Loss: 308.8996081352234
Time for 100 Batches: 0.7301409562428792
100 Batch Cumulative Loss: 308.9657554626465
Time for 100 Batches: 0.7350276986757914
100 Batch Cumulative Loss: 309.958087682724
Time for 100 Batches: 0.7379184126853943
100 Batch Cumulative Loss: 307.0732181072235
Time for 100 Batches: 0.7317920088768005
100 Batch Cumulative Loss: 304.739661693573
Time for 100 Batches: 0.738716185092926
100 Batch Cumulative Loss: 297.06580543518066
Time for 100 Batches: 0.7336543281873067
100 Batch Cumulative Loss: 299.03953647613525
Time for 100 Batches: 0.7303465604782104
100 Batch Cumulative Loss: 297.1502103805542
Time for 100 Batches: 0.7296070615450542
100 Batch Cumulative Loss: 299.21980142593384
Time for 100 Batches: 0.7285548766454061
100 Batch Cumulative Loss: 299.3701765537262
Time for 100 Batches: 0.7296531677246094
100 Batch Cumulative Loss: 298.48254680633545
Time for 100 Batches: 0.7320150852203369
100 Batch Cumulative Loss: 301.37774300575256
Time for 100 Batches: 0.7347337047259013
100 Batch Cumulative Loss: 294.5331928730011
Time for 100 Batches: 0.7312013387680054
100 Batch Cumulative Loss: 295.00628328323364
Time for 100 Batches: 0.7319124619166056
100 Batch Cumulative Loss: 289.85824608802795
Time for 100 Batches: 0.7278340180714925
100 Batch Cumulative Loss: 295.0325849056244
Time for 100 Batches: 0.7257210532824199
100 Batch Cumulative Loss: 294.26142597198486
Time for 100 Batches: 0.734047011534373
100 Batch Cumulative Loss: 288.35822105407715
Time for 100 Batches: 0.7332039554913838
100 Batch Cumulative Loss: 292.5963764190674
Time for 100 Batches: 0.7302496155103048
100 Batch Cumulative Loss: 294.3671040534973
Time for 100 Batches: 0.7313553770383199
100 Batch Cumulative Loss: 290.82087302207947
Time for 100 Batches: 0.734801693757375
100 Batch Cumulative Loss: 291.75118017196655
Time for 100 Batches: 0.7296731829643249
100 Batch Cumulative Loss: 289.68823051452637
Time for 100 Batches: 0.7370555837949117
100 Batch Cumulative Loss: 284.32488989830017
Time for 100 Batches: 0.7392254948616028
100 Batch Cumulative Loss: 286.8469476699829
Time for 100 Batches: 0.7449266076087951
100 Batch Cumulative Loss: 288.54163908958435
Time for 100 Batches: 0.7427097439765931
100 Batch Cumulative Loss: 286.8742232322693
Time for 100 Batches: 0.7343915820121765
100 Batch Cumulative Loss: 283.52478098869324
Time for 100 Batches: 0.7399580200513204
100 Batch Cumulative Loss: 284.87409496307373
Time for 100 Batches: 0.7395228385925293
100 Batch Cumulative Loss: 282.1015901565552
Time for 100 Batches: 0.7438693086306254
100 Batch Cumulative Loss: 279.45082807540894
Time for 100 Batches: 0.7406529784202576
100 Batch Cumulative Loss: 286.54909563064575
Time for 100 Batches: 0.7308342337608338
100 Batch Cumulative Loss: 280.98271894454956
Time for 100 Batches: 0.734892197450002
100 Batch Cumulative Loss: 284.26365864276886
Time for 100 Batches: 0.7359261234601339
100 Batch Cumulative Loss: 279.9486026763916
Time for 100 Batches: 0.7337754448254903
100 Batch Cumulative Loss: 279.8942904472351
Time for 100 Batches: 0.7352597991625468
100 Batch Cumulative Loss: 281.3153966665268
Time for 100 Batches: 0.7381950378417969
100 Batch Cumulative Loss: 277.76903653144836
Time for 100 Batches: 0.7281191945075989
100 Batch Cumulative Loss: 287.59802889823914
Time for 100 Batches: 0.7349980076154073
100 Batch Cumulative Loss: 283.9071509838104
Time for 100 Batches: 0.7377898335456848
100 Batch Cumulative Loss: 282.22615122795105
Time for 100 Batches: 0.7373496015866597
100 Batch Cumulative Loss: 279.12465500831604
Time for 100 Batches: 0.7417897979418436
100 Batch Cumulative Loss: 281.677583694458
Time for 100 Batches: 0.7330342292785644
100 Batch Cumulative Loss: 277.0735239982605
Time for 100 Batches: 0.7312252163887024
100 Batch Cumulative Loss: 272.05912375450134
Time for 100 Batches: 0.7342524727185568
100 Batch Cumulative Loss: 280.0106465816498
Time for 100 Batches: 0.7345781882603963
100 Batch Cumulative Loss: 270.06953048706055
Time for 100 Batches: 0.7297995924949646
100 Batch Cumulative Loss: 274.0456087589264
Time for 100 Batches: 0.7319039781888326
100 Batch Cumulative Loss: 272.6485629081726
Time for 100 Batches: 0.7321856578191122
100 Batch Cumulative Loss: 270.15020179748535
Time for 100 Batches: 0.7350126147270203
100 Batch Cumulative Loss: 272.0019943714142
Time for 100 Batches: 0.7336385051409403
100 Batch Cumulative Loss: 271.2744526863098
Time for 100 Batches: 0.7465078194936117
100 Batch Cumulative Loss: 271.5400743484497
Time for 100 Batches: 0.7571541706720988
100 Batch Cumulative Loss: 272.9312882423401
Time for 100 Batches: 0.7543836832046509
100 Batch Cumulative Loss: 269.5271270275116
Time for 100 Batches: 0.750867235660553
100 Batch Cumulative Loss: 269.42104744911194
Time for 100 Batches: 0.7408575614293417
100 Batch Cumulative Loss: 271.8634102344513
Time for 100 Batches: 0.7360852241516114
100 Batch Cumulative Loss: 267.44381499290466
Time for 100 Batches: 0.7400885423024496
100 Batch Cumulative Loss: 269.0419292449951
Time for 100 Batches: 0.7362573981285095
100 Batch Cumulative Loss: 273.3341979980469
Time for 100 Batches: 0.7295485099156698
100 Batch Cumulative Loss: 265.2171232700348
Time for 100 Batches: 0.7295427680015564
100 Batch Cumulative Loss: 269.561842918396
Time for 100 Batches: 0.7313538511594136
100 Batch Cumulative Loss: 266.510892868042
Time for 100 Batches: 0.7399785121281942
100 Batch Cumulative Loss: 265.0042510032654
Time for 100 Batches: 0.7380096912384033
100 Batch Cumulative Loss: 266.00508201122284
Time for 100 Batches: 0.735655669371287
