,Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YJR135W-A,1,189.16169019942754,104,4655,0,1,0.021848739495798318,0.02185333053162429,0.9904761904761905,1.0,0.0
1,YCR028C-A,1,188.71729857530954,103,4655,0,2,0.021638655462184873,0.021647751155947876,0.9809523809523809,1.0,0.0
2,YBR185C,1,188.2461055793949,102,4655,0,3,0.02142857142857143,0.021442085347908344,0.9714285714285714,1.0,0.0
3,YKL053C-A,1,184.1664190047336,101,4655,0,4,0.021218487394957984,0.021236333052985702,0.9619047619047619,1.0,0.0
4,YKR085C,1,182.85621368823183,100,4655,0,5,0.02100840336134454,0.02103049421661409,0.9523809523809523,1.0,0.0
5,YGR144W,1,182.71964367779583,99,4655,0,6,0.02079831932773109,0.020824568784181742,0.9428571428571428,1.0,0.0
6,YLL013C,1,181.25289146129307,98,4655,0,7,0.020588235294117647,0.020618556701030927,0.9333333333333333,1.0,0.0
7,YNL055C,1,180.23473821462215,97,4655,0,8,0.020378151260504202,0.020412457912457913,0.9238095238095239,1.0,0.0
8,YFL036W,1,180.1770736665834,96,4655,0,9,0.020168067226890758,0.0202062723637129,0.9142857142857143,1.0,0.0
9,YJL063C,1,180.0009060021863,95,4655,0,10,0.01995798319327731,0.02,0.9047619047619048,1.0,0.0
10,YMR134W,1,179.6099269276383,94,4655,0,11,0.019747899159663865,0.019793640766477154,0.8952380952380953,1.0,0.0
11,YJR120W,1,178.58076534880092,93,4655,0,12,0.01953781512605042,0.019587194608256107,0.8857142857142857,1.0,0.0
12,YDR393W,1,177.7267077951568,92,4655,0,13,0.019327731092436976,0.01938066147040236,0.8761904761904762,1.0,0.0
13,YML104C,1,177.55431230345474,91,4655,0,14,0.01911764705882353,0.019174041297935103,0.8666666666666667,1.0,0.0
14,YOR211C,1,176.8009512957133,90,4655,0,15,0.018907563025210083,0.018967334035827187,0.8571428571428571,1.0,0.0
15,YNL026W,1,176.7107331243615,89,4655,0,16,0.018697478991596638,0.01876053962900506,0.8476190476190476,1.0,0.0
16,YML091C,1,176.57069306910557,88,4655,0,17,0.018487394957983194,0.018553658022348724,0.8380952380952381,1.0,0.0
17,YOR037W,1,176.43664445129014,87,4655,0,18,0.01827731092436975,0.018346689160691692,0.8285714285714286,1.0,0.0
18,YHR031C,1,176.29625731439634,86,4655,0,19,0.018067226890756304,0.018139632988820924,0.819047619047619,1.0,0.0
19,YLR304C,1,176.2830853381847,85,4655,0,20,0.017857142857142856,0.017932489451476793,0.8095238095238095,1.0,0.0
20,YOR330C,1,176.25474083826083,84,4655,0,21,0.01764705882352941,0.01772525849335303,0.8,1.0,0.0
21,YGR181W,1,176.06515676989886,83,4655,0,22,0.017436974789915967,0.017517940059096664,0.7904761904761904,1.0,0.0
