Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YLL009C,YJL166W,0,10.469464,0.0,1027.0,9972.0,1.0,0.9065454602241516,0.0,0.0,0.00010027072858065367,0.9998997449874878
YNL242W,YBR185C,1,9.181613,1.0,1026.0,9972.0,1.0,0.9066363573074341,0.5,0.0009737098589539528,0.00010027072858065367,0.9998997449874878
YKL195W,YBR269C,1,9.147271,2.0,1025.0,9972.0,1.0,0.9067272543907166,0.6666666865348816,0.0019474197179079056,0.00010027072858065367,0.9998997449874878
YBL078C,YIL157C,1,9.118087,3.0,1024.0,9972.0,1.0,0.9068182110786438,0.75,0.0029211295768618584,0.00010027072858065367,0.9998997449874878
YLL009C,YIR038C,0,9.077933,3.0,1024.0,9971.0,2.0,0.9067272543907166,0.6000000238418579,0.0029211295768618584,0.00020054145716130733,0.9997994303703308
YCR079W,YDR322C-A,1,8.895909,4.0,1023.0,9971.0,2.0,0.9068182110786438,0.6666666865348816,0.003894839435815811,0.00020054145716130733,0.9997994303703308
YKL137W,YGL219C,1,8.844705,5.0,1022.0,9971.0,2.0,0.9069091081619263,0.7142857313156128,0.004868549294769764,0.00020054145716130733,0.9997994303703308
YDR322C-A,YDR347W,0,8.649099,5.0,1022.0,9970.0,3.0,0.9068182110786438,0.625,0.004868549294769764,0.000300812185741961,0.9996991753578186
YBR120C,YNL242W,1,8.487507,6.0,1021.0,9970.0,3.0,0.9069091081619263,0.6666666865348816,0.005842259153723717,0.000300812185741961,0.9996991753578186
YJL102W,YEL020W-A,1,8.471776,7.0,1020.0,9970.0,3.0,0.9070000052452087,0.699999988079071,0.0068159690126776695,0.000300812185741961,0.9996991753578186
YJR080C,YFL036W,1,8.44561,8.0,1019.0,9970.0,3.0,0.9070909023284912,0.7272727489471436,0.007789678871631622,0.000300812185741961,0.9996991753578186
YKL141W,YIL157C,1,8.396638,9.0,1018.0,9970.0,3.0,0.9071817994117737,0.75,0.008763388730585575,0.000300812185741961,0.9996991753578186
