2007,2022
0.2357,0.0562
0.2705,0.283
0.2642,-0.11743
-0.1862,0.1643
-0.06287,-0.1753
0.2223,0.2874
-0.01075,0.03555
0.1343,-0.01468
0.2357,0.3552
0.0919,0.5605
-0.1373,0.2617
-0.0571,0.2952
-0.1898,0.1405
0.2332,0.10504
0.1362,0.7935
0.1837,0.01752
-0.1373,0.08606
-0.2322,0.3613
0.1362,0.1473
0.02827,-0.000666
-0.01357,-0.3123
0.2357,0.2173
0.0435,-0.04605
0.005527,0.1547
0.005527,-0.1048
-0.1373,0.11066
0.3728,0.04337
0.04236,0.1703
0.3218,-0.03772
0.154,0.03238
-0.1862,0.2786
0.3176,0.425
0.154,-0.07794
0.677,0.01855
0.3428,0.3203
0.1489,0.4153
-0.01627,-0.0591
0.4375,0.2389
-0.4558,0.001003
0.2646,0.5938
-0.0223,-0.2742
-0.0571,0.2166
0.3286,-0.2974
0.4858,0.9897
0.2223,0.1597
0.2357,0.3306
-0.01075,0.1215
0.3655,0.05478
-0.01075,0.1515
0.4858,-0.0666
-0.01357,0.1118
-0.1862,-0.0016
0.4119,0.01041
-0.02628,0.3994
0.2532,0.2969
0.05133,0.0645
1.059,0.08374
0.1696,-0.02115
0.677,0.0276
0.2603,-0.006344
0.04236,0.5117
-0.0632,0.1067
0.2915,0.1948
0.005527,0.1533
-0.1316,0.302
0.0722,0.02884
0.154,0.4163
0.0722,0.3071
-0.0571,0.1387
0.3286,0.07056
0.098,0.2634
0.007717,-0.02203
0.1696,0.12164
0.4119,0.3164
0.1287,-0.1619
0.005527,0.09424
0.1343,0.02402
0.2173,-0.01026
0.3655,0.0719
-0.1332,0.4363
0.3286,0.275
-0.0571,0.3904
0.2793,0.1725
0.1937,0.03616
0.2512,-0.1359
0.1721,0.3757
-0.2322,0.3655
0.1454,0.2786
0.2357,-0.2355
-0.1332,0.15
0.2622,0.4087
-0.4558,0.10425
0.2915,0.0584
0.2854,-0.31
0.875,0.2925
0.093,0.0538
0.4858,0.4004
0.4119,-0.05292
0.2332,-0.11957
0.1696,0.4287
0.3655,0.284
-0.1898,0.1859
0.11615,0.2559
0.3872,0.0638
-0.077,0.1545
-0.002777,0.2534
0.677,-0.06555
0.2915,-0.0434
-0.1316,0.25
