2007,2022
-0.5283,0.1056
0.332,0.738
1.514,-0.3088
-0.202,0.1942
0.4692,0.0733
-0.4573,-0.04398
1.102,0.002472
0.5312,1.137
-0.5283,0.2124
1.187,0.819
0.4692,0.0006495
1.881,0.4043
0.941,1.541
0.08777,0.10034
2.146,-0.008354
1.115,-0.3774
0.155,0.1186
-0.12476,-0.1207
0.3914,0.0
0.1455,0.859
-0.002996,0.03195
-0.01421,0.01949
-0.46,-0.07214
0.734,-0.04547
0.553,1.26
-0.4573,0.02733
-0.12476,0.01145
-0.202,-0.00307
0.665,0.122
-0.3796,-0.3262
0.6035,0.0768
-0.46,1.619
0.584,-0.2203
-0.3433,-0.0986
0.7656,-0.010605
-0.3428,-0.342
0.7866,-0.001922
-0.2756,0.1982
0.5464,0.2277
0.551,-0.01044
-0.3796,0.1515
0.865,-0.00471
0.006702,0.2162
0.9023,0.3535
-0.231,0.819
0.5264,0.8315
1.102,-0.0788
0.185,-0.3818
-0.07416,-0.01895
0.639,-0.0332
-0.08575,-0.325
0.0905,0.1954
1.881,-0.001218
0.7544,-0.0695
-0.577,0.612
1.491,0.03038
0.1569,-0.00773
1.187,0.08356
0.454,0.859
-0.46,0.0883
0.5195,0.0793
0.268,0.1886
0.6133,0.4734
1.169,0.01881
0.4788,0.2607
1.137,-0.2622
0.2124,0.005116
0.5195,0.07104
0.04315,0.088
-0.4373,0.004993
1.187,0.3665
-0.4475,0.4128
0.4963,-0.1456
-0.231,0.0638
1.299,0.06366
1.206,0.002962
1.642,-0.1305
-0.07416,-0.0706
0.08777,0.2162
1.961,0.0817
1.092,0.02475
0.5264,0.3984
1.128,0.4377
1.528,0.11505
0.255,-0.0706
0.68,-0.002817
1.827,0.3057
0.941,0.007515
0.155,0.00851
-0.1053,2.146
1.642,-0.002903
0.405,-0.01822
-0.1053,0.3464
0.1648,0.003544
0.4692,0.0262
1.099,0.1876
0.885,-0.04434
-0.4573,0.10223
0.12366,1.103
0.7456,0.04153
0.2576,0.1002
0.02505,1.189
2.0,1.431
0.525,0.562
0.1464,0.509
0.1641,0.1272
1.103,-0.001922
0.639,0.02185
0.7456,-0.189
-0.08575,0.9023
1.187,0.02475
0.1013,0.5195
0.006702,0.02617
-0.3433,-0.0849
-0.08575,0.12115
1.715,0.287
0.9023,1.049
0.255,-0.1056
0.6494,-0.011024
0.176,1.049
0.5312,0.003521
0.4138,0.1271
-0.202,0.571
1.024,0.616
0.1455,0.1421
0.475,0.692
1.134,0.551
0.1986,0.001008
1.204,0.03275
0.5996,0.7983
-0.2037,-0.3174
0.5996,0.561
0.553,0.764
0.5664,-0.00956
1.881,0.02121
0.013405,0.6196
0.665,0.1077
0.9336,1.287
1.134,0.1455
-0.15,0.2162
-0.5283,0.1227
0.02676,-0.1305
0.0206,-0.2515
0.1235,-0.013794
0.1648,1.049
0.006702,0.7417
0.5083,0.1476
0.06494,0.9497
0.7417,0.0913
0.1648,-0.00609
-0.3088,-0.02617
0.5464,-0.0215
0.3914,0.665
-0.12476,1.099
0.5664,0.0496
1.715,-0.1819
0.5195,0.6504
-0.231,0.0212
1.137,0.6685
-0.08575,-0.1456
-0.12476,0.6235
1.961,0.515
1.064,1.28
0.0905,0.1984
-0.15,0.2915
1.169,0.02335
0.0477,1.28
-0.05963,0.1004
-0.3796,0.05954
0.157,0.324
0.584,0.7905
1.063,0.03528
0.6533,0.319
0.7656,0.3115
0.05084,-0.03033
0.6494,0.1515
1.147,1.398
1.571,0.475
0.4692,0.1927
-0.01421,0.0477
-0.15,0.3083
-0.4373,0.1927
0.12366,0.0446
-0.1537,0.2886
0.3572,-0.325
1.26,-0.02731
0.4138,-0.425
-0.2325,-0.3796
0.8506,0.2357
0.0206,-0.1289
0.5464,0.1371
0.5312,0.02322
0.1515,-0.00609
0.002934,0.141
0.665,-0.1764
0.185,-0.0215
1.204,-0.1101
-0.2756,0.0644
0.12366,-0.07294
-0.04022,0.02104
0.6494,1.094
0.8506,0.003822
0.7544,-0.04413
0.4922,0.6484
-0.231,-0.0188
1.26,0.1455
0.734,0.5225
0.1641,1.204
1.187,0.006702
0.255,0.6235
0.0682,0.02533
-0.0285,0.1555
0.176,-0.156
1.169,-0.01762
0.734,-0.1764
0.006702,-0.01854
0.155,-0.06805
0.551,0.1027
0.954,1.881
0.1421,0.1537
0.1885,1.444
0.5405,-0.1592
1.273,0.05655
1.169,-0.003536
0.1986,0.1318
0.859,0.4104
0.7417,0.304
0.639,-0.007336
1.128,0.1416
0.734,-0.008995
-0.3433,0.11725
-0.002996,0.7314
1.827,0.7754
0.185,0.05957
1.528,0.3083
-0.2036,0.02269
1.854,-0.04456
0.714,0.1173
0.04315,0.003214
0.584,-0.001522
0.475,0.1337
0.1421,0.1552
0.454,1.103
0.2905,0.4976
0.255,0.632
0.287,0.1752
0.885,-0.000679
-0.3977,0.04694
0.006702,0.0785
0.356,0.01598
0.941,0.3076
1.7,-0.3088
0.08777,0.5874
0.06494,0.02104
1.102,0.4124
0.802,0.2764
-0.2285,1.012
0.02676,0.004696
0.02234,0.3499
0.7637,-0.2852
0.454,0.0010605
0.5996,-0.011024
0.941,0.05145
0.68,0.1445
0.04315,-0.2852
0.1885,0.1637
0.509,0.418
1.491,-0.2147
0.155,1.042
0.12366,0.157
0.3687,0.1307
0.268,0.676
0.287,0.1407
0.5996,1.071
0.554,0.07275
0.1235,-0.1267
0.865,0.004383
0.02234,0.0556
0.12366,-0.0251
0.8506,1.408
-0.002996,0.000785
0.4922,0.319
-0.08575,0.2886
0.765,0.1072
0.5996,-0.00567
0.7544,-0.01974
0.364,0.865
0.765,0.761
1.103,0.454
1.52,0.947
-0.5566,0.728
0.4922,0.2551
0.332,0.3572
-0.46,0.7383
0.665,-0.000679
1.125,0.742
1.514,-0.1089
0.475,0.05106
0.1421,-0.003212
0.176,-0.07214
-0.533,0.1421
1.273,-0.0002335
0.954,-0.01654
1.961,-0.001522
0.703,0.304
-0.05963,1.187
-0.4475,0.1794
1.099,0.0168
1.528,-0.0649
-0.4666,-0.1956
-0.01421,-0.107
0.377,1.308
1.491,-0.2773
0.764,-0.3796
0.8105,0.1847
-0.5283,1.094
1.273,-0.1871
0.9023,0.0659
0.05084,-0.00346
1.125,0.5083
0.3572,-0.08496
1.599,-0.0649
-0.5566,-0.03653
0.1813,0.761
0.0477,0.2124
0.1641,0.05917
0.5464,0.10034
0.3926,0.004738
0.4692,0.0827
0.1875,0.616
1.514,-0.1926
0.5996,0.193
1.514,0.3367
-0.4666,0.7905
0.5454,-0.2365
1.7,0.003775
0.0477,-0.1289
0.941,0.509
1.491,0.2162
0.5312,0.2373
1.115,0.000785
1.147,0.454
0.7417,0.2764
0.1942,-0.189
-0.4475,0.1885
0.6494,1.308
0.3083,0.0768
0.6133,0.1109
0.554,0.2124
0.1986,0.1056
0.6587,0.676
0.5195,0.01764
-0.1537,0.0806
0.3914,-0.1726
1.115,0.00678
0.639,-0.01421
1.26,0.001119
-0.3088,0.1638
0.525,1.52
-0.3796,0.003242
0.714,0.6255
1.169,1.881
0.509,0.01585
0.454,-0.3167
0.6494,1.32
1.094,0.2162
0.765,0.9307
-0.05963,0.04346
1.178,-0.1305
0.0477,-0.006157
-0.002996,0.2056
-0.2285,0.00615
-0.05963,0.322
0.013405,1.152
-0.08575,0.00223
0.255,-0.002996
1.961,0.214
-0.2285,1.187
0.1885,1.103
0.1515,0.1414
0.1885,0.3665
-0.4475,0.013084
1.103,-0.3433
-0.1053,0.4958
0.2576,-0.1176
0.0477,1.298
0.01284,-0.04123
0.304,0.0629
0.3572,-0.2488
1.827,0.6357
0.356,0.2197
0.002934,0.1641
1.52,0.09357
1.599,0.00223
0.815,0.1603
1.348,0.02121
1.827,-0.06113
0.0206,0.079
0.8506,0.6685
0.1421,0.319
0.6714,-0.001515
0.1942,-0.2203
0.2576,0.3572
0.1235,1.187
0.5454,0.7637
0.1885,0.1685
-0.07416,-0.000531
0.6133,0.1371
0.7544,0.02475
0.157,1.148
1.348,-0.01326
1.204,3.7e-06
0.0206,0.0168
-0.231,0.627
0.815,0.0016165
0.1885,0.01385
0.1648,-0.1803
1.147,1.514
1.099,-0.1265
-0.4573,-0.2408
0.1813,0.06934
0.08777,-0.107
0.5312,-0.08673
0.7637,0.09283
0.2124,0.582
0.475,-0.2966
1.187,1.398
0.7544,0.405
-0.2325,0.0806
2.146,0.0262
0.8506,-0.425
0.04315,0.0006247
0.765,0.0477
0.6587,0.282
-0.1053,0.561
-0.231,-0.00662
1.187,1.187
0.3083,0.287
1.063,0.0
0.554,-0.2852
0.7417,-0.1168
0.7314,1.125
0.954,0.304
1.103,1.541
-0.4475,1.015
0.7544,0.3984
1.187,-0.0215
0.1875,0.6357
0.5405,0.3748
1.827,0.1072
0.02505,0.1056
1.021,0.2081
1.599,0.0901
0.5083,0.05106
0.3914,1.474
1.024,1.187
0.1515,0.00271
0.9326,-0.1083
1.099,-0.1753
0.802,-0.1862
-0.46,1.715
0.68,-0.011024
1.115,0.1407
-0.5566,-0.01385
0.9336,-0.02994
-0.3167,-0.0221
0.2837,0.9326
1.432,0.1013
1.26,1.432
-0.202,0.056
1.432,-0.2069
0.7637,-0.04547
0.859,0.714
0.6714,0.2979
1.064,0.04364
0.6494,-0.00629
-0.4373,-0.3801
-0.2285,0.2175
1.125,0.665
-0.2036,1.134
0.006702,0.0998
0.765,-0.02557
0.1421,-0.2291
0.9023,0.332
0.1013,-0.01421
1.115,-0.01232
-0.202,0.04346
-0.0285,0.0785
1.571,0.07587
1.491,0.09625
0.475,0.4756
0.2744,-0.189
0.7314,-0.3262
0.006702,0.947
0.2837,0.06366
0.0477,0.00591
0.3572,1.134
1.178,0.1318
1.571,0.03072
0.013405,0.962
1.115,1.541
1.26,-0.0715
-0.4373,0.0817
0.1942,0.0659
