2007,2022
0.3013,0.3352
-0.394,0.322
0.4883,0.01682
0.1989,-0.003132
-0.1423,-0.1266
-0.2083,0.0633
0.1694,-0.05844
0.2089,0.714
0.553,0.5083
0.2583,0.03256
0.133,0.5894
0.725,0.2808
0.3271,0.02705
0.1564,0.1609
-0.299,0.7075
0.1986,0.0625
0.3433,-0.1501
0.0629,-0.000866
-0.0545,-0.1278
0.2231,0.1664
-0.0002902,0.1633
0.1024,0.1504
0.2827,0.3162
-0.3533,0.1636
-0.2325,0.0432
0.1764,0.0633
0.415,0.1161
1.269,0.2188
0.1771,0.0759
0.423,-0.02077
0.4746,0.213
0.596,0.00759
-0.0312,-0.256
-0.513,0.725
0.2355,0.313
0.1902,0.1029
0.2188,0.1636
0.2329,-0.041
0.04123,0.1685
0.2512,0.1592
-0.1716,-0.11865
0.0648,0.3093
0.2922,0.1135
0.1764,-0.05203
-0.1671,0.193
0.2229,-0.2786
0.3328,0.1459
-0.27,0.2174
0.1696,0.3044
0.3328,0.2627
0.3882,0.2703
0.1696,0.1814
0.1919,0.1497
-0.5396,0.0613
-0.394,0.088
0.1436,0.11255
-0.01023,0.09357
-0.2783,-0.1422
0.0633,0.2452
0.1986,0.136
0.4553,0.093
0.2188,0.7095
0.4111,0.1757
0.5063,0.3855
-0.0372,0.1886
0.2502,0.166
0.1448,0.1114
1.269,-0.2896
0.2074,0.5674
1.617,0.155
-0.219,0.606
-0.006603,-0.1537
0.5327,0.1476
0.1886,0.01622
-0.000866,0.2278
0.282,0.09015
-0.001853,0.5083
0.3477,0.213
0.2502,0.1564
0.0808,-0.02965
0.1567,0.282
0.5083,0.0688
0.12213,0.2213
-0.0368,0.1685
-0.2081,0.11615
0.423,0.1836
-0.445,0.0915
-0.2896,0.09766
0.2703,-0.11865
0.28,0.4268
-0.5396,0.3733
0.2664,-0.1146
0.2878,0.004253
0.2089,0.634
0.2869,0.04883
-0.07526,0.11456
0.347,0.0293
-0.0548,0.0727
-0.711,0.1213
0.03833,0.1306
-0.002935,0.779
-0.006603,0.1957
0.3882,0.343
0.3337,-0.1824
0.27,0.1719
0.28,0.7246
-0.0188,0.3755
0.282,-0.0759
0.2703,-0.1349
1.003,0.08374
0.1919,0.0891
-0.1445,0.0313
0.592,0.2012
0.7827,0.1411
0.1312,0.779
0.1825,0.2805
0.714,0.3
0.4077,0.00885
0.3545,0.3103
0.1333,0.714
-0.05215,0.1306
0.0434,-0.000866
0.351,0.851
0.1567,0.05533
-0.000866,0.3552
0.7095,0.5405
0.2537,0.08374
0.053,-0.6255
0.341,-0.00312
0.2449,-0.084
-0.3,0.1503
-0.09973,0.0852
0.1975,0.2034
-0.058,0.135
-0.1266,0.09784
-0.04306,0.2703
0.3262,-0.0596
0.1915,0.6113
-0.02129,-0.3276
-0.1439,-0.02129
0.161,0.423
0.4453,0.347
0.9736,0.2299
0.3987,0.543
-0.001853,0.1011
0.756,-0.01651
0.2074,-0.3083
0.1484,-0.0368
0.2484,-0.10565
-0.5396,0.10315
0.3855,-0.05405
-0.1671,0.0089
0.2278,0.05905
0.2053,0.273
0.2188,0.2412
3.096,0.2278
0.1869,0.07043
0.779,0.1588
0.0928,0.093
-0.0652,-0.166
-0.04437,0.0959
-0.0545,0.00759
0.06323,-0.1278
-0.2896,0.1686
-0.1863,0.1074
0.1803,0.1421
-0.299,0.7515
-0.1716,-0.04944
0.756,-0.082
-0.1064,0.1011
-0.1521,0.01724
0.03043,0.5674
0.6216,0.2827
-0.05405,0.1805
0.1986,-0.0499
0.3474,0.1993
-0.231,0.1415
0.05905,0.1655
0.3328,-0.04306
0.3433,-0.02129
0.779,0.2776
0.3347,0.2583
0.2113,0.0752
0.6274,0.1653
0.368,0.3652
-0.3425,0.1072
0.2559,0.05118
0.03043,0.128
0.2411,-0.1693
0.5083,0.2593
-0.04654,0.0451
0.3103,0.169
0.5063,0.1825
0.2231,0.197
0.4453,0.04782
0.1703,-0.05215
0.2373,0.1908
-0.09375,-0.10297
0.1448,0.0768
0.2632,0.07556
0.1683,0.3945
0.0508,0.359
0.5083,0.02272
0.365,0.3052
0.1886,-0.1064
0.2076,0.209
0.1886,0.03035
-0.299,0.007725
0.9595,0.2373
-0.04306,-0.10565
-0.01816,-0.4734
0.2537,0.1122
0.136,0.1484
0.6016,0.0796
-0.445,0.0941
-0.2566,0.07043
-0.1271,0.01532
0.197,-0.1211
0.009544,0.133
0.6113,-0.09344
0.091,0.03035
0.3284,0.2408
-0.02129,0.1038
0.415,0.04697
-0.2654,0.1718
0.3284,0.03918
-0.1221,0.2188
-0.0381,0.328
-0.1752,-0.04437
0.146,0.1406
0.2559,0.531
-0.342,0.1476
0.2563,-0.342
0.2052,-0.0551
0.2096,0.2328
0.1038,0.2595
0.596,-0.711
-0.0814,0.1757
0.2632,0.1748
0.2922,0.343
0.2878,-0.04446
0.27,0.2869
0.2229,0.3977
0.5083,-0.04404
-0.0548,0.05035
0.0928,0.3992
-0.04266,0.9517
1.416,-0.0652
0.2329,0.1163
0.36,0.1685
0.1703,0.0891
0.1476,-0.3152
0.1836,-0.1597
0.2142,0.05374
-0.05222,0.0899
-0.342,0.2072
0.415,0.395
0.1357,0.2412
0.725,0.1649
-0.513,0.02092
-0.07336,0.1635
-0.4297,0.1029
0.00759,0.126
0.334,0.12415
0.1963,0.3296
0.2134,0.10706
-0.0939,-0.0964
0.2291,1.034
0.2484,0.2278
