Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
./Yeast Resources/Pairwise/Spell/FocalLoss_ps/Original_x_b_113x25000x53_lr0.01_batch50_lfFL_Train_/
./Yeast Resources/Pairwise/Spell/FocalLoss_ps/Original_x_b_113x25000x53_lr0.01_batch50_lfFL_Test_/
100 Batch Cumulative Loss: 31.974734465079525
Time for 100 Batches: 0.006921458244323731
100 Batch Cumulative Loss: 23.784758575719113
Time for 100 Batches: 0.5981504519780477
100 Batch Cumulative Loss: 27.31837850793961
Time for 100 Batches: 0.5962260365486145
100 Batch Cumulative Loss: 27.931215260083636
Time for 100 Batches: 0.5879072427749634
100 Batch Cumulative Loss: 32.30557174843102
Time for 100 Batches: 0.5886208613713583
100 Batch Cumulative Loss: 31.270829703162168
Time for 100 Batches: 0.5872684280077617
100 Batch Cumulative Loss: 31.872511928958943
Time for 100 Batches: 0.5866897384325663
100 Batch Cumulative Loss: 32.799966108103554
Time for 100 Batches: 0.5858194589614868
100 Batch Cumulative Loss: 27.3615009404398
Time for 100 Batches: 0.5857977867126465
100 Batch Cumulative Loss: 24.815521991736748
Time for 100 Batches: 0.5820421616236369
100 Batch Cumulative Loss: 36.210962089541674
Time for 100 Batches: 0.5856106321016947
100 Batch Cumulative Loss: 28.340525319988572
Time for 100 Batches: 0.5860842585563659
100 Batch Cumulative Loss: 25.447124373968993
Time for 100 Batches: 0.5883220672607422
100 Batch Cumulative Loss: 25.786159654900594
Time for 100 Batches: 0.5790639837582906
100 Batch Cumulative Loss: 26.884208059977436
Time for 100 Batches: 0.5866292476654053
100 Batch Cumulative Loss: 28.27902667792834
Time for 100 Batches: 0.5871620019276936
100 Batch Cumulative Loss: 30.79364998977379
Time for 100 Batches: 0.5872836232185363
100 Batch Cumulative Loss: 28.74703217060152
Time for 100 Batches: 0.5867318073908488
100 Batch Cumulative Loss: 37.67718413021415
Time for 100 Batches: 0.5857603430747986
100 Batch Cumulative Loss: 35.39428463181932
Time for 100 Batches: 0.5891794284184774
100 Batch Cumulative Loss: 32.11561186003732
Time for 100 Batches: 0.5847786863644918
100 Batch Cumulative Loss: 32.598796118191984
Time for 100 Batches: 0.5830594499905905
100 Batch Cumulative Loss: 34.32092841766188
Time for 100 Batches: 0.5867055813471477
100 Batch Cumulative Loss: 25.832267862507763
