Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
./Yeast Resources/Pairwise/Spell/FocalLoss_ps/Original_x_b_113x25000x53_lr0.01_batch50_lfFL_gamma1_Train_/
./Yeast Resources/Pairwise/Spell/FocalLoss_ps/Original_x_b_113x25000x53_lr0.01_batch50_lfFL_gamma1_Test_/
100 Batch Cumulative Loss: 15.753987990422956
Time for 100 Batches: 0.01089776357014974
100 Batch Cumulative Loss: 24.959714987348008
Time for 100 Batches: 0.6003037333488465
100 Batch Cumulative Loss: 28.93528682817
Time for 100 Batches: 0.5940560817718505
100 Batch Cumulative Loss: 32.587499497607794
Time for 100 Batches: 0.5896392186482747
100 Batch Cumulative Loss: 26.42934744176829
Time for 100 Batches: 0.588099996248881
100 Batch Cumulative Loss: 32.6021646941848
Time for 100 Batches: 0.590276042620341
100 Batch Cumulative Loss: 32.78971578720348
Time for 100 Batches: 0.5901403625806173
100 Batch Cumulative Loss: 36.031247450343194
Time for 100 Batches: 0.5925703724225362
100 Batch Cumulative Loss: 30.312476085631513
Time for 100 Batches: 0.593430491288503
100 Batch Cumulative Loss: 27.649239261489015
Time for 100 Batches: 0.5896892229715983
100 Batch Cumulative Loss: 27.31709927851223
Time for 100 Batches: 0.5957737366358439
100 Batch Cumulative Loss: 29.483185382950275
Time for 100 Batches: 0.5896057685216268
100 Batch Cumulative Loss: 33.332271381579545
Time for 100 Batches: 0.5981468081474304
100 Batch Cumulative Loss: 26.848053581323654
Time for 100 Batches: 0.6017339905103047
100 Batch Cumulative Loss: 29.100514620745766
Time for 100 Batches: 0.6089736739794414
100 Batch Cumulative Loss: 33.4172313803948
Time for 100 Batches: 0.6043521801630656
100 Batch Cumulative Loss: 31.37184412891859
Time for 100 Batches: 0.6082117597262064
100 Batch Cumulative Loss: 32.05994362759244
Time for 100 Batches: 0.6070465922355652
100 Batch Cumulative Loss: 27.060279702078095
Time for 100 Batches: 0.60788996219635
100 Batch Cumulative Loss: 31.711438686832924
Time for 100 Batches: 0.6094746589660645
100 Batch Cumulative Loss: 33.254973505953735
Time for 100 Batches: 0.6089192827542623
100 Batch Cumulative Loss: 30.668035676148115
Time for 100 Batches: 0.6132268269856771
100 Batch Cumulative Loss: 29.70648007148299
Time for 100 Batches: 0.6146362503369649
100 Batch Cumulative Loss: 24.481483084675332
Time for 100 Batches: 0.6153412739435832
100 Batch Cumulative Loss: 33.32535835203583
Time for 100 Batches: 0.6119444886843364
100 Batch Cumulative Loss: 29.3820963834618
Time for 100 Batches: 0.6057612895965576
100 Batch Cumulative Loss: 34.2900408492595
Time for 100 Batches: 0.6152289271354675
100 Batch Cumulative Loss: 33.31339033688377
Time for 100 Batches: 0.6154622356096904
100 Batch Cumulative Loss: 31.48655489285016
Time for 100 Batches: 0.6113102714220683
100 Batch Cumulative Loss: 29.608942093117356
Time for 100 Batches: 0.6152662396430969
100 Batch Cumulative Loss: 28.42159996656494
Time for 100 Batches: 0.6098280628522237
100 Batch Cumulative Loss: 26.14446811037008
Time for 100 Batches: 0.6114204128583273
100 Batch Cumulative Loss: 28.671466310537703
Time for 100 Batches: 0.6082616686820984
100 Batch Cumulative Loss: 30.827447716189493
Time for 100 Batches: 0.615503211816152
100 Batch Cumulative Loss: 28.664157156626352
Time for 100 Batches: 0.6123912453651428
100 Batch Cumulative Loss: 26.255914288099127
Time for 100 Batches: 0.6171815911928813
100 Batch Cumulative Loss: 29.287652944258006
Time for 100 Batches: 0.6142488201459249
100 Batch Cumulative Loss: 25.48452671123122
Time for 100 Batches: 0.6149093230565389
100 Batch Cumulative Loss: 27.107002735615705
Time for 100 Batches: 0.6125704050064087
100 Batch Cumulative Loss: 24.949824660500063
Time for 100 Batches: 0.6123635530471802
100 Batch Cumulative Loss: 26.00732935941289
Time for 100 Batches: 0.6106534759203593
100 Batch Cumulative Loss: 28.701830610731214
Time for 100 Batches: 0.6147664984067281
100 Batch Cumulative Loss: 28.376835150733886
Time for 100 Batches: 0.6065035025278728
100 Batch Cumulative Loss: 26.425333452165614
Time for 100 Batches: 0.6145014961560568
100 Batch Cumulative Loss: 28.356662225420905
Time for 100 Batches: 0.6156132539113363
100 Batch Cumulative Loss: 23.838509172827667
Time for 100 Batches: 0.61516908009847
100 Batch Cumulative Loss: 26.531949033429328
Time for 100 Batches: 0.6144674777984619
100 Batch Cumulative Loss: 26.639967979115607
Time for 100 Batches: 0.6081468979517619
100 Batch Cumulative Loss: 25.464638998641842
Time for 100 Batches: 0.6128561894098917
100 Batch Cumulative Loss: 22.532203933269297
Time for 100 Batches: 0.6128544688224793
100 Batch Cumulative Loss: 27.24716608198622
Time for 100 Batches: 0.6150919874509175
100 Batch Cumulative Loss: 24.699590551624333
Time for 100 Batches: 0.6174905300140381
100 Batch Cumulative Loss: 20.574916502510874
Time for 100 Batches: 0.6155185222625732
100 Batch Cumulative Loss: 27.549908989173773
Time for 100 Batches: 0.613068433602651
100 Batch Cumulative Loss: 25.02092095664192
Time for 100 Batches: 0.6163729786872864
100 Batch Cumulative Loss: 26.509549480906546
Time for 100 Batches: 0.6118833581606548
100 Batch Cumulative Loss: 22.71911422792159
Time for 100 Batches: 0.6169211268424988
100 Batch Cumulative Loss: 24.03600746827371
Time for 100 Batches: 0.6141754031181336
100 Batch Cumulative Loss: 26.185633945935745
Time for 100 Batches: 0.6164855837821961
100 Batch Cumulative Loss: 25.05647858162641
Time for 100 Batches: 0.615312643845876
100 Batch Cumulative Loss: 25.054742752263643
Time for 100 Batches: 0.6150411168734232
100 Batch Cumulative Loss: 24.508604728215506
Time for 100 Batches: 0.6166238864262898
100 Batch Cumulative Loss: 25.201672831300133
Time for 100 Batches: 0.6178376952807109
100 Batch Cumulative Loss: 26.576496140443705
Time for 100 Batches: 0.6184369126955668
100 Batch Cumulative Loss: 28.206818349656704
Time for 100 Batches: 0.6160853664080302
100 Batch Cumulative Loss: 23.757794400391468
Time for 100 Batches: 0.6208186348279318
100 Batch Cumulative Loss: 24.158292217067103
Time for 100 Batches: 0.6102745572725932
100 Batch Cumulative Loss: 26.36419386998799
Time for 100 Batches: 0.6134778579076131
100 Batch Cumulative Loss: 22.814103096238714
Time for 100 Batches: 0.6175124406814575
100 Batch Cumulative Loss: 24.341374927684285
Time for 100 Batches: 0.6185328920682271
100 Batch Cumulative Loss: 24.113210652887005
Time for 100 Batches: 0.615807314713796
100 Batch Cumulative Loss: 24.06103176471046
Time for 100 Batches: 0.6152558008829753
100 Batch Cumulative Loss: 19.760188280768244
Time for 100 Batches: 0.6133463104565938
100 Batch Cumulative Loss: 23.90581855265022
Time for 100 Batches: 0.6208916664123535
100 Batch Cumulative Loss: 28.772815897203266
Time for 100 Batches: 0.6158899863560995
100 Batch Cumulative Loss: 23.207896853297665
Time for 100 Batches: 0.6231212337811788
100 Batch Cumulative Loss: 21.984450570645784
Time for 100 Batches: 0.6221803506215413
100 Batch Cumulative Loss: 24.000501834230754
Time for 100 Batches: 0.6177609682083129
100 Batch Cumulative Loss: 22.794854296232213
Time for 100 Batches: 0.6247532606124878
100 Batch Cumulative Loss: 19.847400869919163
Time for 100 Batches: 0.622902242342631
100 Batch Cumulative Loss: 22.315099551102698
Time for 100 Batches: 0.6197489778200785
100 Batch Cumulative Loss: 19.419823098789198
Time for 100 Batches: 0.6211810946464539
100 Batch Cumulative Loss: 18.756523064579238
Time for 100 Batches: 0.6194819410641988
100 Batch Cumulative Loss: 21.59904335468664
Time for 100 Batches: 0.6160448948542278
100 Batch Cumulative Loss: 22.749686190674996
Time for 100 Batches: 0.6179672280947367
100 Batch Cumulative Loss: 24.94331037710518
Time for 100 Batches: 0.621302588780721
100 Batch Cumulative Loss: 22.48020814896002
Time for 100 Batches: 0.6150999069213867
100 Batch Cumulative Loss: 22.13460873001632
Time for 100 Batches: 0.6228309432665508
100 Batch Cumulative Loss: 21.911083819515508
Time for 100 Batches: 0.6188671310742696
100 Batch Cumulative Loss: 21.91972015070777
Time for 100 Batches: 0.6208514134089153
100 Batch Cumulative Loss: 23.110320434844184
Time for 100 Batches: 0.6208505193392436
100 Batch Cumulative Loss: 20.776618070933264
Time for 100 Batches: 0.623040517171224
100 Batch Cumulative Loss: 21.63843007282673
Time for 100 Batches: 0.6253016551335653
100 Batch Cumulative Loss: 23.818888376541345
Time for 100 Batches: 0.6137315313021342
100 Batch Cumulative Loss: 23.53164331563667
Time for 100 Batches: 0.6240221579869588
100 Batch Cumulative Loss: 20.570776019762423
Time for 100 Batches: 0.6199317256609599
100 Batch Cumulative Loss: 21.93606661344582
Time for 100 Batches: 0.6232372840245565
100 Batch Cumulative Loss: 21.60099057473078
Time for 100 Batches: 0.6180102745691936
100 Batch Cumulative Loss: 22.49435689832439
Time for 100 Batches: 0.6222487290700277
100 Batch Cumulative Loss: 22.56890282160575
Time for 100 Batches: 0.6237551172574362
100 Batch Cumulative Loss: 20.50200369607775
Time for 100 Batches: 0.6205551584561666
100 Batch Cumulative Loss: 22.48482523548794
Time for 100 Batches: 0.6178371747334798
100 Batch Cumulative Loss: 21.161667136568386
Time for 100 Batches: 0.6205487926801045
