GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = 1.6082943520235187;NES*_neg=None)),Leading-edge subset
GO:0048308,organelle inheritance,-1.1212121212121202,0.461,-0.9899442645177555,
GO:0048311,mitochondrion distribution,0.27316038100772516,0.33751568381430364,1.1054230348227119,YNL079C;YIL062C;YLL001W;YOL076W;YOR147W;YDL029W
GO:0000001,mitochondrion inheritance,0.2947958872501757,0.273972602739726,1.1780284218881498,YNL079C;YIL062C;YLL001W;YOL076W;YOR147W;YDL029W
GO:0007005,mitochondrion organization,1.0000000000000002,0.0,1.0,YML058W;YLL013C;YBR179C;YJR135W-A;YNL121C;YMR012W;YNL304W;YGL055W;YLL006W;YNL079C;YOL027C;YDR077W;YMR060C;YJL054W;YOL095C;YBR185C;YGR181W;YOR147W;YNL055C;YDL217C;YHR005C-A;YKL053C-A;YDR470C;YAL010C;YMR241W;YPR125W;YFL036W;YDL142C;YBR091C;YMR302C;YKR036C;YML061C;YDR258C;YML104C;YOR266W;YLR368W;YDR393W;YDR150W;YCR028C-A;YJR144W;YMR211W;YPR131C;YNL066W;YMR072W;YLR355C;YMR275C;YJL112W;YOL060C;YOR330C;YML091C;YDR219C;YGL020C;YLR190W;YGL219C;YHR031C;YDL006W;YKR042W;YBR212W;YOR037W;YLR304C;YOL009C;YEL020W-A;YIL065C;YER154W;YPR083W;YDL029W;YNL213C;YDR296W;YIL062C;YBR192W;YOR326W;YJR120W;YGR101W;YJR118C;YNL310C;YHR120W;YLL001W;YMR134W;YGR144W;YOR211C;YNL026W;YNL070W;YPR024W;YHR194W;YDL198C;YHR083W;YOL076W;YIL138C;YPR140W
GO:0000002,mitochondrial genome maintenance,-0.5250000000000005,0.451,-0.9759505499661307,
GO:0000003,reproduction,1.1971830985915468,0.857,1.0000000000000233,YDL006W;YNL079C;YOR326W;YIL138C;YDR150W;YDL029W
GO:0007033,vacuole organization,4.440000000000002,0.184,0.9999999999999976,YOR326W;YIL138C;YNL079C;YNL304W
GO:0000011,vacuole inheritance,-0.3699349039135447,0.8280961182994455,-0.6994935374245768,YOR326W;YIL138C
GO:0006281,DNA repair,1.3794642857142874,0.72,1.0000000000000016,YHR120W;YOL095C;YML061C;YJR144W;YHR031C
GO:0051052,regulation of DNA metabolic process,3.361111111111106,0.118,0.999999999999979,YML058W;YDR296W;YML061C;YCR028C-A;YHR031C
GO:0006310,DNA recombination,1.5243902439024393,0.673,1.0000000000000118,YML061C;YJR144W;YDR296W;YOL095C
GO:0006312,mitotic recombination,-1.696969696969695,0.744,-0.8994539029874641,
GO:1903047,mitotic cell cycle process,1.312949640287768,0.597,0.9999999999999902,YOR326W;YIL138C;YNL079C
GO:0006631,fatty acid metabolic process,-3.1249999999999973,0.16,-1.0960105217010148,YGL055W
GO:0030001,metal ion transport,8.727272727272728,0.041,0.9999999999999966,YLL001W;YPR125W;YBR192W;YOL027C;YOR211C
GO:0000041,transition metal ion transport,-2.384615384615385,0.59,-0.9771466477188288,
GO:0070925,organelle assembly,1.7606837606837604,0.0,0.999999999999989,YNL304W
GO:1905037,autophagosome organization,-1.4666666666666655,0.2505030181086519,-1.1917599186164816,YNL304W
GO:0000045,autophagosome assembly,-1.4347826086956534,0.271875,-1.1825528658616307,YNL304W
GO:0043604,amide biosynthetic process,1.179487179487179,0.044,1.00000000000001,YDR296W;YBR185C;YLL013C;YOL027C;YBR212W;YML091C
GO:1901566,organonitrogen compound biosynthetic process,1.0872340425531923,0.707,1.000000000000003,YDR296W;YBR185C;YLL013C;YOL027C;YBR212W;YGR144W;YML091C;YLR355C
GO:1901605,alpha-amino acid metabolic process,2.0113636363636367,0.844,0.9999999999999772,YLR355C
GO:0051168,nuclear export,2.893617021276602,0.0,1.000000000000011,YLR368W
GO:0051656,establishment of organelle localization,3.0476190476190426,0.669,0.9999999999999775,YAL010C;YOR326W;YDL029W;YDR150W
GO:0035556,intracellular signal transduction,1.3708333333333331,0.181,1.0000000000000022,YDL006W
GO:0071900,regulation of protein serine/threonine kinase activity,-1.2888888888888883,0.3579373104145602,-1.0434387164841572,YNL055C
GO:0006355,regulation of DNA-templated transcription,1.182773109243697,0.183,0.999999999999991,YDR296W;YML091C;YKR036C
GO:0006082,organic acid metabolic process,1.2536023054755048,0.976,1.0000000000000124,YGL055W;YLR355C
GO:0006790,sulfur compound metabolic process,2.390625,0.0,1.0,YGR144W
GO:1901564,organonitrogen compound metabolic process,1.0355380059230013,0.583,1.000000000000021,YPR024W;YDR296W;YLR368W;YDL006W;YMR275C;YBR185C;YDR219C;YBR212W;YOL076W;YLL013C;YGR144W;YOL027C;YNL055C;YGR101W;YPR131C;YOR037W;YML091C;YLR355C
GO:0016053,organic acid biosynthetic process,1.8224299065420546,0.021,0.999999999999991,YGL055W;YLR355C
GO:0044272,sulfur compound biosynthetic process,-10.875,0.014,-1.0696370610799646,YGR144W
GO:1901565,organonitrogen compound catabolic process,1.2606060606060572,0.859,1.0000000000000047,YPR024W;YPR131C;YLR368W;YDR219C
GO:0072348,sulfur compound transport,-0.875,0.5569422776911076,-0.921237007570897,YDR470C
GO:0008652,cellular amino acid biosynthetic process,3.282051282051278,0.0,1.0000000000000022,YLR355C
GO:0006357,regulation of transcription by RNA polymerase II,1.227390180878556,0.25,1.0000000000000255,YML091C;YKR036C
GO:0006366,transcription by RNA polymerase II,1.1900647948164107,0.702,1.0000000000000024,YML091C;YKR036C
GO:0040001,establishment of mitotic spindle localization,-0.7162162162162153,0.6768707482993197,-0.8479307811607201,YOR326W
GO:0051294,establishment of spindle orientation,-0.6883116883116884,0.7011686143572621,-0.8320534661250167,YOR326W
GO:0000132,establishment of mitotic spindle orientation,-0.6883116883116884,0.6630824372759857,-0.8406719918132971,YOR326W
GO:0022607,cellular component assembly,1.0827664399092947,0.99,1.0000000000000047,YAL010C;YKL053C-A;YLL006W;YNL079C;YIL062C;YOL009C;YHR083W;YOR037W;YIL138C;YER154W;YPR140W;YKR042W;YMR060C;YNL026W;YDL029W;YNL304W;YNL066W
GO:0030866,cortical actin cytoskeleton organization,-1.7741935483870948,0.545,-0.9868572055591622,
GO:0044396,actin cortical patch organization,1.0,0.0,1.7054341786497493,YDL029W
GO:1901607,alpha-amino acid biosynthetic process,4.708333333333335,0.31,0.9999999999999976,YLR355C
GO:0000165,MAPK cascade,-1.5882352941176456,0.09006928406466513,-1.487972508591064,YDL006W
GO:0000956,nuclear-transcribed mRNA catabolic process,3.696969696969695,0.0,1.000000000000016,YLL013C
GO:0071554,cell wall organization or biogenesis,1.409523809523808,0.739,1.0000000000000189,YDR077W;YDL029W;YNL066W;YKR042W
GO:0016567,protein ubiquitination,2.466666666666664,0.353,0.9999999999999902,YLR368W;YMR275C
GO:0000209,protein polyubiquitination,-0.9347826086956512,0.5643979057591623,-0.7717244230624682,
GO:1903046,meiotic cell cycle process,1.4607329842931893,0.926,1.0000000000000175,YDL029W;YDR150W
GO:0007010,cytoskeleton organization,1.4270833333333317,0.399,1.0000000000000064,YNL079C;YIL062C;YOL076W;YOR326W;YIL138C;YDR150W;YPR131C;YDL029W
GO:0007017,microtubule-based process,4.520000000000002,0.094,0.9999999999999949,YOR326W;YDR150W
GO:0000226,microtubule cytoskeleton organization,6.176470588235283,0.038,1.0000000000000144,YOR326W;YDR150W
GO:0043603,cellular amide metabolic process,1.1548507462686581,0.548,1.000000000000011,YDR296W;YBR185C;YLL013C;YOL027C;YBR212W;YGR101W;YML091C
GO:0046483,heterocycle metabolic process,1.038300104931794,0.421,1.0000000000000169,YML058W;YDR296W;YHR120W;YKR036C;YDL006W;YOL095C;YOR330C;YML061C;YLL013C;YCR028C-A;YJR144W;YFL036W;YBR212W;YMR302C;YHR031C;YGR144W;YML091C
GO:1901360,organic cyclic compound metabolic process,1.0361691288843609,0.191,1.0000000000000049,YML058W;YLL013C;YFL036W;YMR302C;YDR296W;YKR036C;YML061C;YHR031C;YDL006W;YHR120W;YCR028C-A;YJR144W;YMR134W;YGR144W;YBR212W;YML091C;YOR037W;YOL095C;YOR330C
GO:0046700,heterocycle catabolic process,1.6796875,0.059,1.0,YBR212W;YLL013C;YOR330C
GO:1901361,organic cyclic compound catabolic process,1.635036496350367,0.881,1.0000000000000184,YBR212W;YLL013C;YOR330C
GO:0048285,organelle fission,1.4540540540540503,0.772,1.000000000000006,YKR036C;YJL112W;YIL065C;YLL001W;YDR150W;YPR083W
GO:0005976,polysaccharide metabolic process,-4.176470588235285,0.727,-0.9919095101299771,
GO:0009059,macromolecule biosynthetic process,1.0575382374362705,0.012,1.0000000000000109,YDR296W;YKR036C;YBR185C;YOR330C;YML061C;YLL013C;YOL027C;YFL036W;YBR212W;YHR031C;YML091C
GO:0009057,macromolecule catabolic process,1.207161125319693,0.26,0.9999999999999994,YPR024W;YLR368W;YDR219C;YLL013C;YKR042W;YBR212W;YPR131C;YOR330C;YNL066W
GO:0016052,carbohydrate catabolic process,-87.0,0.056,-0.9998676448018763,
GO:0000272,polysaccharide catabolic process,-0.5714285714285713,0.5752895752895753,-0.8790164515161133,YNL066W;YKR042W
GO:0007049,cell cycle,1.1132867132867115,0.6,1.0000000000000109,YML058W;YLR190W;YNL079C;YOR326W;YDR150W;YIL138C;YKR042W;YDL029W;YNL066W
GO:0000278,mitotic cell cycle,1.2939189189189166,0.561,0.9999999999999815,YOR326W;YIL138C;YNL079C
GO:0000280,nuclear division,1.5114942528735655,0.411,1.0000000000000093,YDR150W
GO:0061640,cytoskeleton-dependent cytokinesis,-28.333333333333297,0.662,-0.9994200047108679,
GO:0000281,mitotic cytokinesis,-21.0,0.081,-0.9994162123669464,
GO:0030010,establishment of cell polarity,-6.2499999999999964,0.083,-0.9972346187199546,
GO:0061157,mRNA destabilization,-2.4827586206896544,0.044,-1.1858043106951857,YBR212W;YLL013C
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",-1.7173913043478286,0.11307053941908714,-1.4137783800842905,YLL013C
GO:0006401,RNA catabolic process,2.1578947368421053,0.013,1.0000000000000098,YBR212W;YLL013C
GO:0006812,cation transport,1.5793103448275871,0.37,1.0000000000000167,YLL001W;YPR125W;YBR192W;YOL027C;YOR211C;YDR470C
GO:0006979,response to oxidative stress,3.2249999999999956,0.57,1.0000000000000175,YDR296W
GO:1901700,response to oxygen-containing compound,-28.66666666666663,0.468,-0.9992795891334024,
GO:0015698,inorganic anion transport,-1.0545454545454545,0.46808510638297873,-1.0289704633386816,YNL055C
GO:0022402,cell cycle process,1.1451048951048932,0.796,1.0000000000000173,YNL079C;YOR326W;YDR150W;YIL138C;YKR042W;YDL029W;YNL066W
GO:0008380,RNA splicing,2.5892857142857135,0.0,0.999999999999988,YDL006W
GO:0016070,RNA metabolic process,1.0620636152055858,0.764,0.9999999999999933,YDR296W;YDL006W;YKR036C;YML061C;YLL013C;YFL036W;YBR212W;YMR302C;YHR031C;YML091C
GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",-1.0253164556962013,0.163302752293578,-1.268680308081387,YDL006W
GO:0034470,ncRNA processing,1.266666666666663,0.676,1.0000000000000082,YDL006W;YML091C
GO:0006397,mRNA processing,1.7333333333333312,0.596,0.9999999999999919,YMR302C;YML091C
GO:0006914,autophagy,1.5704697986577218,0.388,0.9999999999999816,YGL020C;YIL065C;YLL001W;YKR042W;YNL304W
GO:0061726,mitochondrion disassembly,-1.1219512195121966,0.256,-0.960820451774701,
GO:0000422,autophagy of mitochondrion,-1.1219512195121966,0.275,-0.9538017709650907,
GO:0061912,selective autophagy,-1.6578947368421064,0.292,-1.0600885089770935,YGL020C
GO:0000423,mitophagy,-0.8076923076923068,0.4804270462633452,-0.9964258576534476,YGL020C
GO:0045944,positive regulation of transcription by RNA polymerase II,1.4238095238095232,0.448,1.0000000000000155,YML091C
GO:0090501,RNA phosphodiester bond hydrolysis,1.8240740740740753,0.538,0.9999999999999947,YML091C
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",2.6481481481481506,0.481,0.9999999999999943,YML091C
GO:0007127,meiosis I,13.7142857142857,0.787,0.9999999999999912,YDR150W
GO:0061982,meiosis I cell cycle process,4.296296296296304,0.41,0.9999999999999841,YDR150W
GO:0006298,mismatch repair,-1.0447761194029863,0.38193343898573695,-1.111167014666298,YHR120W
GO:0000731,DNA synthesis involved in DNA repair,-0.5735294117647056,0.886326194398682,-0.6311285291530051,YML061C
