GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = 2.0919179868831077;NES*_neg=None)),Leading-edge subset
GO:0000003,reproduction,-1.3104325699745432,0.762,-0.8533073530240242,
GO:0022618,ribonucleoprotein complex assembly,-0.6725784447476143,0.7779578606158833,-0.7723956680167041,YIL104C
GO:0043604,amide biosynthetic process,-1.561253561253564,0.963,-0.946852986862703,
GO:1901566,organonitrogen compound biosynthetic process,7.677685950413163,1.0,0.9999999999999889,YMR321C;YGL125W;YDL171C;YHR018C;YML082W;YLR089C;YIR034C;YMR062C;YFR023W;YBR166C;YGR124W;YDR234W;YHR033W;YGL040C;YOR323C;YFL030W;YLR289W;YGR208W;YPL172C;YLL058W;YER055C;YER069W;YMR108W;YOR302W;YCL030C;YBR248C;YCL009C;YDR127W;YOR108W;YLR142W;YAL062W;YNL277W;YML096W;YDR007W;YPL023C;YMR009W;YJR130C;YHR208W;YPR060C;YKR069W;YER086W;YNL040W;YHL018W;YGR012W;YKL132C;YEL046C;YGL009C;YNL104C;YLR438W;YBR115C;YPL074W;YER023W;YOL058W;YER014W;YFR025C;YGL148W;YNR050C;YER090W;YNL316C;YDR044W;YDL131W;YGL184C;YLR027C;YJR016C;YPR145W;YLL062C;YJR085C;YER091C;YDR047W;YOR202W;YDR035W;YCL064C;YIL074C;YIL116W;YGL202W;YBR249C;YKL211C;YOR278W;YJL088W;YPL252C;YGL154C;YJR024C;YHR025W;YGL026C;YPR118W;YOR375C;YJR148W;YDR354W;YIL020C;YMR064W;YEL038W;YPR035W;YER141W;YHR037W;YHR137W;YIL094C;YOL140W;YOR176W;YPL111W;YER081W;YCR054C
GO:1901605,alpha-amino acid metabolic process,0.23113893994424822,0.0,1.277768064416861,YGL196W;YNL191W;YMR321C;YGL125W;YDR019C;YDL171C;YHR018C;YML082W;YLR089C;YIR034C;YMR062C;YBR166C;YGR124W;YDR502C;YDR234W;YHR033W;YDR111C;YOR323C;YFL030W;YGR208W;YLL058W;YER069W;YMR108W;YBR248C;YCL009C;YLR142W;YOR108W;YAL062W;YGR087C;YDL219W;YNL277W;YML096W;YDR007W;YPL023C;YMR009W;YJR130C;YDL215C;YHR208W;YPR060C;YKR069W;YER086W;YGR012W;YEL046C;YGL009C;YNL104C;YLR438W;YBR115C;YER023W;YOL058W;YNR050C;YER090W;YNL316C;YDL131W;YLR027C;YJR016C;YPR145W;YLL062C;YER091C;YCL064C;YIL074C;YLR283W;YGL202W;YKL211C;YJL088W;YGL154C;YJR024C;YHR025W;YGL026C;YPR118W;YOR375C;YJR148W;YDR354W;YIL020C;YEL038W;YLR351C;YPR035W;YHR037W;YHR137W;YIL094C;YKL106W;YMR189W;YOL140W;YPL111W;YER081W;YCR054C;YDR380W;YHR112C
GO:0006575,cellular modified amino acid metabolic process,0.2792899408284028,0.6080402010050251,0.8935591316445339,YBR281C;YMR321C;YNL191W;YKL132C;YPL023C;YKL215C;YER163C;YFR044C;YOL058W;YGL125W
GO:0031503,protein-containing complex localization,0.5259113201893129,0.47337278106508873,0.9628088464024303,
GO:0042254,ribosome biogenesis,-1.4285714285714237,0.2508361204013378,-1.2626590445207386,YLL046C
GO:0006355,regulation of DNA-templated transcription,-1.6443148688046902,0.621,-0.9013350933188083,
GO:0006082,organic acid metabolic process,-0.7012711864406747,0.952,-0.9252779770460559,
