GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = 1.738483051866501;NES*_neg=None)),Leading-edge subset
GO:0000003,reproduction,-1.2032710280373808,0.552,-0.8357242077659118,
GO:0022618,ribonucleoprotein complex assembly,-1.2161458333333324,0.021702838063439065,-1.400397992515729,YIL104C
GO:0043604,amide biosynthetic process,-1.4170984455958604,1.0,-0.9260055410227359,
GO:1901566,organonitrogen compound biosynthetic process,10.790697674418423,1.0,0.9999999999999939,YIL074C;YDR234W;YJR130C;YML082W;YHR025W;YLL058W;YMR009W;YER081W;YEL046C;YAL062W;YDR007W;YPL172C;YPR145W;YDR035W;YGL009C;YPR096C;YER141W;YFL030W;YHR033W;YPR060C;YFR023W;YMR062C;YER091C;YIL116W;YGL125W;YOR108W;YLR289W;YIL020C;YER069W;YER090W;YJR016C;YDR047W;YIL094C;YBR249C;YBR248C;YLR142W;YPR118W;YNL316C;YBR115C;YGR012W;YGL202W;YDR044W;YNL277W;YER086W;YDR127W;YGL148W;YER023W;YHR037W;YML096W;YKL132C;YMR321C;YIR034C;YBR166C;YGL026C;YJR148W;YMR108W;YLL062C;YDL131W;YPL111W;YER055C;YOL058W;YJR085C;YOR323C;YHL018W;YJL088W;YPR035W;YNL104C;YLR027C;YER014W;YGL040C;YLR438W;YDR354W;YOR176W;YMR064W;YGR208W;YCR054C;YEL038W;YOR375C;YCL064C;YCL030C;YOL140W;YNR050C;YJR024C;YHR137W;YPL074W;YCL009C;YOR202W;YOR278W;YNL040W;YKR069W;YHR208W;YKL211C;YFR025C;YPL252C;YOR302W;YPL023C;YGL154C;YGR124W;YDL171C;YHR018C;YLR089C
GO:1901605,alpha-amino acid metabolic process,0.38282665418573253,0.0,1.8572588610620562,YHR037W;YLR351C;YCL064C;YNR050C;YJR024C;YJR130C;YGL125W;YMR009W;YEL046C;YCL009C;YER069W;YAL062W;YBR166C;YER090W;YGL026C;YJR148W;YMR108W;YPR145W;YDL131W;YGL009C;YDL219W;YIL094C;YFL030W;YPL111W;YDL215C;YHR208W;YOL058W;YKL211C;YBR248C;YGL196W;YGR087C;YDR111C;YNL104C;YPR118W;YPL023C;YGL154C;YLR027C;YBR115C;YGL202W;YEL038W;YER086W;YLR438W;YDR354W;YDL171C;YMR062C;YGR208W;YHR018C;YER023W;YOR375C
GO:0006575,cellular modified amino acid metabolic process,-0.24997094204319478,0.9329829172141918,-0.6134572350135625,YMR251W;YKL132C;YNL191W
GO:0031503,protein-containing complex localization,0.5342789598108741,0.47335423197492166,0.9719312238033255,YBL010C;YIR014W
GO:0042254,ribosome biogenesis,-1.705009276437824,0.0234192037470726,-1.5728228107865325,YLL046C
GO:0006355,regulation of DNA-templated transcription,-1.4920634920634874,0.794,-0.8848802791675608,
GO:0006082,organic acid metabolic process,-0.7878311150912901,0.168,-1.0643326598866905,YER091C;YGL184C;YNL277W;YLR142W;YMR189W;YNL191W;YKR069W;YDR019C
GO:0006790,sulfur compound metabolic process,-0.3876293621234307,0.42203742203742206,-1.0446543195387221,YER091C;YGL184C;YNL277W;YNL191W;YKR069W
