GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = None;NES*_neg=None)),Leading-edge subset
GO:0048308,organelle inheritance,-1.5000000000000007,0.776,-0.9701816890462727,
GO:0048311,mitochondrion distribution,-0.3157894736842105,0.29357798165137616,-1.1203848527514484,YGL055W;YDL029W;YPR131C;YMR072W;YOR326W;YPR083W;YIL062C;YML104C;YMR211W;YMR012W;YNL079C;YDR150W;YDL006W;YLL001W;YNL304W;YIL138C;YLR190W;YOL076W;YOL009C;YOR147W
GO:0000001,mitochondrion inheritance,-0.30508474576271194,0.32646048109965636,-1.0763408727103638,YOR147W;YPR083W;YDR150W;YIL062C;YDL029W;YPR131C;YIL138C;YLR190W;YOL076W;YML104C;YDL006W;YLL001W;YOL009C;YNL304W;YMR072W;YOR326W;YNL079C;YGL055W
GO:0007005,mitochondrion organization,0.9999999999999998,0.0,0.9999999999999999,YPL098C;YOL095C;YMR302C;YGL219C;YPR024W;YHR005C-A;YHR083W;YML104C;YMR211W;YMR012W;YDR393W;YDL006W;YOR037W;YDR258C;YLR355C;YCR028C-A;YBR192W;YGL020C;YHR031C;YDL142C;YOR326W;YFL036W;YML091C;YIL062C;YDL217C;YDR296W;YJR118C;YOL027C;YDR150W;YLL001W;YER154W;YOL076W;YMR060C;YOR147W;YJR120W;YMR241W;YDL029W;YNL213C;YPR131C;YOR211C;YLL013C;YBR185C;YMR072W;YLR304C;YML061C;YML058W;YPR083W;YIL065C;YNL310C;YEL020W-A;YNL079C;YMR134W;YNL304W;YNL026W;YLR190W;YIL138C;YBR091C;YJR135W-A;YLL006W;YHR120W;YGR181W;YJR144W;YGL055W;YDR470C;YOR330C;YOR266W;YNL070W;YKL053C-A;YJL112W;YNL121C;YGR101W;YLR368W;YPR140W;YAL010C;YDL198C;YJL054W;YDR219C;YPR125W;YNL066W;YNL055C;YOL009C;YBR179C
GO:0000002,mitochondrial genome maintenance,-0.8294861772284496,0.131,-1.0957721487133456,YAL010C;YLR355C;YOR330C;YLL006W;YMR211W
GO:0000003,reproduction,1.1778290993071598,0.42,1.0000000000000056,YDR150W;YDL029W;YIL138C;YDL006W;YOR326W;YNL079C
GO:0007033,vacuole organization,3.4687499999999996,0.885,0.9999999999999999,YIL138C;YOR326W;YNL079C;YNL304W
GO:0000011,vacuole inheritance,-0.3968253968253968,0.9204771371769384,-0.6255356945655152,YIL138C;YOR326W;YNL079C
GO:0006281,DNA repair,1.3376623376623356,0.63,1.0000000000000084,YOL095C;YHR031C;YHR120W;YML061C;YJR144W
GO:0051052,regulation of DNA metabolic process,2.813953488372096,0.071,0.9999999999999889,YCR028C-A;YML058W;YDR296W;YHR031C;YML061C
GO:0006310,DNA recombination,1.4619883040935637,0.558,0.9999999999999839,YDR296W;YML061C;YOL095C;YJR144W
GO:0006312,mitotic recombination,-2.153846153846157,0.329,-0.9308510638297818,
GO:1903047,mitotic cell cycle process,1.2807017543859653,0.645,0.999999999999995,YIL138C;YOR326W;YNL079C
GO:0006631,fatty acid metabolic process,-3.8235294117646967,0.805,-0.9701637337870626,
GO:0030001,metal ion transport,5.333333333333324,0.221,1.000000000000003,YOR211C;YBR192W;YLL001W;YPR125W;YOL027C
GO:0000041,transition metal ion transport,-3.2631578947368434,0.789,-0.9744729365336016,
GO:0070925,organelle assembly,1.6612903225806446,0.129,0.9999999999999851,YNL304W
GO:1905037,autophagosome organization,-1.8421052631578965,0.143,-1.3280212483399807,YNL304W
GO:0000045,autophagosome assembly,-1.7948717948717925,0.146,-1.339379675870119,YNL304W
GO:0043604,amide biosynthetic process,1.1642105263157894,0.566,1.0000000000000087,YML091C;YDR296W;YBR185C;YLL013C;YOL027C
GO:1901566,organonitrogen compound biosynthetic process,1.081309398099262,0.003,0.9999999999999951,YML091C;YLR355C;YDR296W;YBR185C;YLL013C;YOL027C
GO:1901605,alpha-amino acid metabolic process,1.8631578947368428,0.579,1.0000000000000215,YLR355C
GO:0051168,nuclear export,2.5185185185185195,0.841,0.9999999999999959,YLR368W
GO:0051656,establishment of organelle localization,2.612244897959183,0.1,1.000000000000001,YDL029W;YOR326W;YDR150W;YAL010C
GO:0035556,intracellular signal transduction,1.3319838056680156,0.094,1.0000000000000255,YDL006W
GO:0071900,regulation of protein serine/threonine kinase activity,-1.9473684210526336,0.084,-1.4113249289569638,YNL055C
GO:0006355,regulation of DNA-templated transcription,1.1677018633540406,0.0,0.9999999999999923,YML091C;YDR296W
GO:0006082,organic acid metabolic process,1.228813559322033,0.311,0.999999999999994,YLR355C;YGL055W
GO:1901564,organonitrogen compound metabolic process,1.0334481062469272,0.755,0.9999999999999862,YML091C;YPR024W;YLR355C;YPR131C;YOL076W;YGR101W;YDL006W;YNL055C;YLR368W;YDR296W;YBR185C;YDR219C;YOR037W;YLL013C;YOL027C
GO:0016053,organic acid biosynthetic process,1.7105263157894752,0.429,1.0000000000000242,YLR355C;YGL055W
GO:1901565,organonitrogen compound catabolic process,1.234421364985163,0.004,1.0000000000000242,YPR131C;YPR024W;YDR219C;YLR368W
GO:0072348,sulfur compound transport,-1.1578947368421073,0.2930513595166163,-1.1979929258863218,YDR470C
GO:0008652,cellular amino acid biosynthetic process,2.782608695652177,0.513,1.0000000000000093,YLR355C
GO:0006357,regulation of transcription by RNA polymerase II,1.20812182741117,0.478,0.9999999999999933,YML091C
GO:0006366,transcription by RNA polymerase II,1.1744680851063856,0.469,1.0000000000000102,YML091C
GO:0040001,establishment of mitotic spindle localization,-0.7761194029850751,0.6168067226890757,-0.9058702971746447,YOR326W
GO:0051294,establishment of spindle orientation,-0.7428571428571421,0.6017543859649123,-0.8896359216015837,YOR326W
GO:0000132,establishment of mitotic spindle orientation,-0.7428571428571421,0.6512820512820513,-0.8918205804749324,YOR326W
GO:0022607,cellular component assembly,1.0753655793025856,0.554,1.0000000000000095,YIL062C;YNL026W;YAL010C;YDL029W;YIL138C;YHR083W;YLL006W;YMR060C;YER154W;YOL009C;YPR140W;YOR037W;YKL053C-A;YNL304W;YNL066W;YNL079C
