GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = 1.7489382715459538;NES*_neg=-1.8394703996079325)),Leading-edge subset
GO:0048308,organelle inheritance,0.19941872684543369,0.6452282157676349,0.9052420928850778,YGR132C;YGR209C;YER120W;YML001W;YNL079C;YLL001W;YPR028W;YIL062C;YMR072W;YGR231C;YPR131C
GO:0048311,mitochondrion distribution,0.3923547124818692,0.0611439842209073,1.458413138509101,YGR132C;YNL079C;YOL009C;YLL001W;YIL062C;YMR012W;YMR072W;YOR147W;YGR231C;YPR131C
GO:0000001,mitochondrion inheritance,0.42644662407408024,0.04294478527607362,1.515432272099429,YGR132C;YNL079C;YLL001W;YIL062C;YMR072W;YGR231C;YPR131C
GO:0007005,mitochondrion organization,0.4852636403716179,0.0,2.920381916397489,YJR080C;YJR100C;YGR132C;YPR100W;YKL141W;YKL195W;YKR016W;YJL054W;YMR072W;YOR045W;YDR322W;YNL131W;YBR262C;YBR024W;YIR004W;YNR020C;YNR017W;YLR168C;YDR529C;YMR002W;YGR231C;YNL100W;YKL137W;YGR101W;YIL098C;YNL213C;YBR179C;YGL219C;YLR218C;YGR029W;YFL046W;YIR021W;YOR232W;YNL005C;YGR082W;YDR375C;YGL191W;YJL003W;YBR044C;YGR183C;YJR144W;YNR040W;YLR067C;YJL143W;YNL315C;YGR235C;YPL099C;YGR062C;YLR259C;YIL022W;YMR060C;YHR024C;YIL062C;YOR297C;YFL016C;YJL102W;YLR008C;YIL157C;YHR083W;YBR037C;YBR185C;YGR174C;YAL008W;YPR131C;YKL011C;YMR302C;YHR116W;YDL069C;YJL104W;YIR024C;YOR211C;YLR295C;YGR112W;YLR090W;YPR020W;YLR253W;YGR181W;YLR203C;YPR140W;YPL029W;YMR098C;YGL020C;YJR118C;YBL022C;YDR296W;YMR244C-A;YGR028W;YER058W;YJL112W;YDR493W;YLL042C;YOR266W;YNL310C;YPL218W;YJL180C;YNL079C;YDR393W;YFR011C;YML129C;YLL009C;YLR038C;YGR150C;YOR037W;YLR163C;YOR020C;YNL121C;YLR077W;YML030W;YJR045C;YPL215W;YFL036W;YBR120C;YDL107W;YDR511W;YPL098C;YDR512C;YIL065C;YBR192W;YBR091C;YMR203W;YPR125W;YBR230C;YJR034W;YDR079W;YMR150C;YOL071W;YOL009C;YLL001W;YNL026W;YKR065C;YNR018W;YNL070W
GO:0000002,mitochondrial genome maintenance,0.4327025471433461,0.0,1.9199337994679315,YGR150C;YKL011C;YMR302C;YIR021W;YPR100W;YMR072W;YOR211C;YFL036W;YPL029W;YJR144W;YJL143W;YBR192W;YJR118C;YBL022C;YDR296W;YLR259C;YJL112W;YFL016C;YJL102W;YGL219C;YNL213C
GO:0000003,reproduction,-0.32213708281010434,0.0,-1.803886606496713,YLR319C;YAL029C;YKL089W;YNL078W;YCL055W;YPL138C;YMR017W;YDL240W;YLR381W;YLR433C;YMR133W;YGL163C;YPL121C;YDR104C;YER173W;YHR185C;YNL210W;YDR522C;YHR111W;YOR178C;YOR242C;YNL161W;YHL007C;YAL056W;YBR043C;YFR031C;YPL130W;YDL227C;YDL239C;YOL091W;YLR362W;YOR230W;YDL155W;YNL128W;YJL073W;YIL132C;YBR081C;YHR164C;YIR025W;YIL120W;YDR461W;YJL038C;YDR439W;YNL127W;YOR033C;YNL273W;YLR329W;YDR108W;YIR010W;YDR285W;YLR313C;YKL048C;YER180C;YLR086W;YGL216W;YML066C;YFL009W;YHR079C-A;YNL250W;YNL243W;YLR341W;YNL194C;YEL072W;YDR207C;YHL023C;YFL033C;YFR028C;YHR124W;YER114C;YPL209C;YDL017W;YIR026C;YOR208W;YGL183C;YIR002C;YJL170C;YGL116W;YDR254W;YMR043W;YER095W;YPR192W;YPL055C;YDR093W;YLR135W;YCL048W;YOL069W;YOL070C;YMR139W;YPL204W;YCR091W;YFR027W;YGL032C;YLL040C;YPL164C;YBR023C;YPL179W;YGR040W;YCR040W;YJR021C;YBR130C;YHR005C;YDL216C;YBR267W;YIL015W;YMR148W;YIL129C;YPL017C;YMR167W;YDL159W;YMR200W;YOR127W;YDR264C;YHR184W;YDR208W;YIL017C;YOR014W
GO:0007033,vacuole organization,-0.24342850979729083,0.08775510204081632,-1.2612767834872096,YMR159C;YDL234C;YJR138W;YDR089W;YDL188C;YPL204W;YGR254W;YHL023C;YFR028C;YDR135C;YPL236C;YJL012C;YBR217W;YNL054W;YLR423C;YHR174W;YIL048W;YEL013W;YLR396C;YIR026C;YKL051W;YMR231W;YDR108W;YNL298W;YHL007C;YPR194C;YDR323C;YNL242W;YDL149W;YOR014W;YLR240W;YHR171W;YOL001W
GO:0000011,vacuole inheritance,-0.2110786675377828,0.819672131147541,-0.7278239310239892,YEL013W;YDR323C;YNL054W;YFL039C;YBR097W;YNL298W;YHL007C
GO:0006281,DNA repair,-0.19240097200529122,0.225,-1.1030032630243456,YNL250W;YBR289W;YJL164C;YBR163W;YDR419W;YIL143C;YDL164C;YPL204W;YLR265C;YGL150C;YFR027W;YML010W;YIL132C;YDR311W;YPL164C;YDL102W;YDR030C;YLR247C;YHL025W;YOR191W;YHR164C;YOR141C;YDR440W;YAL019W;YHR079C-A;YDR439W;YKL114C;YGL163C;YPL121C;YML023C;YER173W;YDR489W;YLR383W;YOR328W;YLR430W;YOR033C;YLR357W;YGL113W;YDR159W;YMR173W;YDR363W;YNL273W;YDL017W;YDR291W;YOR386W;YIR002C;YBR202W;YER147C;YPR175W;YMR167W;YGR258C;YML060W;YCL061C;YDL101C;YJR035W;YPL167C;YLR005W;YDL059C;YNL107W;YOR014W;YER095W;YDL140C;YLR135W;YDR217C
GO:0051052,regulation of DNA metabolic process,-0.24931333183334498,0.0873440285204991,-1.2729794784440192,YNL250W;YHR085W;YOL006C;YIL143C;YLR265C;YML010W;YKL010C;YOR191W;YLR233C;YHR197W;YBR170C;YGL163C;YER164W;YNL273W;YDR291W;YIR002C;YOR060C;YDL101C;YCL061C;YDR285W;YOR359W;YDR110W;YNL068C;YJL194W;YKL022C;YDL059C;YDR082W;YLR135W;YDR069C;YDR217C
