GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = None;NES*_neg=None)),Leading-edge subset
GO:0048308,organelle inheritance,1.333333333333333,0.134,1.0000000000000044,YFL039C
GO:0000003,reproduction,1.0279441117764472,0.728,0.9999999999999829,YFL039C
GO:0007033,vacuole organization,1.14,0.758,1.0000000000000004,YFL039C
GO:0000011,vacuole inheritance,3.8000000000000003,0.715,0.9999999999999825,YFL039C
GO:0006281,DNA repair,1.0468227424749164,0.0,1.0000000000000075,YFL039C
GO:0051052,regulation of DNA metabolic process,1.1261261261261257,0.265,1.0000000000000098,YOR060C
GO:1903047,mitotic cell cycle process,1.0396600566572236,0.133,0.9999999999999993,YFL039C
GO:0042274,ribosomal small subunit biogenesis,1.1076923076923078,0.0,0.999999999999984,YDR339C
GO:0043604,amide biosynthetic process,1.0202578268876614,0.245,0.9999999999999843,YJL063C;YBL080C;YIL051C;YKR085C
GO:1901566,organonitrogen compound biosynthetic process,1.009852216748768,0.875,1.0000000000000115,YJL063C;YBL080C;YIL051C;YKR085C
GO:1901605,alpha-amino acid metabolic process,1.085889570552147,0.357,1.000000000000014,YIL051C
GO:0051656,establishment of organelle localization,1.1196581196581192,0.739,1.0000000000000053,YLR370C
GO:0042254,ribosome biogenesis,1.035897435897436,0.0,0.9999999999999825,YDR339C
GO:0006082,organic acid metabolic process,1.0308056872037918,0.295,0.9999999999999815,YBL080C;YIL051C
GO:0006790,sulfur compound metabolic process,1.1007194244604315,0.047,1.0000000000000087,YCR020C
GO:1901564,organonitrogen compound metabolic process,1.0033317467872445,0.0,1.0000000000000047,YBL080C;YCL044C;YFL039C;YJL063C;YKR085C;YCR020C;YIL051C
GO:0016053,organic acid biosynthetic process,1.0769230769230769,0.0,0.9999999999999887,YIL051C
GO:1901565,organonitrogen compound catabolic process,1.0320987654320986,0.165,0.9999999999999826,YIL051C;YCL044C
GO:0008652,cellular amino acid biosynthetic process,1.1228070175438598,0.334,0.9999999999999891,YIL051C
GO:0022607,cellular component assembly,1.010449320794148,0.507,1.0000000000000175,YKL013C;YFL039C;YBR234C;YLR370C;YNR035C
GO:0030866,cortical actin cytoskeleton organization,1.2045454545454544,0.267,0.9999999999999819,YKL013C;YFL039C;YJR065C;YBR234C;YLR370C;YNR035C
GO:0044396,actin cortical patch organization,2.0000000000000004,0.118,1.0000000000000002,YKL013C;YJR065C;YBR234C;YLR370C;YNR035C
GO:0006364,rRNA processing,1.0498220640569398,0.739,1.000000000000016,YDR339C
GO:1901607,alpha-amino acid biosynthetic process,1.1414141414141419,0.388,1.0000000000000244,YIL051C
GO:0071554,cell wall organization or biogenesis,1.0456140350877194,0.0,0.9999999999999881,YFL039C
GO:1903046,meiotic cell cycle process,1.0526315789473681,0.127,0.9999999999999941,YFL039C
GO:0007010,cytoskeleton organization,1.0337078651685394,0.058,0.9999999999999751,YKL013C;YFL039C;YJR065C;YBR234C;YLR370C;YNR035C
GO:0007017,microtubule-based process,1.1400000000000001,0.0,1.0000000000000007,YNR035C
GO:0000226,microtubule cytoskeleton organization,1.1521739130434787,0.21,0.9999999999999879,YNR035C
GO:0043603,cellular amide metabolic process,1.0180032733224222,0.325,1.000000000000008,YJL063C;YBL080C;YIL051C;YKR085C
GO:0046483,heterocycle metabolic process,1.004543160020192,0.434,1.0000000000000167,YBL080C;YOR060C;YFL039C;YDR339C;YCR020C
GO:1901360,organic cyclic compound metabolic process,1.0044160942100098,0.045,1.0000000000000075,YBL080C;YOR060C;YFL039C;YDR339C;YCR020C
GO:0009059,macromolecule biosynthetic process,1.0075966850828728,0.597,1.0000000000000184,YJL063C;YBL080C;YIL051C;YKR085C
GO:0009057,macromolecule catabolic process,1.0300429184549351,0.403,1.0000000000000175,YCL044C
GO:0007049,cell cycle,1.0164556962025317,0.0,0.9999999999999849,YOR060C;YFL039C
GO:0000278,mitotic cell cycle,1.0377358490566035,0.128,0.9999999999999891,YFL039C
GO:0061640,cytoskeleton-dependent cytokinesis,1.1944444444444444,0.0,1.0000000000000042,YFL039C
GO:0000281,mitotic cytokinesis,1.1971830985915493,0.0,1.000000000000025,YFL039C
GO:0030010,establishment of cell polarity,1.222222222222222,0.054,1.0000000000000222,YFL039C
GO:0006979,response to oxidative stress,1.1217391304347826,0.0,0.9999999999999968,YFL039C
GO:0022402,cell cycle process,1.0216383307573418,0.672,0.9999999999999887,YFL039C
GO:0016070,RNA metabolic process,1.0095307917888563,0.013,1.0000000000000073,YBL080C;YDR339C
GO:0034470,ncRNA processing,1.0345679012345679,0.0,0.9999999999999802,YDR339C
GO:0016570,histone modification,1.1129032258064515,0.0,0.9999999999999996,YFL039C
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.3043478260869565,0.818,0.9999999999999837,YDR339C
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.1521739130434783,0.722,0.9999999999999875,YDR339C
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.1772151898734178,0.787,1.0000000000000009,YDR339C
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.4516129032258063,0.0,0.9999999999999826,YDR339C
GO:0000478,endonucleolytic cleavage involved in rRNA processing,1.3043478260869565,0.784,0.9999999999999837,YDR339C
GO:0000469,cleavage involved in rRNA processing,1.1971830985915493,0.0,1.000000000000025,YDR339C
GO:0000460,maturation of 5.8S rRNA,1.1772151898734178,0.803,1.0000000000000009,YDR339C
GO:0030490,maturation of SSU-rRNA,1.1333333333333333,0.0,0.9999999999999967,YDR339C
GO:0000967,rRNA 5'-end processing,1.5833333333333335,0.817,1.0000000000000109,YDR339C
GO:0090501,RNA phosphodiester bond hydrolysis,1.0765027322404372,0.0,0.9999999999999959,YDR339C
GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.6666666666666667,0.756,0.9999999999999881,YDR339C
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",1.1085271317829457,0.565,1.0000000000000164,YDR339C
GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.7000000000000002,0.516,0.9999999999999829,YDR339C
GO:0006259,DNA metabolic process,1.0243902439024393,0.722,1.000000000000015,YOR060C;YFL039C
GO:0022414,reproductive process,1.0336538461538465,0.671,1.0000000000000133,YFL039C
GO:0019953,sexual reproduction,1.0614035087719296,0.14,0.99999999999999,YFL039C
GO:0003006,developmental process involved in reproduction,1.0952380952380953,0.0,1.000000000000014,YFL039C
GO:0022413,reproductive process in single-celled organism,1.102941176470588,0.141,0.9999999999999938,YFL039C
GO:0009653,anatomical structure morphogenesis,1.0703517587939695,0.187,0.9999999999999871,YFL039C
GO:0048468,cell development,1.14,0.745,1.0000000000000004,YFL039C
GO:0051301,cell division,1.0482758620689652,0.199,0.9999999999999909,YFL039C
GO:0000910,cytokinesis,1.1489361702127663,0.533,1.0000000000000018,YFL039C
GO:0032506,cytokinetic process,1.3999999999999997,0.206,0.9999999999999907,YFL039C
GO:0044837,actomyosin contractile ring organization,2.0769230769230766,0.0,0.9999999999999942,YFL039C
GO:0009987,cellular process,1.0001940617116243,0.2,1.0000000000000273,YKL013C;YBL080C;YOR060C;YFL039C;YJL063C;YKR085C;YJR065C;YBR234C;YDR339C;YCR020C;YLR370C;YNR035C;YIL051C
GO:0065003,protein-containing complex assembly,1.0204081632653055,0.933,1.0000000000000036,YKL013C;YBR234C;YLR370C;YNR035C
GO:0046394,carboxylic acid biosynthetic process,1.077348066298343,0.545,1.0000000000000095,YIL051C
GO:0006396,RNA processing,1.0243902439024393,0.752,1.000000000000015,YDR339C
GO:0140053,mitochondrial gene expression,1.077464788732394,0.967,0.999999999999987,YJL063C;YBL080C;YIL051C;YKR085C
GO:0000966,RNA 5'-end processing,1.3888888888888888,0.077,0.9999999999999856,YDR339C
GO:0034471,ncRNA 5'-end processing,1.5833333333333335,0.817,1.0000000000000109,YDR339C
GO:0042221,response to chemical,1.0274509803921568,0.0,1.0000000000000173,YFL039C
GO:0043933,protein-containing complex organization,1.0172143974960877,0.785,0.9999999999999889,YKL013C;YBR234C;YLR370C;YNR035C
GO:0051128,regulation of cellular component organization,1.028205128205128,0.031,0.9999999999999827,YKL013C;YBR234C;YLR370C;YNR035C
GO:0006261,DNA-templated DNA replication,1.1166666666666665,0.171,1.0000000000000027,YOR060C
GO:0065008,regulation of biological quality,1.024830699774266,0.584,0.9999999999999963,YKL013C;YBR234C;YLR370C;YNR035C
GO:0048646,anatomical structure formation involved in morphogenesis,1.0869565217391302,0.115,0.9999999999999981,YFL039C
GO:0048856,anatomical structure development,1.0703517587939695,0.183,0.9999999999999871,YFL039C
GO:0030154,cell differentiation,1.0760869565217388,0.188,0.999999999999992,YFL039C
GO:0006950,response to stress,1.0176991150442476,0.145,0.9999999999999963,YFL039C
GO:0010927,cellular component assembly involved in morphogenesis,1.2295081967213115,0.464,0.9999999999999916,YFL039C
GO:0018130,heterocycle biosynthetic process,1.0141987829614605,0.656,1.000000000000011,
GO:0019438,aromatic compound biosynthetic process,1.0144478844169247,0.0,1.0000000000000195,
GO:1901362,organic cyclic compound biosynthetic process,1.0135527589545015,0.0,1.0000000000000173,
GO:0048869,cellular developmental process,1.0721649484536082,0.0,0.999999999999988,YFL039C
GO:0010467,gene expression,1.005717552887364,0.37,0.9999999999999835,YBL080C;YJL063C;YKR085C;YDR339C;YIL051C
GO:0046903,secretion,1.2372881355932202,0.188,1.0000000000000104,YFL039C
GO:0044237,cellular metabolic process,1.0016887137630175,0.012,1.0000000000000164,YBL080C;YOR060C;YFL039C;YJL063C;YKR085C;YDR339C;YCR020C;YIL051C
GO:0048518,positive regulation of biological process,1.017879948914431,0.577,0.9999999999999847,YBR234C
GO:0031323,regulation of cellular metabolic process,1.013671875,0.0,1.0,YOR060C
GO:0060255,regulation of macromolecule metabolic process,1.012738853503185,0.599,1.0000000000000113,YOR060C
GO:0043254,regulation of protein-containing complex assembly,1.1641791044776122,0.397,0.9999999999999899,YKL013C;YBR234C;YLR370C;YNR035C
GO:0009306,protein secretion,2.9999999999999996,0.0,1.0,YFL039C
GO:0070887,cellular response to chemical stimulus,1.0376344086021505,0.0,1.0000000000000122,YFL039C
GO:0044271,cellular nitrogen compound biosynthetic process,1.0067340067340071,0.0,1.000000000000015,YJL063C;YBL080C;YIL051C;YKR085C
GO:0051603,proteolysis involved in protein catabolic process,1.0549019607843135,0.405,1.0000000000000213,YCL044C
GO:0006119,oxidative phosphorylation,1.7000000000000002,0.543,0.9999999999999829,
GO:0043436,oxoacid metabolic process,1.0312500000000004,0.423,1.0000000000000004,YBL080C;YIL051C
GO:0044283,small molecule biosynthetic process,1.0420420420420422,0.511,1.0000000000000147,YIL051C
GO:0006412,translation,1.022403258655804,0.792,1.000000000000004,YJL063C;YBL080C;YIL051C;YKR085C
GO:0050789,regulation of biological process,1.0058788947677835,0.11,1.0000000000000153,YKL013C;YOR060C;YBR234C;YLR370C;YNR035C
GO:0043043,peptide biosynthetic process,1.0222222222222221,0.868,0.999999999999988,YJL063C;YBL080C;YIL051C;YKR085C
GO:0009058,biosynthetic process,1.0049603174603174,0.526,0.9999999999999821,YJL063C;YBL080C;YIL051C;YKR085C
GO:0032502,developmental process,1.059574468085106,0.211,1.000000000000008,YFL039C
GO:0050794,regulation of cellular process,1.0064102564102564,0.03,0.9999999999999857,YKL013C;YOR060C;YBR234C;YLR370C;YNR035C
GO:0048522,positive regulation of cellular process,1.0195804195804195,0.059,1.0000000000000189,YBR234C
GO:0051258,protein polymerization,1.333333333333333,0.354,1.0000000000000044,YKL013C;YBR234C;YLR370C;YNR035C
