GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = None;NES*_neg=None)),Leading-edge subset
GO:0048308,organelle inheritance,-4.375,0.022,-1.2147083832231418,YDL239C
GO:0048311,mitochondrion distribution,-1.4893617021276582,0.03784570596797671,-1.4826119126896018,YDL239C
GO:0000001,mitochondrion inheritance,-1.4285714285714297,0.043668122270742356,-1.4646849206590877,YDL239C
GO:0007005,mitochondrion organization,1.0000000000000002,0.0,1.0,YJL197W;YNL005C;YPL099C;YNR018W;YOR019W;YLR077W;YPL215W;YHR117W;YDL107W;YBR163W;YBR120C;YKR016W;YGR223C;YDL239C;YGR062C;YLR203C;YMR098C;YNR040W;YML030W;YMR002W;YBR044C;YBL059C-A;YDR185C;YLR050C;YLR356W;YJL062W-A;YHL021C;YDR322W;YOR124C;YIR024C;YBR269C;YLL007C;YLR218C;YNL295W;YJL180C;YDR381C-A;YGR049W;YBR262C;YFR011C;YCR079W;YER058W;YNL315C;YBR230C;YFL046W;YDR379C-A;YKL137W;YMR159C;YLR038C;YGR235C;YIL157C;YLR091W;YJR034W;YJR080C;YMR257C;YOR228C;YEL059C-A;YDR493W;YCL057C-A;YLR393W;YLR168C;YDR332W;YGR174C;YAL008W;YJR100C;YIL165C;YLR253W;YGR150C;YBR227C;YMR244C-A;YLR422W;YNR020C;YNL100W
GO:0000002,mitochondrial genome maintenance,-2.297845319120684,0.02,-1.1606691896129442,YDR332W;YLR091W;YBR163W;YPR116W
GO:0000003,reproduction,1.1625282167042887,0.0,1.0000000000000222,YDL239C
GO:0007033,vacuole organization,2.6904761904761885,0.157,1.0000000000000122,YMR159C;YGR223C
GO:0006281,DNA repair,1.298755186721992,0.0,0.9999999999999836,YBR163W
GO:0051052,regulation of DNA metabolic process,2.3584905660377395,0.214,0.9999999999999983,YNL295W
GO:0070925,organelle assembly,1.5373134328358193,0.274,0.9999999999999908,YGR223C
GO:1905037,autophagosome organization,-2.146460019087489,0.068,-1.275781038510935,YMR159C
GO:0000045,autophagosome assembly,-1.7931034482758632,0.277,-1.0591494215414652,YGR223C
GO:0043604,amide biosynthetic process,1.1381443298969067,0.279,0.9999999999999838,YNL005C;YPL215W;YJL062W-A;YMR257C;YBR120C;YLR203C
GO:1901566,organonitrogen compound biosynthetic process,1.0658307210031337,0.443,0.9999999999999843,YNL005C;YMR159C;YLR168C;YPL215W;YJL062W-A;YHL021C;YMR257C;YBR120C;YGR223C;YLR203C
GO:1901605,alpha-amino acid metabolic process,1.6857142857142846,0.473,0.9999999999999865,YFL046W
GO:0006575,cellular modified amino acid metabolic process,-6.999999999999987,0.774,-0.9890109890109869,
GO:0033750,ribosome localization,-2.9999999999999964,0.787,-0.963322391893818,
GO:0042254,ribosome biogenesis,1.2168674698795194,0.442,0.9999999999999951,YGR150C
GO:0035556,intracellular signal transduction,1.2723735408560302,0.673,0.9999999999999876,YDR322W;YLL007C;YLR422W
GO:0006082,organic acid metabolic process,1.1978021978021975,0.0,1.0000000000000007,YFL046W
GO:1901564,organonitrogen compound metabolic process,1.0269211943220764,0.398,0.9999999999999929,YJL197W;YFL046W;YNL005C;YMR159C;YLR168C;YPL215W;YJL062W-A;YHL021C;YDR322W;YOR124C;YMR257C;YBR120C;YEL059C-A;YGR223C;YBR227C;YCR079W;YLR203C;YNR020C
GO:1901565,organonitrogen compound catabolic process,1.201729106628243,0.902,1.0000000000000089,YBR227C;YOR124C;YJL197W
GO:0022607,cellular component assembly,1.040044493882092,0.291,1.0000000000000115,YNL005C;YPL099C;YNR018W;YLR077W;YPL215W;YBR120C;YGR223C;YGR062C;YLR203C;YMR098C;YML030W;YBR044C;YBL059C-A;YJL062W-A;YDR322W;YDR381C-A;YIR024C;YBR269C;YDL239C;YLR218C;YJL180C;YBR262C;YER058W;YNL315C;YDR379C-A;YFL046W;YKL137W;YLR038C;YIL157C;YJR034W;YMR257C;YEL059C-A;YDR493W;YLR393W;YGR174C;YMR244C-A;YNR020C
GO:0006364,rRNA processing,1.3228699551569512,0.358,1.0000000000000042,YGR150C
GO:0071554,cell wall organization or biogenesis,1.3171806167400881,0.952,0.99999999999999,YDL239C
GO:1903046,meiotic cell cycle process,1.346153846153846,0.0,1.0000000000000135,YDL239C
GO:0007010,cytoskeleton organization,1.3444976076555,0.338,0.9999999999999939,YLL007C
GO:0043603,cellular amide metabolic process,1.121157323688971,0.428,0.9999999999999957,YNL005C;YPL215W;YJL062W-A;YMR257C;YBR120C;YLR203C
GO:0046483,heterocycle metabolic process,1.0332813312532492,0.973,0.9999999999999936,YDR332W;YLR091W;YBR163W;YNL295W;YBR120C;YGR150C;YLR203C;YMR098C
GO:1901360,organic cyclic compound metabolic process,1.0323232323232305,0.677,0.9999999999999793,YDR332W;YLR091W;YBR163W;YNL295W;YBR120C;YGR150C;YLR203C;YMR098C
GO:0046700,heterocycle catabolic process,1.496551724137932,0.0,0.9999999999999771,YMR098C
GO:1901361,organic cyclic compound catabolic process,1.4675324675324717,0.0,1.0000000000000047,YMR098C
GO:0009059,macromolecule biosynthetic process,1.0467625899280555,0.585,0.999999999999979,YNL005C;YMR159C;YPL215W;YJL062W-A;YMR257C;YBR120C;YGR223C;YLR203C
GO:0009057,macromolecule catabolic process,1.169117647058823,0.406,1.0000000000000164,YBR227C;YOR124C;YJL197W;YMR098C
GO:0007049,cell cycle,1.0969945355191255,0.606,1.0000000000000078,YDL239C;YOR019W
GO:0006401,RNA catabolic process,1.774193548387096,0.875,1.00000000000001,YMR098C
GO:0006812,cation transport,1.4320987654321002,0.387,0.9999999999999992,YLR038C;YML030W;YNR018W
GO:0006979,response to oxidative stress,2.2631578947368443,0.479,0.9999999999999992,YJR100C
GO:0022402,cell cycle process,1.1222410865874362,0.025,1.0000000000000007,YDL239C
GO:0070646,protein modification by small protein removal,-1.7586206896551735,0.222,-1.1021480184441477,YJL197W;YOR124C
GO:0008380,RNA splicing,1.97260273972603,0.532,1.000000000000007,YLR203C;YGR150C
GO:0016070,RNA metabolic process,1.0513016845329226,0.583,0.999999999999978,YLR091W;YBR120C;YGR150C;YLR203C;YMR098C
GO:0034470,ncRNA processing,1.2017291066282427,0.918,1.0000000000000087,YLR091W;YGR150C
GO:0006397,mRNA processing,1.5109489051094929,0.229,1.0000000000000202,YLR203C;YBR120C;YGR150C
GO:0016570,histone modification,2.09090909090909,0.046,1.0000000000000173,YOR124C
GO:0006914,autophagy,1.3734939759036147,0.622,0.9999999999999957,YMR159C;YOR019W;YLR356W;YAL008W;YJR100C;YLL007C;YGR223C;YIL165C;YGR049W;YLR422W;YCR079W
GO:0061726,mitochondrion disassembly,-2.1422484568224816,0.0,-1.3087205906959536,YMR159C;YOR019W;YLR356W;YIL165C;YLR422W;YGR049W;YCR079W
GO:0000422,autophagy of mitochondrion,-2.1422484568224816,0.0,-1.3109432519940234,YMR159C;YOR019W;YLR356W;YIL165C;YLR422W;YGR049W;YCR079W
GO:0061912,selective autophagy,-2.9523809523809503,0.121,-1.1504703939433372,YCR079W
GO:0000423,mitophagy,-1.0163934426229515,0.22030981067125646,-1.2230333073031594,YCR079W
GO:0016237,lysosomal microautophagy,-4.220269542897016,0.056,-1.1063299412134755,YMR159C
GO:0051276,chromosome organization,1.1454545454545455,0.791,1.000000000000001,YDR332W
GO:0032508,DNA duplex unwinding,-4.000000000000005,0.16,-1.0230179028132924,YDR332W
GO:0006259,DNA metabolic process,1.1473684210526318,0.643,1.0000000000000016,YDR332W;YBR163W;YNL295W
GO:0048284,organelle fusion,2.7749999999999977,0.006,0.9999999999999808,YJL197W;YOR124C
GO:0022414,reproductive process,1.2011173184357542,0.862,0.9999999999999937,YDL239C
GO:0019953,sexual reproduction,1.4235294117647055,0.0,0.999999999999995,YDL239C
GO:0003006,developmental process involved in reproduction,1.8089887640449451,0.301,1.0000000000000175,YDL239C
GO:0022413,reproductive process in single-celled organism,1.9230769230769218,0.0,1.0000000000000069,YDL239C
GO:0007154,cell communication,1.1434426229508179,0.803,1.000000000000002,YDR322W;YLL007C;YLR422W
GO:0006521,regulation of cellular amino acid metabolic process,-0.6166666666666669,0.8176795580110497,-0.7157973492945698,YFL046W
GO:0009064,glutamine family amino acid metabolic process,-5.545454545454541,0.361,-0.9872946508052062,
GO:0009653,anatomical structure morphogenesis,1.4893617021276597,0.01,1.00000000000002,YJL197W;YDR185C;YDL239C;YOR124C
GO:0048468,cell development,2.7142857142857126,0.0,0.9999999999999877,YDL239C
GO:0051301,cell division,1.310344827586207,0.945,0.9999999999999981,YDL239C
GO:0009987,cellular process,1.0000000000000002,0.0,1.0,YJL197W;YNL005C;YPL099C;YNR018W;YOR019W;YLR077W;YPL215W;YHR117W;YDL107W;YBR163W;YBR120C;YKR016W;YGR223C;YDL239C;YGR062C;YLR203C;YMR098C;YNR040W;YML030W;YMR002W;YBR044C;YBL059C-A;YDR185C;YLR050C;YLR356W;YJL062W-A;YHL021C;YDR322W;YOR124C;YIR024C;YBR269C;YLL007C;YLR218C;YNL295W;YJL180C;YDR381C-A;YGR049W;YBR262C;YFR011C;YCR079W;YER058W;YNL315C;YBR230C;YFL046W;YDR379C-A;YKL137W;YMR159C;YLR038C;YGR235C;YIL157C;YLR091W;YJR034W;YJR080C;YMR257C;YOR228C;YEL059C-A;YDR493W;YCL057C-A;YLR393W;YLR168C;YDR332W;YGR174C;YAL008W;YJR100C;YIL165C;YLR253W;YGR150C;YBR227C;YMR244C-A;YLR422W;YNR020C;YNL100W
GO:0065003,protein-containing complex assembly,1.0790020790020778,0.827,1.0000000000000093,YNL005C;YPL099C;YNR018W;YLR077W;YPL215W;YBR120C;YGR062C;YLR203C;YMR098C;YML030W;YBR044C;YBL059C-A;YJL062W-A;YDR322W;YDR381C-A;YIR024C;YBR269C;YLR218C;YJL180C;YBR262C;YER058W;YNL315C;YDR379C-A;YFL046W;YKL137W;YLR038C;YIL157C;YJR034W;YMR257C;YEL059C-A;YDR493W;YLR393W;YGR174C;YMR244C-A;YNR020C
GO:0006402,mRNA catabolic process,2.1076923076923038,0.954,0.9999999999999913,YMR098C
GO:0000959,mitochondrial RNA metabolic process,-1.64428693865386,0.116,-1.191488526139994,YPR116W
GO:0031329,regulation of cellular catabolic process,1.7954545454545494,0.34,1.000000000000017,YJR100C;YCR079W;YMR098C
GO:0051252,regulation of RNA metabolic process,1.123693379790944,0.297,1.0000000000000233,YGR150C;YMR098C
GO:0051254,positive regulation of RNA metabolic process,1.2168674698795194,0.448,0.9999999999999951,YGR150C
GO:0006396,RNA processing,1.1317829457364343,0.012,1.0000000000000095,YLR091W;YLR203C;YBR120C;YGR150C
GO:0140053,mitochondrial gene expression,1.7619047619047605,0.043,0.9999999999999779,YPL215W;YJL062W-A;YLR091W;YMR257C;YBR120C;YGR150C;YLR203C;YMR098C
GO:0000963,mitochondrial RNA processing,-0.8334719305586601,0.16594516594516595,-1.3123758467272229,YLR091W;YPR116W
GO:0000966,RNA 5'-end processing,-2.81512909474836,0.039,-1.2080594307732686,YPR116W
GO:0042221,response to chemical,1.157079646017701,0.186,1.0000000000000042,YJR100C;YBR044C
GO:0043933,protein-containing complex organization,1.0636833046471605,0.001,1.0000000000000036,YNL005C;YPL099C;YNR018W;YLR077W;YPL215W;YBR120C;YGR062C;YLR203C;YMR098C;YML030W;YBR044C;YBL059C-A;YJL062W-A;YDR322W;YDR381C-A;YIR024C;YBR269C;YLR218C;YJL180C;YBR262C;YER058W;YNL315C;YDR379C-A;YFL046W;YKL137W;YLR038C;YIL157C;YJR034W;YMR257C;YEL059C-A;YDR493W;YLR393W;YGR174C;YMR244C-A;YNR020C;YNL100W
GO:0051128,regulation of cellular component organization,1.207831325301206,0.561,1.0000000000000127,YJL197W;YOR124C;YJR100C;YCR079W
GO:0007165,signal transduction,1.1891891891891873,0.847,1.000000000000014,YDR322W;YLL007C;YLR422W
GO:0015748,organophosphate ester transport,10.999999999999996,0.767,0.9999999999999997,YDR185C;YJR100C;YLR168C
GO:0065008,regulation of biological quality,1.1714285714285704,0.569,0.9999999999999947,YAL008W;YOR124C;YJR100C;YOR228C;YLR253W;YMR244C-A;YMR098C
GO:0048646,anatomical structure formation involved in morphogenesis,1.699029126213592,0.0,0.9999999999999787,YDL239C
GO:0048856,anatomical structure development,1.4893617021276597,0.014,1.00000000000002,YJL197W;YDR185C;YDL239C;YOR124C
GO:0030154,cell differentiation,1.5714285714285703,0.0,0.999999999999982,YDL239C
GO:0006869,lipid transport,14.99999999999998,0.263,0.9999999999999988,YDR185C;YJR100C;YLR168C
GO:0006950,response to stress,1.0941336971350626,0.583,1.0000000000000182,YJL197W;YJR100C;YBR163W;YBR044C
GO:0010927,cellular component assembly involved in morphogenesis,24.999999999999982,0.0,0.9999999999999994,YDL239C
GO:0055082,cellular chemical homeostasis,1.5950413223140485,0.0,1.0000000000000016,YMR244C-A
GO:0099116,tRNA 5'-end processing,-0.9838709677419347,0.05009633911368015,-1.5110504132103082,YLR091W;YPR116W
GO:0048869,cellular developmental process,1.5220588235294108,0.003,0.9999999999999856,YDR185C;YDL239C
GO:0071709,membrane assembly,-1.3461538461538458,0.054140127388535034,-1.4286178544733676,YDL239C
GO:0007009,plasma membrane organization,0.5000000000000003,0.9618138424821002,0.6709540782065225,
GO:0010467,gene expression,1.036664695446481,0.836,1.0000000000000135,YNL005C;YPL215W;YJL062W-A;YLR091W;YMR257C;YBR120C;YGR150C;YLR203C;YNR020C;YMR098C
GO:0010468,regulation of gene expression,1.0813810110974107,0.188,1.0000000000000124,YPL215W;YJL062W-A;YMR257C;YBR120C;YGR150C;YLR203C;YMR098C
GO:0010629,negative regulation of gene expression,1.3212669683257907,0.777,1.0000000000000193,YJL062W-A;YMR098C
GO:0010628,positive regulation of gene expression,18.0,0.071,1.0,YPL215W;YMR257C;YBR120C;YLR203C;YMR098C
GO:0051204,protein insertion into mitochondrial membrane,-0.8367346938775516,0.6379310344827587,-0.8451696284329543,YHR117W
GO:0044237,cellular metabolic process,1.0117310443490692,0.01,1.0000000000000064,YJL197W;YNL005C;YOR019W;YPL215W;YBR163W;YBR120C;YGR223C;YLR203C;YMR098C;YMR002W;YLR356W;YJL062W-A;YHL021C;YOR124C;YNL295W;YLL007C;YGR049W;YCR079W;YMR159C;YLR038C;YLR091W;YMR257C;YDR493W;YLR168C;YDR332W;YAL008W;YJR100C;YIL165C;YLR422W;YGR150C;YFL046W
GO:0012501,programmed cell death,-1.400000000000001,0.521,-0.8697813121272441,
GO:0048519,negative regulation of biological process,1.1005917159763308,0.39,1.0000000000000078,YJL197W;YLR168C;YJL062W-A;YJR100C;YMR098C
GO:0048518,positive regulation of biological process,1.089655172413795,0.28,0.9999999999999882,YPL215W;YOR124C;YMR257C;YBR120C;YGR150C;YBR227C;YLR203C;YMR098C
GO:0023051,regulation of signaling,1.9473684210526268,0.915,0.9999999999999832,YDR322W
GO:0031323,regulation of cellular metabolic process,1.0631469979296064,0.853,0.9999999999999993,YLR168C;YPL215W;YJL062W-A;YJR100C;YNL295W;YMR257C;YBR120C;YGR150C;YCR079W;YLR203C;YFL046W;YMR098C
GO:0060255,regulation of macromolecule metabolic process,1.060518731988473,0.903,0.9999999999999903,YPL215W;YJL062W-A;YDR322W;YNL295W;YMR257C;YBR120C;YGR150C;YBR227C;YLR203C;YMR098C
GO:0010605,negative regulation of macromolecule metabolic process,1.1632183908045988,0.132,1.0000000000000178,YJL062W-A;YMR098C
GO:0031324,negative regulation of cellular metabolic process,1.2233009708737879,0.239,0.9999999999999994,YJR100C;YLR168C;YJL062W-A;YMR098C
