GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = 1.6984135504300866;NES*_neg=-1.7638776471937003)),Leading-edge subset
GO:0048308,organelle inheritance,0.33230165256726885,0.09259259259259259,1.3684056614891786,YOR089C;YFR051C;YER120W;YDL065C;YBR097W;YLR043C;YGR209C;YGL095C;YEL013W;YOR036W;YML001W
GO:0000003,reproduction,-0.16012133574461587,0.6418269230769231,-0.9431832588251226,YLR288C;YCL055W;YER075C;YPR075C;YML128C;YCL024W;YLR234W;YCR091W;YJR092W;YDL223C;YGL045W;YNL201C;YLR238W;YOR212W;YDR075W;YIL132C;YOR229W;YPR120C;YDR103W;YBR250W;YOL091W;YGL075C;YPL055C;YJR090C;YER106W;YKL089W;YPR036W-A;YHR079C-B;YAL068C;YOR313C;YGL163C;YER179W;YDL154W;YLR312C-B;YNR049C;YDR285W;YOL104C;YBR100W;YGL175C;YHR079C-A;YLR313C;YIL017W;YMR065W;YLR084C;YBR267W;YBR081C;YPL138C;YHL027W;YIL037C;YJL106W;YLR329W;YHR084W;YDR108W;YPR054W;YDR113C;YHR124W;YDL074C;YOR033C;YBR023C;YGR059W;YJR084W;YOR298W;YNL145W;YCR040W;YGL216W;YFL026W;YFL003C;YBR175W;YDR184C;YGR225W;YGR108W;YGL183C;YER149C;YLR337W;YFR048W;YMR232W;YER044C-A;YPL174C;YKL189W;YJL018W;YIL072W;YER173W;YOR353C;YBR040W;YDR461W;YNL126W;YCL027W;YPL157W;YPR122W;YGL158W;YIL008W;YIR026C;YDR446W;YDR516C;YPL018W;YJL187C;YDL101C;YPL130W;YDR273W;YNL279W;YGL046W;YBR088C;YFL035C-A;YLR263W;YGL194C;YPL192C;YNL210W;YJR135C;YCL012W;YGR272C;YCR089W;YOR368W;YDR014W-A;YGL071W;YNL225C;YGR188C;YLR433C;YFL035C;YHR157W;YGL089C;YJR004C;YDR523C;YLR452C;YHR119W;YGL033W;YDL159W;YJL090C;YBL016W;YCL029C;YOL115W;YGL192W
GO:0007033,vacuole organization,0.3614336653402842,0.0,1.866512372784502,YLR043C;YFL038C;YBL058W;YJL178C;YKL196C;YGL095C;YOR036W;YNL267W;YNL054W;YDR135C;YNL294C;YBR097W;YBR164C;YBR080C;YDR080W;YNL015W;YEL027W;YPR165W;YDL188C;YKR007W;YJL012C;YOR089C;YMR197C;YGL190C;YGR209C;YHR174W;YDL077C;YDR456W;YBR200W;YDL135C;YBL050W;YDL134C;YLR262C;YLR229C;YGR254W;YLR148W;YEL013W;YBR109C;YER072W;YML001W
GO:0000011,vacuole inheritance,0.3769498385085663,0.17611336032388664,1.2535921592229367,YOR089C;YBR097W;YLR043C;YGR209C;YEL013W;YOR036W;YML001W
GO:0006281,DNA repair,0.11559515119029544,0.981675392670157,0.7488213478236388,YMR173W;YDR092W;YGR063C;YDR224C;YHR099W;YBR223C;YBL019W;YDR363W-A;YDR030C;YHL006C;YNL290W;YMR190C;YNL133C;YLR274W;YPR164W;YBR010W;YLR035C;YBR087W;YFR027W;YDL140C;YLL002W;YOR290C;YBR202W;YPL262W;YML095C;YML010W;YNL312W;YPL022W;YNL072W;YGL207W;YGL087C;YLR265C;YKL045W;YMR224C;YPR052C;YKR095W;YDR182W;YDL017W;YAR007C;YBL003C;YKL112W;YDR225W;YKL054C;YNL250W;YIR002C;YDR097C;YEL037C;YPL194W;YBR272C;YMR039C;YBR278W;YGL168W;YBR289W;YNL102W;YOR386W;YML021C;YMR076C;YDR079C-A;YOR025W;YNL307C;YJL081C;YJL047C;YJR006W;YER116C;YBL088C;YDR381W;YLR394W;YOR244W;YBR089C-A;YJL173C;YDL003W;YLR442C;YBR160W;YGR056W;YGL150C;YKL025C;YNL139C;YJR035W;YIL153W;YDL200C;YNL031C;YOL034W;YFL024C;YOR259C;YIL126W;YMR167W;YOL146W;YMR106C;YPL046C;YML069W;YHR164C;YMR284W;YGL048C;YPR019W;YER142C;YJL074C;YGL127C;YOR005C;YPL127C;YNL262W;YMR156C;YKL017C;YKL057C;YNL246W;YLR418C;YDL084W;YPL001W;YPR135W;YPR023C;YDR334W
GO:0051052,regulation of DNA metabolic process,-0.2115397599852125,0.23581560283687944,-1.1248897510441898,YIL143C;YLL034C;YOL104C;YBR100W;YDR110W;YHR197W;YJR046W;YMR075W;YOR001W;YOL068C;YDR014W-A;YNL201C;YDR075W;YDR082W;YHR085W;YCL060C;YOL115W;YNL182C;YGL163C
GO:0006310,DNA recombination,-0.3061817304798879,0.0,-1.847671135785021,YML023C;YLR288C;YLR383W;YLR035C-A;YML128C;YJR021C;YDR110W;YLR234W;YDR013W;YML045W;YDR098C-B;YPR158C-D;YBR012W-B;YDR316W-B;YOL103W-B;YLR007W;YDR075W;YIL132C;YDR261C-D;YGR159C;YLR410W-B;YHR079C-B;YHR167W;YGL163C;YER179W;YDL154W;YGR038C-B;YDR285W;YIL082W-A;YGR072W;YOL104C;YDR210W-B;YBR100W;YHR079C-A;YGL175C;YOR142W-B;YER190W;YMR045C;YLR467W;YPR158W-B;YJR046W;YDR365W-B;YPL257W-B;YOL068C;YFL002W-A;YDL105W;YBL101W-B;YOR343C-B;YGL201C;YLR329W;YGR109W-B;YDR113C;YPL060C-A;YJR029W;YER038C;YKR038C;YBR228W;YDL074C;YOR033C;YER171W;YGR027W-B;YNL054W-B;YFL003C;YCL019W;YGL183C;YIR025W;YDR206W;YDR448W;YLR227W-B;YER044C-A;YJR027W;YPL283C;YER173W;YPR137C-B;YDR034C-D;YHR077C;YML062C;YBL005W-B;YOR192C-B;YDR210W-D;YPL121C;YLR157C-B;YEL019C;YNL284C-B;YDR210C-D;YDR446W;YDR261W-B;YIL143C;YLR052W;YDR489W;YJR043C;YLR263W;YDR288W;YNL210W;YOR343W-B;YER138C;YOR368W;YDR014W-A;YGL249W;YHR157W;YER160C;YGR161W-B;YGR161C-D;YHL009W-B;YIL150C;YGL033W;YJL090C;YHR214C-B;YOL115W;YOR144C;YDR263C
GO:0000018,regulation of DNA recombination,-0.3068549156831305,0.20696324951644102,-1.2042696276605627,YDR285W;YIL143C;YOL104C;YBR100W;YOL068C;YDR014W-A;YOL115W;YDR110W;YLR234W
GO:0006312,mitotic recombination,-0.21387192895585047,0.5425742574257426,-0.9378628999982818,YKR038C;YLR288C;YIL143C;YDL074C;YOR033C;YLR052W;YOL068C;YGL175C;YDR014W-A;YER190W;YGL163C;YER179W;YLR234W
GO:0051231,spindle elongation,-0.15270590537998235,0.9793233082706767,-0.5656747028954228,YPR120C;YLR210W;YGL216W;YCL029C;YMR036C;YJL187C;YGL003C;YGR108W;YOR058C
