GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = 1.622375402813281;NES*_neg=-1.6156999261670226)),Leading-edge subset
GO:0048308,organelle inheritance,0.49373973615324684,0.0,2.246229606735998,YBR097W;YOL076W;YIL062C;YHR194W;YDL029W;YML001W;YER008C;YDR150W;YMR072W;YIL138C;YDR233C;YGL055W;YIL090W;YMR163C;YML104C;YDR329C;YFL039C;YMR275C;YPR131C;YNL298W;YOR326W;YAL048C;YNL054W;YNL079C;YOR089C;YDL239C;YGR231C;YER120W;YLL001W;YNL304W;YDR495C;YFR051C;YCL063W;YOR147W;YAL029C;YOL009C;YGR132C;YEL013W;YLR190W
GO:0048311,mitochondrion distribution,0.7211301014678057,0.0,2.7235179232177145,YDR150W;YNL079C;YOL076W;YIL062C;YHR194W;YDL029W;YOR147W;YGR231C;YLL001W;YOL009C;YMR275C;YGR132C;YPR131C;YMR072W;YIL138C;YOR326W
GO:0000001,mitochondrion inheritance,0.7482352806935654,0.0,2.7753885252450186,YDR150W;YNL079C;YOL076W;YIL062C;YHR194W;YDL029W;YOR147W;YGR231C;YLL001W;YOL009C;YMR275C;YGR132C;YPR131C;YMR072W;YIL138C;YOR326W
GO:0007005,mitochondrion organization,0.6346095017268738,0.0,3.880245812860976,YGL059W;YOR297C;YOR228C;YGR150C;YPR024W;YDL029W;YJR118C;YPR133W-A;YOR232W;YIL138C;YLR190W;YIL098C;YJL054W;YAL010C;YGR049W;YMR035W;YGR101W;YMR275C;YNR018W;YKL137W;YPL240C;YOR266W;YBR230C;YOR326W;YDL107W;YMR203W;YDR258C;YDR185C;YOR043W;YGL219C;YKR036C;YMR098C;YCR028C-A;YLL001W;YPL063W;YBR217W;YFL046W;YBR120C;YEL020W-A;YBR212W;YGR183C;YLR295C;YNL138W;YNL055C;YNR020C;YDL069C;YBR091C;YER154W;YKR087C;YNL005C;YOL027C;YDR393W;YFL016C;YDR022C;YIL065C;YOL076W;YLR077W;YJR100C;YML061C;YNL213C;YHR024C;YJL180C;YDR079W;YDR296W;YDR379C-A;YOL026C;YLR393W;YPR131C;YFL036W;YDL217C;YLR253W;YPL029W;YBL045C;YNR017W;YLR050C;YNL169C;YLR163C;YML030W;YDL142C;YLL007C;YGR082W;YIL042C;YNL304W;YLR203C;YHR117W;YLR356W;YBR262C;YJR135W-A;YIL022W;YDR231C;YDL198C;YOR147W;YML058W;YBR227C;YKR016W;YNL131W;YHL021C;YKL037W;YER125W;YLR304C;YGR028W;YBR185C;YCR079W;YKL011C;YDR512C;YBR044C;YIL062C;YHR194W;YHR120W;YJR080C;YOL060C;YLR259C;YER083C;YBR192W;YMR241W;YMR072W;YDR150W;YHR031C;YLR090W;YGR112W;YDR493W;YOL071W;YPR125W;YML032C;YNL100W;YLR091W;YDR322C-A;YFR011C;YPR116W;YJR034W;YIR021W;YJL102W;YJR144W;YLL018C-A;YPL215W;YGR174C;YPL099C;YDR511W;YNL079C;YDR375C;YDR470C;YNR040W;YGL020C;YBR269C;YGR231C;YDR322W;YKR042W;YJL003W;YKR065C;YER153C;YPR100W;YJL104W;YGR033C;YMR302C;YLR368W;YML129C;YGR062C;YLR168C;YKL141W;YDR219C;YOL009C;YLL009C;YGR132C;YOR330C;YBL022C;YDR529C;YOR037W;YPR020W;YJR045C;YBR024W;YIR024C;YML081C-A;YOR211C;YKL195W;YER095W;YGL191W;YPR140W;YER058W;YJL143W;YAL008W;YER017C;YJL112W;YOR020C;YMR060C;YLL006W;YBR037C;YBR179C;YGR181W;YHR116W;YLR059C;YAL048C;YNL026W;YML091C;YHR005C-A;YDR332W;YIL157C;YBR163W;YOR045W;YNL315C;YOR027W;YLR067C;YAL005C;YHR171W;YHR083W;YNL070W;YNL121C;YNL310C;YJL062W-A;YBL017C;YDR065W;YGR235C;YMR257C;YKL134C;YNL328C
GO:0000002,mitochondrial genome maintenance,0.738145400577009,0.0,3.283875616283615,YLR304C;YFL016C;YOR211C;YKL011C;YER095W;YGR150C;YJR118C;YML061C;YNL213C;YLR259C;YBR192W;YMR241W;YMR072W;YHR031C;YJL143W;YAL010C;YML032C;YDR296W;YJL112W;YLR091W;YPR116W;YLL006W;YFL036W;YIR021W;YJL102W;YJR144W;YLR059C;YPL029W;YDR258C;YDL142C;YGL219C;YDR332W;YBR163W;YCR028C-A;YPR100W;YMR302C;YDR065W;YDL198C;YOL009C;YOR330C;YBL022C
GO:0000003,reproduction,-0.23206398479223167,0.0,-1.4996141871000794,YBR180W;YPL187W;YAL018C;YLL040C;YNL030W;YCR092C;YMR232W;YER133W;YLR084C;YJL168C;YLR329W;YIR025W;YNR044W;YJL038C;YDR264C;YDL194W;YHR005C;YDR522C;YDR113C;YDR093W;YDL042C;YOR033C;YGL058W;YNR047W;YJL157C;YKL113C;YDR507C;YDR184C;YNL088W;YER173W;YIL126W;YDR523C;YOR061W;YGL089C;YGL071W;YOR229W;YDL216C;YJL090C;YMR039C;YPR192W;YDR099W;YMR065W;YBL085W;YHL022C;YDR076W;YGR040W;YIL035C;YER166W;YPL016W;YHR014W;YBR009C;YPL138C;YGL116W;YOL070C;YDL074C;YEL072W;YDL017W;YGL190C;YCL024W;YLR307W;YDR218C;YHR185C;YAR007C;YDR402C;YNL102W;YLR362W;YDR108W;YOL115W;YGR188C;YER046W;YER114C;YOR178C;YBR250W;YGL244W;YKR048C;YGR225W;YBR267W;YGR179C;YCR040W;YMR144W;YPL157W;YLR182W;YPR075C;YDR440W;YHR158C;YJL037W;YOR014W;YNL330C;YMR025W;YDL159W;YBR130C;YDR052C;YNL145W;YGL194C;YMR167W;YKL189W;YOL090W;YNL279W;YHR102W;YKL178C;YNL312W;YPL256C;YLR040C;YDR439W;YAL041W;YGL032C;YLR263W;YIL140W;YGR109C;YCL027W;YFL003C;YKL089W;YOL104C;YCL066W;YER106W;YHL007C;YNL025C;YMR079W;YDL222C;YGL183C;YBL016W;YPR122W;YPL194W;YPL232W;YGR152C;YBR098W;YCR093W;YDR383C;YIL131C;YIL015W;YOL048C;YOR073W;YIR026C;YOR191W;YIR002C;YBR040W;YJL170C;YLR313C;YGL170C;YJL173C;YFR027W;YNL272C;YMR001C;YGR230W;YCL055W;YOR338W;YPR007C;YHR184W;YDR318W;YMR043W;YDR461W;YHR084W;YPL055C;YJL106W;YFR008W;YOR177C;YFL026W;YNL273W;YOR351C;YLR229C;YLR248W;YCR038C;YJL013C;YNL201C;YDR155C;YDL028C;YPL209C;YLR120C;YGL163C;YCR091W;YDR403W;YBR010W;YOR290C;YNL082W;YHR153C;YJR084W;YFL033C;YMR076C;YGL158W;YGL213C;YNL161W;YDL155W
GO:0007033,vacuole organization,0.17116859595056316,0.6536082474226804,0.9078505921062633,YBR097W;YBL058W;YIL041W;YNR007C;YJL178C;YML001W;YIL138C;YLR093C;YNL323W;YLR262C;YBR200W;YNL267W;YGR254W;YFL039C;YNL298W;YDR170C;YOR326W;YDR126W;YBR164C;YNL054W;YNL079C;YEL062W;YBL050W;YDL077C;YOR089C;YPR049C;YLR396C;YHR171W;YBR217W;YPL204W;YNL304W;YDR495C;YBR109C;YNL294C;YBR080C;YCL063W;YGL212W;YHL023C;YMR197C;YEL013W;YHR174W;YFL038C
GO:0000011,vacuole inheritance,0.428109791773416,0.06896551724137931,1.4431496487893363,YNL054W;YNL079C;YBR097W;YEL013W;YFL039C;YOR089C;YCL063W;YNL298W;YML001W;YIL138C;YOR326W
GO:0006281,DNA repair,-0.2914024648936195,0.0,-1.7849715847744787,YJL164C;YDR121W;YCR092C;YPL167C;YLL036C;YLR032W;YJL168C;YER171W;YDR113C;YDL042C;YDL020C;YOR033C;YGL058W;YBL003C;YDR363W-A;YKL113C;YER116C;YFL024C;YER173W;YIL126W;YGL092W;YBR278W;YOR123C;YDR138W;YDR013W;YLR321C;YJL090C;YLR274W;YMR039C;YLR399C;YDL200C;YHL022C;YDR076W;YPR023C;YNL139C;YPR135W;YDL074C;YNL133C;YDL017W;YAR007C;YNL102W;YOL115W;YHR134W;YPR175W;YOL034W;YDL003W;YDL140C;YGL244W;YAR002W;YMR078C;YGL048C;YKL108W;YDR448W;YJR035W;YDR440W;YGR002C;YOR014W;YIL150C;YJR082C;YDR224C;YDR225W;YDR182W;YKL045W;YFR038W;YMR167W;YOL090W;YGL207W;YNL312W;YEL018W;YDR439W;YJR006W;YLR442C;YPR052C;YML010W;YGL070C;YAL019W;YDL047W;YNL262W;YPL194W;YDR381W;YBR098W;YDR317W;YBR114W;YPR056W;YIR002C;YGR063C;YJL173C;YNL290W;YFR027W;YDR311W;YML060W;YKL057C;YLR430W;YPR007C;YOR217W;YKL112W;YER162C;YOR259C;YEL032W;YDR190C;YEL037C;YGL090W;YNL273W;YOR141C;YNL201C;YLR007W;YNL215W;YDL102W;YGL163C;YFR037C;YBR010W;YOR290C;YNL082W;YMR076C;YPL122C;YJR068W;YDL084W;YJR043C;YDR363W;YNL136W
GO:0051052,regulation of DNA metabolic process,-0.30403304181330976,0.0020833333333333333,-1.6486556193179462,YNL039W;YLL034C;YDR052C;YPR023C;YDR082W;YIR002C;YLR113W;YFR038W;YOL090W;YHR197W;YDL074C;YCR092C;YER164W;YHR085W;YDR303C;YAR007C;YLR442C;YNL182C;YDL126C;YKL022C;YOL115W;YML010W;YJL168C;YOL068C;YGR109C;YOL104C;YER171W;YAL021C;YDL042C;YNL273W;YPL181W;YGL244W;YOR001W;YJL194W;YNL201C;YNL068C;YNL088W;YPL157W;YMR075W;YER129W;YGL163C;YBR098W;YLR182W;YHR153C;YOR123C;YIL131C;YGL037C;YLR321C;YLR399C;YLR274W;YDL020C;YNL330C;YGL173C;YGR063C;YGR280C
