GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = 1.6307100014246676;NES*_neg=-1.696782223203512)),Leading-edge subset
GO:0048308,organelle inheritance,0.42478761721946573,0.0,1.9380716374394336,YML104C;YGL095C;YML001W;YDL006W;YIL062C;YNL304W;YMR275C;YOL009C;YLL001W;YBR130C;YOR326W;YER008C;YGR132C;YOR089C;YDL029W;YGR231C;YOR147W;YMR072W;YPR028W;YPR055W;YFR051C;YHR194W;YPR131C;YEL013W;YNL298W
GO:0048311,mitochondrion distribution,0.5036845706576166,0.002109704641350211,1.9390321535820185,YMR275C;YOR326W;YOL009C;YML104C;YLL001W;YGR132C;YDL029W;YPR131C;YGR231C;YMR012W;YOR147W;YHR194W;YIL062C;YNL304W;YMR072W
GO:0000001,mitochondrion inheritance,0.49755258835624405,0.002070393374741201,1.887582757359925,YMR275C;YOR326W;YOL009C;YML104C;YLL001W;YGR132C;YDL029W;YPR131C;YGR231C;YHR194W;YOR147W;YIL062C;YNL304W;YMR072W
GO:0007005,mitochondrion organization,0.504628193714093,0.0,3.1091542801184495,YNL026W;YNL310C;YBR037C;YNL100W;YMR002W;YML129C;YNL213C;YDR231C;YOR297C;YPL029W;YGL020C;YGR082W;YKR016W;YFL036W;YBR044C;YJR144W;YHR116W;YOL027C;YER125W;YBR269C;YLR259C;YJL112W;YMR035W;YDR512C;YPR024W;YPR125W;YMR257C;YNL005C;YMR150C;YPL215W;YDR079W;YGR101W;YGL219C;YML032C;YLR090W;YDR296W;YFR004W;YOR266W;YOL009C;YPR100W;YJR118C;YDR493W;YBR227C;YGR181W;YJL180C;YOR043W;YJL104W;YDL142C;YNR020C;YLR008C;YNL138W;YJR034W;YBL045C;YDR322W;YNL315C;YBR185C;YPR140W;YGR028W;YNR032W;YNL131W;YHR024C;YLR203C;YPR131C;YPR020W;YMR302C;YLR168C;YKL195W;YNR018W;YMR098C;YMR203W;YKL137W;YBR192W;YIL098C;YLR077W;YIL062C;YOR020C;YLR038C;YBL022C;YHR117W;YGR174C;YLL001W;YNR040W;YOR124C;YOR232W;YOL026C;YPL063W;YLR295C;YGR132C;YBR024W;YLR163C;YNL121C;YGL191W;YJR045C;YER058W;YML030W;YNL169C;YKL141W;YGR029W;YDR375C;YPL099C;YMR012W;YBR120C;YDR511W;YJR080C;YFR011C;YJL102W;YPL098C;YER017C;YJR100C;YLR218C;YLR253W;YIR021W;YER154W;YJL003W;YGR112W;YGR178C;YOL071W;YNR017W;YNL070W;YLR304C;YIL022W;YJL054W;YHR083W;YDL029W;YGR231C;YKR065C;YMR060C;YMR072W;YGR062C;YKR087C;YJL143W;YLL009C;YIL157C;YBR262C
GO:0000002,mitochondrial genome maintenance,0.4818488324579657,0.0,2.1694835267204375,YGL219C;YJL102W;YNL213C;YML032C;YPL029W;YBR192W;YDR296W;YIR021W;YBL022C;YOL009C;YPR100W;YJR118C;YFL036W;YLR304C;YJR144W;YLR259C;YJL112W;YMR072W;YJL143W;YMR302C
GO:0000003,reproduction,-0.24072887839869772,0.0,-1.555010069923218,YER106W;YGL089C;YGL194C;YMR017W;YCR010C;YLR329W;YDL216C;YOL104C;YHL024W;YAL068C;YFL031W;YOR338W;YGL033W;YFL034C-B;YDR461W;YDR403W;YGL183C;YLR313C;YNL210W;YOR195W;YBR250W;YDR522C;YCR040W;YLR337C;YJL038C;YLR307W;YJL106W;YDR523C;YDR439W;YBR148W;YLR445W;YNL204C;YMR162C;YDL154W;YNR044W;YHR153C;YOR351C;YAL018C;YPL018W;YMR190C;YDL239C;YHR185C;YNR032C-A;YER096W;YIR026C;YGR032W;YMR106C;YBR267W;YDR402C;YGR188C;YLL005C;YDR273W;YIL073C;YGL249W;YPL209C;YPR054W;YPR036W-A;YER044C-A;YDR076W;YPL016W;YMR133W;YDL222C;YFR027W;YGL158W;YPL200W;YDR285W;YCR097W;YFL003C;YCL027W;YDL227C;YNL128W;YGR109C;YLR263W;YDL223C;YPL027W;YNL250W;YBR136W;YHR014W;YDL160C-A;YPL187W;YDR014W;YBR180W;YNL202W;YDR440W;YBR040W;YBR009C;YCL058W-A;YCL048W;YPL130W;YLR234W;YDR383C;YIL037C;YFR022W;YOR177C;YLR054C;YER179W;YNL145W;YHR172W;YPL192C;YEL061C;YMR306W;YLR035C;YLR341W;YHR079C-A;YBR045C;YLR135W;YNL012W;YLR343W;YGR059W;YDR179C;YML066C;YOL047C;YOL091W;YKL178C;YPL121C;YHR157W;YDL214C;YGL032C;YNL194C;YOL132W;YNL279W;YCR089W;YDR369C;YHR164C;YGR225W;YOR190W;YHL022C;YDR446W;YGL175C;YIL017C;YMR063W;YGL170C;YCR045C;YDR184C;YCL066W;YGR272C;YIL132C;YLR308W;YJL037W;YHR184W;YPR192W;YHR039C;YIL072W;YOL069W;YPR007C;YOL086W-A;YOR298W;YMR232W;YIL122W;YHR139C;YBR186W;YGL075C;YGR271C-A;YPL017C;YCR091W;YGL045W;YIL008W;YDR218C;YNL196C;YOR255W;YJR094C
GO:0007033,vacuole organization,0.32003666982624734,0.0,1.6830893458929386,YBL050W;YGL095C;YKR007W;YPR185W;YJL036W;YBR164C;YJL178C;YML001W;YLR093C;YNL304W;YDL188C;YBR080C;YPL120W;YLR148W;YDL135C;YDR229W;YJR138W;YLR262C;YOR326W;YOR014W;YNL015W;YIL041W;YBR109C;YNL298W;YNL323W;YOR089C;YNL267W;YGR071C;YDL134C;YLR396C;YDR456W;YLR229C;YFL038C;YNL326C;YMR197C;YPR165W;YNL294C;YEL013W;YPR173C;YLR240W;YKL196C;YBL058W;YGL190C
GO:0000011,vacuole inheritance,0.41752417183925256,0.08695652173913043,1.427059172428822,YOR326W;YGL095C;YIL138C;YML001W;YOR089C;YEL013W;YML097C;YLR043C;YNL298W;YNL079C
GO:0006281,DNA repair,0.14023961293176979,0.86875,0.8620848624729417,YPL235W;YAR007C;YPL204W;YGL207W;YBL019W;YGR063C;YNL290W;YDR288W;YGL048C;YOR141C;YPL122C;YBR163W;YJR144W;YAR002W;YOR259C;YPL001W;YKL054C;YJL173C;YOR025W;YJL081C;YNL215W;YJL072C;YPR052C;YIR002C;YKL067W;YBR087W;YDR092W;YDL200C;YLR418C;YKL213C;YML032C;YNL246W;YPR023C;YGL150C;YKL114C;YDL116W;YOL072W;YGL244W;YPL127C;YKL025C;YOL090W;YKL045W;YLR357W;YDR460W;YOL004W;YGL094C;YML069W;YKL057C;YGL127C;YPR019W;YML011C;YEL018W;YDR004W;YER171W;YPL022W;YDL074C;YNL307C;YOR244W;YLR005W;YJR006W;YBR289W;YML010W;YLR376C;YGL058W;YOR023C;YJL074C;YOR014W;YLR274W;YGL092W;YGL070C;YBL023C;YBR279W;YKL112W;YLR394W;YDR182W;YOR144C;YEL037C;YMR284W;YOL133W;YNL107W;YOR368W;YDL084W;YPR056W;YBR272C;YBR160W;YNL262W;YDL047W;YKL032C;YOL094C;YJR052W;YJR068W;YOR217W;YLR442C;YOL087C;YNL312W;YPL262W;YAL015C;YAL027W
GO:0051052,regulation of DNA metabolic process,0.1699088307493936,0.6223506743737958,0.9181422299846279,YAR007C;YKL022C;YGR048W;YLR418C;YML032C;YPR023C;YOL068C;YKL010C;YDR296W;YDL074C;YOR080W;YBL022C;YGL244W;YPL127C;YOL090W;YNL295W;YDL126C;YNL039W;YML058W;YGR063C;YLR182W;YLR113W;YOL004W;YKL117W;YBR160W;YLR274W;YKL032C;YER143W;YJR045C;YBR279W;YPL128C;YGL173C;YBR170C;YNL330C;YLR442C;YPL240C;YAL015C;YAL027W;YIR002C;YER171W
GO:0006310,DNA recombination,-0.23728869632935995,0.02197802197802198,-1.3380498718336105,YOL034W;YHR134W;YLR329W;YLR035C-A;YMR106C;YOL104C;YHL024W;YHL022C;YDR446W;YLR234W;YGL175C;YPL167C;YNL139C;YGL033W;YER179W;YGL183C;YIL132C;YGL249W;YNL210W;YKL108W;YER190W;YER044C-A;YDR076W;YMR133W;YLR467W;YEL019C;YHR039C;YHR079C-A;YLR035C;YNL339C;YLR135W;YPL200W;YDR285W;YDR439W;YPR007C;YDR545W;YOL086W-A;YIL150C;YGR296W;YDR263C;YKR095W-A;YLR445W;YFL003C;YDL154W;YDR540C;YBR186W;YDL105W;YDL227C;YER038C;YHR153C;YPR164W;YPL121C;YHR157W;YLR263W;YPL017C;YPL283C;YNL250W;YBR098W;YDR363W-A;YBR136W;YMR190C;YDL160C-A;YDL059C;YDR369C;YDR440W;YGR159C
GO:0000018,regulation of DNA recombination,0.21228866183140813,0.740506329113924,0.8110638986744809,YNL330C;YLR418C;YPL127C;YOL068C
GO:0006312,mitotic recombination,-0.17463685762374276,0.844311377245509,-0.7861444142139498,YPL017C;YPL283C;YER179W;YDR545W;YBR136W;YGR296W;YER190W;YKR095W-A;YLR234W;YGL175C;YDR540C;YLR467W;YDL227C
GO:0051231,spindle elongation,0.2968828495556211,0.2710843373493976,1.1190085629555382,YKR088C;YBR160W;YMR001C;YGL216W;YFL037W;YGR108W;YDL064W
GO:1903047,mitotic cell cycle process,0.18828218570397015,0.07920792079207921,1.1733553949406348,YAL041W;YDR477W;YCR002C;YGR262C;YDL008W;YDL126C;YKR028W;YKL048C;YLL003W;YDR328C;YPL116W;YDR195W;YDR130C;YHR158C;YMR168C;YBL051C;YDL132W;YGL060W;YBR038W;YER095W;YLR314C;YDL117W;YDL155W;YLR330W;YOR372C;YJL030W;YNL243W;YNL152W;YLR361C;YAL016W;YNL079C;YGL093W;YLR045C;YMR294W;YNL225C;YMR199W;YHR115C;YMR032W;YOL072W;YFR040W;YML124C;YLR371W;YER177W;YHR127W;YER133W;YML109W;YOL004W;YDR325W;YIL131C;YOR299W;YPL031C;YER016W;YDL064W;YHR107C;YPL152W;YGL054C;YPR019W;YIR006C;YDL225W;YPR165W;YDR146C;YMR001C;YBR170C;YOL070C;YPL158C;YGL190C;YMR153W;YNL084C;YNL127W;YDR260C;YPL024W;YBR133C;YJL013C;YLR319C;YFL037W;YJL187C;YDL074C;YNL307C;YML085C;YPR188C;YOL145C;YGL216W;YMR055C;YGL058W;YLR182W;YLR113W;YJL074C;YOR326W;YOR014W;YBL105C;YHR129C;YPL020C;YCR086W;YFR028C;YKR077W;YML064C;YBL023C;YJR059W;YBR279W;YLR229C;YHR152W;YNL330C;YIL138C;YGR108W;YIL106W;YBR274W;YFR003C;YML034W;YOR026W;YKL022C;YOR144C;YCL016C;YDR318W;YDR054C;YOL146W;YDR451C;YOL133W;YDL188C;YMR109W;YKL101W;YLR079W;YBR017C;YKR088C;YLR212C;YJR076C;YOR122C;YIR010W;YNL262W;YBR160W;YOR249C;YGL106W;YDL047W;YNL102W;YDL134C;YNL258C;YGL173C;YCR008W;YFL009W;YNL197C;YOR198C;YPR141C;YLR353W;YNL298W;YHR191C
GO:0000070,mitotic sister chromatid segregation,0.11811098866994754,0.9980276134122288,0.6400663933350926,YGL093W;YFR003C;YML034W;YOR026W;YKL022C;YOR144C;YCL016C;YDR318W;YDR260C;YPL024W;YJL013C;YHR115C;YFL037W;YJL187C;YML124C;YDL008W;YNL307C;YML085C;YGL216W;YHR127W;YER133W;YDR130C;YJL074C;YDR325W;YKR088C;YLR212C;YMR168C;YIR010W;YCR086W;YNL262W;YBR160W;YOR249C;YER016W;YAL016W;YDL155W;YDL064W;YJL030W;YNL258C;YMR001C;YPR141C;YGR108W;YHR191C;YGL190C
GO:0007052,mitotic spindle organization,0.2568726501730043,0.32238193018480493,1.0978801163890748,YLR045C;YMR294W;YNL225C;YFL037W;YJL187C;YDL126C;YGL216W;YHR127W;YKR088C;YLR212C;YGL060W;YBR160W;YDL155W;YDL064W;YPL152W;YBR170C;YMR001C;YPR141C;YGR108W
GO:0000022,mitotic spindle elongation,0.3079225251685519,0.25742574257425743,1.1453907913904204,YKR088C;YBR160W;YMR001C;YGL216W;YFL037W;YGR108W;YDL064W
GO:0005984,disaccharide metabolic process,-0.35427143046309584,0.1016260162601626,-1.3421421024616575,YIL172C;YOL157C;YGR289C;YJL216C;YLR377C;YGR288W;YGR292W;YBR299W;YLL026W;YBR298C;YJR160C;YGR287C;YDL247W
GO:0000023,maltose metabolic process,-0.6290119630423019,0.0,-1.9752551367331304,YIL172C;YOL157C;YGR289C;YJL216C;YGR288W;YGR292W;YBR299W;YBR298C;YJR160C;YGR287C;YDL247W
GO:0046352,disaccharide catabolic process,-0.45943406120755487,0.09411764705882353,-1.4309650056308265,YIL172C;YGR289C;YJL216C;YGR292W;YBR299W;YGR287C;YOL157C
GO:0022618,ribonucleoprotein complex assembly,-0.3798562263266101,0.0,-2.1569184306975138,YBR152W;YOL127W;YNL302C;YJL138C;YDL209C;YJR123W;YHR085W;YBL074C;YDR312W;YHR040W;YKR094C;YFL023W;YHL001W;YCR072C;YDR429C;YKL095W;YDR473C;YEL055C;YOL121C;YGR159C;YLL008W;YNL112W;YIR026C;YMR229C;YPR163C;YHR021C;YLR325C;YKL009W;YPL131W;YBR048W;YOL040C;YDR060W;YER025W;YLR009W;YLR340W;YML073C;YGR006W;YHR066W;YNR054C;YAL035W;YFL002C;YLR221C;YPL119C;YGR085C;YPL143W;YNL182C;YGR214W;YPR112C;YJL191W;YNL175C;YOR204W;YMR309C;YEL054C;YIL148W;YCR057C;YPL211W;YKR059W;YNL138W-A;YOR167C;YDR243C;YDL087C;YPL093W;YKR081C;YOL077C;YLR048W;YDL031W;YML024W;YPR102C;YDR418W;YHR197W;YIL110W;YLR167W;YPL146C;YKL156W;YDR025W;YLR075W;YKL006W;YLR264W;YCR031C;YIR012W;YPL193W;YOR063W;YLR448W;YLR106C;YER007C-A;YNL061W;YNL124W;YDR447C;YFL017W-A;YOL080C;YIL104C
GO:0042255,ribosome assembly,-0.5592343240500441,0.0,-2.774444027993824,YPL143W;YOL127W;YIR026C;YNL182C;YMR229C;YLL008W;YML024W;YNL302C;YPR102C;YGR214W;YDR418W;YHR197W;YPR112C;YJL191W;YLR167W;YHR021C;YPL146C;YDR025W;YJR123W;YKL009W;YPL131W;YEL054C;YLR075W;YBR048W;YKL006W;YOL040C;YLR264W;YDR060W;YIL148W;YCR031C;YHR085W;YLR340W;YDR312W;YCR057C;YIR012W;YGL189C;YPL193W;YML073C;YOR063W;YKR094C;YLR448W;YLR106C;YHR066W;YHL001W;YOR167C;YCR072C;YNR054C;YER131W;YFL002C;YKR081C;YDR447C;YLR221C;YOL077C;YEL055C;YOL080C;YOL121C;YGR085C;YLR048W;YGR159C
GO:0042273,ribosomal large subunit biogenesis,-0.6413396784118072,0.0,-3.455864577826432,YOL127W;YBR142W;YER006W;YAL025C;YNL069C;YMR049C;YHR085W;YNL110C;YDR312W;YFR001W;YDL191W;YLR185W;YHR040W;YKR094C;YOR294W;YHL001W;YCR072C;YLR344W;YER126C;YLR276C;YGR103W;YGL120C;YGL135W;YEL055C;YOL144W;YNL002C;YLL008W;YIR026C;YMR229C;YBR267W;YDL063C;YKL009W;YPL131W;YDR500C;YDL208W;YDR060W;YOR272W;YIL133C;YLR009W;YLR340W;YGL189C;YML073C;YKL172W;YNL227C;YLR435W;YHR066W;YLR397C;YFL002C;YOR048C;YLR221C;YOR234C;YKR060W;YGR085C;YEL026W;YPL143W;YNL182C;YGL078C;YCL054W;YPR143W;YLL035W;YGL111W;YPL220W;YEL054C;YKL180W;YPL198W;YHR088W;YOR206W;YJL122W;YIL148W;YGL246C;YPL043W;YPL211W;YLL045C;YHR052W;YKL014C;YLL034C;YER131W;YKR024C;YPL093W;YDR412W;YKR081C;YOL077C;YDL031W;YKL082C;YJL177W;YOL041C;YPR102C;YDR496C;YDR418W;YDR161W;YHR197W;YLR002C;YIL110W;YPL146C;YHL033C;YLR075W;YKL006W;YDR083W;YIR012W;YPL193W;YER002W;YOR063W;YDL136W;YGR245C;YLR448W;YLR106C;YMR290C;YGR034W;YNL061W;YDR091C;YFR031C-A;YOL080C;YGL076C
GO:0000027,ribosomal large subunit assembly,-0.6755912038124481,0.0,-2.8596408688391057,YPL143W;YOL127W;YIR026C;YNL182C;YMR229C;YLL008W;YPR102C;YDR418W;YHR197W;YPL146C;YKL009W;YPL131W;YEL054C;YLR075W;YKL006W;YDR060W;YIL148W;YHR085W;YLR340W;YDR312W;YIR012W;YPL193W;YML073C;YOR063W;YKR094C;YLR448W;YLR106C;YHR066W;YHL001W;YCR072C;YFL002C;YKR081C;YLR221C;YOL077C;YEL055C;YOL080C;YGR085C
