GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = 1.705148988695442;NES*_neg=-2.3998159624397792)),Leading-edge subset
GO:0048308,organelle inheritance,-0.9166666666666685,0.5131048387096774,-0.8686276720977487,
GO:0048311,mitochondrion distribution,0.813186813186813,0.09475806451612903,1.382034962863319,YGR132C
GO:0000001,mitochondrion inheritance,0.8172043010752688,0.08624229979466119,1.3987191668545778,YGR132C
GO:0007005,mitochondrion organization,1.0000000000000002,0.0,1.0,YNL131W;YLR059C;YGR132C;YLR067C;YKL084W;YEL030W;YNR017W;YPL240C;YGL180W;YKL195W;YKL141W;YER083C;YLL009C;YBR279W;YGR029W;YLL018C-A;YDR529C;YDR065W;YDL149W;YPR185W;YJR045C;YNL169C;YJL143W;YER095W;YDL059C;YLL042C;YBL045C;YGR178C;YER125W;YML032C;YFR028C;YBL017C;YGR082W;YIL022W;YNL064C;YIL098C;YOR297C;YLR163C;YHR171W;YPL063W;YAL015C;YIR021W;YLR423C;YMR150C;YOL071W;YBL103C;YFL016C;YPL029W;YOR232W;YLR259C;YDR322C-A;YML129C;YLR090W;YPR020W;YGR112W;YCR065W;YDR375C;YOL026C;YOL145C;YDL126C;YBR217W;YOR020C;YLR295C;YMR203W;YNL223W;YGR183C;YDL113C;YGR033C;YOR045W;YBL078C;YGL191W;YDR079W;YPL149W;YOR043W;YKR087C;YML081C-A;YDR231C;YNR007C;YPR133W-A;YNL328C;YBL022C;YJL104W;YIL042C;YDR022C;YPL100W;YNR032W;YLL040C;YKR065C;YBR024W;YKL134C;YAL005C;YDR511W;YJL036W;YHR024C;YFR021W;YPR100W;YBR037C;YLR008C;YLR305C;YFR004W;YGR231C;YDR512C;YDL069C;YNL138W;YPL218W;YHR116W;YOR027W;YMR035W;YJL003W;YGR028W;YJL102W;YER017C;YNL242W;YIR004W;YKL011C;YPR049C
GO:0000002,mitochondrial genome maintenance,-0.683632931021475,0.055,-1.202894095369501,YKL011C;YDL059C
GO:0000003,reproduction,1.2756892230576409,0.098,1.000000000000001,YER095W;YDR512C;YOL071W;YER125W;YLL040C;YML032C;YFR028C
GO:0007033,vacuole organization,-50.0,0.345,-0.999763647018352,
GO:0006281,DNA repair,1.5634517766497447,0.027,1.0000000000000009,YER095W;YDL059C;YOL145C;YML032C;YAL015C;YBR279W
GO:0051052,regulation of DNA metabolic process,12.999999999999972,0.265,0.999999999999998,YDL059C;YOL145C;YDL126C;YJR045C;YML032C;YAL015C;YBR279W;YPL240C;YBL022C
GO:0006310,DNA recombination,1.8248175182481776,0.975,0.9999999999999889,YML032C;YER095W;YBR279W;YDL059C
GO:0000018,regulation of DNA recombination,-1.0898876404494402,0.24592833876221498,-1.2177806857914018,YBR279W
GO:0006312,mitotic recombination,-1.3444857009384152,0.082,-1.3326950944728622,YDL059C
GO:1903047,mitotic cell cycle process,1.446215139442231,0.001,0.9999999999999937,YER095W;YOL145C;YDL126C;YBR279W;YFR028C
GO:0007052,mitotic spindle organization,0.7866666666666666,0.48184818481848185,1.007325181720854,
GO:0022618,ribonucleoprotein complex assembly,2.9661016949152508,0.0,0.9999999999999861,YPL240C
GO:0006631,fatty acid metabolic process,-1.2745098039215692,0.42,-0.8595950646018797,
