Batch,Avg Loss,GO:0007005
0,69.78905200958252,69.78905487060547
100,66.16005486249924,66.1600570678711
200,59.935301661491394,59.935302734375
300,56.07777625322342,56.07777786254883
400,55.43648901581764,55.43648910522461
500,53.48279541730881,53.482791900634766
600,53.11997365951538,53.119972229003906
700,51.00030851364136,51.000308990478516
800,49.82605230808258,49.8260498046875
900,48.813815504312515,48.813819885253906
1000,47.826979994773865,47.82698059082031
1100,45.97857740521431,45.978572845458984
1200,44.22123873233795,44.22123718261719
1300,43.442947924137115,43.44294738769531
1400,42.26733633875847,42.267337799072266
1500,43.40555655956268,43.405555725097656
1600,39.63798503577709,39.63798522949219
1700,40.28478932380676,40.284786224365234
1800,39.9845230281353,39.98452377319336
1900,40.19585298001766,40.19585418701172
2000,39.06316013634205,39.06315994262695
2100,38.13291674852371,38.13291931152344
2200,38.52641445398331,38.52641296386719
2300,38.04344788193703,38.0434455871582
2400,36.76997070014477,36.76996994018555
2500,34.83935748040676,34.83935546875
2600,35.21996088325977,35.2199592590332
2700,35.43977105617523,35.43976974487305
2800,34.40440468490124,34.40440368652344
2900,33.343382090330124,33.343387603759766
3000,33.99599751830101,33.99599838256836
3100,34.430055975914,34.430057525634766
3200,34.15748040378094,34.1574821472168
3300,34.8744405657053,34.87443923950195
3400,32.19369404017925,32.19369125366211
3500,33.51957994699478,33.51957702636719
3600,34.06159056723118,34.06159210205078
3700,33.41304622590542,33.413047790527344
3800,34.132012248039246,34.132015228271484
3900,32.316169537603855,32.316165924072266
4000,32.017755046486855,32.01775360107422
4100,32.64711183309555,32.64710998535156
4200,32.23386134207249,32.233863830566406
4300,31.493449315428734,31.493450164794922
4400,31.36584298312664,31.3658447265625
4500,30.112665347754955,30.1126651763916
4600,32.93931323289871,32.93931579589844
4700,31.91018272936344,31.91018295288086
4800,31.794863611459732,31.79486656188965
4900,31.48887398838997,31.488876342773438
5000,31.28481286764145,31.284809112548828
5100,30.938513860106468,30.938514709472656
5200,31.078568063676357,31.078571319580078
5300,29.636354081332684,29.636354446411133
5400,30.843383222818375,30.843385696411133
5500,31.245126619935036,31.245128631591797
5600,31.72004196047783,31.720041275024414
5700,29.719387605786324,29.71938705444336
5800,31.55789089202881,31.557889938354492
5900,30.63466238975525,30.634662628173828
6000,30.987096086144447,30.987096786499023
6100,29.95356483757496,29.953563690185547
6200,30.663959622383118,30.663959503173828
6300,30.66297833621502,30.662979125976562
6400,29.342539370059967,29.342538833618164
6500,30.032420307397842,30.032419204711914
6600,28.513608932495117,28.513608932495117
6700,28.80965356528759,28.809656143188477
6800,28.98727948963642,28.987279891967773
6900,30.324404522776604,30.32440757751465
7000,28.60634858906269,28.606348037719727
7100,27.906053967773914,27.906055450439453
7200,28.622989118099213,28.62299156188965
7300,29.986691012978554,29.9866886138916
7400,29.79474627226591,29.794748306274414
7500,29.344277441501617,29.344274520874023
7600,28.043097764253616,28.043100357055664
7700,30.883071519434452,30.883071899414062
7800,28.38961610198021,28.38961410522461
7900,29.46609851717949,29.46609878540039
8000,28.78231778740883,28.782320022583008
8100,28.706015169620514,28.706012725830078
8200,28.81566372513771,28.815664291381836
8300,28.31370711326599,28.313709259033203
8400,27.16443421691656,27.16443634033203
8500,28.068358778953552,28.068357467651367
8600,27.09567378461361,27.095674514770508
8700,30.058834552764893,30.0588321685791
