Batch,Training Loss
0,532.5243949890137
100,762.5085520744324
200,673.028525352478
300,557.0566654205322
400,524.0678434371948
500,485.06311082839966
600,450.4385585784912
700,433.020619392395
800,413.01753973960876
900,425.52297019958496
1000,375.0675759315491
1100,379.8320531845093
1200,354.3884017467499
1300,361.6898193359375
1400,349.1834559440613
1500,339.9183449745178
1600,327.42747473716736
1700,314.6921100616455
1800,327.2142822742462
1900,305.4445266723633
2000,330.9823558330536
2100,303.84067249298096
2200,300.2933430671692
2300,288.9958268404007
2400,306.0499402284622
2500,282.5202286243439
2600,294.4744281768799
2700,287.92006826400757
2800,278.3102345466614
2900,286.28194403648376
3000,279.5418336391449
3100,268.2913224697113
3200,268.0533058643341
3300,262.6289029121399
3400,249.36296701431274
3500,277.2656350135803
3600,267.1437909603119
3700,260.1574716567993
3800,259.88226556777954
3900,251.86249244213104
4000,240.30205285549164
4100,251.14143085479736
4200,230.9813972711563
4300,234.5599546432495
4400,258.4245253801346
4500,282.6001121997833
4600,241.324387550354
4700,236.96438145637512
4800,242.42527794837952
4900,227.30515718460083
5000,223.56371688842773
5100,229.71003639698029
5200,230.13282215595245
5300,245.46740627288818
5400,240.1092460155487
5500,230.92307317256927
5600,217.52392101287842
5700,227.81995475292206
5800,229.41503298282623
5900,236.93466913700104
6000,222.01165688037872
6100,209.51453375816345
6200,211.51610898971558
6300,210.72796714305878
6400,205.9519362449646
6500,211.45941698551178
6600,209.89704728126526
6700,206.96956038475037
6800,202.22841250896454
6900,209.17392766475677
7000,207.690358877182
7100,202.56345748901367
7200,204.76459550857544
7300,209.48996794223785
7400,205.18309700489044
7500,194.93547332286835
7600,195.55900132656097
7700,196.20135760307312
7800,209.14162182807922
7900,195.8264799118042
8000,195.039111495018
8100,195.23463773727417
8200,187.7148939371109
8300,189.2852807044983
8400,192.9432966709137
8500,220.73973166942596
8600,195.12980091571808
8700,192.64154052734375
8800,209.9861944913864
8900,189.57006061077118
9000,189.3962835073471
9100,185.5255435705185
9200,186.97374427318573
9300,183.62077248096466
9400,180.36775994300842
9500,213.57209634780884
9600,190.57862329483032
9700,176.31510400772095
9800,176.33579766750336
9900,180.07058477401733
10000,179.9585828781128
10100,201.0735160112381
10200,183.45671164989471
10300,180.61471092700958
10400,176.2512423992157
10500,190.37889885902405
10600,182.62631714344025
10700,174.29916143417358
10800,177.880362033844
10900,174.36582553386688
11000,174.64194989204407
11100,172.82487094402313
11200,169.8616544008255
11300,172.57550299167633
11400,170.75133484601974
11500,168.2923201918602
11600,191.35709071159363
11700,169.10782206058502
11800,176.99427664279938
11900,164.24408906698227
12000,166.9767455458641
12100,160.36734026670456
12200,165.17066967487335
12300,168.5518717765808
12400,159.79316520690918
12500,160.3086038827896
12600,163.06298303604126
12700,164.73276388645172
12800,162.3692541718483
12900,173.03720927238464
13000,173.5185843706131
13100,166.01367938518524
13200,159.6381408572197
13300,159.01341474056244
13400,159.5523625612259
13500,164.34057819843292
13600,162.43541479110718
13700,157.17706608772278
13800,158.67539072036743
13900,155.31922334432602
14000,163.26975989341736
14100,153.04247295856476
14200,152.04874324798584
14300,153.942253947258
14400,153.0052084326744
14500,155.07202249765396
14600,149.81125915050507
14700,147.3117215037346
14800,151.9934565424919
14900,150.72875863313675
15000,153.24158030748367
15100,148.4081181883812
15200,153.25108855962753
15300,150.7189945578575
15400,151.49377930164337
15500,161.97826808691025
15600,154.96243488788605
15700,152.85650581121445
15800,153.68803000450134
15900,155.9223676919937
16000,146.1669471859932
16100,144.81954234838486
16200,146.71534264087677
16300,144.82498580217361
16400,143.371156334877
16500,146.42379945516586
16600,154.6311669945717
16700,150.0283870100975
16800,139.33866566419601
16900,158.71547609567642
17000,148.21587884426117
17100,141.25896692276
17200,142.5420587658882
17300,154.2603690624237
17400,150.74258708953857
17500,139.35649144649506
17600,141.5422043800354
17700,142.16938346624374
17800,136.68096297979355
17900,140.12277108430862
18000,138.94041919708252
18100,134.0435311794281
18200,135.75251829624176
18300,140.56999123096466
18400,135.76963138580322
18500,135.67201960086823
18600,143.4273782968521
18700,131.812149643898
18800,137.34548830986023
18900,151.32777309417725
19000,140.6635400056839
19100,139.43931674957275
19200,141.37882792949677
19300,136.01613181829453
19400,134.311179459095
19500,142.36172759532928
19600,142.29085510969162
19700,134.41649210453033
19800,133.2469204068184
19900,123.20891416072845
20000,133.07092535495758
20100,139.82530796527863
20200,162.5189021229744
20300,145.15952688455582
20400,137.49266093969345
20500,129.21739822626114
20600,128.12720984220505
20700,134.95696544647217
20800,126.90937453508377
20900,130.57781773805618
21000,134.81445091962814
21100,126.95729583501816
21200,130.38638591766357
21300,133.35081934928894
21400,149.7689552307129
21500,129.91937386989594
21600,130.1826447248459
21700,127.09700042009354
21800,125.38232755661011
21900,124.58491331338882
22000,125.67720752954483
22100,129.30323785543442
22200,131.4634467959404
22300,126.6116394996643
22400,124.08323872089386
22500,125.00676107406616
22600,124.2343819141388
22700,121.21994209289551
22800,126.05599302053452
22900,128.39161831140518
23000,120.85413533449173
23100,127.1429967880249
23200,122.86445015668869
23300,125.24120968580246
23400,118.84656274318695
23500,121.4081318974495
23600,119.1168440580368
23700,118.75941407680511
23800,120.50262874364853
23900,116.93682026863098
24000,121.65282171964645
24100,118.22622835636139
24200,123.94813299179077
24300,116.93958485126495
24400,121.78107506036758
24500,115.93718934059143
24600,139.01722300052643
24700,124.42235267162323
24800,122.32701361179352
24900,117.7950690984726
25000,121.15860784053802
25100,117.5560120344162
25200,122.20094347000122
25300,146.38492214679718
25400,163.00543802976608
25500,139.68321508169174
25600,122.91104733943939
25700,122.89349520206451
25800,113.79859989881516
25900,177.89192003011703
26000,125.39373707771301
26100,116.35334753990173
26200,122.34480410814285
26300,115.362375497818
26400,114.54962372779846
26500,114.99070364236832
26600,123.39539450407028
26700,120.82475650310516
26800,115.92810130119324
26900,114.57850950956345
27000,118.41049480438232
27100,113.2787417769432
27200,115.67323589324951
27300,109.49722224473953
27400,112.71830278635025
27500,126.46054124832153
27600,122.40078699588776
27700,124.98338413238525
27800,112.33658051490784
27900,117.27124381065369
28000,114.79826807975769
28100,112.21562886238098
28200,113.10073578357697
28300,132.76735657453537
28400,112.19845962524414
28500,113.39401465654373
28600,132.37965440750122
28700,113.77693217992783
28800,113.62923729419708
28900,119.19462960958481
29000,128.292434155941
29100,132.65622413158417
29200,120.68853807449341
29300,109.06530904769897
29400,115.04338812828064
29500,117.7709128856659
29600,108.11127841472626
29700,109.46530610322952
29800,106.8338748216629
29900,106.73942810297012
30000,110.42655688524246
30100,111.46980398893356
30200,108.91513013839722
30300,106.20445477962494
30400,105.99176973104477
30500,101.85994571447372
30600,105.10187876224518
30700,99.50215250253677
30800,106.25286054611206
30900,107.45345771312714
31000,102.79113119840622
31100,104.71220338344574
31200,107.81521767377853
31300,105.09664344787598
31400,107.24137026071548
31500,104.54234212636948
31600,104.15591406822205
31700,101.4513827264309
31800,104.28879898786545
31900,133.19237303733826
32000,111.37989544868469
32100,101.24788022041321
32200,109.36532843112946
32300,108.49784517288208
32400,109.68401902914047
32500,98.88736271858215
32600,104.20332515239716
32700,100.35521984100342
32800,99.47506725788116
32900,103.11706414818764
33000,99.01129999756813
33100,102.4241880774498
33200,104.1144739985466
33300,101.45286160707474
33400,98.44318127632141
33500,98.37539720535278
33600,102.32606905698776
33700,99.89403939247131
33800,104.66843318939209
33900,121.61266699433327
34000,121.85843241214752
34100,115.7483617067337
34200,104.87672904133797
34300,134.86492305994034
34400,115.6713684797287
34500,109.27219355106354
34600,104.78424471616745
34700,102.28791180253029
34800,101.02030766010284
34900,101.57180923223495
35000,103.16464430093765
35100,98.90118396282196
35200,102.68580657243729
35300,122.29888421297073
35400,101.85239690542221
35500,107.1195701956749
35600,104.08043015003204
35700,97.89354413747787
35800,100.64531946182251
35900,100.597287774086
36000,100.03765034675598
36100,123.92037135362625
36200,99.89831233024597
36300,104.64031422138214
36400,96.33825147151947
36500,95.08848530054092
36600,102.775994181633
36700,123.90286231040955
36800,101.74172526597977
36900,98.1861372590065
37000,101.41995871067047
37100,100.48432433605194
37200,126.01875972747803
37300,102.9033151268959
37400,104.72091501951218
37500,94.85262739658356
37600,95.49245518445969
37700,95.80711805820465
37800,93.52066403627396
37900,93.12440350651741
38000,96.17636674642563
38100,95.33837369084358
38200,98.75695031881332
38300,96.47998782992363
38400,94.74060267210007
38500,94.62440821528435
38600,99.48301830887794
38700,91.6685157418251
38800,89.4955370426178
38900,90.51959499716759
39000,87.15676602721214
39100,93.8250002861023
39200,89.75414645671844
39300,93.01249516010284
39400,94.55124828219414
39500,92.14453935623169
39600,93.00014042854309
39700,90.61427444219589
39800,93.65505570173264
39900,94.76153975725174
40000,92.31111288070679
40100,89.03745722770691
40200,122.24895456433296
40300,116.00423821806908
40400,113.37424492835999
40500,99.44482409954071
40600,95.09362441301346
40700,95.93564158678055
40800,95.07074469327927
40900,93.41791799664497
41000,97.2579627931118
41100,88.73828721046448
41200,93.8131560087204
41300,86.89104390144348
41400,84.03821274638176
41500,87.08881205320358
41600,92.90518349409103
41700,94.23489141464233
41800,95.31219926476479
41900,91.0351554453373
42000,125.7606371641159
42100,93.93596342206001
42200,93.93209934234619
42300,150.46446853876114
42400,96.43838083744049
42500,90.74958610534668
42600,92.29282084107399
42700,90.60126942396164
42800,88.32095637917519
42900,87.29092282056808
43000,86.79266768693924
43100,87.18327513337135
43200,86.34136709570885
43300,89.21423518657684
43400,86.49548062682152
43500,88.77384126186371
43600,82.35843920707703
43700,92.3895702958107
43800,84.58726701140404
43900,85.25657483935356
44000,87.72883173823357
44100,84.45483005046844
44200,85.98418781161308
44300,87.85391834378242
44400,88.14137178659439
44500,84.15357282757759
44600,80.83073061704636
44700,86.63398751616478
44800,86.53036800026894
44900,85.04005387425423
45000,79.50318431854248
45100,86.3342108130455
45200,92.65336537361145
45300,88.7060099542141
45400,87.03132554888725
45500,85.23221892118454
45600,91.14055210351944
45700,86.76002922654152
45800,84.26948717236519
45900,82.21076962351799
46000,85.19334656000137
46100,84.56526786088943
46200,80.20588353276253
46300,83.55364966392517
46400,82.45276962220669
46500,88.35674375295639
46600,81.83008700609207
46700,84.99509453773499
46800,79.05237728357315
46900,81.16211205720901
47000,84.44254684448242
47100,78.7003402709961
47200,80.97586426138878
47300,86.12543588876724
47400,84.25252881646156
47500,80.15499764680862
47600,80.48940646648407
47700,79.63440212607384
47800,81.38756078481674
47900,76.69450278580189
48000,79.21814262866974
48100,82.74241998791695
48200,76.95850992202759
48300,79.90023118257523
48400,80.32635113596916
48500,77.98183658719063
48600,81.96769395470619
48700,87.1342915892601
48800,85.39923691749573
48900,78.11042985320091
49000,84.49854573607445
49100,77.93690338730812
49200,82.27648258209229
49300,86.5958466231823
49400,97.73375061154366
49500,94.02149882912636
49600,83.26193910837173
49700,85.80196845531464
49800,82.20975223183632
49900,79.1204589009285
50000,81.2757396697998
50100,80.12733632326126
50200,92.48398703336716
50300,86.62964925169945
50400,94.45759326219559
50500,81.60563591122627
50600,76.03778222203255
50700,79.50242951512337
50800,85.50692400336266
50900,84.63608434796333
51000,83.64487671852112
51100,82.32732972502708
51200,81.74149179458618
51300,78.16767850518227
51400,78.40404975414276
51500,79.48970785737038
51600,77.41103279590607
51700,83.09510013461113
51800,78.29644125699997
51900,83.50242111086845
52000,82.0625673532486
52100,84.10331788659096
52200,76.48336347937584
52300,80.34594966471195
52400,77.23408779501915
52500,77.1479681134224
52600,84.01762214303017
52700,79.85176905989647
52800,83.07973939180374
52900,74.95851165056229
53000,119.04811826348305
53100,100.81396794319153
53200,88.62075337767601
53300,82.01527106761932
53400,81.85975036025047
53500,77.70857724547386
53600,110.59384629130363
53700,95.25683954358101
53800,83.75473693013191
53900,82.52528694272041
54000,89.0429037809372
54100,78.0620464682579
54200,86.11824758350849
54300,78.97379291057587
54400,80.04261299967766
54500,81.08286282420158
54600,104.19819086790085
54700,80.92668998241425
54800,80.64492806792259
54900,83.04340299963951
55000,84.69281396269798
55100,79.86399990320206
55200,77.93879029154778
55300,95.91717997193336
55400,94.21553021669388
55500,84.89436610043049
55600,79.21886992454529
55700,84.57272189855576
55800,77.91939610242844
55900,99.67457467317581
56000,76.91833260655403
56100,83.76752898097038
56200,81.1833365559578
56300,84.0670775771141
56400,102.3731025159359
56500,77.58371403813362
56600,75.87613613903522
56700,81.19395995140076
56800,80.42317363619804
56900,79.3768855035305
57000,80.31582230329514
57100,75.19865018129349
57200,76.05983266234398
57300,79.74126055836678
57400,85.77401959896088
57500,89.76831722259521
57600,78.38657972216606
57700,78.41056683659554
57800,83.21177437901497
57900,78.12604454159737
58000,78.56674122810364
58100,91.49696534872055
58200,84.50955498218536
58300,80.2424436211586
58400,82.00880089402199
58500,86.090187728405
58600,85.70132732391357
58700,76.53047841787338
58800,77.65897047519684
58900,80.13229164481163
59000,74.1696215569973
59100,79.4645082950592
59200,79.4477236866951
59300,79.90088188648224
59400,78.80854988098145
59500,80.17043313384056
59600,80.46175456047058
59700,76.65420547127724
59800,76.77392503619194
59900,76.07699516415596
60000,109.5669398009777
60100,82.53426870703697
60200,80.0155573785305
60300,77.50362601876259
60400,74.34250247478485
60500,78.12517514824867
60600,78.88474217057228
60700,78.09564635157585
60800,76.76261892914772
60900,76.2316175699234
61000,70.75427815318108
61100,76.6356954574585
61200,102.42285346984863
61300,79.14228036999702
61400,75.92894852161407
61500,73.73915615677834
61600,72.19941952824593
61700,74.33509956300259
61800,71.85478401184082
61900,77.31611290574074
62000,82.93352910876274
62100,105.35694998502731
62200,75.41006255149841
62300,71.84806370735168
62400,75.49073579907417
62500,74.6105780005455
62600,77.10505631566048
62700,73.92156276106834
62800,71.95575141906738
62900,73.55676013231277
63000,74.41598525643349
63100,71.78216949105263
63200,85.86045277118683
63300,75.25665324926376
63400,74.08740776777267
63500,68.64023640751839
63600,75.33284756541252
63700,80.12061384320259
63800,77.68191039562225
63900,84.62705388665199
64000,70.597929880023
64100,72.73696663975716
64200,72.6873369216919
64300,74.87392729520798
64400,73.50454732775688
64500,75.38868117332458
64600,75.77635803818703
64700,71.21334254741669
64800,71.09477546811104
64900,70.68849647045135
65000,73.26828780770302
65100,73.17819912731647
65200,73.56980070471764
65300,70.20852416753769
65400,72.11178928613663
65500,67.61207012832165
65600,72.8867778480053
65700,71.40083622932434
65800,72.80008110404015
65900,70.70576670765877
66000,75.10077932476997
66100,71.98789870738983
66200,95.19481049478054
66300,69.94087278842926
66400,73.88122263550758
66500,81.11084470152855
66600,74.115782558918
66700,83.55987295508385
66800,72.05758282542229
66900,74.38428264856339
67000,73.27336293458939
67100,76.16118258237839
67200,100.98618097603321
67300,76.62114429473877
67400,76.66070914268494
67500,83.82825779914856
67600,87.9046485722065
67700,78.17663624882698
67800,71.39952024817467
67900,70.32318463921547
68000,72.73805844783783
68100,70.67562457919121
68200,67.1723627448082
68300,70.74244466423988
68400,78.69318774342537
68500,91.21868205070496
68600,90.45557624101639
68700,76.04956686496735
68800,71.05541440844536
68900,75.08409449458122
69000,71.658149138093
69100,67.70191918313503
69200,73.21809187531471
69300,71.43982392549515
69400,72.84073930978775
69500,86.73332893848419
69600,67.18119621276855
69700,68.2550397515297
69800,70.17188847064972
69900,69.8144142627716
70000,70.0401761084795
70100,70.94810110330582
70200,69.65822434425354
70300,72.62288454174995
70400,64.61056783795357
70500,67.05780830979347
70600,69.57053279876709
70700,69.74421699345112
70800,72.54946571588516
70900,70.42515251040459
71000,72.4037172794342
71100,68.71798940002918
71200,77.5094396173954
71300,74.327063113451
71400,93.10726860165596
71500,78.99491646885872
71600,72.07120326161385
71700,68.34607562422752
71800,67.6730243563652
71900,87.20307570695877
72000,73.80037444829941
72100,75.39878299832344
72200,71.12585845589638
72300,68.46676623821259
72400,71.93925629556179
72500,68.18079330027103
72600,70.64704303443432
72700,67.66354796290398
72800,74.96033066511154
72900,63.62636397778988
73000,65.32509335875511
73100,69.42455638945103
73200,67.18878456950188
73300,65.07975018024445
73400,69.40117093920708
73500,66.52893547713757
73600,92.63455694913864
73700,85.276745647192
73800,70.46968945860863
73900,69.57684397697449
74000,64.70696380734444
74100,69.26277822256088
74200,68.52276821434498
74300,64.74078422784805
74400,62.66801869869232
74500,66.6140524148941
74600,68.61256657540798
74700,80.50867700576782
74800,92.40014412999153
74900,81.88240468502045
75000,74.66678582131863
75100,68.67301897704601
75200,74.10178923606873
75300,69.55696722865105
75400,68.12012976408005
75500,72.21970255672932
75600,68.39422750473022
75700,68.95544345676899
75800,69.78356239199638
75900,68.86998295783997
76000,83.27554659545422
76100,65.43332740664482
76200,66.88157537579536
76300,71.74783313274384
76400,63.382843405008316
76500,64.72193270921707
76600,60.61630082130432
76700,68.47228088974953
76800,63.51415525376797
76900,64.27768698334694
77000,72.21181431412697
77100,68.29972770810127
77200,68.80755446851254
77300,62.87756660580635
77400,68.8706032037735
77500,70.0695051252842
77600,65.26197810471058
77700,65.0946799069643
77800,83.58077111840248
77900,71.53152373433113
78000,64.39459289610386
78100,69.44907733798027
78200,67.08391109108925
