Batch,Training Loss
0,436.27429008483887
100,760.1766667366028
200,677.3695912361145
300,568.505473613739
400,528.512645483017
500,491.26834440231323
600,428.6166875362396
700,468.2384419441223
800,412.90798830986023
900,399.23497796058655
1000,404.9222958087921
1100,378.9758086204529
1200,375.3748519420624
1300,363.37721157073975
1400,335.6284530162811
1500,337.1627712249756
1600,333.59939098358154
1700,318.3591594696045
1800,325.93091320991516
1900,314.95958614349365
2000,313.0815660953522
2100,371.1320848464966
2200,337.915096282959
2300,311.4259113073349
2400,293.1134912967682
2500,290.74585700035095
2600,282.4547972679138
2700,279.72114729881287
2800,280.21138095855713
2900,269.83768117427826
3000,267.9098197221756
3100,273.3331400156021
3200,263.09254801273346
3300,259.0023583173752
3400,260.7526128292084
3500,263.79674446582794
3600,252.59747183322906
3700,252.8319809436798
3800,243.5667918920517
3900,241.71402394771576
4000,247.247452378273
4100,240.9805872440338
4200,251.7782324552536
4300,236.01995742321014
4400,239.2666299343109
4500,230.78051662445068
4600,232.31913304328918
4700,236.2529810667038
4800,227.79423344135284
4900,225.21136379241943
5000,224.77009999752045
5100,220.9421991109848
5200,231.39855790138245
5300,249.28227984905243
5400,224.53377330303192
5500,223.35246539115906
5600,224.88901484012604
5700,222.11481845378876
5800,213.6947866678238
5900,210.01928770542145
6000,213.9158797264099
6100,208.3223397731781
6200,217.4109480381012
6300,209.3457977771759
6400,225.51443886756897
6500,221.19074869155884
6600,208.26368975639343
6700,203.71403908729553
6800,206.45995783805847
6900,202.97736716270447
7000,203.64227604866028
7100,200.5407234430313
7200,200.825279712677
7300,199.9429624080658
7400,200.71104192733765
7500,197.30508148670197
7600,198.15984642505646
7700,191.28047358989716
7800,210.54534375667572
7900,208.82446479797363
8000,203.27137506008148
8100,194.66413974761963
8200,195.03175008296967
8300,193.8325971364975
8400,194.95937752723694
8500,191.05613732337952
8600,191.39907443523407
8700,192.67206609249115
8800,191.452134847641
8900,186.94906616210938
9000,190.0096893310547
9100,188.1841961145401
9200,187.20082998275757
9300,179.1512131690979
9400,188.91454875469208
9500,185.22385478019714
9600,173.68573415279388
9700,184.16494166851044
9800,177.53259229660034
9900,180.16274392604828
10000,178.1624072790146
10100,176.9425768852234
10200,171.71399319171906
10300,177.42479836940765
10400,174.57043528556824
10500,175.56669771671295
10600,175.191055893898
10700,168.82075369358063
10800,171.29069477319717
10900,177.7648502588272
11000,174.48294353485107
11100,177.05555474758148
11200,172.99877882003784
11300,174.05685514211655
11400,173.76434540748596
11500,170.6467489004135
11600,169.51948976516724
11700,164.13122642040253
11800,167.49745190143585
11900,161.6078184247017
12000,162.15088152885437
12100,163.3886730670929
12200,164.88416707515717
12300,174.85737013816833
12400,170.83677458763123
12500,171.03660106658936
12600,173.41014742851257
12700,167.58540308475494
12800,161.47990918159485
12900,164.31292390823364
13000,156.27700328826904
13100,155.08493435382843
13200,158.97672539949417
13300,173.7056906223297
13400,167.03010189533234
13500,166.10369634628296
13600,159.99133396148682
13700,160.57559287548065
13800,159.563363134861
13900,159.22149068117142
14000,154.91376906633377
14100,157.06603002548218
14200,151.6679328083992
14300,151.4718502163887
14400,150.5566656589508
14500,153.1058702468872
14600,156.64062321186066
14700,149.42510437965393
14800,155.98377192020416
14900,148.23023641109467
15000,167.48502445220947
15100,156.7267388701439
15200,157.41316533088684
15300,155.98163986206055
15400,151.53035897016525
15500,149.14281833171844
15600,150.7235713005066
15700,149.78560799360275
15800,148.30265176296234
15900,151.7228428721428
16000,150.16708993911743
16100,149.3424198627472
16200,149.2427750825882
16300,146.40618735551834
16400,147.3602727651596
16500,152.07306796312332
16600,150.71917217969894
16700,149.24997133016586
16800,139.27057421207428
16900,140.28503036499023
17000,142.95879167318344
17100,140.38410478830338
17200,150.80771040916443
17300,138.65611976385117
17400,150.81187897920609
17500,141.07649105787277
17600,142.5841282606125
17700,145.65230095386505
17800,141.53958070278168
17900,140.52519094944
18000,137.15199315547943
18100,142.74678874015808
18200,140.5826135277748
18300,138.0150926709175
18400,135.57503521442413
18500,140.96369129419327
18600,143.27222782373428
18700,138.07896161079407
18800,133.6983863711357
18900,133.29733872413635
19000,139.34336924552917
19100,134.99386298656464
19200,134.89358627796173
