YORF	NAME	GWEIGHT	Primig00_SK1a alpha t 0	Primig00_SK1a alpha 1h	Primig00_SK1a alpha 2h	Primig00_SK1a alpha 3h	Primig00_SK1a alpha 4h	Primig00_SK1a alpha 6h	Primig00_SK1a alpha 8h	Primig00_SK1a alpha 10h	Primig00_SK1alpha alpha t 0	Primig00_SK1alpha alpha 2h	Primig00_SK1alpha alpha 4h	Primig00_SK1alpha alpha 6h	Primig00_SK1alpha alpha 8h	Primig00_W303a alpha t 0	Primig00_W303a alpha 2h	Primig00_W303a alpha 4h	Primig00_W303a alpha 6h	Primig00_W303a alpha 8h	Primig00_W303a alpha 10h	Primig00_W303a alpha 12h	Primig00_W303a a t 0	Primig00_W303a a 2h	Primig00_W303a a 4h	Primig00_ 6h
EWEIGHT			1.132983488175384	-1.4386946407984125	0.9240429619319381	-0.8498418618671093	-0.7474781215779176	2.310192793697072	0.9554589444654001	-0.6440298626352501	-1.6693079839930203	1.3069995451801184	0.28290254213936294	-0.9107436078504477	0.8219620910116855	-0.10405874008960313	-0.905906115214331	-2.1410174250924863	0.5401941563078652	0.8359853033031344	-1.0350600107770682	-1.3702991822604211	0.9914915272168517	0.7299611023108405	0.31991464588460317	0.07750550865857675
YDL025C	YDL025C	1.0	-0.3338715985460287	0.3869526298967742	2.555207943924838	-1.2123528454217742	0.04535753964500888	-0.9649697885347932	0.3536300602710498	-0.10702237699236565	-0.9234449943361152	-0.5419270206431334	0.19507738212112088	0.15283571221206343	0.28568001415393973	-0.6404926343691192	0.727114398146699	1.9218494626364808	-0.40341217226585574	0.9604247504274581	0.39974259218402125	-0.783006392948633	-1.2932802478818537	0.7035925082652353	-1.071713982339818	-1.1299960661966373
YPR128C	YPR128C	1.0	-0.8096689106603268	-0.4827957326778614	-0.5851606174089267	-0.6257071817936514	1.4740365609962178	-0.9669634620493847	-0.24486935798138504	-0.26032853902880165	-0.40275471248946876	-0.28824087766851725	0.1011975370420833	0.18821373241507305	1.5954788366016786	0.20325743354551937	2.7532392843510243	-0.9369428943538025	-0.7323248154056575	1.1662324310532257	1.9459927354320388	-1.368459591894259	-0.057527971203408634	-0.47979929685338946	0.8130696362219978	0.04819259676236639
YKL032C	YKL032C	1.0	0.9214193570029565	0.38947284128448384	-0.14918216144065488	-0.33260155847063677	0.7993752880893022	0.9155567373768587	-1.0160712946018695	-0.525184554536521	0.6114035869069182	-0.36937128080225656	0.20019914178545317	1.381012260297626	-0.005605258946267148	0.7225758859798044	-0.2311683133452532	0.5111991154004072	-0.6795381580752078	-0.47899105399400704	-0.36033314525382665	2.0450936928250796	-1.0990397979145536	0.0856819415146658	2.2198531791312157	-0.2089356353000995
YNL325C	YNL325C	1.0	0.07749443519110782	-1.2821232850649753	-0.29009815027621794	1.7232379559425435	0.5361423778377471	-0.8200794933452948	0.9227014086601264	0.5884509449357709	0.39134829184836945	-0.8139673972059787	0.9895285587537972	1.0267052494402151	-0.1496243954838254	2.0551980223386423	0.004316086378672321	-0.33025818643323823	-0.49926747953978257	2.2726654648538247	-2.2551463714819016	0.06644076080246632	0.17578679544263168	-0.23339793093313768	-0.43077596462818796	0.5114224537345224
YJR150C	YJR150C	1.0	-0.32275429191573174	-2.0676900536923353	-0.21204463538235005	0.799002094642074	-1.0157232679375874	-1.2066526584643689	-0.6341722787930534	0.10014030113653326	1.3770734061133107	0.664541234802298	-0.5627211984404062	1.1115354296036888	0.11787823181948948	1.689829496910429	1.0556542561139972	-0.306084933779476	-0.8521360038360224	1.0484200811912623	-0.8726578550979454	-1.0959323792915021	-0.21483885710472073	0.29004829423152184	0.5434777763799483	1.4511959075948622
YPL201C	YPL201C	1.0	1.2273054749878038	-0.2649016245581152	-0.4528973787365846	-1.7448560830413398	0.82176967888575	-0.31778083413796576	-1.271236276003753	0.6752131170669374	0.6256279346504916	0.5282709016709771	-0.5102488533518892	1.0621963915707817	-0.35062181519739644	0.046222431063735345	0.36895936499517473	0.03533262241866966	1.3073505863421082	1.516707408336467	-0.4448484538810749	0.9781928719093824	0.3774249726227252	-1.736895344714631	-1.3388633483856265	1.1286722771912892
YPR097W	YPR097W	1.0	2.179533203942725	-0.7691634854807033	1.0856175646004118	0.38201699500716313	0.4455071398617021	-1.9661517022101478	0.8785698232699931	0.9266961274812925	-0.8723818254597835	0.9819364078201526	1.1252016416511468	-0.11520285621511887	-0.5556753798940078	-0.8804483384784965	1.9492589611955098	2.212982634355625	0.8759815788516541	-0.4841178381334508	0.7181459940495744	1.6353834421128703	0.2505019115514135	1.2987148194973377	0.5712476954420843	0.35731340223003044
YER048C	YER048C	1.0	-0.3207523192127891	-0.19459518428245254	0.8472176119973205	0.7168244293272867	0.10574520899913176	-0.25576418329892003	0.5483942304334026	-0.07706527021376024	-0.8761562279671867	-0.19489668505866328	0.16243253535571056	-0.35136067195921744	-0.5372056499107533	-1.3233685570079579	-0.4460199997101674	0.27068486068153813	1.430057599011079	-0.8726871365494815	0.982493741817703	0.3317167629934799	-0.0008210849564856607	0.6010652209801839	1.2725848381758111	0.8001455679982957
YIL114C	YIL114C	1.0	-0.06775679496156002	-2.3379233850825596	1.2375237372590229	0.9892727576726871	-0.6081650553022603	3.618160080723142	-1.0331450235729234	1.1714841066734185	1.8091348681934547	1.3708826350462646	1.3741808042359398	0.8636029289824093	1.4110024552916118	0.14779828082010024	-0.8715264024812899	-1.8572372295495108	-1.4215068745242085	-0.300712270014039	-1.364761782340238	0.9153427956119502	-0.2578925744345968	0.523311583108466	1.198369893068494	0.4160885996808784
YBL018C	YBL018C	1.0	-0.8066050702359485	-0.0063443548719104206	0.020895058726074275	0.364032982030851	1.197378203499268	0.46400727472425124	0.27398755512265616	-1.589643086696912	-0.20578859362930293	-0.3064837907877358	-1.0926324102755351	-0.8262857235076791	0.706237451531075	0.3440830860595912	0.33621469746992466	0.8128951050666353	-0.49559321281531143	0.8899686866109943	-0.09784238058113655	-0.34187701550423816	0.31756223801076516	0.44490750723001604	-1.6290116642035735	1.6584762306717524
YNL098C	YNL098C	1.0	-0.320192815787506	0.9959981207927445	-0.9662791447723499	-0.32936344797614303	0.15466138900888907	-0.46566139755821084	-1.3821535334786523	1.8433618801274547	0.531147800101808	-0.4358220407660534	0.26892837774458517	1.358160645071917	-0.9213380863913753	-0.27944891867982635	0.345219700711349	1.0001630170982287	-0.3355156417943844	-0.058478281561585736	-2.3454285483470096	0.5766110808017286	-0.5009198281519666	0.8984080105974532	-0.6713708973506551	0.9663725255512416
