Batch 0 Loss:	0.6941835880279541
Batch 0 Time:	0.1376049796740214 minutes
Batch 100 Loss:	64.75570064783096
Batch 100 Time:	0.7296763936678569 minutes
Batch 200 Loss:	55.92026335000992
Batch 200 Time:	0.7322622179985047 minutes
Batch 300 Loss:	54.109115183353424
Batch 300 Time:	0.7325656692186991 minutes
Batch 400 Loss:	48.84449025988579
Batch 400 Time:	0.7318923115730286 minutes
Batch 500 Loss:	46.80097097158432
Batch 500 Time:	0.726487406094869 minutes
Batch 600 Loss:	44.77402514219284
Batch 600 Time:	0.7279269059499105 minutes
Batch 700 Loss:	44.94899271428585
Batch 700 Time:	0.7321536858876546 minutes
Batch 800 Loss:	40.7546004652977
Batch 800 Time:	0.7326484044392904 minutes
Batch 900 Loss:	41.19785733520985
Batch 900 Time:	0.7415903210639954 minutes
Batch 1000 Loss:	38.70947118103504
Batch 1000 Time:	0.7252705295880636 minutes
Batch 1100 Loss:	36.08525697886944
Batch 1100 Time:	0.7231499155362447 minutes
Batch 1200 Loss:	35.847303584218025
Batch 1200 Time:	0.7306265115737915 minutes
Batch 1300 Loss:	34.96707981824875
Batch 1300 Time:	0.7307497421900432 minutes
Batch 1400 Loss:	32.3625842705369
Batch 1400 Time:	0.7255266944567362 minutes
Batch 1500 Loss:	33.02614435553551
Batch 1500 Time:	0.730351714293162 minutes
Batch 1600 Loss:	29.17292460054159
Batch 1600 Time:	0.7251647114753723 minutes
Batch 1700 Loss:	29.501407831907272
Batch 1700 Time:	0.727097463607788 minutes
Batch 1800 Loss:	28.917821377515793
Batch 1800 Time:	0.7247224529584249 minutes
Batch 1900 Loss:	28.812544256448746
Batch 1900 Time:	0.7300958712895711 minutes
Batch 2000 Loss:	28.020621046423912
Batch 2000 Time:	0.7318578481674194 minutes
Batch 2100 Loss:	29.200220346450806
Batch 2100 Time:	0.7287575562795003 minutes
Batch 2200 Loss:	26.718839809298515
Batch 2200 Time:	0.7280477285385132 minutes
Batch 2300 Loss:	31.30814215540886
Batch 2300 Time:	0.728149433930715 minutes
Batch 2400 Loss:	24.585713792592287
Batch 2400 Time:	0.7243340730667114 minutes
Batch 2500 Loss:	24.888587653636932
Batch 2500 Time:	0.7200722495714823 minutes
Batch 2600 Loss:	25.564423516392708
Batch 2600 Time:	0.7290388782819112 minutes
Batch 2700 Loss:	24.614337719976902
Batch 2700 Time:	0.7280206322669983 minutes
Batch 2800 Loss:	22.40038101375103
Batch 2800 Time:	0.7281594117482503 minutes
Batch 2900 Loss:	22.1398573666811
Batch 2900 Time:	0.7274618109067281 minutes
Batch 3000 Loss:	22.493175271898508
Batch 3000 Time:	0.7268148183822631 minutes
Batch 3100 Loss:	20.733903106302023
Batch 3100 Time:	0.7272579073905945 minutes
Batch 3200 Loss:	20.488921511918306
Batch 3200 Time:	0.7285023331642151 minutes
Batch 3300 Loss:	20.22386348620057
Batch 3300 Time:	0.7260929624239604 minutes
Batch 3400 Loss:	19.665945624932647
Batch 3400 Time:	0.7277667403221131 minutes
Batch 3500 Loss:	17.857952769845724
Batch 3500 Time:	0.7261652827262879 minutes
Batch 3600 Loss:	20.107347708195448
Batch 3600 Time:	0.7329730987548828 minutes
Batch 3700 Loss:	20.69621390104294
Batch 3700 Time:	0.7259048700332642 minutes
Batch 3800 Loss:	20.085204247385263
Batch 3800 Time:	0.7261631647745769 minutes
Batch 3900 Loss:	16.77032697573304
Batch 3900 Time:	0.7295600612958272 minutes
Batch 4000 Loss:	22.368970450013876
Batch 4000 Time:	0.7240405877431234 minutes
Batch 4100 Loss:	18.588694777339697
Batch 4100 Time:	0.7271793087323507 minutes
Batch 4200 Loss:	18.256910463795066
Batch 4200 Time:	0.7262893160184224 minutes
Batch 4300 Loss:	15.564282344654202
Batch 4300 Time:	0.729314116636912 minutes
Batch 4400 Loss:	18.389391768723726
Batch 4400 Time:	0.7284549593925476 minutes
Batch 4500 Loss:	16.5829598326236
Batch 4500 Time:	0.7223215222358703 minutes
Batch 4600 Loss:	17.884945537894964
