Gene,Correlation
YDR322C-A,0.49932885
YML081C-A,0.49848995
YBL099W,0.49815437
YNL055C,0.49295303
YJR121W,0.4885906
YPL078C,0.4884228
YDL067C,0.48489934
YDR529C,0.4842282
YBL030C,0.48171142
YPR020W,0.48087248
YGL191W,0.47969797
YHR051W,0.47953022
YLR395C,0.47902685
YKL016C,0.4783557
YPR191W,0.47432885
YEL024W,0.47231543
YPL134C,0.47130874
YBR207W,0.47013423
YBL045C,0.46996644
YLR038C,0.46963087
YFR033C,0.46677852
YHR001W-A,0.46543625
YOR087W,0.4645973
YMR256C,0.4624161
YBR039W,0.45973155
YOL122C,0.45872483
YGR183C,0.45855704
YOL027C,0.457047
YOR065W,0.45654362
YGL080W,0.45218122
YGL187C,0.44731542
YNL052W,0.44127518
YPL234C,0.4318792
YJR077C,0.4271812
YPR021C,0.42466444
YNL321W,0.42281878
YIL088C,0.41778523
YEL031W,0.41275167
YGL077C,0.40872484
YDR456W,0.40855706
YHR002W,0.4067114
YPR124W,0.40553692
YOR316C,0.4043624
YDR470C,0.39630872
YDL185W,0.39328858
YNL003C,0.38758388
YHR050W,0.38171142
YDR205W,0.38120806
YDL128W,0.37197986
YBR132C,0.36812082
YCR010C,0.36728188
YMR056C,0.36677852
YBR127C,0.3590604
YHR175W,0.35587248
YOR270C,0.35385907
YDR536W,0.35167786
YLR220W,0.34681207
YDR135C,0.3441275
YCR027C,0.34362417
YOR332W,0.3375839
YHR039C-A,0.33238256
YJR040W,0.32986578
YHR026W,0.3285235
YPL036W,0.32651007
YMR054W,0.32416108
YBR298C,0.32348993
YGR121C,0.322651
YNL101W,0.32114094
YIL006W,0.32080537
YPR036W,0.31291947
YBL089W,0.31090605
YJR095W,0.30503356
YKL080W,0.29714766
YKR050W,0.29395974
YKL146W,0.29261744
YJR001W,0.28993288
YBR295W,0.28825504
