Gene,Correlation
YBL091C-A,0.43607384
YGL084C,0.43573827
YOR086C,0.42248324
YIL039W,0.42197987
YDR434W,0.41677853
YDR182W,0.4137584
YJL145W,0.4124161
YBR109C,0.40939596
YGL142C,0.38322148
YJL100W,0.3716443
YER120W,0.37097314
YKL165C,0.34798658
YOL065C,0.33926174
YJL091C,0.332047
YML072C,0.3260067
YNL267W,0.31493288
YDR072C,0.3125839
YLR088W,0.30654362
YOL064C,0.29580536
YJR013W,0.29010066
YLR386W,0.27265102
YNL106C,0.2714765
YCR017C,0.2637584
YBR086C,0.25872484
YPL096C-A,0.2557047
YBR042C,0.2545302
YJL062W,0.2533557
YLL031C,0.23657718
YHR188C,0.23372483
YGL181W,0.22516778
YNL054W,0.225
YCL052C,0.21627517
YOR149C,0.21560402
YFR019W,0.21409395
YLR459W,0.21006711
YOR109W,0.1954698
YDR287W,0.18674497
YBR029C,0.18456376
YLR305C,0.1817114
YPR183W,0.17835571
YKL203C,0.17751677
