Gene,Correlation
YNL268W,-0.48718798
YEL064C,-0.46266845
YPR058W,-0.45913407
YLL055W,-0.44345042
YKL146W,-0.43881157
YBR068C,-0.4366026
YDR160W,-0.435719
YDL210W,-0.4301966
YOR271C,-0.42732495
YPL058C,-0.42489508
YGR191W,-0.41716367
YCL025C,-0.41318753
YBR069C,-0.40567705
YNR002C,-0.40435168
YKL188C,-0.4017009
YDR384C,-0.4005964
YBR291C,-0.40037552
YIL121W,-0.38358736
YKL174C,-0.37894854
YBR043C,-0.37475148
YKR013W,-0.3535454
YKL217W,-0.34780207
YPL265W,-0.33609456
YBR132C,-0.32372433
YIL006W,-0.31665564
YDR135C,-0.3045063
