Gene,Correlation
YKL053C-A,0.4966443
YBL030C,0.48171142
YLR193C,0.48104027
YPL134C,0.47130874
YPR149W,0.46879193
YKL002W,0.46006712
YGR206W,0.45251676
YNL083W,0.45067114
YGL219C,0.4332215
YPR128C,0.427349
YAL010C,0.42114094
YJL145W,0.4124161
YLL006W,0.41073826
YHR002W,0.4067114
YDL198C,0.40134227
YKL126W,0.39681208
YDR470C,0.39630872
YPL084W,0.39530203
YGR257C,0.39379194
YJR102C,0.37600672
YMR056C,0.36677852
YMR162C,0.35033557
YKL165C,0.34798658
YPL002C,0.33909395
YIL006W,0.32080537
YAL026C,0.30536914
YEL006W,0.29731545
YER166W,0.2946309
YLR417W,0.2864094
YCR094W,0.27651006
YLR025W,0.27416107
YNL231C,0.26895973
YMR060C,0.26510066
YBR192W,0.23355705
YDR069C,0.2285235
YKL041W,0.2181208
YNR048W,0.2137584
YPL147W,0.21308725
YNR047W,0.20838927
YLR119W,0.20251678
