Gene,Correlation
YNL048W,0.45989934
YGL226C-A,0.44211408
YBR110W,0.42919463
YER003C,0.4239933
YGR199W,0.42332214
YPL096W,0.4090604
YGL038C,0.4058725
YBR205W,0.39144295
YBR229C,0.38154364
YKL104C,0.375
YDL232W,0.36795303
YNL219C,0.36409396
YCL043C,0.35486576
YGL022W,0.35285234
YOR085W,0.35251677
YOR002W,0.3511745
YGL047W,0.34848994
YAL023C,0.34144294
YEL002C,0.34026846
YOR103C,0.33825505
YGL027C,0.3340604
YEL037C,0.32147652
YDL095W,0.31510067
YOR198C,0.30738255
YER001W,0.30520135
YGL065C,0.29697987
YNR030W,0.29362416
YOR321W,0.2854027
YBR015C,0.28439596
YBR243C,0.28238255
YMR149W,0.2793624
YOR336W,0.27533558
YJL002C,0.26258388
YGR227W,0.24983221
YDR057W,0.23221476
YGR036C,0.22013423
YOR099W,0.21157718
YIL014W,0.20268457
YDL193W,0.19815436
YGL257C,0.18942954
YMR013C,0.18607382
YPR183W,0.17835571
YBR162W-A,0.1760067
YDR483W,0.17231543
YML019W,0.16744967
YPL053C,0.16275167
YCL005W-A,0.1614094
YMR200W,0.16073826
YBL082C,0.15201342
YFL045C,0.15167785
YJL184W,0.1466443
