Gene,Correlation
YNL138W,0.48036912
YKL013C,0.45805368
YNL243W,0.44379196
YPR165W,0.43892616
YBL007C,0.43842283
YIL062C,0.43808725
YCR088W,0.42130873
YER125W,0.4194631
YBR234C,0.41744965
YOR122C,0.41728187
YKL129C,0.41627517
YLR370C,0.4115772
YDR016C,0.40738255
YNR035C,0.3942953
YER133W,0.39362416
YHR158C,0.3887584
YLR006C,0.38557047
YGR080W,0.37114093
YLR429W,0.3555369
YLR319C,0.3478188
YNL006W,0.34479865
YDR320C-A,0.3432886
YOR181W,0.3317114
YKL007W,0.33154362
YMR109W,0.31359062
YLR371W,0.29244965
YNL090W,0.2907718
YMR092C,0.2885906
YDR201W,0.28842282
YIL034C,0.28422818
YBR160W,0.27214766
YBR233W-A,0.2647651
YLR337C,0.26291946
YKR083C,0.25989932
YNR031C,0.25419462
YDR356W,0.25050336
YKR055W,0.24748322
YLL021W,0.24295302
YIR006C,0.24261744
