Gene,Correlation
YDL126C,0.4840604
YDR177W,0.43422818
YIL005W,0.42885906
YPL096W,0.4090604
YML013W,0.40771812
YOL013C,0.40604028
YMR022W,0.39932886
YLR208W,0.3748322
YDL190C,0.36627516
YCL043C,0.35486576
YLR378C,0.34832215
YJL034W,0.34043625
YBR201W,0.3364094
YOR007C,0.33087248
YGR048W,0.32919464
YBR273C,0.3238255
YEL037C,0.32147652
YHL030W,0.30704698
YMR184W,0.28473154
YMR264W,0.2692953
YBL058W,0.23607382
YDR057W,0.23221476
YMR276W,0.21963087
YCL052C,0.21627517
YGR184C,0.21342282
YFL044C,0.21124162
YML029W,0.19748323
YOR259C,0.16644295
YMR214W,0.1580537
YJR131W,0.14177853
YJL048C,0.13523489
YJL073W,0.11963087
YIL030C,0.11912752
