Gene,Correlation
YKR060W,-0.4988255
YMR136W,-0.49832216
YBR066C,-0.49815437
YHR157W,-0.49798658
YER028C,-0.497651
YGL209W,-0.49748322
YBR114W,-0.49731544
YNL210W,-0.49714765
YNL182C,-0.49681208
YPL230W,-0.4964765
YMR093W,-0.4956376
YDL060W,-0.4954698
YKR024C,-0.49513423
YHR052W,-0.49496645
YFL023W,-0.49479866
YPL211W,-0.4941275
YNL113W,-0.49395972
YLL034C,-0.49379194
YPR162C,-0.49362415
YKL009W,-0.49345636
YLR276C,-0.49295303
YLR435W,-0.49244967
YHR197W,-0.49228188
YIL019W,-0.49177852
YOR173W,-0.49127516
YJR147W,-0.49110737
YMR180C,-0.49026847
YIR017C,-0.49010068
YOR145C,-0.4899329
YGL096W,-0.48926175
YDR449C,-0.48909396
YJL069C,-0.4887584
YKR081C,-0.4884228
YML080W,-0.4875839
YHR206W,-0.48674497
YHR148W,-0.48657718
YHR124W,-0.4862416
YMR290C,-0.48607382
YLR116W,-0.48590603
YHR196W,-0.48573825
YBR247C,-0.48540267
YPR143W,-0.48473155
YNL299W,-0.48355705
YJL148W,-0.48338926
YGR249W,-0.48322147
YNL151C,-0.48238254
YIL079C,-0.48221478
YOR343C-B,-0.48154363
YDR014W-A,-0.48137584
YOR004W,-0.48104027
YJR055W,-0.48036912
YHR065C,-0.48020133
YPL266W,-0.47986576
YDR416W,-0.47969797
YOL104C,-0.47869128
YCL059C,-0.4785235
YHR062C,-0.47802013
YMR075W,-0.47785234
YGR195W,-0.4770134
YGL162W,-0.47651008
YKR079C,-0.4763423
YHR085W,-0.4761745
YML113W,-0.47550336
YGL078C,-0.47533557
YBL054W,-0.475
YLR176C,-0.4748322
YHL009W-B,-0.4738255
YLR410W-B,-0.47365773
YFR001W,-0.47315437
YNL282W,-0.47298658
YER049W,-0.47248322
YOL093W,-0.47231543
YML060W,-0.47164428
YOL103W-B,-0.47030202
YPL123C,-0.46963087
YDR034C-D,-0.46895972
YNR054C,-0.4684564
YIL143C,-0.4682886
YML014W,-0.4681208
YDR021W,-0.46795303
YNL119W,-0.46778524
YNL284C-B,-0.46761745
YKL078W,-0.46728188
YPL043W,-0.46677852
YKL144C,-0.46661073
YPL038W,-0.46644294
YPL011C,-0.46627516
YGR145W,-0.46577182
YJL025W,-0.46543625
YPR190C,-0.46526846
YLR068W,-0.46510068
YJL033W,-0.4649329
YIL046W,-0.4647651
YHR040W,-0.46442953
YLL011W,-0.46375838
YHR087W,-0.4635906
YKL125W,-0.46308726
YJL125C,-0.4624161
YCL016C,-0.46224833
YDR075W,-0.46191275
YLR197W,-0.46157718
YOR076C,-0.46107382
YLR002C,-0.45989934
YMR127C,-0.45973155
YAL019W,-0.45956376
YOR207C,-0.4590604
YKL099C,-0.4588926
YJR127C,-0.45872483
YPL026C,-0.45838925
YDL030W,-0.45805368
YIR009W,-0.4578859
YLR136C,-0.45771813
YPL030W,-0.45738256
YNR024W,-0.457047
YNL110C,-0.4568792
YOL067C,-0.4567114
YKL090W,-0.45620805
YJL011C,-0.45604026
YGR128C,-0.4553691
YJR063W,-0.454698
YPL093W,-0.45419464
YHR169W,-0.45402685
YHR088W,-0.45385906
YOL010W,-0.45369127
YDR253C,-0.4533557
YDR280W,-0.4531879
YPR086W,-0.45285234
YOL141W,-0.45268455
YKL011C,-0.452349
YDR120C,-0.45184565
YAL025C,-0.45167786
YIL066C,-0.45151007
YDL209C,-0.4511745
YOR056C,-0.45083892
YGL178W,-0.45067114
YMR239C,-0.45033556
YOR340C,-0.45
YPR168W,-0.4498322
YDR087C,-0.44966444
YKL172W,-0.44949666
YOR243C,-0.44916108
YNL187W,-0.44848993
YHR066W,-0.44832215
YLR186W,-0.44798657
YNL124W,-0.447651
YKL220C,-0.4474832
YLL008W,-0.44697988
YFL001W,-0.4466443
YOR033C,-0.44630873
YOL115W,-0.44580537
YDR482C,-0.445302
YGL163C,-0.44479865
YLR263W,-0.4442953
YDR339C,-0.44379196
YKL074C,-0.44362417
YNL061W,-0.4432886
YOL066C,-0.44278523
YML099C,-0.44261745
YMR042W,-0.44244966
YER082C,-0.44211408
YOR294W,-0.4419463
YCL001W-B,-0.43808725
YDL160C-A,-0.42936242
YHR167W,-0.41409397
YNL292W,-0.4137584
YPL202C,-0.4135906
YML093W,-0.41325504
YNL286W,-0.41308725
YDR151C,-0.41275167
YDR527W,-0.4125839
YLR316C,-0.4124161
YGL194C,-0.41208053
YLL035W,-0.4114094
YOL142W,-0.41090605
YGL029W,-0.41073826
YJL050W,-0.41057047
YDL059C,-0.4102349
YDR398W,-0.40989932
YCR047C,-0.40973154
YKL014C,-0.40956375
YJR002W,-0.40939596
YPR137W,-0.4090604
YOL021C,-0.40889263
YGR090W,-0.40872484
YDR263C,-0.40838927
YGR159C,-0.40822148
YDR082W,-0.4080537
YFL021W,-0.40755033
YDR210W-D,-0.40704697
YDL170W,-0.4067114
YNL245C,-0.4065436
YOR001W,-0.40637583
YDR083W,-0.40620807
YLR196W,-0.40604028
YLR129W,-0.40553692
YJL191W,-0.40536913
YDL148C,-0.40503356
YJL105W,-0.40486577
YHR069C,-0.40402684
YMR049C,-0.4035235
YGL111W,-0.40318793
YPR144C,-0.40302014
YLR175W,-0.40268457
YOR229W,-0.40251678
YKR036C,-0.40184563
YNL002C,-0.40151006
YEL018W,-0.40033558
YOR078W,-0.4001678
YDL213C,-0.4
YIL119C,-0.39949664
YLL010C,-0.39916107
YJR046W,-0.39899328
YHR006W,-0.3986577
YGR158C,-0.39832214
YLR223C,-0.39815435
YNL207W,-0.3979866
YPL060C-A,-0.39765102
YFR023W,-0.39731544
YOR032C,-0.39697987
YKL012W,-0.39681208
YNL248C,-0.3966443
YMR227C,-0.3964765
YJR119C,-0.39580536
YDR299W,-0.39546978
YDR173C,-0.39513424
YGL044C,-0.39496645
YOL080C,-0.39479867
YKL021C,-0.39463088
YNL298W,-0.3942953
YBL101W-B,-0.39395973
YJL098W,-0.39328858
YMR128W,-0.3931208
YML114C,-0.392953
YER179W,-0.39177853
YKL028W,-0.39161074
YPR158W-B,-0.39144295
YOL068C,-0.39127517
YOR310C,-0.39110738
YGR258C,-0.39043623
YDR043C,-0.3899329
YBL004W,-0.38909397
YBR215W,-0.3887584
YOR344C,-0.3885906
YPR158C-D,-0.38842282
YIL101C,-0.38825503
YDR091C,-0.38808724
YGR161W-B,-0.38775167
YML058W-A,-0.38758388
YNL054W-B,-0.3874161
YGR027W-B,-0.38708055
YPL183C,-0.38691276
YDR206W,-0.3865772
YLR227W-B,-0.38590604
YDR210C-D,-0.38573825
YER002W,-0.38557047
YDR261W-B,-0.38540268
YCR106W,-0.3852349
YPL133C,-0.3850671
YDR463W,-0.3830537
YDL036C,-0.3828859
YDL201W,-0.38271812
YJL203W,-0.38255033
YGR200C,-0.38204697
YER173W,-0.38187918
YDR163W,-0.38154364
YHR079C-A,-0.38104028
YLR363C,-0.3805369
YOL077C,-0.38036913
YLL004W,-0.38020134
YLR014C,-0.38003355
YJL209W,-0.37986577
YDR261C-D,-0.37969798
YDR213W,-0.3793624
YOR343W-B,-0.3783557
YHR084W,-0.37818792
YLR051C,-0.37785235
YBR142W,-0.37751678
YDR311W,-0.3771812
YOL124C,-0.3763423
YKL139W,-0.3761745
YDR145W,-0.37600672
YML118W,-0.37583894
YKL110C,-0.37533557
YHR132W-A,-0.3751678
YCL054W,-0.375
YCR063W,-0.3728188
YJR084W,-0.372651
YBR195C,-0.37214765
YGR109W-B,-0.37181208
YJL035C,-0.3713087
YHR031C,-0.37097314
YDR110W,-0.3704698
YNL075W,-0.37030202
YCL058W-A,-0.36996645
YDL153C,-0.36979866
YLR052W,-0.3692953
YOR226C,-0.36895972
YLR107W,-0.36879194
YDL031W,-0.36845636
YOR272W,-0.36828858
YPL198W,-0.36795303
YDR448W,-0.36761746
YER127W,-0.36744967
YAL068C,-0.3671141
YPR009W,-0.3669463
YEL026W,-0.36677852
YNL076W,-0.36627516
YCL060C,-0.3659396
YPL254W,-0.3657718
YBR163W,-0.365604
YNL199C,-0.36543626
YJL010C,-0.36526847
YPR112C,-0.36409396
YML112W,-0.36392617
YMR131C,-0.36291945
YNR038W,-0.3627517
YGR251W,-0.36241612
YJL109C,-0.36191276
YKL068W,-0.36174497
YDR295C,-0.36157718
YLR323C,-0.36090603
YGR095C,-0.36057046
YER162C,-0.3602349
YLR270W,-0.3600671
YGR081C,-0.35989934
YER045C,-0.35973155
YOR192C-B,-0.35956377
YER148W,-0.35939598
YKR056W,-0.35872483
YDR365W-B,-0.35855705
YDL111C,-0.3577181
