Gene,Correlation
YOR145C,-0.4899329
YDR449C,-0.48909396
YJL069C,-0.4887584
YOR004W,-0.48104027
YFR001W,-0.47315437
YNR054C,-0.4684564
YKL099C,-0.4588926
YHR169W,-0.45402685
YOL010W,-0.45369127
YLR186W,-0.44798657
YDR339C,-0.44379196
YER082C,-0.44211408
YML093W,-0.41325504
YJR002W,-0.40939596
YPR137W,-0.4090604
YLR129W,-0.40553692
YDL148C,-0.40503356
YPR144C,-0.40302014
YNL002C,-0.40151006
YOR078W,-0.4001678
YOR310C,-0.39110738
YBL004W,-0.38909397
YOL077C,-0.38036913
YLR051C,-0.37785235
YDL153C,-0.36979866
YJL010C,-0.36526847
YPR112C,-0.36409396
YGR251W,-0.36241612
YJL109C,-0.36191276
YLR222C,-0.35637584
YAL033W,-0.34614095
YCR057C,-0.33942953
YNL221C,-0.33791947
YCR058C,-0.32348993
YGL171W,-0.31426173
YMR229C,-0.3090604
YPL217C,-0.30604026
YCR055C,-0.29748324
YDR412W,-0.2830537
YGR024C,-0.28003356
