Gene,Correlation
YEL052W,0.48708054
YDL126C,0.4840604
YFR044C,0.47986576
YFL018C,0.4761745
YDR525W-A,0.47197986
YPR108W,0.46392617
YDR427W,0.46090603
YKL002W,0.46006712
YIL051C,0.4588926
YBL022C,0.45771813
YFR052W,0.45520133
YPL154C,0.4545302
YDR148C,0.45402685
YDL008W,0.45167786
YOR117W,0.44865772
YFR004W,0.4474832
YGR253C,0.44580537
YDL097C,0.44496644
YDR036C,0.44144297
YDR363W-A,0.4409396
YDL248W,0.43942952
YNR001C,0.43909395
YJL001W,0.43859062
YOL038W,0.43724832
YLR330W,0.43489933
YDR319C,0.43439597
YDR177W,0.43422818
YNL307C,0.43372482
YDR059C,0.43003356
YIL005W,0.42885906
YKR087C,0.42785236
YAL005C,0.4260067
YER094C,0.42449665
YEL012W,0.42231545
YKL210W,0.4218121
YIL156W,0.42097315
YJR148W,0.42063758
YER125W,0.4194631
YDR328C,0.41862416
YGR135W,0.41644296
YDR430C,0.4161074
YNL239W,0.41560403
YFL062W,0.41543624
YBR286W,0.4145973
YKL157W,0.41308725
YOR042W,0.41291946
YOR197W,0.4122483
YKL145W,0.41191274
YML092C,0.4100671
YDR313C,0.40973154
YLR118C,0.40956375
YJR099W,0.40922818
YPL096W,0.4090604
YMR083W,0.4078859
YML013W,0.40771812
YOL013C,0.40604028
YHR027C,0.40520135
YFR050C,0.40167785
YGL011C,0.4010067
YDR330W,0.4001678
YBR302C,0.39966443
YPR024W,0.39949664
YMR022W,0.39932886
YLR209C,0.39832214
YPL046C,0.3978188
YHR037W,0.39748323
YPL084W,0.39530203
YER012W,0.3931208
YER021W,0.392953
YJL172W,0.39261746
YMR314W,0.38791946
YBR263W,0.38607383
YJR117W,0.38338926
YJR102C,0.37600672
YBR173C,0.37533557
YLR208W,0.3748322
YGL131C,0.3714765
YFR047C,0.3713087
YHR108W,0.3671141
YMR304W,0.3669463
YER057C,0.36661074
YDL190C,0.36627516
YOR249C,0.3637584
YDR028C,0.3634228
YML068W,0.3577181
YIR032C,0.35738254
YGL004C,0.35654363
YCL043C,0.35486576
YDR394W,0.3513423
YLR299W,0.34865773
YLR378C,0.34832215
YOL086C,0.34815437
YIL017C,0.34697986
YJR062C,0.34463087
YAL023C,0.34144294
YJL034W,0.34043625
YJL151C,0.3399329
YPL002C,0.33909395
YPR103W,0.33808726
YBR201W,0.3364094
YMR100W,0.3362416
YBR082C,0.33607382
YPL106C,0.3352349
YMR278W,0.33456376
YGL227W,0.3342282
YFL016C,0.33355704
YOR007C,0.33087248
YFR010W,0.3305369
YOR261C,0.3295302
YGR048W,0.32919464
YGL048C,0.32802013
YEL046C,0.32718122
YGR295C,0.32583892
YLR231C,0.325
YGR087C,0.3239933
YBR273C,0.3238255
YEL037C,0.32147652
YMR119W,0.31895974
YIR029W,0.31627518
YDL095W,0.31510067
YOR157C,0.31342283
YNL159C,0.31275168
YHR047C,0.3124161
YJR017C,0.30956376
YKL054C,0.30855703
YHL030W,0.30704698
YFL007W,0.30587247
YGL196W,0.30419463
YLR421C,0.30369127
YHR200W,0.30184564
YIL075C,0.30151007
YBR208C,0.30067113
YLR097C,0.29815435
YBR041W,0.29748324
YIL137C,0.2954698
YBL041W,0.29060403
YDR421W,0.28775167
YJR161C,0.2875839
YER116C,0.28708053
YLR417W,0.2864094
YGL202W,0.28590605
YMR184W,0.28473154
YLR044C,0.2840604
YOR163W,0.28389263
YER043C,0.2828859
YLL024C,0.28204697
YLR155C,0.28104028
YLR286C,0.2807047
YLR024C,0.27567115
YOR336W,0.27533558
YNL336W,0.27466443
YGL248W,0.27432886
YLR025W,0.27416107
YBR160W,0.27214766
YMR264W,0.2692953
YDL238C,0.26778522
YNL007C,0.26308724
YDR030C,0.2622483
YER068W,0.26208055
YDL219W,0.25956374
YKL015W,0.2578859
YNL311C,0.25654364
YER144C,0.24513423
YDL168W,0.24395972
YER098W,0.24228188
YNL314W,0.24110739
YDR294C,0.23926175
YBL058W,0.23607382
YOR362C,0.23590603
YJL047C,0.23473154
YLR127C,0.2342282
YKL101W,0.23322147
YGR019W,0.23238255
YDR057W,0.23221476
YOR124C,0.23187919
YGL126W,0.23137584
YGL116W,0.23104027
YDR069C,0.2285235
YDR219C,0.22802013
YKR098C,0.22768456
YLR438W,0.2261745
YDR457W,0.22080536
YER086W,0.21996644
YMR276W,0.21963087
YKL041W,0.2181208
YDR255C,0.21761745
YLR373C,0.21728188
YCL052C,0.21627517
YGL067W,0.21459731
YGR184C,0.21342282
YML132W,0.21241611
YFL044C,0.21124162
YPL176C,0.21057047
YGL240W,0.20956376
YDR139C,0.2057047
YLR151C,0.20318791
YLR119W,0.20251678
YMR021C,0.19848993
YML029W,0.19748323
YAL020C,0.19614094
YMR174C,0.19446309
YKL034W,0.19395973
YKL124W,0.1932886
YHR208W,0.19177853
YDR002W,0.18993288
YIR028W,0.18875839
YBR227C,0.18590604
YIL148W,0.18255034
YDL007W,0.18104027
YMR077C,0.18087249
YLR167W,0.18036912
YBR145W,0.17449665
YHL048W,0.17365772
YPL087W,0.17181209
YOR257W,0.16996644
YHR134W,0.16946308
YNL045W,0.16879195
YBR252W,0.16862416
YOR259C,0.16644295
YDL215C,0.16560403
YEL060C,0.16543624
