Gene,Correlation
YOR187W,0.4998322
YOR150W,0.49966443
YLR204W,0.49949664
YDR322C-A,0.49932885
YJR080C,0.49916106
YJR135W-A,0.49899328
YOR286W,0.4988255
YJR045C,0.4986577
YML081C-A,0.49848995
YJL180C,0.49832216
YBL099W,0.49815437
YGR220C,0.4978188
YLR312W-A,0.497651
YCR028C-A,0.49748322
YBR185C,0.49731544
YPL262W,0.49714765
YDR296W,0.49697986
YGR076C,0.49681208
YKL053C-A,0.4966443
YKR065C,0.4964765
YMR203W,0.4963087
YPL183W-A,0.49614093
YCR003W,0.49597314
YMR267W,0.49580538
YPR166C,0.4956376
YOR045W,0.4954698
YOR142W,0.49530202
YBL038W,0.49513423
YGL143C,0.49496645
YNL177C,0.49479866
YNL005C,0.49463087
YDL004W,0.4944631
YBR146W,0.4942953
YNR036C,0.4941275
YDR298C,0.49395972
YML028W,0.49379194
YJR104C,0.49362415
YKL192C,0.49345636
YNL081C,0.49328858
YNL315C,0.49312082
YNL055C,0.49295303
YNL306W,0.49278525
YBR221C,0.49261746
YML078W,0.49244967
YBL090W,0.49228188
YKL170W,0.4921141
YDR322W,0.4919463
YPL098C,0.49177852
YDR377W,0.49161074
YDR079W,0.49144295
YJR034W,0.49127516
YEL020W-A,0.49110737
YJR113C,0.4909396
YMR158W,0.4907718
YDR337W,0.490604
YHL004W,0.49043626
YPL059W,0.49026847
YPL215W,0.49010068
YDR276C,0.4899329
YLL009C,0.4897651
YKR016W,0.48959732
YNL284C,0.48942953
YER050C,0.48926175
YIL098C,0.48909396
YDR031W,0.48892617
YBR262C,0.4887584
YJR121W,0.4885906
YPL078C,0.4884228
YGL068W,0.48825502
YDR493W,0.48808724
YHR147C,0.48791945
YDR511W,0.4877517
YMR286W,0.4875839
YNR022C,0.48741612
YEL050C,0.48724833
YEL052W,0.48708054
YPL061W,0.48691276
YKL195W,0.48674497
YGR132C,0.48657718
YLR163C,0.4864094
YGR181W,0.4862416
YPL118W,0.48607382
YCR071C,0.48590603
YER178W,0.48573825
YKL137W,0.48557046
YLR295C,0.48540267
YML025C,0.4852349
YGR112W,0.4850671
YDL067C,0.48489934
YML009C,0.48473155
YKR006C,0.48456377
YJL063C,0.48439598
YDR529C,0.4842282
YDL126C,0.4840604
YFR049W,0.48389262
YLR259C,0.48372483
YNR037C,0.48355705
YGR231C,0.48338926
YPL173W,0.48322147
YDR041W,0.4828859
YER048W-A,0.4827181
YLR069C,0.48255032
YPL271W,0.48238254
YMR193W,0.48221478
YBR122C,0.482047
YIL125W,0.4818792
YBL030C,0.48171142
YNL137C,0.48154363
YPR155C,0.48137584
YML110C,0.48120806
YLR193C,0.48104027
YPR020W,0.48087248
YDR237W,0.4807047
YPR100W,0.4805369
YNL138W,0.48036912
YER170W,0.48020133
YNL121C,0.48003355
YFR044C,0.47986576
YGL191W,0.47969797
YHR051W,0.47953022
YGR215W,0.47936243
YNR017W,0.47919464
YLR395C,0.47902685
YJR019C,0.47885907
YMR150C,0.47869128
YLR439W,0.4785235
YKL016C,0.4783557
YMR024W,0.47802013
YKL003C,0.47785234
YJR101W,0.47768456
YGL040C,0.47751677
YDR375C,0.47734898
YLR203C,0.4771812
YBR089C-A,0.4770134
YMR089C,0.47667786
YOR158W,0.47651008
YKL138C,0.4763423
YFL018C,0.4761745
YPL013C,0.47600672
YDR513W,0.47583893
YGR234W,0.47567114
YKL167C,0.47550336
YDR175C,0.47533557
YJL167W,0.47516778
YGR232W,0.475
YKL194C,0.4748322
YLR027C,0.47466442
YKR035W-A,0.47449663
YPR191W,0.47432885
YKL117W,0.4741611
YLR109W,0.4739933
YLR153C,0.4738255
YCR046C,0.47365773
YDR116C,0.47348994
YOR136W,0.47332215
YPR133W-A,0.47315437
YHR059W,0.47298658
YGR029W,0.4728188
YDL137W,0.472651
YPL218W,0.47248322
YEL024W,0.47231543
YGR037C,0.47214764
YDR525W-A,0.47197986
YDL029W,0.47181207
YNR045W,0.47164428
YKR085C,0.4714765
YPL134C,0.47130874
YGR165W,0.47114095
YOR113W,0.47097316
YDL045W-A,0.47080538
YER026C,0.4706376
YNR016C,0.4704698
YNL252C,0.47030202
YBR207W,0.47013423
YBL045C,0.46996644
YGR062C,0.46979865
YLR038C,0.46963087
YER023W,0.46946308
YHR008C,0.4692953
YGR171C,0.4691275
YGL206C,0.46895972
YPR149W,0.46879193
YDR393W,0.46862417
YNL185C,0.4684564
YGL129C,0.4682886
YBR193C,0.4681208
YML086C,0.46795303
YJL096W,0.46778524
YDR178W,0.46761745
YDR512C,0.46744967
YDR347W,0.46728188
YMR098C,0.4671141
YNL071W,0.4669463
YFR033C,0.46677852
YFL037W,0.46661073
YLR438C-A,0.46644294
YNL131W,0.46627516
YBL050W,0.4659396
YPR067W,0.46577182
YLR354C,0.46560404
YHR001W-A,0.46543625
YJL003W,0.46510068
YGR086C,0.4649329
YIL022W,0.4647651
YOR087W,0.4645973
YBR120C,0.46442953
YBR179C,0.46426174
YDL178W,0.46409395
YPR108W,0.46392617
YLR390W,0.46375838
YLL001W,0.4635906
YOR266W,0.46325505
YPL099C,0.46308726
YBR111C,0.46291947
YHR117W,0.4627517
YHR116W,0.4625839
YMR256C,0.4624161
YGR084C,0.46224833
YIL157C,0.46208054
YFL038C,0.46191275
YBR251W,0.46174496
YFL005W,0.46157718
YHR038W,0.4614094
YKL141W,0.4612416
YDR435C,0.46107382
YDR427W,0.46090603
YBR222C,0.46073824
YKL148C,0.46057048
YIL065C,0.4604027
YIL070C,0.4602349
YKL002W,0.46006712
YNL048W,0.45989934
YBR039W,0.45973155
YHR121W,0.45956376
YPL127C,0.45939597
YPL104W,0.4592282
YOR020C,0.4590604
YIL051C,0.4588926
YOL122C,0.45872483
YGR183C,0.45855704
YGR167W,0.45838925
YHL034C,0.45822147
YKL013C,0.45805368
YPR028W,0.4578859
YBL022C,0.45771813
YNL098C,0.45755035
YPL040C,0.45738256
YBL102W,0.45721477
YOL027C,0.457047
YHR076W,0.4568792
YBL037W,0.4567114
YOR065W,0.45654362
YGR028W,0.45637584
YJR133W,0.45620805
YBR035C,0.45604026
YPL172C,0.45587248
YDR272W,0.4557047
YDL046W,0.4555369
YKL087C,0.4553691
YFR052W,0.45520133
YJL104W,0.45503357
YDR494W,0.45486578
YBR268W,0.454698
YPL154C,0.4545302
YMR012W,0.45436242
YML129C,0.45419464
YDR148C,0.45402685
YOL062C,0.45385906
YDL202W,0.45369127
YGL087C,0.4535235
YAL016W,0.4533557
YDR096W,0.4531879
YPR176C,0.45302013
YKL067W,0.45285234
YDR084C,0.45268455
YGR206W,0.45251676
YIL050W,0.452349
YGL080W,0.45218122
YML091C,0.45201343
YDL078C,0.45184565
YDL008W,0.45167786
YMR002W,0.45151007
YHR005C-A,0.45134228
YJR144W,0.4511745
YGR101W,0.4510067
YJL143W,0.45083892
YNL083W,0.45067114
YGR077C,0.45050335
YBR168W,0.45016778
YNL104C,0.45
YDR405W,0.4498322
YHR091C,0.44966444
YKL069W,0.44949666
YLR077W,0.44932887
YLR191W,0.44916108
YDR099W,0.4489933
YDR005C,0.4488255
YOR117W,0.44865772
YIL138C,0.44832215
YDL066W,0.44815436
YBR037C,0.44798657
YFR004W,0.4474832
YGL187C,0.44731542
YPL091W,0.44714764
YDR071C,0.44697988
YDR155C,0.4468121
YLR304C,0.4466443
YLR289W,0.44647652
