Gene,Correlation
YML030W,0.489948
YNL183C,0.47694975
YGR167W,0.47383016
YGL095C,0.44367418
YFL005W,0.43639514
YNR018W,0.41455805
YLR371W,0.4119584
YOR008C,0.39930674
YKL126W,0.3984402
YER107C,0.39792028
YPL031C,0.38838822
YER125W,0.3847487
YER133W,0.3778163
YOR329C,0.3731369
YDR264C,0.37244368
YDR164C,0.36568457
YML055W,0.34696707
YMR216C,0.3441941
YBR059C,0.32409012
YPR165W,0.32235703
YDR189W,0.3220104
YKR021W,0.31958404
YPL218W,0.31299827
YLR368W,0.3065858
YCR008W,0.3051993
YOR322C,0.29272097
YKL068W,0.28180242
YPL026C,0.27989602
YIL118W,0.2797227
YLR240W,0.27850953
YPR181C,0.2778163
YNL298W,0.27036396
YNL161W,0.25701907
YHR158C,0.24766031
YLR229C,0.2473137
YNR026C,0.24696708
YER151C,0.24540728
YFR040W,0.23916811
YDR411C,0.23327556
YJR117W,0.22928943
YGL092W,0.22183709
YJL093C,0.21958406
YPR115W,0.2169844
YNL097C,0.21681109
YCR067C,0.20918544
YNR051C,0.20641248
YGL058W,0.2001733
