Gene,Correlation
YDR322C-A,0.49932885
YJR080C,0.49916106
YJR135W-A,0.49899328
YJR045C,0.4986577
YML081C-A,0.49848995
YJL180C,0.49832216
YCR028C-A,0.49748322
YBR185C,0.49731544
YDR296W,0.49697986
YKL053C-A,0.4966443
YKR065C,0.4964765
YMR203W,0.4963087
YOR045W,0.4954698
YNL177C,0.49479866
YNL005C,0.49463087
YNL315C,0.49312082
YNL055C,0.49295303
YNL306W,0.49278525
YDR322W,0.4919463
YPL098C,0.49177852
YDR079W,0.49144295
YJR034W,0.49127516
YEL020W-A,0.49110737
YJR113C,0.4909396
YPL215W,0.49010068
YLL009C,0.4897651
YKR016W,0.48959732
YIL098C,0.48909396
YBR262C,0.4887584
YDR493W,0.48808724
YDR511W,0.4877517
YKL195W,0.48674497
YGR132C,0.48657718
YLR163C,0.4864094
YGR181W,0.4862416
YKL137W,0.48557046
YLR295C,0.48540267
YGR112W,0.4850671
YDR529C,0.4842282
YDL126C,0.4840604
YLR259C,0.48372483
YNR037C,0.48355705
YGR231C,0.48338926
YPR020W,0.48087248
YPR100W,0.4805369
YNL138W,0.48036912
YNL121C,0.48003355
YGL191W,0.47969797
YNR017W,0.47919464
YMR150C,0.47869128
YDR375C,0.47734898
YLR203C,0.4771812
YBR089C-A,0.4770134
YKL117W,0.4741611
YPR133W-A,0.47315437
YGR029W,0.4728188
YPL218W,0.47248322
YDL029W,0.47181207
YBL045C,0.46996644
YGR062C,0.46979865
YLR038C,0.46963087
YGL206C,0.46895972
YPR149W,0.46879193
YDR393W,0.46862417
YDR512C,0.46744967
YMR098C,0.4671141
YFL037W,0.46661073
YLR438C-A,0.46644294
YNL131W,0.46627516
YBL050W,0.4659396
YJL003W,0.46510068
YIL022W,0.4647651
YBR120C,0.46442953
YBR179C,0.46426174
YLL001W,0.4635906
YOR266W,0.46325505
YPL099C,0.46308726
YHR117W,0.4627517
YHR116W,0.4625839
YIL157C,0.46208054
YFL038C,0.46191275
YFL005W,0.46157718
YKL141W,0.4612416
YIL065C,0.4604027
YIL070C,0.4602349
YKL002W,0.46006712
YPL127C,0.45939597
YOR020C,0.4590604
YGR183C,0.45855704
YKL013C,0.45805368
YPR028W,0.4578859
YBL022C,0.45771813
YNL098C,0.45755035
YOL027C,0.457047
YGR028W,0.45637584
YJL104W,0.45503357
YMR012W,0.45436242
YML129C,0.45419464
YAL016W,0.4533557
YDR096W,0.4531879
YML091C,0.45201343
YDL008W,0.45167786
YMR002W,0.45151007
YHR005C-A,0.45134228
YJR144W,0.4511745
YGR101W,0.4510067
YJL143W,0.45083892
YGR077C,0.45050335
YBR168W,0.45016778
YLR077W,0.44932887
YLR191W,0.44916108
YDR005C,0.4488255
YIL138C,0.44832215
YBR037C,0.44798657
YFR004W,0.4474832
YDR071C,0.44697988
YDR155C,0.4468121
YLR304C,0.4466443
YLL050C,0.44614094
YFL036W,0.44563758
YDL107W,0.4454698
YPR023C,0.44479865
YKL057C,0.44446307
YBR024W,0.4442953
YER154W,0.44395974
YNL243W,0.44379196
YPL015C,0.44345638
YHR024C,0.4431208
YKL160W,0.44244966
YNL135C,0.4419463
YIL041W,0.4417785
YNL079C,0.44161072
YMR302C,0.4411074
YDR363W-A,0.4409396
YLR043C,0.44077182
YOR354C,0.44043624
YKL196C,0.44026846
YIR024C,0.43926173
YPR165W,0.43892616
YBL007C,0.43842283
YNR020C,0.43825504
YIL062C,0.43808725
YPR135W,0.43791947
YHL031C,0.4374161
YLR219W,0.43708053
YDL100C,0.43674496
YML001W,0.43640938
YBL091C-A,0.43607384
YOR036W,0.43590605
YAL030W,0.4354027
YER058W,0.43506712
YGR044C,0.43473154
YLR093C,0.43456376
YDR319C,0.43439597
YDR177W,0.43422818
YNL307C,0.43372482
YCR079W,0.43355703
YGL219C,0.4332215
YGL115W,0.4330537
YGR174C,0.43221477
YNL180C,0.4307047
YBR118W,0.43020135
YOL126C,0.4295302
YNL015W,0.42802012
YKR087C,0.42785236
YMR186W,0.42768458
YPR128C,0.427349
YGR209C,0.42701343
YAL005C,0.4260067
YDR224C,0.42550334
YPR188C,0.42533556
YMR035W,0.4251678
YGL173C,0.42483222
YOR189W,0.42365772
YGL207W,0.42348993
YGL153W,0.42298657
YOR086C,0.42248324
YMR293C,0.4216443
YCR088W,0.42130873
YAL010C,0.42114094
YOR147W,0.4204698
YDR468C,0.41979867
YER125W,0.4194631
YDR328C,0.41862416
YCR002C,0.41845638
YMR072W,0.4181208
YKL134C,0.417953
YBR234C,0.41744965
YOR122C,0.41728187
YKL129C,0.41627517
YER048C,0.4159396
YJR118C,0.4147651
YDR424C,0.41426176
YGR241C,0.41342282
YER030W,0.41174495
YLR370C,0.4115772
YKL006C-A,0.4114094
YDL195W,0.41124162
YKR014C,0.41107383
YLL006W,0.41073826
YOL071W,0.4104027
YBR109C,0.40939596
YMR284W,0.40889263
YDR456W,0.40855706
YHR083W,0.40838927
YAL055W,0.40822148
YDR129C,0.4080537
YML013W,0.40771812
YFL039C,0.40755033
YDR016C,0.40738255
YCR067C,0.40704697
YAR002C-A,0.4065436
YPL063W,0.4057047
YPR140W,0.40419462
YDR379W,0.40385905
YPR052C,0.40335572
YKR001C,0.40285236
YOR141C,0.40268457
YGR284C,0.4021812
YDR477W,0.40201342
YDL198C,0.40134227
YFR042W,0.4008389
YOL147C,0.40050337
YLR268W,0.40033558
YMR026C,0.39983222
YPR024W,0.39949664
YMR022W,0.39932886
YML012W,0.39899328
YHR150W,0.39848992
YDR470C,0.39630872
YPL084W,0.39530203
YLR190W,0.39496645
YDR142C,0.39463088
YLR059C,0.3944631
YNR035C,0.3942953
YER133W,0.39362416
YFL046W,0.39244968
YPR019W,0.3909396
YLR075W,0.3907718
YOL012C,0.39026845
YPR181C,0.39010066
YGR082W,0.38909397
YLR262C,0.38892618
YHR158C,0.3887584
YDR318W,0.3885906
YCR077C,0.38825503
YPL029W,0.38775167
YFR046C,0.3872483
YDL135C,0.38691276
YLR006C,0.38557047
YEL044W,0.38540268
YJR065C,0.38489932
YIL009C-A,0.384396
YOR326W,0.38355705
YLR055C,0.38255033
YNL262W,0.38238254
YAL007C,0.38221475
YEL013W,0.37969798
YIL149C,0.3793624
YEL059C-A,0.3786913
YOR373W,0.377349
YDR077W,0.3771812
YJL081C,0.37684563
YLR208W,0.3748322
YBR080C,0.37432885
YDL018C,0.37399328
YOR230W,0.3738255
YBR212W,0.37348995
YBR269C,0.3728188
YGL252C,0.37181208
YJL100W,0.3716443
YGR080W,0.37114093
YER120W,0.37097314
YJL173C,0.37030202
YMR190C,0.36862415
YLR141W,0.36828858
YDR098C,0.36610737
YDL076C,0.3657718
YNL242W,0.36526847
YGL213C,0.36510068
YOL026C,0.3647651
YNL329C,0.36442953
YOR249C,0.3637584
YDR028C,0.3634228
YDR216W,0.36291945
YNL084C,0.3625839
YDR246W,0.3612416
YDR231C,0.36090603
YBL047C,0.36057046
YBR112C,0.3600671
YDR174W,0.35973155
YBR127C,0.3590604
YFR024C-A,0.35872483
YOR327C,0.35855705
YDL161W,0.35838926
YIL153W,0.3578859
YML034W,0.35721478
YLR429W,0.3555369
