Gene,Correlation
YKL192C,0.49345636
YLR193C,0.48104027
YJL167W,0.47516778
YGR037C,0.47214764
YER026C,0.4706376
YNR016C,0.4704698
YDR096W,0.4531879
YKR067W,0.44463086
YBR177C,0.44010067
YBL091C-A,0.43607384
YGL084C,0.43573827
YDR319C,0.43439597
YGR157W,0.43288592
YNL156C,0.43053693
YLR133W,0.42667785
YIL039W,0.42197987
YPL028W,0.4196309
YER125W,0.4194631
YKR031C,0.41761744
YDR434W,0.41677853
YLR100W,0.4157718
YDR182W,0.4137584
YBR109C,0.40939596
YIL124W,0.40721476
YGR143W,0.40486577
YPR140W,0.40419462
YPL231W,0.40402684
YKL182W,0.3986577
YBR003W,0.39815435
YKL126W,0.39681208
YML008C,0.39395973
YBR036C,0.39127517
YHR067W,0.38942954
YBR058C-A,0.38708055
YGR046W,0.3842282
YGL142C,0.38322148
YNL130C,0.3761745
YKL150W,0.37248322
YJL100W,0.3716443
YER120W,0.37097314
YDL015C,0.36979866
YPL031C,0.36778525
YOR245C,0.36644295
YMR296C,0.3627517
YPL148C,0.36224833
YHR190W,0.35989934
YKL165C,0.34798658
YNR041C,0.33942953
YMR220W,0.33724833
YJL091C,0.332047
YJL196C,0.32751676
YNL169C,0.327349
YNL267W,0.31493288
YDR072C,0.3125839
YDL142C,0.3090604
YLR088W,0.30654362
YLR350W,0.30285236
YHR072W,0.30033556
YOR037W,0.3
YBR041W,0.29748324
YOL064C,0.29580536
YDL052C,0.29144296
YJR013W,0.29010066
YHL020C,0.2874161
YMR070W,0.28372484
YER043C,0.2828859
YNL183C,0.27902684
YLR386W,0.27265102
YOR171C,0.27197987
YNL106C,0.2714765
YNL231C,0.26895973
YMR208W,0.26862416
YML126C,0.2681208
YCR017C,0.2637584
YPL096C-A,0.2557047
YLR404W,0.2555369
YBR042C,0.2545302
YOL108C,0.25402686
YJL062W,0.2533557
YGL001C,0.24899329
YML075C,0.24479866
YLL031C,0.23657718
YJL097W,0.23506711
YHR188C,0.23372483
YMR298W,0.23338926
YGL126W,0.23137584
YPL170W,0.2283557
YGL181W,0.22516778
YNL054W,0.225
YCL004W,0.22197987
YGR036C,0.22013423
YCL052C,0.21627517
YOR149C,0.21560402
YFR019W,0.21409395
YHL003C,0.21140939
YLR459W,0.21006711
YLR347C,0.20536913
YNL280C,0.20234899
YHR007C,0.2
YDL193W,0.19815436
YAL009W,0.19731544
YOR109W,0.1954698
YOR196C,0.18959731
YHR123W,0.18808725
YPL117C,0.18724832
YDR287W,0.18674497
YMR013C,0.18607382
YBR029C,0.18456376
YMR210W,0.18439597
YER061C,0.18389262
YLR305C,0.1817114
YGR007W,0.18137585
YPR183W,0.17835571
YKL203C,0.17751677
YOL032W,0.17634228
YHR004C,0.17550336
YPL087W,0.17181209
YGR170W,0.17063758
