Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YLR098C,YLR153C,0,-6.8530145,0.0,0.0,0.00015015015378594398
YLR154C,YGR119C,0,-6.872279,0.0,0.0,0.00030030030757188797
YMR080C,YPR104C,0,-6.9543033,0.0,0.0,0.00045045046135783195
YDL007W,YNL258C,0,-7.022941,0.0,0.0,0.0006006006151437759
YBR153W,YIL022W,0,-7.06524,0.0,0.0,0.0007507507689297199
YDR484W,YLR067C,0,-7.146948,0.0,0.0,0.0009009009227156639
YIL068C,YBR102C,1,-7.1748714,0.1428571492433548,0.0015015015378594398,0.0009009009227156639
YOR067C,YDL116W,0,-7.1922793,0.125,0.0015015015378594398,0.001051051076501608
YGL225W,YDL093W,0,-7.2082257,0.1111111119389534,0.0015015015378594398,0.0012012012302875519
YLL003W,YGL167C,0,-7.2103767,0.10000000149011612,0.0015015015378594398,0.0013513513840734959
YPL032C,YPR072W,0,-7.21852,0.09090909361839294,0.0015015015378594398,0.0015015015378594398
YDL070W,YER123W,0,-7.23189,0.0833333358168602,0.0015015015378594398,0.0016516516916453838
YML031W,YFR028C,0,-7.2398906,0.07692307978868484,0.0015015015378594398,0.0018018018454313278
YMR276W,YIL135C,0,-7.2413306,0.0714285746216774,0.0015015015378594398,0.0019519519992172718
YLR115W,YLR310C,0,-7.248328,0.06666667014360428,0.0015015015378594398,0.002102102153003216
YLR166C,YBR102C,1,-7.249099,0.125,0.0030030030757188797,0.002102102153003216
YER031C,YPR055W,1,-7.2601743,0.1764705926179886,0.0045045046135783195,0.002102102153003216
YJL095W,YNL329C,0,-7.2658014,0.1666666716337204,0.0045045046135783195,0.0022522523067891598
YIL138C,YER031C,1,-7.302205,0.21052631735801697,0.006006006151437759,0.0022522523067891598
YDL103C,YNL224C,0,-7.312408,0.20000000298023224,0.006006006151437759,0.0024024024605751038
YFL005W,YPL145C,1,-7.324798,0.2380952388048172,0.007507507689297199,0.0024024024605751038
YPR164W,YNL049C,0,-7.3260884,0.22727273404598236,0.007507507689297199,0.0025525526143610477
YOL077W-A,YOR232W,0,-7.334206,0.21739129722118378,0.007507507689297199,0.0027027027681469917
YDL236W,YGR229C,0,-7.336199,0.2083333283662796,0.007507507689297199,0.0028528529219329357
YIL068C,YNL272C,1,-7.348601,0.23999999463558197,0.009009009227156639,0.0028528529219329357
YDR489W,YOL095C,0,-7.348972,0.23076923191547394,0.009009009227156639,0.0030030030757188797
YMR047C,YDR302W,0,-7.356174,0.2222222238779068,0.009009009227156639,0.0031531532295048237
YKR031C,YNL272C,1,-7.3752475,0.25,0.010510510765016079,0.0031531532295048237
YNL309W,YOL006C,0,-7.3822136,0.24137930572032928,0.010510510765016079,0.0033033033832907677
YIL138C,YBR102C,1,-7.3874764,0.2666666805744171,0.012012012302875519,0.0033033033832907677
YDR164C,YNL243W,1,-7.397575,0.29032257199287415,0.013513513840734959,0.0033033033832907677
YLR223C,YDR463W,0,-7.402823,0.28125,0.013513513840734959,0.0034534535370767117
YFR031C,YHR098C,0,-7.4126277,0.27272728085517883,0.013513513840734959,0.0036036036908626556
YKL194C,YNL168C,0,-7.414013,0.2647058963775635,0.013513513840734959,0.0037537538446485996
