GO Term,Test AUC,Train AUC,Test Average Precision,Train Average Precision
GO:0000054,0.8954389159713454,0.907895906561004,0.26752878604058855,0.27631180986374504
GO:0000278,0.7466613639187815,0.814256408991906,0.18886269631812513,0.2233023638696494
GO:0000747,0.6254091280505583,0.719869204981869,0.13791630823530215,0.17171419122476464
GO:0000902,0.5726550929003398,0.6896946374239227,0.12482611584401292,0.15827897463148535
GO:0000910,0.6823779180263285,0.7766734548343017,0.14907776274881507,0.19487701836787158
GO:0001403,0.6370486251945178,0.7116044202342295,0.13740015691108382,0.16969586882353271
GO:0002181,0.8901770901619409,0.92383843288178,0.2761899209247394,0.2905823136982931
GO:0003700,0.7457123750105277,0.8122520917631046,0.18685234343732077,0.22020326644317667
GO:0004518,0.8268214630441804,0.8514216359779768,0.23631805635574052,0.24406082009151575
GO:0005085,0.6141539316296705,0.6972625562671773,0.13133325919405348,0.15842039334210134
GO:0006260,0.7475064236118267,0.8071784306768809,0.1922940575982825,0.2196172150940719
GO:0006281,0.7387649776902478,0.7947032046189866,0.17576822606287895,0.20675523844920093
GO:0006310,0.8035849315993573,0.8420834324704775,0.21467105653255497,0.22983376667292954
GO:0006325,0.7369153405535352,0.8007829331973308,0.1763854471983557,0.20930284854769704
GO:0006352,0.7470183282686222,0.804378455943108,0.18343205247735547,0.2123870856990529
GO:0006353,0.7786271404620917,0.8419544379505316,0.19195839437820666,0.22739675661543893
GO:0006360,0.8140199218126231,0.8567772273891129,0.21292618018565357,0.2335345970876515
GO:0006364,0.903023385522432,0.9345773897781989,0.2808948259075934,0.2961675190642814
GO:0006366,0.6856352269814419,0.7575202954117823,0.15821715072271497,0.18926639844917437
GO:0006383,0.701891982909611,0.7697054218944868,0.18221251114472853,0.20005997319999
GO:0006397,0.7297142934487154,0.7860427724182691,0.17600094646264977,0.2033602226594971
GO:0006401,0.6689081211551393,0.7318622273543257,0.152253282756931,0.18441784826225852
GO:0006413,0.8076259083756453,0.8281730523226667,0.22578995962055626,0.2419647348018174
GO:0006414,0.8483154956027961,0.8686354929549316,0.24322307438362512,0.2553365710273489
GO:0006418,0.8898099636935534,0.8726836475331339,0.26147960864926695,0.2537117083679807
GO:0006457,0.744368021538617,0.7822758869728053,0.18915271665707628,0.210661769804968
GO:0006468,0.6541306162426361,0.7420961364770853,0.1417327688485613,0.18469742227108638
GO:0006470,0.5883233287612215,0.678692393493697,0.13016525399657036,0.14863744189897074
GO:0006486,0.8068646976440281,0.8295469551971923,0.22680213895990725,0.23768558520688246
GO:0006497,0.7182547931969603,0.7802165726142319,0.17549806196180315,0.20282954485943874
GO:0006605,0.6961324540360834,0.7695177958239272,0.15620491141807402,0.1919143708002838
GO:0006629,0.6719801815997131,0.7609173867735901,0.15837433862720018,0.19568351022340352
GO:0006766,0.6173489019350848,0.6333215392342666,0.14657133307132422,0.14631611831479718
GO:0006811,0.7173988637428954,0.8008410457139941,0.1790024091955274,0.21842096844044592
GO:0006865,0.6795849868674777,0.7566615373720986,0.1682344024787616,0.19892667745329423
GO:0006869,0.5997638623074533,0.688296477471257,0.12464100368116902,0.15368725103284664
GO:0006873,0.6507112119943268,0.7231196597240684,0.13830797143154067,0.17193912450495089
GO:0006887,0.7030543483798928,0.7675736498349786,0.16141634145308104,0.1944960557353737
GO:0006897,0.727952444295831,0.7873065681992766,0.17874654088802083,0.20783876501633358
GO:0006970,0.6955487645555791,0.7542616150420967,0.16276227513067293,0.1856614972026064
GO:0006979,0.727228584397336,0.7819068412331636,0.17810556958050444,0.20863481145961713
GO:0006997,0.7038178219527207,0.7630139778591482,0.16259309643987585,0.19275784518925299
GO:0007005,0.7198370228919032,0.784317272778484,0.1896171594744717,0.21793174529634415
GO:0007010,0.7039650451451439,0.7778792271161722,0.16006098388660356,0.19955310712026597
GO:0007031,0.7650517714097345,0.7845741055885985,0.19624340039036967,0.2049499763351505
GO:0007033,0.6941153417888315,0.7443567271467023,0.16467799093216323,0.18638641240837217
GO:0007059,0.7868435906858435,0.8486298877373233,0.2100063450187898,0.23897151607783
GO:0007114,0.6280294931415559,0.7098580315797057,0.1338459587719452,0.164148768955395
GO:0007124,0.6056044508438929,0.679937568136774,0.13076634107121293,0.15233925001526416
GO:0008033,0.7565456504924224,0.8237854545933554,0.2006564618467128,0.22976416713947598
GO:0008135,0.8762088291549124,0.8919488812004898,0.26105487883384815,0.2723417507172846
GO:0008213,0.7553763382140977,0.811483449718085,0.18658028911165359,0.21289283001700182
GO:0008380,0.7454251927180896,0.8068725678851955,0.18510600933841773,0.21615484373965718
GO:0008643,0.7016135701547053,0.820509512053446,0.1786171580043076,0.22522312633520292
GO:0009311,0.4737710484501087,0.5592662211447481,0.11301099090564122,0.12175131542649678
GO:0009408,0.6904683128640973,0.7366330029949684,0.1655418116335818,0.18470901467532805
GO:0009451,0.8008620794897051,0.844487204116187,0.2242094856745711,0.24591986485198136
GO:0015931,0.682174788159138,0.7400510000151355,0.15325095572553601,0.17972201324068007
GO:0016050,0.7855538614907762,0.8349374540897261,0.1915989696154809,0.22059884609011082
GO:0016197,0.7976222093459268,0.8206250458102546,0.21564371786443223,0.2278070630697025
GO:0016570,0.7085152672227955,0.7831841594485925,0.16339989938303268,0.20245654320225792
GO:0018193,0.657335434118695,0.7201691365811433,0.14033325098024665,0.17094888073646206
GO:0022857,0.7568811588408532,0.8206297504821348,0.19324887620708478,0.2253183792538263
GO:0023052,0.6806550915103211,0.7564055235193122,0.14915981865284794,0.1874263818985359
GO:0031399,0.6266696402118314,0.6932814546565561,0.1314539398367358,0.1610056109201501
GO:0032196,0.9373976952194532,0.9417840230500177,0.3014606488200037,0.30318231374584137
GO:0032200,0.6618225720167691,0.7349881133610456,0.14501794350077762,0.1770446873622184
GO:0032543,0.8252982074091848,0.8777259285292989,0.2526792332492731,0.27192546052084976
GO:0032787,0.7965660469360193,0.848077613598212,0.21532831031176924,0.2414821039919149
GO:0033043,0.6658127040586603,0.7613406368977158,0.14706980341842227,0.19140313055840402
GO:0042221,0.6588839087764817,0.7288915683124955,0.1428093491401523,0.17553666734898626
GO:0042255,0.9318055558919056,0.9365537726652243,0.2944496583979355,0.2975293912326974
GO:0042273,0.9376839124247872,0.9486189579190368,0.2959250803505317,0.3038760861165144
GO:0042274,0.9277714787909772,0.9411681384741493,0.29221890218199364,0.2992703960217874
GO:0042594,0.7055211296853956,0.7406786136130316,0.16500317382006338,0.1826574385511604
GO:0043144,0.8299497062252584,0.8710293829200599,0.22626097648432705,0.25631698220924426
GO:0043543,0.6997555756088737,0.753671477154572,0.15503737801580159,0.18252882671017534
GO:0043934,0.6458916423246573,0.7194004316780589,0.1463912243590153,0.1784290473964065
GO:0045333,0.8257954949860106,0.8583922734791942,0.24327180207021945,0.2582944205401634
