Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Struct_OnlyPos_Redo/Original_x_b_113x10x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/Struct_OnlyPos_Redo/Original_x_b_113x10x53_lr0.01_batch50_Test_/
100 Batch Cumulative Loss: 423.48594665527344
Time for 100 Batches: 0.03460084597269694
100 Batch Cumulative Loss: 410.1898763179779
Time for 100 Batches: 0.3993696411450704
100 Batch Cumulative Loss: 366.39738607406616
Time for 100 Batches: 0.4021867632865906
100 Batch Cumulative Loss: 350.6629776954651
Time for 100 Batches: 0.3976326068242391
100 Batch Cumulative Loss: 343.5242841243744
Time for 100 Batches: 0.3892643610636393
100 Batch Cumulative Loss: 341.18308186531067
Time for 100 Batches: 0.3955931146939596
100 Batch Cumulative Loss: 344.7537109851837
Time for 100 Batches: 0.39418166081110634
100 Batch Cumulative Loss: 336.3784041404724
Time for 100 Batches: 0.3956948479016622
100 Batch Cumulative Loss: 332.1610355377197
Time for 100 Batches: 0.3941152850786845
100 Batch Cumulative Loss: 329.77395820617676
Time for 100 Batches: 0.39246023893356324
100 Batch Cumulative Loss: 329.8471167087555
Time for 100 Batches: 0.39419971307118734
100 Batch Cumulative Loss: 329.8143844604492
Time for 100 Batches: 0.38996697664260865
100 Batch Cumulative Loss: 324.85015392303467
Time for 100 Batches: 0.3954044461250305
100 Batch Cumulative Loss: 326.0582618713379
Time for 100 Batches: 0.39455508391062416
100 Batch Cumulative Loss: 323.88525581359863
Time for 100 Batches: 0.39349206288655597
100 Batch Cumulative Loss: 319.95969891548157
Time for 100 Batches: 0.39275331099828087
100 Batch Cumulative Loss: 320.145188331604
Time for 100 Batches: 0.3992647210756938
100 Batch Cumulative Loss: 323.71645760536194
Time for 100 Batches: 0.39384276072184243
100 Batch Cumulative Loss: 322.4363534450531
Time for 100 Batches: 0.40021299918492637
100 Batch Cumulative Loss: 319.81777715682983
Time for 100 Batches: 0.39623260498046875
100 Batch Cumulative Loss: 320.84128189086914
Time for 100 Batches: 0.392410147190094
100 Batch Cumulative Loss: 317.0367612838745
Time for 100 Batches: 0.39006107648213706
100 Batch Cumulative Loss: 313.1666934490204
Time for 100 Batches: 0.3923654874165853
100 Batch Cumulative Loss: 319.99310398101807
Time for 100 Batches: 0.3974708914756775
100 Batch Cumulative Loss: 320.8448967933655
Time for 100 Batches: 0.390201731522878
100 Batch Cumulative Loss: 313.6202199459076
Time for 100 Batches: 0.39096598625183104
100 Batch Cumulative Loss: 317.6185429096222
Time for 100 Batches: 0.39651761849721273
100 Batch Cumulative Loss: 318.9866461753845
Time for 100 Batches: 0.3942551016807556
100 Batch Cumulative Loss: 315.7419500350952
Time for 100 Batches: 0.3914805014928182
100 Batch Cumulative Loss: 319.21236872673035
Time for 100 Batches: 0.39271605014801025
100 Batch Cumulative Loss: 316.3565113544464
Time for 100 Batches: 0.3947180867195129
100 Batch Cumulative Loss: 314.8627665042877
Time for 100 Batches: 0.39076728423436485
100 Batch Cumulative Loss: 319.08098340034485
Time for 100 Batches: 0.39168511629104613
100 Batch Cumulative Loss: 316.0998320579529
Time for 100 Batches: 0.3887706518173218
100 Batch Cumulative Loss: 316.8678488731384
Time for 100 Batches: 0.39185057481129965
100 Batch Cumulative Loss: 315.37161660194397
Time for 100 Batches: 0.392538853486379
100 Batch Cumulative Loss: 312.61537051200867
Time for 100 Batches: 0.3963536858558655
100 Batch Cumulative Loss: 313.8977200984955
Time for 100 Batches: 0.39122854471206664
100 Batch Cumulative Loss: 317.34072852134705
Time for 100 Batches: 0.3891197443008423
100 Batch Cumulative Loss: 313.5889971256256
Time for 100 Batches: 0.3953825831413269
100 Batch Cumulative Loss: 315.0941729545593
Time for 100 Batches: 0.3936002175013224
100 Batch Cumulative Loss: 311.2053647041321
Time for 100 Batches: 0.39096407492955526
100 Batch Cumulative Loss: 313.6895217895508
Time for 100 Batches: 0.3930020689964294
100 Batch Cumulative Loss: 316.93705582618713
Time for 100 Batches: 0.39057657718658445
100 Batch Cumulative Loss: 316.58046984672546
Time for 100 Batches: 0.3967557589213053
100 Batch Cumulative Loss: 312.1957597732544
Time for 100 Batches: 0.39697379668553673
100 Batch Cumulative Loss: 308.8507869243622
Time for 100 Batches: 0.39330637057622275
100 Batch Cumulative Loss: 312.1087498664856
Time for 100 Batches: 0.3886929670969645
100 Batch Cumulative Loss: 313.1431908607483
Time for 100 Batches: 0.39445120890935265
100 Batch Cumulative Loss: 316.72505712509155
Time for 100 Batches: 0.3918565313021342
100 Batch Cumulative Loss: 313.3218550682068
Time for 100 Batches: 0.3971649726231893
100 Batch Cumulative Loss: 314.91698455810547
Time for 100 Batches: 0.3905581076939901
100 Batch Cumulative Loss: 314.4531877040863
Time for 100 Batches: 0.39090365171432495
100 Batch Cumulative Loss: 312.29563641548157
Time for 100 Batches: 0.3953857620557149
100 Batch Cumulative Loss: 311.03696179389954
Time for 100 Batches: 0.3919185519218445
100 Batch Cumulative Loss: 314.4086880683899
Time for 100 Batches: 0.3941070834795634
100 Batch Cumulative Loss: 308.1580333709717
Time for 100 Batches: 0.39105200370152793
100 Batch Cumulative Loss: 317.55058431625366
Time for 100 Batches: 0.3938248793284098
100 Batch Cumulative Loss: 311.5419852733612
Time for 100 Batches: 0.38840051492055255
100 Batch Cumulative Loss: 310.87091040611267
Time for 100 Batches: 0.3934234340985616
100 Batch Cumulative Loss: 312.89108753204346
Time for 100 Batches: 0.398365585009257
100 Batch Cumulative Loss: 312.5615656375885
Time for 100 Batches: 0.397437330087026
100 Batch Cumulative Loss: 314.94377732276917
Time for 100 Batches: 0.39461120367050173
100 Batch Cumulative Loss: 312.91830229759216
Time for 100 Batches: 0.3911148468653361
100 Batch Cumulative Loss: 317.0010313987732
Time for 100 Batches: 0.39016964435577395
100 Batch Cumulative Loss: 310.84349751472473
Time for 100 Batches: 0.3924886743227641
100 Batch Cumulative Loss: 313.96726751327515
Time for 100 Batches: 0.39817090034484864
100 Batch Cumulative Loss: 312.46760988235474
Time for 100 Batches: 0.3937811017036438
100 Batch Cumulative Loss: 315.2079339027405
Time for 100 Batches: 0.40005648930867516
100 Batch Cumulative Loss: 314.193856716156
Time for 100 Batches: 0.391051443417867
100 Batch Cumulative Loss: 312.57429099082947
Time for 100 Batches: 0.3897632161776225
100 Batch Cumulative Loss: 314.82658672332764
Time for 100 Batches: 0.39183443784713745
100 Batch Cumulative Loss: 308.8844895362854
Time for 100 Batches: 0.39436989625295005
100 Batch Cumulative Loss: 314.16342401504517
Time for 100 Batches: 0.38893675009409584
100 Batch Cumulative Loss: 315.5378804206848
Time for 100 Batches: 0.39279245932896933
100 Batch Cumulative Loss: 311.0215208530426
Time for 100 Batches: 0.39193800687789915
100 Batch Cumulative Loss: 311.08472204208374
Time for 100 Batches: 0.3874076008796692
100 Batch Cumulative Loss: 313.05626821517944
Time for 100 Batches: 0.39653878211975097
100 Batch Cumulative Loss: 316.0456027984619
Time for 100 Batches: 0.3925928473472595
100 Batch Cumulative Loss: 313.52654576301575
Time for 100 Batches: 0.3946044365564982
100 Batch Cumulative Loss: 312.10821413993835
Time for 100 Batches: 0.3930215954780579
100 Batch Cumulative Loss: 306.1772036552429
Time for 100 Batches: 0.3855228265126546
100 Batch Cumulative Loss: 313.1276590824127
Time for 100 Batches: 0.3937939127286275
100 Batch Cumulative Loss: 318.32256531715393
Time for 100 Batches: 0.38268450895945233
