,Gene A,Gene B,Score
0,YMR072W,YJR021C,0.004119269084185362
1,YMR072W,YBR085W,4.1798398342507426e-07
2,YMR072W,YDR353W,0.024518173187971115
3,YMR072W,YGR122W,0.0012003250885754824
4,YMR072W,YBR103W,3.553804708644748e-05
5,YMR072W,YHL009C,0.04517672210931778
6,YMR072W,YNL180C,8.971021998149808e-06
7,YMR072W,YPL253C,0.0008979418780654669
8,YMR072W,YML023C,2.0786537788808346e-05
9,YMR072W,YLL028W,3.862798525489097e-09
10,YMR072W,YDR465C,0.007532346993684769
11,YMR072W,YDR285W,0.006510719191282988
12,YMR072W,YAL016W,2.183592471283191e-07
13,YMR072W,YDR412W,0.0009523609187453985
14,YMR072W,YHR002W,0.004802242387086153
15,YMR072W,YNL272C,7.916477443359327e-06
16,YMR072W,YGL091C,0.0002597499405965209
17,YMR072W,YML093W,0.00019137418712489307
18,YMR072W,YOL146W,0.0001840648183133453
19,YMR072W,YGL187C,0.9808989763259888
20,YMR072W,YOR069W,0.026951966807246208
21,YMR072W,YNL074C,0.0719582810997963
22,YMR072W,YLR277C,2.7067004339187406e-05
23,YMR072W,YGL011C,0.02337205968797207
24,YMR072W,YMR072W,4.930807123308382e-34
25,YMR072W,YNL066W,1.3489740013028495e-05
26,YMR072W,YDR150W,0.0011150302598252892
27,YMR072W,YOR147W,0.2607252895832062
28,YMR072W,YNL070W,2.903472591242462e-07
29,YMR072W,YLL006W,2.139990300520367e-07
30,YMR072W,YCL044C,0.0002585338370408863
31,YMR072W,YJL116C,0.0005919196410104632
32,YNL066W,YJR021C,0.00019942103244829923
33,YNL066W,YBR085W,0.00010865025979001075
34,YNL066W,YDR353W,0.9394360780715942
35,YNL066W,YGR122W,0.005535758100450039
36,YNL066W,YBR103W,0.0006540458416566253
37,YNL066W,YHL009C,5.32807962372317e-06
38,YNL066W,YNL180C,5.0740836741169915e-06
39,YNL066W,YPL253C,0.029278689995408058
40,YNL066W,YML023C,0.02403406985104084
41,YNL066W,YLL028W,1.616764893697109e-05
42,YNL066W,YDR465C,1.5827166066628706e-07
43,YNL066W,YDR285W,0.02898181602358818
44,YNL066W,YAL016W,0.00013445744116324931
45,YNL066W,YDR412W,0.00044777023140341043
46,YNL066W,YHR002W,2.0302955817896873e-05
47,YNL066W,YNL272C,8.544274896848947e-05
48,YNL066W,YGL091C,0.028936052694916725
49,YNL066W,YML093W,3.7053655432828236e-06
50,YNL066W,YOL146W,0.2475389838218689
51,YNL066W,YGL187C,1.247715886165679e-07
52,YNL066W,YOR069W,0.06015792116522789
53,YNL066W,YNL074C,8.434442975158163e-07
54,YNL066W,YLR277C,0.040620848536491394
55,YNL066W,YGL011C,0.0035759692545980215
56,YNL066W,YMR072W,1.3489740013028495e-05
57,YNL066W,YNL066W,0.0
58,YNL066W,YDR150W,6.325464346446097e-05
59,YNL066W,YOR147W,3.330442723381566e-06
60,YNL066W,YNL070W,0.010571390390396118
61,YNL066W,YLL006W,0.0011762321228161454
62,YNL066W,YCL044C,0.5236904621124268
63,YNL066W,YJL116C,3.0888284072716488e-06
64,YDR150W,YJR021C,0.13201789557933807
65,YDR150W,YBR085W,0.007472604978829622
66,YDR150W,YDR353W,4.3374845404287043e-07
67,YDR150W,YGR122W,6.380674312822521e-05
68,YDR150W,YBR103W,0.9885975122451782
69,YDR150W,YHL009C,0.9180122017860413
70,YDR150W,YNL180C,0.2706274688243866
71,YDR150W,YPL253C,0.11109665781259537
72,YDR150W,YML023C,2.4891485736588947e-05
73,YDR150W,YLL028W,0.7390453219413757
74,YDR150W,YDR465C,6.928807124495506e-05
75,YDR150W,YDR285W,2.9515470032492885e-06
76,YDR150W,YAL016W,0.39500510692596436
77,YDR150W,YDR412W,4.024016106995987e-07
78,YDR150W,YHR002W,0.07424939423799515
79,YDR150W,YNL272C,3.2041175472841132e-06
80,YDR150W,YGL091C,0.9933021068572998
81,YDR150W,YML093W,0.07970558851957321
82,YDR150W,YOL146W,0.6700664758682251
83,YDR150W,YGL187C,0.0006124888896010816
84,YDR150W,YOR069W,1.331992189079756e-05
85,YDR150W,YNL074C,0.6646448969841003
86,YDR150W,YLR277C,8.190828459930799e-09
87,YDR150W,YGL011C,0.201836958527565
88,YDR150W,YMR072W,0.0011150302598252892
89,YDR150W,YNL066W,6.325464346446097e-05
90,YDR150W,YDR150W,1.0
91,YDR150W,YOR147W,0.846337080001831
92,YDR150W,YNL070W,0.00022043875651434064
93,YDR150W,YLL006W,0.5381190180778503
94,YDR150W,YCL044C,0.7073708772659302
95,YDR150W,YJL116C,0.3803540766239166
96,YOR147W,YJR021C,2.0190833311062306e-05
97,YOR147W,YBR085W,8.483250013568977e-08
98,YOR147W,YDR353W,0.004587128758430481
99,YOR147W,YGR122W,0.00020436248451005667
100,YOR147W,YBR103W,0.01574651524424553
101,YOR147W,YHL009C,6.874322934891097e-06
102,YOR147W,YNL180C,4.99194793519564e-05
103,YOR147W,YPL253C,0.04190035164356232
104,YOR147W,YML023C,0.15398722887039185
105,YOR147W,YLL028W,0.06693141907453537
106,YOR147W,YDR465C,0.03186972066760063
107,YOR147W,YDR285W,0.9705528616905212
108,YOR147W,YAL016W,0.08432988822460175
109,YOR147W,YDR412W,0.0016805680934339762
110,YOR147W,YHR002W,0.005461123306304216
111,YOR147W,YNL272C,0.0004958806675858796
112,YOR147W,YGL091C,9.966855714083067e-07
113,YOR147W,YML093W,3.138839588245901e-07
114,YOR147W,YOL146W,0.004912298172712326
115,YOR147W,YGL187C,0.008345050737261772
116,YOR147W,YOR069W,0.0006465889164246619
117,YOR147W,YNL074C,0.00019084737868979573
118,YOR147W,YLR277C,0.04829184710979462
119,YOR147W,YGL011C,0.9797345995903015
120,YOR147W,YMR072W,0.2607252895832062
121,YOR147W,YNL066W,3.330442723381566e-06
122,YOR147W,YDR150W,0.846337080001831
123,YOR147W,YOR147W,0.0
124,YOR147W,YNL070W,2.1788637560860025e-10
125,YOR147W,YLL006W,0.10083036124706268
126,YOR147W,YCL044C,0.01139817200601101
127,YOR147W,YJL116C,0.02454478107392788
128,YNL070W,YJR021C,0.00011446809367043898
129,YNL070W,YBR085W,0.0042102946899831295
130,YNL070W,YDR353W,0.007071213331073523
131,YNL070W,YGR122W,1.2112209333281498e-06
132,YNL070W,YBR103W,0.00010983130778186023
133,YNL070W,YHL009C,0.002910395385697484
134,YNL070W,YNL180C,0.9652239680290222
135,YNL070W,YPL253C,0.0014101838460192084
136,YNL070W,YML023C,0.515521228313446
137,YNL070W,YLL028W,2.371850058580094e-07
138,YNL070W,YDR465C,0.0005268357344903052
139,YNL070W,YDR285W,0.16456228494644165
140,YNL070W,YAL016W,0.0005055430810898542
141,YNL070W,YDR412W,0.000783304451033473
142,YNL070W,YHR002W,2.7318861612002365e-05
143,YNL070W,YNL272C,0.03005097061395645
144,YNL070W,YGL091C,0.0001466415706090629
145,YNL070W,YML093W,8.869297403180099e-07
146,YNL070W,YOL146W,3.566709665392409e-07
147,YNL070W,YGL187C,0.0002067094319500029
148,YNL070W,YOR069W,0.005298925563693047
149,YNL070W,YNL074C,0.0010238391114398837
150,YNL070W,YLR277C,0.1220179870724678
151,YNL070W,YGL011C,0.0010570911690592766
152,YNL070W,YMR072W,2.903472591242462e-07
153,YNL070W,YNL066W,0.010571390390396118
154,YNL070W,YDR150W,0.00022043875651434064
155,YNL070W,YOR147W,2.1788637560860025e-10
156,YNL070W,YNL070W,1.0
157,YNL070W,YLL006W,0.14328928291797638
158,YNL070W,YCL044C,3.31868723151274e-05
159,YNL070W,YJL116C,0.0006131588597781956
160,YLL006W,YJR021C,0.0003837005642708391
161,YLL006W,YBR085W,0.0002539282140787691
162,YLL006W,YDR353W,0.0002053345669992268
163,YLL006W,YGR122W,8.416722266701981e-05
164,YLL006W,YBR103W,0.8887582421302795
165,YLL006W,YHL009C,0.0014607947086915374
166,YLL006W,YNL180C,0.032036520540714264
167,YLL006W,YPL253C,0.0001629573671380058
168,YLL006W,YML023C,0.0007560029625892639
169,YLL006W,YLL028W,0.9994307160377502
170,YLL006W,YDR465C,0.006516112945973873
171,YLL006W,YDR285W,0.6329294443130493
172,YLL006W,YAL016W,0.22311940789222717
173,YLL006W,YDR412W,3.2700811516406247e-06
174,YLL006W,YHR002W,0.000440851814346388
175,YLL006W,YNL272C,6.266211585170822e-06
176,YLL006W,YGL091C,0.005603703670203686
177,YLL006W,YML093W,1.81256345967995e-05
178,YLL006W,YOL146W,0.027294548228383064
179,YLL006W,YGL187C,5.3031973948236555e-05
180,YLL006W,YOR069W,0.01726061850786209
181,YLL006W,YNL074C,0.9969953298568726
182,YLL006W,YLR277C,0.6177967190742493
183,YLL006W,YGL011C,0.010724847204983234
184,YLL006W,YMR072W,2.139990300520367e-07
185,YLL006W,YNL066W,0.0011762321228161454
186,YLL006W,YDR150W,0.5381190180778503
187,YLL006W,YOR147W,0.10083036124706268
188,YLL006W,YNL070W,0.14328928291797638
189,YLL006W,YLL006W,1.0
190,YLL006W,YCL044C,0.024157024919986725
191,YLL006W,YJL116C,0.019802972674369812
192,YCL044C,YJR021C,0.28897303342819214
193,YCL044C,YBR085W,2.3221691496794206e-13
194,YCL044C,YDR353W,0.0007003009086474776
195,YCL044C,YGR122W,0.0169754009693861
196,YCL044C,YBR103W,1.5006197600087035e-06
197,YCL044C,YHL009C,0.013386695645749569
198,YCL044C,YNL180C,0.0003689587756525725
199,YCL044C,YPL253C,8.132051334541757e-07
200,YCL044C,YML023C,0.0001976859784917906
201,YCL044C,YLL028W,0.004331496078521013
202,YCL044C,YDR465C,0.0033155742567032576
203,YCL044C,YDR285W,0.002083673607558012
204,YCL044C,YAL016W,9.557838347973302e-05
205,YCL044C,YDR412W,2.0065124772372656e-05
206,YCL044C,YHR002W,0.9246608018875122
207,YCL044C,YNL272C,5.622839580610162e-07
208,YCL044C,YGL091C,4.8973513912642375e-05
209,YCL044C,YML093W,0.034357257187366486
210,YCL044C,YOL146W,0.015197417698800564
211,YCL044C,YGL187C,0.9981643557548523
212,YCL044C,YOR069W,0.00029150175396353006
213,YCL044C,YNL074C,0.014322234317660332
214,YCL044C,YLR277C,4.904894694846007e-07
215,YCL044C,YGL011C,0.15117548406124115
216,YCL044C,YMR072W,0.0002585338370408863
217,YCL044C,YNL066W,0.5236904621124268
218,YCL044C,YDR150W,0.7073708772659302
219,YCL044C,YOR147W,0.01139817200601101
220,YCL044C,YNL070W,3.31868723151274e-05
221,YCL044C,YLL006W,0.024157024919986725
222,YCL044C,YCL044C,5.049185006401452e-33
223,YCL044C,YJL116C,0.002762781921774149
224,YJL116C,YJR021C,0.7193573713302612
225,YJL116C,YBR085W,3.922261271327443e-08
