Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Dropout_SmallStruct/Original_x_b_113x200x53_lr0.01_batch50_hiddenDrop0.3_Train_/
./Yeast Resources/Pairwise/Spell/Dropout_SmallStruct/Original_x_b_113x200x53_lr0.01_batch50_hiddenDrop0.3_Test_/
100 Batch Cumulative Loss: 457.5604438781738
Time for 100 Batches: 0.041196584701538086
100 Batch Cumulative Loss: 378.0323791503906
Time for 100 Batches: 0.4098364353179932
100 Batch Cumulative Loss: 357.849365234375
Time for 100 Batches: 0.4029247760772705
100 Batch Cumulative Loss: 343.4999644756317
Time for 100 Batches: 0.39981239239374794
100 Batch Cumulative Loss: 340.8330807685852
Time for 100 Batches: 0.401431143283844
100 Batch Cumulative Loss: 336.71399307250977
Time for 100 Batches: 0.40204657316207887
100 Batch Cumulative Loss: 334.04162406921387
Time for 100 Batches: 0.4040527025858561
100 Batch Cumulative Loss: 325.4306809902191
Time for 100 Batches: 0.4009089668591817
100 Batch Cumulative Loss: 328.23128843307495
Time for 100 Batches: 0.4089287996292114
100 Batch Cumulative Loss: 321.8958971500397
Time for 100 Batches: 0.40160971879959106
100 Batch Cumulative Loss: 322.79347467422485
Time for 100 Batches: 0.4009676138559977
100 Batch Cumulative Loss: 324.12662410736084
Time for 100 Batches: 0.4004909634590149
100 Batch Cumulative Loss: 320.43552136421204
Time for 100 Batches: 0.4001490513483683
100 Batch Cumulative Loss: 317.22649216651917
Time for 100 Batches: 0.40065448681513466
100 Batch Cumulative Loss: 316.33106875419617
Time for 100 Batches: 0.4035540143648783
100 Batch Cumulative Loss: 318.21910762786865
Time for 100 Batches: 0.40317067702611287
100 Batch Cumulative Loss: 317.2023787498474
Time for 100 Batches: 0.40799174706141156
100 Batch Cumulative Loss: 317.3183014392853
Time for 100 Batches: 0.4058863401412964
100 Batch Cumulative Loss: 316.19120144844055
Time for 100 Batches: 0.4077324986457825
100 Batch Cumulative Loss: 318.4415850639343
Time for 100 Batches: 0.40434808333714806
100 Batch Cumulative Loss: 314.62831592559814
Time for 100 Batches: 0.40058783690134686
100 Batch Cumulative Loss: 319.90240597724915
Time for 100 Batches: 0.4004181702931722
100 Batch Cumulative Loss: 317.56936168670654
Time for 100 Batches: 0.4038642088572184
100 Batch Cumulative Loss: 316.5967059135437
Time for 100 Batches: 0.40162976980209353
100 Batch Cumulative Loss: 316.70754957199097
Time for 100 Batches: 0.39840134382247927
100 Batch Cumulative Loss: 318.5383117198944
Time for 100 Batches: 0.4019473473230998
100 Batch Cumulative Loss: 317.08590149879456
Time for 100 Batches: 0.4072573860486349
100 Batch Cumulative Loss: 313.00066351890564
Time for 100 Batches: 0.39973932107289634
100 Batch Cumulative Loss: 316.38185143470764
Time for 100 Batches: 0.40177871386210123
100 Batch Cumulative Loss: 315.57895064353943
Time for 100 Batches: 0.409118394056956
100 Batch Cumulative Loss: 313.87019324302673
Time for 100 Batches: 0.40861586332321165
100 Batch Cumulative Loss: 317.9642331600189
Time for 100 Batches: 0.40394225120544436
100 Batch Cumulative Loss: 316.96647000312805
Time for 100 Batches: 0.4022604783376058
100 Batch Cumulative Loss: 315.1391410827637
Time for 100 Batches: 0.4024085839589437
100 Batch Cumulative Loss: 309.5793695449829
Time for 100 Batches: 0.4059623042742411
100 Batch Cumulative Loss: 311.93316555023193
Time for 100 Batches: 0.39969832499821983
100 Batch Cumulative Loss: 310.880676984787
Time for 100 Batches: 0.40257211526234943
100 Batch Cumulative Loss: 316.5057873725891
Time for 100 Batches: 0.4006282130877177
100 Batch Cumulative Loss: 314.46940183639526
Time for 100 Batches: 0.40503841241200766
100 Batch Cumulative Loss: 310.9926788806915
Time for 100 Batches: 0.4020218173662821
100 Batch Cumulative Loss: 308.7154140472412
Time for 100 Batches: 0.4039240996042887
100 Batch Cumulative Loss: 314.7885754108429
Time for 100 Batches: 0.4068932374318441
100 Batch Cumulative Loss: 310.93581199645996
Time for 100 Batches: 0.39843281904856365
100 Batch Cumulative Loss: 313.886568069458
Time for 100 Batches: 0.4009241104125977
100 Batch Cumulative Loss: 313.1751956939697
Time for 100 Batches: 0.4043275356292725
100 Batch Cumulative Loss: 314.84074997901917
Time for 100 Batches: 0.39753841956456504
100 Batch Cumulative Loss: 315.25272703170776
Time for 100 Batches: 0.40027446746826173
100 Batch Cumulative Loss: 312.6696877479553
Time for 100 Batches: 0.4042314847310384
100 Batch Cumulative Loss: 315.63577342033386
Time for 100 Batches: 0.3990729331970215
100 Batch Cumulative Loss: 310.14411520957947
Time for 100 Batches: 0.40238948265711466
100 Batch Cumulative Loss: 309.79276275634766
Time for 100 Batches: 0.4048649549484253
100 Batch Cumulative Loss: 311.50707936286926
Time for 100 Batches: 0.3972403287887573
100 Batch Cumulative Loss: 313.5770125389099
Time for 100 Batches: 0.40502562920252483
100 Batch Cumulative Loss: 313.8867106437683
Time for 100 Batches: 0.4054745117823283
100 Batch Cumulative Loss: 313.7825057506561
Time for 100 Batches: 0.40320523977279665
100 Batch Cumulative Loss: 309.59275245666504
Time for 100 Batches: 0.4019000132878621
100 Batch Cumulative Loss: 316.2229881286621
Time for 100 Batches: 0.4003084341684977
100 Batch Cumulative Loss: 310.3592789173126
Time for 100 Batches: 0.39776637554168703
100 Batch Cumulative Loss: 312.668203830719
Time for 100 Batches: 0.4014553229014079
100 Batch Cumulative Loss: 308.220556974411
Time for 100 Batches: 0.4002748131752014
100 Batch Cumulative Loss: 314.69699478149414
Time for 100 Batches: 0.4040773669878642
100 Batch Cumulative Loss: 308.5246503353119
Time for 100 Batches: 0.39951013724009193
100 Batch Cumulative Loss: 314.374324798584
Time for 100 Batches: 0.40384612083435056
100 Batch Cumulative Loss: 311.47613763809204
Time for 100 Batches: 0.399769922097524
100 Batch Cumulative Loss: 315.3366689682007
Time for 100 Batches: 0.4029853741327922
100 Batch Cumulative Loss: 310.8190612792969
Time for 100 Batches: 0.4003681421279907
100 Batch Cumulative Loss: 315.9532687664032
Time for 100 Batches: 0.4086656928062439
100 Batch Cumulative Loss: 309.06038784980774
Time for 100 Batches: 0.40491906404495237
100 Batch Cumulative Loss: 310.29575634002686
Time for 100 Batches: 0.4082102100054423
100 Batch Cumulative Loss: 308.1508996486664
Time for 100 Batches: 0.4022635738054911
100 Batch Cumulative Loss: 314.1746482849121
Time for 100 Batches: 0.3998236099878947
100 Batch Cumulative Loss: 312.1410562992096
Time for 100 Batches: 0.4110311468442281
100 Batch Cumulative Loss: 313.53396940231323
Time for 100 Batches: 0.4052134394645691
100 Batch Cumulative Loss: 312.7396717071533
Time for 100 Batches: 0.3989365855852763
100 Batch Cumulative Loss: 313.1268789768219
Time for 100 Batches: 0.4048364599545797
100 Batch Cumulative Loss: 314.9811546802521
Time for 100 Batches: 0.4002110481262207
100 Batch Cumulative Loss: 314.19495463371277
Time for 100 Batches: 0.40197781721750897
100 Batch Cumulative Loss: 311.26132798194885
Time for 100 Batches: 0.4030622005462646
100 Batch Cumulative Loss: 310.53563952445984
Time for 100 Batches: 0.4014016588528951
100 Batch Cumulative Loss: 312.4617681503296
Time for 100 Batches: 0.40521003007888795
100 Batch Cumulative Loss: 311.1011161804199
Time for 100 Batches: 0.4104483723640442
100 Batch Cumulative Loss: 313.03187680244446
Time for 100 Batches: 0.4062752683957418
100 Batch Cumulative Loss: 314.0065793991089
Time for 100 Batches: 0.4029732267061869
100 Batch Cumulative Loss: 308.5205018520355
