Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YOL023W,0,381.97126736707673,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YBR120C,0,326.537832921369,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YLR069C,0,315.8675360991978,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPL097W,0,305.5848983694227,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YHR091C,0,287.2814098203949,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YNR045W,0,276.89343070312555,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YNL073W,0,272.6639293918825,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGL143C,0,250.5040948056004,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPR047W,0,249.19077143239224,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YOL033W,0,243.22570861109313,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPL104W,0,229.14441136545207,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGR171C,0,211.3361421682238,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGR169C,0,192.9173200146829,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPL083C,0,176.2522505295955,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YMR257C,0,165.8780309510699,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGL236C,0,163.04130787281355,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YOR201C,0,161.53721578741246,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YMR023C,0,157.16636056020513,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YLR067C,0,155.4540443524048,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YCL017C,0,150.05897004192275,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YDR120C,0,145.23954053360015,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YBR121C,0,140.50659523400213,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YBL057C,0,128.31396102492576,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YAR008W,0,115.44893950367032,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YLR105C,0,111.41411777707445,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YLL018C,0,102.73218187715256,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YMR059W,0,96.0278828390812,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YEL020W-A,1,79.01674462032679,1,0,4655,104,0.9781512605042016,1.0,0.009523809523809525,0.0,1.0
YKR035W-A,-1,76.65443089604378,1,1,4654,104,0.9779411764705882,0.5,0.009523809523809525,0.00021482277121374866,0.9997851772287862
