Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YLR069C,0,428.70232547259957,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPL097W,0,421.3019912395346,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YOL023W,0,407.067152537457,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YBR120C,0,344.9891444981848,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YNR045W,0,340.90621291527225,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGR171C,0,335.3081903087059,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPL104W,0,329.8892537685413,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YOL033W,0,327.2862419478946,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGL143C,0,325.35813819713417,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YNL073W,0,314.69561250662485,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YHR091C,0,308.0816287136352,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPR047W,0,305.943546871102,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YMR257C,0,304.20172136295287,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGL236C,0,261.2130123617038,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YLR067C,0,164.75286601201702,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGR169C,0,161.01082839207606,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPL083C,0,154.13716376373318,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YCL017C,0,153.16511889777294,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YOR201C,0,129.09825398985305,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YMR023C,0,123.7459997730818,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YMR059W,0,106.81016983610645,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YBL057C,0,99.79330400230904,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YLR105C,0,95.63388386218394,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YBR121C,0,91.78324548102718,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YKL053C-A,1,89.91499065338644,1,0,4655,104,0.9781512605042016,1.0,0.009523809523809525,0.0,1.0
YBR185C,1,89.4531481859409,2,0,4655,103,0.9783613445378151,1.0,0.01904761904761905,0.0,1.0
YJL063C,1,88.65126040108316,3,0,4655,102,0.9785714285714285,1.0,0.02857142857142857,0.0,1.0
YEL020W-A,1,86.09958879885322,4,0,4655,101,0.978781512605042,1.0,0.0380952380952381,0.0,1.0
YLR370C,1,85.96389668951916,5,0,4655,100,0.9789915966386554,1.0,0.047619047619047616,0.0,1.0
YOR354C,-1,85.59595284907778,5,1,4654,100,0.978781512605042,0.8333333333333334,0.047619047619047616,0.00021482277121374866,0.9997851772287862
YKR085C,1,85.304887514913,6,1,4654,99,0.9789915966386554,0.8571428571428571,0.05714285714285714,0.00021482277121374866,0.9997851772287862
YDR296W,1,84.17190130787128,7,1,4654,98,0.9792016806722689,0.875,0.06666666666666667,0.00021482277121374866,0.9997851772287862
YDR511W,-1,81.10332581344028,7,2,4653,98,0.9789915966386554,0.7777777777777778,0.06666666666666667,0.0004296455424274973,0.9995703544575725
