Began Loading Data
Finished Loading Data
Batch 0 Loss:	0.6978422403335571
Batch 0 Time:	0.1981458067893982 minutes
Batch 100 Loss:	55.7532177567482
Batch 100 Time:	8.71689169406891 minutes
Batch 200 Loss:	39.25901973247528
Batch 200 Time:	8.627628517150878 minutes
Batch 300 Loss:	32.410947263240814
Batch 300 Time:	8.641903726259867 minutes
Batch 400 Loss:	27.128275901079178
Batch 400 Time:	8.701370318730673 minutes
Batch 500 Loss:	23.230704948306084
Batch 500 Time:	8.66845049460729 minutes
Batch 600 Loss:	20.372933208942413
Batch 600 Time:	8.650785791873933 minutes
Batch 700 Loss:	18.343730561435223
Batch 700 Time:	8.656102732817333 minutes
Batch 800 Loss:	15.611122950911522
Batch 800 Time:	8.641331839561463 minutes
Batch 900 Loss:	14.208068035542965
Batch 900 Time:	8.63298572699229 minutes
Batch 1000 Loss:	13.393304951488972
Batch 1000 Time:	8.702919896443685 minutes
Batch 1100 Loss:	12.345415275543928
Batch 1100 Time:	8.680952421824138 minutes
Batch 1200 Loss:	11.413375526666641
Batch 1200 Time:	8.61214340130488 minutes
Batch 1300 Loss:	10.334062609821558
Batch 1300 Time:	8.681804633140564 minutes
Batch 1400 Loss:	9.695465482771397
Batch 1400 Time:	8.674882086118062 minutes
Batch 1500 Loss:	9.400271974503994
Batch 1500 Time:	8.673294480641683 minutes
Batch 1600 Loss:	8.416157096624374
Batch 1600 Time:	8.718074623743693 minutes
Batch 1700 Loss:	7.886386437341571
Batch 1700 Time:	8.624343729019165 minutes
Batch 1800 Loss:	7.774831622838974
Batch 1800 Time:	8.61793721516927 minutes
Batch 1900 Loss:	6.932443007826805
Batch 1900 Time:	8.570294559001923 minutes
Batch 2000 Loss:	6.22729205340147
Batch 2000 Time:	8.66408132314682 minutes
Batch 2100 Loss:	6.573514034971595
Batch 2100 Time:	8.674444739023844 minutes
Batch 2200 Loss:	6.755289224907756
Batch 2200 Time:	8.577310093243916 minutes
Batch 2300 Loss:	5.95519208163023
Batch 2300 Time:	8.618231519063313 minutes
Batch 2400 Loss:	5.823425397276878
Batch 2400 Time:	8.550419008731842 minutes
Batch 2500 Loss:	4.919380268082023
Batch 2500 Time:	8.641920959949493 minutes
Batch 2600 Loss:	5.205980804748833
Batch 2600 Time:	8.530051755905152 minutes
Batch 2700 Loss:	5.332322673872113
Batch 2700 Time:	8.571018973986307 minutes
Batch 2800 Loss:	4.74752726778388
Batch 2800 Time:	8.531351323922475 minutes
Batch 2900 Loss:	4.832685885950923
Batch 2900 Time:	8.641596353054046 minutes
Batch 3000 Loss:	5.252839360386133
Batch 3000 Time:	8.63584970633189 minutes
Batch 3100 Loss:	4.680986694060266
Batch 3100 Time:	8.633573412895203 minutes
Batch 3200 Loss:	5.105170192196965
Batch 3200 Time:	8.639163839817048 minutes
Batch 3300 Loss:	3.9665837232023478
Batch 3300 Time:	8.672177811463675 minutes
Batch 3400 Loss:	3.992746670730412
Batch 3400 Time:	8.65404035250346 minutes
Batch 3500 Loss:	4.3689296543598175
Batch 3500 Time:	8.653244908650716 minutes
Batch 3600 Loss:	4.439712599851191
Batch 3600 Time:	8.658684412638346 minutes
Batch 3700 Loss:	4.007699274457991
Batch 3700 Time:	8.63513918320338 minutes
Batch 3800 Loss:	4.148377277888358
Batch 3800 Time:	8.641501824061075 minutes
Batch 3900 Loss:	3.71295418869704
Batch 3900 Time:	8.621558113892872 minutes
Batch 4000 Loss:	3.50092579331249
Batch 4000 Time:	8.594842473665873 minutes
Batch 4100 Loss:	3.7909721061587334
Batch 4100 Time:	8.602130536238352 minutes
Batch 4200 Loss:	3.713133316487074
Batch 4200 Time:	8.631566107273102 minutes
Batch 4300 Loss:	2.8914334583096206
Batch 4300 Time:	8.602486371994019 minutes
Batch 4400 Loss:	3.0737811303697526
Batch 4400 Time:	8.613746039072673 minutes
Batch 4500 Loss:	3.287202150095254
Batch 4500 Time:	8.682480812072754 minutes
Batch 4600 Loss:	2.976385795045644
Batch 4600 Time:	8.632730503877005 minutes
Batch 4700 Loss:	3.697463453281671
Batch 4700 Time:	8.695424222946167 minutes
Batch 4800 Loss:	3.165394075680524
Batch 4800 Time:	8.601430622736613 minutes
Batch 4900 Loss:	3.1280056503601372
Batch 4900 Time:	8.598267968495687 minutes
Training Time: 432.3796597997347 minutes
Test Time: 2.816131003697713 minutes
Total Time: 435.1957914272944 minutes
