Began Loading Data
Finished Loading Data
Batch 0 Loss:	0.7019395232200623
Batch 0 Time:	0.14869565169016521 minutes
Batch 100 Loss:	53.99485722184181
Batch 100 Time:	2.063085210323334 minutes
Batch 200 Loss:	39.803052961826324
Batch 200 Time:	2.0810037930806478 minutes
Batch 300 Loss:	33.51165343821049
Batch 300 Time:	2.0408639232317607 minutes
Batch 400 Loss:	30.40263270586729
Batch 400 Time:	2.0600735743840537 minutes
Batch 500 Loss:	27.136257022619247
Batch 500 Time:	2.0446624835332234 minutes
Batch 600 Loss:	24.818111408501863
Batch 600 Time:	2.0878465016682943 minutes
Batch 700 Loss:	22.781441651284695
Batch 700 Time:	2.086722485224406 minutes
Batch 800 Loss:	22.056078534573317
Batch 800 Time:	2.101991081237793 minutes
Batch 900 Loss:	22.201374903321266
Batch 900 Time:	2.055085611343384 minutes
Batch 1000 Loss:	17.05265943147242
Batch 1000 Time:	2.0753896872202557 minutes
Batch 1100 Loss:	16.812416959553957
Batch 1100 Time:	2.0646064082781472 minutes
Batch 1200 Loss:	17.013839097693563
Batch 1200 Time:	2.089412836233775 minutes
