Began Loading Data
Finished Loading Data
Batch 0 Loss:	0.702041506767273
Batch 0 Time:	1.2106191078821817 minutes
Batch 100 Loss:	54.490444004535675
Batch 100 Time:	103.04118928909301 minutes
Batch 200 Loss:	37.28932100534439
Batch 200 Time:	103.36721732616425 minutes
Batch 300 Loss:	29.151062548160553
Batch 300 Time:	103.5686002333959 minutes
Batch 400 Loss:	24.35438434779644
Batch 400 Time:	103.6490471482277 minutes
Batch 500 Loss:	20.54310144484043
Batch 500 Time:	103.20962561368943 minutes
Batch 600 Loss:	17.570970088243484
Batch 600 Time:	102.32412347793579 minutes
Batch 700 Loss:	15.209610611200333
Batch 700 Time:	101.0206973751386 minutes
Batch 800 Loss:	13.108165048062801
Batch 800 Time:	102.52825969060262 minutes
Batch 900 Loss:	11.847980998456478
Batch 900 Time:	102.410855503877 minutes
