GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0005634,nucleus,Cellular Component,2424,-0.797325238,0,-1.840937828,0,409
GO:0008233,peptidase activity,Molecular Function,170,-0.909300446,0,-1.820593559,0,31
GO:0090304,nucleic acid metabolic process,Biological Process,1703,-0.788951969,0,-1.814164089,0,302
GO:0004518,nuclease activity,Molecular Function,151,-0.91874833,0,-1.812008699,0,33
GO:0090501,RNA phosphodiester bond hydrolysis,Biological Process,198,-0.911701756,0,-1.808215179,0.000236246,35
GO:0016070,RNA metabolic process,Biological Process,1379,-0.795459939,0,-1.804354575,0.000236246,262
GO:0090305,nucleic acid phosphodiester bond hydrolysis,Biological Process,275,-0.898007952,0,-1.796457313,0.000607489,39
GO:0016779,nucleotidyltransferase activity,Molecular Function,133,-0.92527534,0.002178649,-1.783053592,0.001771843,31
GO:0006310,DNA recombination,Biological Process,254,-0.875039024,0,-1.778940968,0.002267959,50
GO:0140097,"catalytic activity, acting on DNA",Molecular Function,202,-0.888405476,0,-1.778703633,0.002267959,31
GO:0140640,"catalytic activity, acting on a nucleic acid",Molecular Function,449,-0.844962342,0,-1.773993578,0.002953071,55
GO:0016788,"hydrolase activity, acting on ester bonds",Molecular Function,352,-0.863079318,0,-1.773190399,0.002953071,40
GO:0140098,"catalytic activity, acting on RNA",Molecular Function,307,-0.880471391,0,-1.770106274,0.003380131,51
GO:0006259,DNA metabolic process,Biological Process,548,-0.843632289,0,-1.767592091,0.003746182,81
GO:0006139,nucleobase-containing compound metabolic process,Biological Process,1900,-0.761590257,0,-1.764108022,0.004630416,311
GO:0006725,cellular aromatic compound metabolic process,Biological Process,1982,-0.754335956,0,-1.7598468,0.005581305,340
GO:0006508,proteolysis,Biological Process,437,-0.852552996,0,-1.756288644,0.006378634,60
GO:0071897,DNA biosynthetic process,Biological Process,113,-0.935754254,0,-1.756021585,0.006378634,31
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",Biological Process,144,-0.926280742,0,-1.751072272,0.008877865,32
GO:0046483,heterocycle metabolic process,Biological Process,1996,-0.752478001,0,-1.747612819,0.010631056,313
GO:0004175,endopeptidase activity,Molecular Function,112,-0.919744305,0.002057613,-1.739729806,0.015457218,30
GO:0003723,RNA binding,Molecular Function,689,-0.820312868,0,-1.737170987,0.017074121,89
GO:0003677,DNA binding,Molecular Function,611,-0.817439767,0,-1.735372455,0.017687612,110
GO:0034654,nucleobase-containing compound biosynthetic process,Biological Process,920,-0.790520302,0,-1.733848324,0.017860174,175
GO:1901360,organic cyclic compound metabolic process,Biological Process,2053,-0.744880639,0,-1.733035693,0.017860174,342
GO:0004540,ribonuclease activity,Molecular Function,105,-0.935161155,0,-1.728346776,0.021367111,32
GO:0032196,transposition,Biological Process,120,-0.945345158,0.002141328,-1.727554519,0.021367111,31
GO:0004519,endonuclease activity,Molecular Function,115,-0.926181465,0.002164502,-1.726062802,0.021869601,32
GO:0140096,"catalytic activity, acting on a protein",Molecular Function,645,-0.805914495,0,-1.724441454,0.022435195,57
GO:0030554,adenyl nucleotide binding,Molecular Function,689,-0.788303323,0,-1.72269232,0.023211139,58
GO:0016772,"transferase activity, transferring phosphorus-containing groups",Molecular Function,379,-0.835597097,0,-1.721308088,0.023211139,41
GO:0043170,macromolecule metabolic process,Biological Process,2848,-0.716826294,0,-1.721177798,0.023211139,419
GO:0016893,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",Molecular Function,78,-0.941540641,0,-1.718920551,0.025084997,31
GO:0004521,endoribonuclease activity,Molecular Function,86,-0.94159112,0,-1.71547663,0.028474555,32
GO:0019438,aromatic compound biosynthetic process,Biological Process,984,-0.780421815,0,-1.710965895,0.032682904,176
GO:0005524,ATP binding,Molecular Function,679,-0.799530158,0,-1.70749131,0.037563065,41
GO:0018130,heterocycle biosynthetic process,Biological Process,1001,-0.778281121,0,-1.705546818,0.038654904,176
GO:0034641,cellular nitrogen compound metabolic process,Biological Process,2346,-0.723102946,0,-1.700582176,0.045284569,355
GO:0003887,DNA-directed DNA polymerase activity,Molecular Function,65,-0.946093726,0.002155172,-1.698311396,0.047024705,30
GO:0035639,purine ribonucleoside triphosphate binding,Molecular Function,777,-0.777148062,0,-1.697386512,0.047024705,62
GO:0032559,adenyl ribonucleotide binding,Molecular Function,685,-0.789111697,0,-1.690801117,0.055787733,41
GO:1901362,organic cyclic compound biosynthetic process,Biological Process,1048,-0.768912339,0,-1.69058445,0.055787733,178
GO:0032197,"transposition, RNA-mediated",Biological Process,114,-0.945110684,0.002169197,-1.689305782,0.05716047,30
GO:0003676,nucleic acid binding,Molecular Function,1282,-0.769183209,0,-1.686614908,0.060403729,189
GO:0034061,DNA polymerase activity,Molecular Function,66,-0.946001502,0.002070393,-1.68566415,0.060762393,30
GO:0017076,purine nucleotide binding,Molecular Function,788,-0.767204572,0,-1.67860447,0.071120225,63
GO:0006278,RNA-templated DNA biosynthetic process,Biological Process,78,-0.941558931,0,-1.670837507,0.082213502,30
GO:0004190,aspartic-type endopeptidase activity,Molecular Function,59,-0.943899928,0.002083333,-1.670343112,0.082213502,29
GO:0005488,binding,Molecular Function,3082,-0.709572944,0,-1.669873867,0.082213502,423
GO:0046872,metal ion binding,Molecular Function,853,-0.770815179,0,-1.665760526,0.085179697,86
GO:0016891,"endoribonuclease activity, producing 5'-phosphomonoesters",Molecular Function,70,-0.943526632,0.004395604,-1.66489689,0.085179697,31
GO:0043169,cation binding,Molecular Function,867,-0.76781331,0,-1.664248337,0.085179697,86
GO:0140513,nuclear protein-containing complex,Cellular Component,732,-0.776420322,0,-1.663796531,0.085179697,150
GO:0032555,purine ribonucleotide binding,Molecular Function,783,-0.767007259,0,-1.663428981,0.085179697,62
GO:0097367,carbohydrate derivative binding,Molecular Function,815,-0.759276569,0,-1.660638996,0.087604966,62
GO:0015074,DNA integration,Biological Process,53,-0.948009003,0.003883495,-1.660006522,0.087604966,30
GO:0070001,aspartic-type peptidase activity,Molecular Function,59,-0.943899928,0.008247423,-1.658282782,0.088927853,29
GO:0004523,RNA-DNA hybrid ribonuclease activity,Molecular Function,53,-0.944333126,0,-1.656903653,0.089789657,30
GO:0032553,ribonucleotide binding,Molecular Function,803,-0.76385986,0,-1.652344403,0.095715544,62
GO:0000943,retrotransposon nucleocapsid,Cellular Component,98,-0.950304835,0.006,-1.648004684,0.102814126,30
GO:1901265,nucleoside phosphate binding,Molecular Function,902,-0.749016238,0,-1.643239342,0.107298499,65
