Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YIL042C,YKL053C-A,1,6.836666,1.0,1030.0,9969.0,0.0,0.9063636660575867,1.0,0.0009699321235530078,0.0,1.0
YDR493W,YGR028W,1,6.3283987,2.0,1029.0,9969.0,0.0,0.9064545631408691,1.0,0.0019398642471060157,0.0,1.0
YLR203C,YDR493W,1,6.3113985,3.0,1028.0,9969.0,0.0,0.9065454602241516,1.0,0.0029097963124513626,0.0,1.0
YGL219C,YKL053C-A,1,6.2590375,4.0,1027.0,9969.0,0.0,0.9066363573074341,1.0,0.0038797284942120314,0.0,1.0
YIL098C,YBR185C,1,6.1677933,5.0,1026.0,9969.0,0.0,0.9067272543907166,1.0,0.0048496606759727,0.0,1.0
YGR255C,YKL137W,0,6.1267877,5.0,1026.0,9968.0,1.0,0.9066363573074341,0.8333333134651184,0.0048496606759727,0.0001003109646262601,0.999899685382843
YNL185C,YMR139W,0,6.1033792,5.0,1026.0,9967.0,2.0,0.9065454602241516,0.7142857313156128,0.0048496606759727,0.0002006219292525202,0.999799370765686
YJR080C,YLR163C,1,5.985011,6.0,1025.0,9967.0,2.0,0.9066363573074341,0.75,0.005819592624902725,0.0002006219292525202,0.999799370765686
YNL185C,YPL230W,0,5.8681183,6.0,1025.0,9966.0,3.0,0.9065454602241516,0.6666666865348816,0.005819592624902725,0.0003009328793268651,0.999699056148529
YDR512C,YIL022W,1,5.8351526,7.0,1024.0,9966.0,3.0,0.9066363573074341,0.699999988079071,0.00678952457383275,0.0003009328793268651,0.999699056148529
YDR322W,YPL006W,0,5.7957754,7.0,1024.0,9965.0,4.0,0.9065454602241516,0.6363636255264282,0.00678952457383275,0.0004012438585050404,0.9995987415313721
YDL234C,YMR193W,0,5.7472205,7.0,1024.0,9964.0,5.0,0.9064545631408691,0.5833333134651184,0.00678952457383275,0.0005015548085793853,0.9994984269142151
YNL005C,YKL053C-A,1,5.709951,8.0,1023.0,9964.0,5.0,0.9065454602241516,0.6153846383094788,0.007759456988424063,0.0005015548085793853,0.9994984269142151
YKL195W,YBR269C,1,5.70703,9.0,1022.0,9964.0,5.0,0.9066363573074341,0.6428571343421936,0.008729388937354088,0.0005015548085793853,0.9994984269142151
YPL154C,YBR251W,0,5.6901865,9.0,1022.0,9963.0,6.0,0.9065454602241516,0.6000000238418579,0.008729388937354088,0.0006018657586537302,0.9993981122970581
YIL098C,YKL141W,1,5.6710796,10.0,1021.0,9963.0,6.0,0.9066363573074341,0.625,0.0096993213519454,0.0006018657586537302,0.9993981122970581
YGR220C,YML092C,0,5.650672,10.0,1021.0,9962.0,7.0,0.9065454602241516,0.5882353186607361,0.0096993213519454,0.0007021767669357359,0.9992977976799011
YDR322W,YGR132C,1,5.58646,11.0,1020.0,9962.0,7.0,0.9066363573074341,0.6111111044883728,0.010669252835214138,0.0007021767669357359,0.9992977976799011
YGL068W,YBR273C,0,5.5587707,11.0,1020.0,9961.0,8.0,0.9065454602241516,0.5789473652839661,0.010669252835214138,0.0008024877170100808,0.9991974830627441
YPR133W-A,YDR512C,1,5.5539455,12.0,1019.0,9961.0,8.0,0.9066363573074341,0.6000000238418579,0.01163918524980545,0.0008024877170100808,0.9991974830627441
YPL098C,YIL062C,1,5.5358744,13.0,1018.0,9961.0,8.0,0.9067272543907166,0.6190476417541504,0.012609117664396763,0.0008024877170100808,0.9991974830627441
YLR203C,YJR080C,1,5.5190644,14.0,1017.0,9961.0,8.0,0.9068182110786438,0.6363636255264282,0.0135790491476655,0.0008024877170100808,0.9991974830627441
YAL005C,YGR028W,1,5.4966593,15.0,1016.0,9961.0,8.0,0.9069091081619263,0.6521739363670349,0.014548981562256813,0.0008024877170100808,0.9991974830627441
YDR529C,YMR098C,1,5.4767094,16.0,1015.0,9961.0,8.0,0.9070000052452087,0.6666666865348816,0.015518913976848125,0.0008024877170100808,0.9991974830627441
YPL098C,YKL053C-A,1,5.471253,17.0,1014.0,9961.0,8.0,0.9070909023284912,0.6800000071525574,0.016488846391439438,0.0008024877170100808,0.9991974830627441
YDR322W,YFL033C,0,5.4318542,17.0,1014.0,9960.0,9.0,0.9070000052452087,0.6538461446762085,0.016488846391439438,0.0009027986670844257,0.9990972280502319
YOR045W,YLR163C,1,5.421323,18.0,1013.0,9960.0,9.0,0.9070909023284912,0.6666666865348816,0.017458777874708176,0.0009027986670844257,0.9990972280502319
YHR024C,YJR080C,1,5.4009914,19.0,1012.0,9960.0,9.0,0.9071817994117737,0.6785714030265808,0.018428709357976913,0.0009027986670844257,0.9990972280502319
YBR262C,YOR027W,1,5.3849707,20.0,1011.0,9960.0,9.0,0.9072727560997009,0.6896551847457886,0.0193986427038908,0.0009027986670844257,0.9990972280502319
YOL009C,YJL180C,1,5.371832,21.0,1010.0,9960.0,9.0,0.9073636531829834,0.699999988079071,0.02036857418715954,0.0009027986670844257,0.9990972280502319
YBR212W,YNL315C,1,5.36827,22.0,1009.0,9960.0,9.0,0.9074545502662659,0.7096773982048035,0.021338505670428276,0.0009027986670844257,0.9990972280502319
YOL009C,YLL009C,1,5.3643246,23.0,1008.0,9960.0,9.0,0.9075454473495483,0.71875,0.022308439016342163,0.0009027986670844257,0.9990972280502319
YJL180C,YKL053C-A,1,5.3588977,24.0,1007.0,9960.0,9.0,0.9076363444328308,0.7272727489471436,0.0232783704996109,0.0009027986670844257,0.9990972280502319
YBR024W,YNL070W,1,5.3360314,25.0,1006.0,9960.0,9.0,0.9077273011207581,0.7352941036224365,0.02424830198287964,0.0009027986670844257,0.9990972280502319
YNL005C,YJR019C,0,5.3215876,25.0,1006.0,9959.0,10.0,0.9076363444328308,0.7142857313156128,0.02424830198287964,0.0010031096171587706,0.998996913433075
YOR211C,YEL020W-A,1,5.2886934,26.0,1005.0,9959.0,10.0,0.9077273011207581,0.7222222089767456,0.025218235328793526,0.0010031096171587706,0.998996913433075
YLR025W,YEL020W-A,0,5.2816715,26.0,1005.0,9958.0,11.0,0.9076363444328308,0.7027027010917664,0.025218235328793526,0.0011034206254407763,0.998896598815918
YPL132W,YHR051W,0,5.2803764,26.0,1005.0,9957.0,12.0,0.9075454473495483,0.6842105388641357,0.025218235328793526,0.0012037315173074603,0.998796284198761
YIR036C,YHR038W,0,5.269623,26.0,1005.0,9956.0,13.0,0.9074545502662659,0.6666666865348816,0.025218235328793526,0.001304042525589466,0.998695969581604
YCR028C-A,YJL180C,1,5.2498045,27.0,1004.0,9956.0,13.0,0.9075454473495483,0.675000011920929,0.026188166812062263,0.001304042525589466,0.998695969581604
YJR135W-A,YNL055C,1,5.225093,28.0,1003.0,9956.0,13.0,0.9076363444328308,0.6829268336296082,0.027158098295331,0.001304042525589466,0.998695969581604
YNL315C,YDR470C,1,5.223431,29.0,1002.0,9956.0,13.0,0.9077273011207581,0.6904761791229248,0.02812803164124489,0.001304042525589466,0.998695969581604
YBL045C,YJL180C,1,5.188943,30.0,1001.0,9956.0,13.0,0.9078181982040405,0.6976743936538696,0.029097963124513626,0.001304042525589466,0.998695969581604
YHR005C-A,YML100W,0,5.161945,30.0,1001.0,9955.0,14.0,0.9077273011207581,0.6818181872367859,0.029097963124513626,0.0014043535338714719,0.998595654964447
YJL166W,YJR133W,0,5.153122,30.0,1001.0,9954.0,15.0,0.9076363444328308,0.6666666865348816,0.029097963124513626,0.0015046644257381558,0.99849534034729
YGL156W,YNL070W,0,5.1481514,30.0,1001.0,9953.0,16.0,0.9075454473495483,0.6521739363670349,0.029097963124513626,0.0016049754340201616,0.9983950257301331
YDL113C,YKL053C-A,1,5.147896,31.0,1000.0,9953.0,16.0,0.9076363444328308,0.6595744490623474,0.030067894607782364,0.0016049754340201616,0.9983950257301331
YIR024C,YLR259C,1,5.143052,32.0,999.0,9953.0,16.0,0.9077273011207581,0.6666666865348816,0.03103782795369625,0.0016049754340201616,0.9983950257301331
YHR116W,YLR163C,1,5.1258254,33.0,998.0,9953.0,16.0,0.9078181982040405,0.6734693646430969,0.03200776129961014,0.0016049754340201616,0.9983950257301331
YDL239C,YLR393W,1,5.104825,34.0,997.0,9953.0,16.0,0.907909095287323,0.6800000071525574,0.032977692782878876,0.0016049754340201616,0.9983950257301331
YGR112W,YJR045C,1,5.1013465,35.0,996.0,9953.0,16.0,0.9079999923706055,0.686274528503418,0.033947624266147614,0.0016049754340201616,0.9983950257301331
YGR062C,YDR079W,1,5.091371,36.0,995.0,9953.0,16.0,0.9080908894538879,0.692307710647583,0.03491755574941635,0.0016049754340201616,0.9983950257301331
YDR512C,YKL195W,1,5.066373,37.0,994.0,9953.0,16.0,0.9081818461418152,0.698113203048706,0.03588748723268509,0.0016049754340201616,0.9983950257301331
YPL111W,YKL059C,0,5.0498657,37.0,994.0,9952.0,17.0,0.9080908894538879,0.6851851940155029,0.03588748723268509,0.0017052864423021674,0.9982947111129761
YNL315C,YML129C,1,5.045148,38.0,993.0,9952.0,17.0,0.9081818461418152,0.6909090876579285,0.03685741871595383,0.0017052864423021674,0.9982947111129761
YBR179C,YML129C,1,5.033559,39.0,992.0,9952.0,17.0,0.9082727432250977,0.6964285969734192,0.03782735392451286,0.0017052864423021674,0.9982947111129761
YGR101W,YDR296W,1,5.033163,40.0,991.0,9952.0,17.0,0.9083636403083801,0.7017543911933899,0.0387972854077816,0.0017052864423021674,0.9982947111129761
YNL005C,YLR304C,1,5.018102,41.0,990.0,9952.0,17.0,0.9084545373916626,0.7068965435028076,0.03976721689105034,0.0017052864423021674,0.9982947111129761
YNR007C,YJR135W-A,1,5.0072684,42.0,989.0,9952.0,17.0,0.9085454344749451,0.7118644118309021,0.04073714837431908,0.0017052864423021674,0.9982947111129761
YNR020C,YPR100W,1,5.0066214,43.0,988.0,9952.0,17.0,0.9086363911628723,0.7166666388511658,0.041707079857587814,0.0017052864423021674,0.9982947111129761
