Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Opt_Dropout/Dropout_x_b_113x20x53_lr0.01_batch50_hiddenDrop0.5_Train_/
./Yeast Resources/Pairwise/Spell/Opt_Dropout/Dropout_x_b_113x20x53_lr0.01_batch50_hiddenDrop0.5_Test_/
100 Batch Cumulative Loss: 470.7657361030579
Time for 100 Batches: 0.036515696843465166
100 Batch Cumulative Loss: 415.29584410602234
Time for 100 Batches: 0.40710532665252686
100 Batch Cumulative Loss: 374.992132422412
Time for 100 Batches: 0.40310617287953693
100 Batch Cumulative Loss: 366.01578560497626
Time for 100 Batches: 0.4020485838254293
100 Batch Cumulative Loss: 355.96454959236087
Time for 100 Batches: 0.40788724422454836
100 Batch Cumulative Loss: 353.9923148669118
Time for 100 Batches: 0.3982213099797567
100 Batch Cumulative Loss: 351.17843051821006
Time for 100 Batches: 0.40140701134999596
100 Batch Cumulative Loss: 343.8037668436765
Time for 100 Batches: 0.3986378312110901
100 Batch Cumulative Loss: 342.64730731111
Time for 100 Batches: 0.402682360013326
100 Batch Cumulative Loss: 346.49415466792874
Time for 100 Batches: 0.39604309797286985
100 Batch Cumulative Loss: 340.55445254504673
Time for 100 Batches: 0.40609935522079466
100 Batch Cumulative Loss: 340.2643201568723
Time for 100 Batches: 0.4014206647872925
100 Batch Cumulative Loss: 340.12474551767116
Time for 100 Batches: 0.39917693138122556
100 Batch Cumulative Loss: 340.12246980920423
Time for 100 Batches: 0.40440887212753296
100 Batch Cumulative Loss: 337.64128674402843
Time for 100 Batches: 0.4022334059079488
100 Batch Cumulative Loss: 338.57431282050925
Time for 100 Batches: 0.40379559993743896
100 Batch Cumulative Loss: 336.763056775704
Time for 100 Batches: 0.4025818626085917
100 Batch Cumulative Loss: 334.7651872447133
Time for 100 Batches: 0.4026710629463196
100 Batch Cumulative Loss: 330.7485907629134
Time for 100 Batches: 0.4013179063796997
100 Batch Cumulative Loss: 336.3741759720445
Time for 100 Batches: 0.4018283208211263
100 Batch Cumulative Loss: 330.82478511214265
Time for 100 Batches: 0.4029298345247904
100 Batch Cumulative Loss: 330.10342467784886
Time for 100 Batches: 0.40795846382776896
100 Batch Cumulative Loss: 334.6822444964945
Time for 100 Batches: 0.40186538696289065
100 Batch Cumulative Loss: 331.2616399286686
Time for 100 Batches: 0.39947712818781533
100 Batch Cumulative Loss: 334.4914535251261
Time for 100 Batches: 0.4023785988489787
100 Batch Cumulative Loss: 332.38617605447774
Time for 100 Batches: 0.3972856839497884
100 Batch Cumulative Loss: 335.28183698296556
Time for 100 Batches: 0.4041877508163452
100 Batch Cumulative Loss: 327.68103257924326
Time for 100 Batches: 0.4035714030265808
100 Batch Cumulative Loss: 332.3503781508655
Time for 100 Batches: 0.40073545773824054
100 Batch Cumulative Loss: 331.24998459843914
Time for 100 Batches: 0.4012468258539836
100 Batch Cumulative Loss: 331.05340081527834
Time for 100 Batches: 0.39961671431859336
100 Batch Cumulative Loss: 327.8003446407615
Time for 100 Batches: 0.3988316496213277
100 Batch Cumulative Loss: 334.47555392265326
Time for 100 Batches: 0.4026948571205139
100 Batch Cumulative Loss: 330.06784397378567
Time for 100 Batches: 0.3972078839937846
100 Batch Cumulative Loss: 329.135238649398
Time for 100 Batches: 0.4014119625091553
100 Batch Cumulative Loss: 326.9652969514764
Time for 100 Batches: 0.4063010533650716
100 Batch Cumulative Loss: 327.593495567292
Time for 100 Batches: 0.4050757129987081
100 Batch Cumulative Loss: 329.5159280383586
Time for 100 Batches: 0.39792179663976035
100 Batch Cumulative Loss: 328.1259428305923
Time for 100 Batches: 0.39862701495488484
100 Batch Cumulative Loss: 330.5786947069315
Time for 100 Batches: 0.39904831647872924
100 Batch Cumulative Loss: 331.76364269867514
Time for 100 Batches: 0.40794012546539304
100 Batch Cumulative Loss: 326.84702127046876
Time for 100 Batches: 0.4023617704709371
100 Batch Cumulative Loss: 329.412724119164
Time for 100 Batches: 0.40010157028834026
100 Batch Cumulative Loss: 327.5944116184115
Time for 100 Batches: 0.39837417205174763
100 Batch Cumulative Loss: 330.54974657932297
Time for 100 Batches: 0.40092575550079346
100 Batch Cumulative Loss: 332.5579006127269
Time for 100 Batches: 0.4007204969724019
100 Batch Cumulative Loss: 331.23929386198523
Time for 100 Batches: 0.39517066478729246
100 Batch Cumulative Loss: 331.4033082427084
Time for 100 Batches: 0.40147927204767864
100 Batch Cumulative Loss: 329.5870502083192
Time for 100 Batches: 0.4009603182474772
100 Batch Cumulative Loss: 330.51180400326854
Time for 100 Batches: 0.3998856425285339
100 Batch Cumulative Loss: 332.4236381015554
Time for 100 Batches: 0.40401782194773356
100 Batch Cumulative Loss: 328.24626816645264
Time for 100 Batches: 0.40481972297032676
100 Batch Cumulative Loss: 328.1925953733921
Time for 100 Batches: 0.401236093044281
100 Batch Cumulative Loss: 326.43586731985215
Time for 100 Batches: 0.4046262224515279
100 Batch Cumulative Loss: 328.98061180524536
Time for 100 Batches: 0.4055966377258301
100 Batch Cumulative Loss: 329.8883659525215
Time for 100 Batches: 0.3979788343111674
100 Batch Cumulative Loss: 329.2756382019819
Time for 100 Batches: 0.40664666096369423
100 Batch Cumulative Loss: 324.63843243207793
Time for 100 Batches: 0.39970035950342814
100 Batch Cumulative Loss: 334.44366425454626
Time for 100 Batches: 0.4024614016215006
100 Batch Cumulative Loss: 324.04013051526624
Time for 100 Batches: 0.40512261788050336
100 Batch Cumulative Loss: 327.09574950918574
Time for 100 Batches: 0.40557544231414794
100 Batch Cumulative Loss: 330.31559691533437
Time for 100 Batches: 0.4020230293273926
100 Batch Cumulative Loss: 325.62052409999075
Time for 100 Batches: 0.40437589486440023
100 Batch Cumulative Loss: 330.9827002289146
Time for 100 Batches: 0.4059373458226522
100 Batch Cumulative Loss: 327.0402048470825
Time for 100 Batches: 0.4036529501279195
100 Batch Cumulative Loss: 329.7816003134101
Time for 100 Batches: 0.4028244694073995
100 Batch Cumulative Loss: 327.40033929094665
Time for 100 Batches: 0.39915215174357094
100 Batch Cumulative Loss: 326.9011483279545
Time for 100 Batches: 0.402938175201416
100 Batch Cumulative Loss: 327.6218685637413
Time for 100 Batches: 0.3967383941014608
100 Batch Cumulative Loss: 331.22560785256326
Time for 100 Batches: 0.3992608467737834
100 Batch Cumulative Loss: 328.82605903245485
Time for 100 Batches: 0.4049886385599772
100 Batch Cumulative Loss: 331.4930264017825
Time for 100 Batches: 0.3994537870089213
100 Batch Cumulative Loss: 326.00523975118995
Time for 100 Batches: 0.3990426222483317
100 Batch Cumulative Loss: 328.3535650320724
Time for 100 Batches: 0.40205950339635216
100 Batch Cumulative Loss: 326.0591236898675
Time for 100 Batches: 0.40338143905003865
100 Batch Cumulative Loss: 333.5101939760149
Time for 100 Batches: 0.4052220900853475
100 Batch Cumulative Loss: 329.56108930516996
Time for 100 Batches: 0.40755883455276487
100 Batch Cumulative Loss: 332.20454836752253
Time for 100 Batches: 0.4045371214548747
100 Batch Cumulative Loss: 325.5848363004625
Time for 100 Batches: 0.39982468684514366
100 Batch Cumulative Loss: 327.5660803321004
Time for 100 Batches: 0.4028881907463074
100 Batch Cumulative Loss: 330.6564278770984
Time for 100 Batches: 0.40461084445317586
100 Batch Cumulative Loss: 330.9166361577809
Time for 100 Batches: 0.4031384547551473
100 Batch Cumulative Loss: 326.7159186362475
Time for 100 Batches: 0.4003685434659322
100 Batch Cumulative Loss: 327.90869434311986
