GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0042440,pigment metabolic process,Biological Process,19,0.8100360342618556,0.0,2.7006760991613783,0.0,8
GO:0033014,tetrapyrrole biosynthetic process,Biological Process,18,0.8101987097054325,0.0,2.68237140304005,0.0,8
GO:0006778,porphyrin-containing compound metabolic process,Biological Process,19,0.8100360342618556,0.0,2.681157089001095,0.0,8
GO:0033013,tetrapyrrole metabolic process,Biological Process,19,0.8100360342618556,0.0,2.656093577775837,0.0,8
GO:0006783,heme biosynthetic process,Biological Process,18,0.8101987097054325,0.0,2.6545658204824094,0.0,8
GO:0006779,porphyrin-containing compound biosynthetic process,Biological Process,18,0.8101987097054325,0.0,2.6331028170306747,0.0,8
GO:0046148,pigment biosynthetic process,Biological Process,18,0.8101987097054325,0.0,2.6331028170306747,0.0,8
GO:0042168,heme metabolic process,Biological Process,19,0.8100360342618556,0.0,2.586306757172133,0.0,8
GO:0042180,cellular ketone metabolic process,Biological Process,50,0.719782764790647,0.0,2.1737658373816022,0.00268282821476103,6
GO:0006743,ubiquinone metabolic process,Biological Process,16,0.8286674132138816,0.0031645569620253164,2.173600538258885,0.00268282821476103,5
GO:0006744,ubiquinone biosynthetic process,Biological Process,16,0.8286674132138816,0.0,2.1593667050054,0.00268282821476103,5
GO:0042181,ketone biosynthetic process,Biological Process,16,0.8286674132138816,0.0,2.1593667050054,0.00268282821476103,5
GO:1901663,quinone biosynthetic process,Biological Process,16,0.8286674132138816,0.0,2.1465723411569195,0.0029565861958590948,5
GO:1901661,quinone metabolic process,Biological Process,16,0.8286674132138816,0.0,2.146041700300334,0.0029565861958590948,5
GO:0046501,protoporphyrinogen IX metabolic process,Biological Process,7,0.8349623981629435,0.0,1.9735630823836479,0.015426262234875926,3
GO:0006782,protoporphyrinogen IX biosynthetic process,Biological Process,7,0.8349623981629435,0.006134969325153374,1.9730565391449273,0.015426262234875926,3
GO:1901607,alpha-amino acid biosynthetic process,Biological Process,114,0.30473169713604603,0.0,1.738238654260078,0.08934243800902605,70
GO:0008652,cellular amino acid biosynthetic process,Biological Process,129,0.30917256706865615,0.0,1.734692988948835,0.08934243800902605,80
GO:0043171,peptide catabolic process,Biological Process,12,0.6270855118242245,0.06229508196721312,1.6159995155760292,0.1772683785813529,3
GO:0006797,polyphosphate metabolic process,Biological Process,15,0.7888999969923898,0.06824146981627296,1.522498766068991,0.3051525463703903,1
GO:0022900,electron transport chain,Biological Process,40,0.9125431530494834,0.03324808184143223,1.483971905069474,0.3393298615205782,1
GO:0071786,endoplasmic reticulum tubular network organization,Biological Process,7,0.904656319290466,0.057279236276849645,1.4709203442167507,0.3393298615205782,1
GO:0043085,positive regulation of catalytic activity,Biological Process,117,0.7209595959595935,0.08239700374531835,1.4704881617814978,0.3393298615205782,3
GO:0009073,aromatic amino acid family biosynthetic process,Biological Process,16,0.3919372900335969,0.042735042735042736,1.4697443304757802,0.3393298615205782,14
GO:0042219,cellular modified amino acid catabolic process,Biological Process,9,0.6520148456150031,0.08259587020648967,1.4581169558063751,0.3393298615205782,2
GO:0044093,positive regulation of molecular function,Biological Process,141,0.6327760696293058,0.11386138613861387,1.4499341296368127,0.3393298615205782,3
GO:0017004,cytochrome complex assembly,Biological Process,42,0.878892733564009,0.050505050505050504,1.4494613365086773,0.3393298615205782,1
GO:0046500,S-adenosylmethionine metabolic process,Biological Process,8,0.6592674805771337,0.12790697674418605,1.4486908144442092,0.3393298615205782,3
GO:0043087,regulation of GTPase activity,Biological Process,47,0.7424593967517423,0.125,1.4372805854497726,0.3393298615205782,2
GO:0090630,activation of GTPase activity,Biological Process,14,0.7519553072625657,0.10182767624020887,1.4364878438326916,0.3393298615205782,2
GO:0045454,cell redox homeostasis,Biological Process,24,0.8659659017748318,0.07766990291262135,1.4302649892859358,0.3393298615205782,0
GO:0043547,positive regulation of GTPase activity,Biological Process,36,0.7457044673539525,0.1111111111111111,1.4253578253775603,0.3393298615205782,2
GO:0051341,regulation of oxidoreductase activity,Biological Process,8,0.8756936736958931,0.0741687979539642,1.4155587311541404,0.34758304247345506,1
GO:0019323,pentose catabolic process,Biological Process,7,0.708974329901722,0.12928759894459102,1.4078063713476023,0.3477821391869809,1
GO:0009084,glutamine family amino acid biosynthetic process,Biological Process,26,0.3703284258210633,0.06976744186046512,1.403572633833865,0.3477821391869809,15
GO:0043248,proteasome assembly,Biological Process,34,0.7154285714285744,0.1276595744680851,1.3842745955144924,0.3748720122943071,2
GO:0051345,positive regulation of hydrolase activity,Biological Process,60,0.7385159010600698,0.13988095238095238,1.3698004842049334,0.3928737781060091,2
GO:0009066,aspartate family amino acid metabolic process,Biological Process,66,0.2775800711743778,0.045454545454545456,1.3596534277938548,0.4027066351841294,39
GO:0043648,dicarboxylic acid metabolic process,Biological Process,50,0.3690337601862626,0.14444444444444443,1.339217150216915,0.428172414690887,15
GO:0009064,glutamine family amino acid metabolic process,Biological Process,62,0.3069657615112165,0.0916030534351145,1.3365257465210034,0.428172414690887,26
GO:0006560,proline metabolic process,Biological Process,10,0.4763045593253187,0.13861386138613863,1.3304228651034566,0.428172414690887,3
GO:0019725,cellular homeostasis,Biological Process,231,0.8480267987299841,0.11026615969581749,1.3279077225927467,0.428172414690887,0
GO:2001020,regulation of response to DNA damage stimulus,Biological Process,28,0.9897843359818388,0.010683760683760684,1.327637978430961,0.428172414690887,0
GO:0070682,proteasome regulatory particle assembly,Biological Process,11,0.9910913140311804,0.02531645569620253,1.3258032885804785,0.428172414690887,0
GO:0080135,regulation of cellular response to stress,Biological Process,68,0.9892984542211652,0.013043478260869565,1.319019144939773,0.43813139821537866,0
GO:0006570,tyrosine metabolic process,Biological Process,8,0.5172031076581529,0.17857142857142858,1.3150213409786855,0.43813139821537866,5
GO:0009072,aromatic amino acid family metabolic process,Biological Process,29,0.3363636363636382,0.10294117647058823,1.3147050598946084,0.43813139821537866,17
GO:0048583,regulation of response to stimulus,Biological Process,212,0.9870875179340028,0.01832460732984293,1.313403597147469,0.43813139821537866,0
GO:0019878,lysine biosynthetic process via aminoadipic acid,Biological Process,12,0.4158305462653291,0.11666666666666667,1.306408517271332,0.4423626896772473,8
GO:0080134,regulation of response to stress,Biological Process,75,0.9892086330935251,0.03076923076923077,1.3048352335928797,0.4423626896772473,0
GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity,Biological Process,10,0.786429365962181,0.17067307692307693,1.2999223627845322,0.4423626896772473,1
GO:0009067,aspartate family amino acid biosynthetic process,Biological Process,51,0.2808857808857812,0.07462686567164178,1.2994621555188113,0.4423626896772473,31
GO:0009309,amine biosynthetic process,Biological Process,10,0.48943270300333963,0.18497109826589594,1.2934145735589475,0.4423626896772473,5
GO:0140053,mitochondrial gene expression,Biological Process,157,0.9468085106382979,0.09049773755656108,1.2923658165989067,0.4423626896772473,0
GO:0000959,mitochondrial RNA metabolic process,Biological Process,42,0.9538638985005767,0.07920792079207921,1.2914043463741043,0.4423626896772473,0
GO:0000966,RNA 5'-end processing,Biological Process,51,0.9533799533799534,0.08016032064128256,1.290547163010694,0.4423626896772473,0
GO:0000963,mitochondrial RNA processing,Biological Process,22,0.9549041713641488,0.07782101167315175,1.2897967648278708,0.4423626896772473,0
GO:0000964,mitochondrial RNA 5'-end processing,Biological Process,6,0.955703211517165,0.07662835249042145,1.289265138961627,0.4423626896772473,0
GO:0005977,glycogen metabolic process,Biological Process,34,0.39428571428571435,0.1590909090909091,1.2790732177335524,0.45982188318838096,10
GO:0006553,lysine metabolic process,Biological Process,15,0.4138702460850111,0.15613382899628253,1.2790519916677905,0.45982188318838096,8
GO:0042435,indole-containing compound biosynthetic process,Biological Process,6,0.4916943521594664,0.17966101694915254,1.2705080421216357,0.45982188318838096,5
GO:0042726,flavin-containing compound metabolic process,Biological Process,10,0.9488320355951056,0.09437751004016064,1.2693262734528343,0.45982188318838096,0
GO:0006073,cellular glucan metabolic process,Biological Process,60,0.3769140164899877,0.1261682242990654,1.2684909043064445,0.45982188318838096,11
GO:0044042,glucan metabolic process,Biological Process,60,0.3769140164899877,0.14285714285714285,1.2655879648637316,0.45982188318838096,11
GO:0042401,cellular biogenic amine biosynthetic process,Biological Process,10,0.48943270300333963,0.18012422360248448,1.2645126379295766,0.45982188318838096,5
GO:0000162,tryptophan biosynthetic process,Biological Process,6,0.4916943521594664,0.20376175548589343,1.263784675686191,0.45982188318838096,5
GO:0006450,regulation of translational fidelity,Biological Process,31,0.7813211845102508,0.2119700748129676,1.2631820274043073,0.45982188318838096,1
GO:0034250,positive regulation of cellular amide metabolic process,Biological Process,53,0.7646733438983341,0.20876288659793815,1.260193747065672,0.46144645293889724,0
GO:0044264,cellular polysaccharide metabolic process,Biological Process,63,0.3747044917257675,0.14432989690721648,1.25504354734884,0.4661085888580906,11
GO:0046219,indolalkylamine biosynthetic process,Biological Process,6,0.4916943521594664,0.18787878787878787,1.2535540543330137,0.4661085888580906,5
GO:0045727,positive regulation of translation,Biological Process,52,0.7647973910526106,0.22443181818181818,1.2508234593751302,0.4661085888580906,0
GO:1901606,alpha-amino acid catabolic process,Biological Process,46,0.3105446118192358,0.15789473684210525,1.2487029240953964,0.4661085888580906,18
GO:0009085,lysine biosynthetic process,Biological Process,14,0.414525139664805,0.14869888475836432,1.247425991872477,0.4661085888580906,8
GO:0043650,dicarboxylic acid biosynthetic process,Biological Process,25,0.38122171945701444,0.18315018315018314,1.243750950213898,0.4702925351605417,10
GO:0034976,response to endoplasmic reticulum stress,Biological Process,92,0.9265605875152999,0.12418300653594772,1.240757603350939,0.47291362725113295,0
GO:0005976,polysaccharide metabolic process,Biological Process,73,0.3672248803827737,0.20603015075376885,1.235438684824807,0.4739993836109892,11
GO:0010628,positive regulation of gene expression,Biological Process,77,0.7616067551132875,0.22133333333333333,1.2318114764496109,0.4739993836109892,0
GO:0012501,programmed cell death,Biological Process,43,0.5223264264345092,0.21505376344086022,1.2310163456002219,0.4739993836109892,2
GO:0098732,macromolecule deacylation,Biological Process,31,0.9236902050113895,0.16359918200409,1.2281029357116315,0.4739993836109892,0
GO:0006915,apoptotic process,Biological Process,40,0.5230559421901875,0.2155688622754491,1.224109540614119,0.4739993836109892,2
GO:0006541,glutamine metabolic process,Biological Process,23,0.3972911963882617,0.23605150214592274,1.2228362135668358,0.4739993836109892,8
GO:0046835,carbohydrate phosphorylation,Biological Process,16,0.4741253364409856,0.19753086419753085,1.220597384444104,0.4739993836109892,1
GO:0009081,branched-chain amino acid metabolic process,Biological Process,25,0.33371040723981993,0.19383259911894274,1.21972454357042,0.4739993836109892,12
GO:0007034,vacuolar transport,Biological Process,183,0.7389667152837601,0.22327044025157233,1.2182749573922154,0.4739993836109892,0
GO:0008219,cell death,Biological Process,44,0.5220821300215267,0.21951219512195122,1.2178564857874334,0.4739993836109892,2
GO:0051247,positive regulation of protein metabolic process,Biological Process,144,0.7520275067472745,0.262987012987013,1.2092777714899965,0.48864908320949746,0
GO:0009063,cellular amino acid catabolic process,Biological Process,59,0.3023529411764693,0.19135802469135801,1.20340742346608,0.49282160628165445,20
GO:0005978,glycogen biosynthetic process,Biological Process,23,0.3995485327313766,0.2413793103448276,1.2030505026818554,0.49282160628165445,8
GO:0000096,sulfur amino acid metabolic process,Biological Process,49,0.2732558139534904,0.14012738853503184,1.1948460480286907,0.5082301539423705,23
GO:0016053,organic acid biosynthetic process,Biological Process,197,0.24967609351108522,0.0,1.1883820649718946,0.5175047872549515,82
GO:0006555,methionine metabolic process,Biological Process,37,0.2798165137614712,0.1925133689839572,1.182401210446152,0.5256658636432554,20
GO:0019321,pentose metabolic process,Biological Process,10,0.4772539013036945,0.2507204610951009,1.1740619773473102,0.5367799395223559,1
GO:0006749,glutathione metabolic process,Biological Process,23,0.4592806872312137,0.25961538461538464,1.1730090298539966,0.5367799395223559,3
GO:0000097,sulfur amino acid biosynthetic process,Biological Process,38,0.2778415614236482,0.20218579234972678,1.1625788976031097,0.5505728302629584,19
GO:0007029,endoplasmic reticulum organization,Biological Process,44,0.5061556147940679,0.24838709677419354,1.162423318468753,0.5505728302629584,3
GO:0033692,cellular polysaccharide biosynthetic process,Biological Process,47,0.38283062645011384,0.24890829694323144,1.1591206917230734,0.5522154742049787,8
GO:0006399,tRNA metabolic process,Biological Process,209,0.7257142857142846,0.3234323432343234,1.1554972952227163,0.5553730984783658,1
GO:0000271,polysaccharide biosynthetic process,Biological Process,48,0.3821138211382126,0.3029045643153527,1.1365465522337475,0.5931787934432857,8
GO:0009250,glucan biosynthetic process,Biological Process,45,0.38425925925925797,0.27346938775510204,1.1273201900799346,0.6039889486008861,8
GO:0006974,cellular response to DNA damage stimulus,Biological Process,362,0.8543953460180459,0.10638297872340426,1.126885468515259,0.6039889486008861,1
GO:0009086,methionine biosynthetic process,Biological Process,34,0.28000000000000164,0.30256410256410254,1.1208787663619781,0.6113205451174002,18
GO:0016237,lysosomal microautophagy,Biological Process,58,0.8260869565217389,0.3213572854291417,1.1176470588235303,0.612556564262188,0
GO:0006563,L-serine metabolic process,Biological Process,12,0.42809364548494755,0.3022508038585209,1.1136654900022476,0.6148402259282297,5
GO:1901605,alpha-amino acid metabolic process,Biological Process,178,0.23113893994424822,0.14285714285714285,1.1079519389149581,0.6218265132498862,87
GO:0034727,piecemeal microautophagy of the nucleus,Biological Process,42,0.8292964244521339,0.3192771084337349,1.1005846227615594,0.631380807178917,0
GO:0016054,organic acid catabolic process,Biological Process,99,0.27037037037037026,0.30526315789473685,1.0860474696689406,0.6478731265255679,22
GO:0016311,dephosphorylation,Biological Process,91,0.5085574572127194,0.31986531986531985,1.0839347655622114,0.6478731265255679,3
GO:0006536,glutamate metabolic process,Biological Process,14,0.3977653631284921,0.3255131964809384,1.0823200944554778,0.6478731265255679,6
GO:0043605,cellular amide catabolic process,Biological Process,10,0.5775573427449235,0.32642487046632124,1.0816254382585984,0.6478731265255679,1
GO:0009082,branched-chain amino acid biosynthetic process,Biological Process,16,0.3404255319148939,0.37037037037037035,1.0786389120064075,0.647934371597169,9
GO:0044273,sulfur compound catabolic process,Biological Process,14,0.4124935626283015,0.3569023569023569,1.0675780177057914,0.6616182887178018,2
GO:0000103,sulfate assimilation,Biological Process,9,0.655530318009043,0.4357142857142857,1.066946135319839,0.6616182887178018,0
GO:0046395,carboxylic acid catabolic process,Biological Process,98,0.2700369913686814,0.3783783783783784,1.0586788906454556,0.6699938546368925,21
GO:0000820,regulation of glutamine family amino acid metabolic process,Biological Process,6,0.7918050941306758,0.42213114754098363,1.0554207829448439,0.6699938546368925,0
GO:0007030,Golgi organization,Biological Process,37,0.6545943536681612,0.41732283464566927,1.0546267017704165,0.6699938546368925,0
GO:0071267,L-methionine salvage,Biological Process,10,0.3550835895013983,0.3535031847133758,1.0447028831419265,0.6841608424716701,4
GO:0043039,tRNA aminoacylation,Biological Process,41,0.7776497695852541,0.44668008048289737,1.0336428844328887,0.6862454718111881,0
