GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0009987,cellular process,Biological Process,5168,1.0001940617116243,0.131,1.0000000000000273,0.7219438877755512,13
GO:0051179,localization,Biological Process,1626,1.0074487895716953,0.0,1.000000000000026,0.7219438877755512,3
GO:0006753,nucleoside phosphate metabolic process,Biological Process,188,1.0809248554913296,0.745,1.000000000000025,0.880494321977288,1
GO:0000469,cleavage involved in rRNA processing,Biological Process,86,1.1971830985915493,0.0,1.000000000000025,0.880494321977288,0
GO:0043543,protein acylation,Biological Process,86,1.197183098591549,0.545,1.0000000000000249,0.880494321977288,1
GO:0000281,mitotic cytokinesis,Biological Process,86,1.197183098591549,0.52,1.0000000000000249,0.880494321977288,1
GO:1901607,alpha-amino acid biosynthetic process,Biological Process,114,1.1414141414141417,0.608,1.0000000000000244,0.880494321977288,1
GO:0016043,cellular component organization,Biological Process,2090,1.0038554216867468,0.362,1.000000000000024,0.880494321977288,7
GO:0019219,regulation of nucleobase-containing compound metabolic process,Biological Process,743,1.0192307692307692,0.0,1.0000000000000238,0.880494321977288,1
GO:0009141,nucleoside triphosphate metabolic process,Biological Process,67,1.2692307692307692,0.0,1.0000000000000235,0.880494321977288,1
GO:0071704,organic substance metabolic process,Biological Process,3641,1.0013789299503584,0.834,1.0000000000000235,0.880494321977288,9
GO:0018394,peptidyl-lysine acetylation,Biological Process,67,1.2692307692307687,0.408,1.000000000000023,0.880494321977288,1
GO:0018393,internal peptidyl-lysine acetylation,Biological Process,67,1.2692307692307687,0.418,1.000000000000023,0.880494321977288,1
GO:0006475,internal protein amino acid acetylation,Biological Process,67,1.2692307692307687,0.389,1.000000000000023,0.880494321977288,1
GO:0034660,ncRNA metabolic process,Biological Process,538,1.0248565965583174,0.0,1.000000000000023,0.880494321977288,1
GO:0033554,cellular response to stress,Biological Process,750,1.0190476190476199,0.273,1.0000000000000222,0.9593587174348698,1
GO:0032989,cellular component morphogenesis,Biological Process,78,1.2222222222222217,0.579,1.0000000000000218,0.9593587174348698,1
GO:0030010,establishment of cell polarity,Biological Process,78,1.2222222222222217,0.585,1.0000000000000218,0.9593587174348698,1
GO:0034645,cellular macromolecule biosynthetic process,Biological Process,679,1.016566265060241,0.812,1.0000000000000215,0.9593587174348698,4
GO:0051603,proteolysis involved in protein catabolic process,Biological Process,270,1.0549019607843138,0.0,1.0000000000000215,0.9593587174348698,1
GO:0090407,organophosphate biosynthetic process,Biological Process,266,1.0557768924302788,0.0,1.0000000000000207,0.9593587174348698,1
GO:0033036,macromolecule localization,Biological Process,984,1.0134158926728583,0.698,1.0000000000000202,0.9593587174348698,2
GO:0043038,amino acid activation,Biological Process,41,1.538461538461539,0.483,1.00000000000002,0.9593587174348698,1
