GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0140053,mitochondrial gene expression,Biological Process,157,0.8093562282939301,0.0,3.5720526340013086,0.0,41
GO:0032543,mitochondrial translation,Biological Process,131,0.8449765577380268,0.0,3.5627196688856326,0.0,37
GO:0000959,mitochondrial RNA metabolic process,Biological Process,42,0.704982123475849,0.0,2.5647855679732965,0.0,13
GO:0070127,tRNA aminoacylation for mitochondrial protein translation,Biological Process,14,0.8900404047143082,0.0,2.5254604683624193,0.0,8
GO:0016192,vesicle-mediated transport,Biological Process,460,0.4293628787349003,0.0,2.446710855655011,0.0,163
GO:0009060,aerobic respiration,Biological Process,89,0.5516091949650713,0.0,2.4134183752722462,0.0001643524120967878,34
GO:0048193,Golgi vesicle transport,Biological Process,210,0.44754761335401866,0.0,2.4015096667644715,0.0001643524120967878,106
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,Biological Process,164,0.4531781429520436,0.0,2.305549984246536,0.0005752334423387574,65
GO:0010498,proteasomal protein catabolic process,Biological Process,173,0.4510543464134847,0.0,2.299859779095397,0.0006711056827285502,66
GO:0051668,localization within membrane,Biological Process,182,0.45114775763789633,0.0,2.281278185574426,0.0006711056827285502,70
GO:0045333,cellular respiration,Biological Process,107,0.5090833726483873,0.0,2.2810760175830422,0.0006711056827285502,30
GO:0016050,vesicle organization,Biological Process,101,0.48312986343329384,0.0,2.2772610231107318,0.0006711056827285502,43
GO:0016197,endosomal transport,Biological Process,114,0.4811563108836991,0.0,2.266856938804153,0.0007079796213400091,49
GO:0045017,glycerolipid biosynthetic process,Biological Process,98,0.4828230591127524,0.0,2.2393745118718535,0.0011504668846775148,44
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,Biological Process,18,0.7131355511035705,0.0,2.234646421336072,0.0011504668846775148,10
GO:0046474,glycerophospholipid biosynthetic process,Biological Process,93,0.484281121551723,0.0,2.232295301594268,0.0011504668846775148,39
GO:0030865,cortical cytoskeleton organization,Biological Process,62,0.5389156158375233,0.0,2.214357898230303,0.001962561156214584,24
GO:0006886,intracellular protein transport,Biological Process,442,0.39940728883701054,0.0,2.1973387778106033,0.0021091892885754435,152
GO:0006511,ubiquitin-dependent protein catabolic process,Biological Process,239,0.41618154110447103,0.0,2.1870416757840223,0.002482586435356742,91
GO:0045184,establishment of protein localization,Biological Process,655,0.3839394504576926,0.0,2.170085460839644,0.002599202961678829,207
GO:0051603,proteolysis involved in protein catabolic process,Biological Process,270,0.40481306945489454,0.0,2.1679152451195067,0.002599202961678829,93
GO:0072657,protein localization to membrane,Biological Process,147,0.45322929731550154,0.0,2.163826030825624,0.002599202961678829,49
GO:0019941,modification-dependent protein catabolic process,Biological Process,245,0.4097115712993638,0.0,2.1626008773160055,0.002599202961678829,91
GO:0043039,tRNA aminoacylation,Biological Process,41,0.5668193167313669,0.0,2.1517263163950116,0.002599202961678829,11
GO:0072665,protein localization to vacuole,Biological Process,140,0.4449684301037035,0.0,2.1500611307868804,0.002599202961678829,56
GO:0043038,amino acid activation,Biological Process,41,0.5668193167313669,0.0,2.1499856442534453,0.002599202961678829,11
GO:0072659,protein localization to plasma membrane,Biological Process,27,0.6190710584595207,0.0,2.148393732866742,0.002599202961678829,13
GO:0030163,protein catabolic process,Biological Process,300,0.3963371416348343,0.0,2.1407683904337724,0.002856331575751071,94
GO:2000144,positive regulation of DNA-templated transcription initiation,Biological Process,16,0.6723297397965948,0.0,2.139515074240342,0.002856331575751071,10
GO:0007034,vacuolar transport,Biological Process,183,0.4278763745014374,0.0,2.1263370455305153,0.003336353965564793,64
