GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0032543,mitochondrial translation,Biological Process,131,0.7904064160480974,0.0,4.345754383218448,0.0,99
GO:0140053,mitochondrial gene expression,Biological Process,157,0.7346621431958348,0.0,4.107362231512933,0.0,105
GO:0007005,mitochondrion organization,Biological Process,292,0.5526190695619102,0.0,3.3313701183966136,0.0,150
GO:0009060,aerobic respiration,Biological Process,89,0.6413519102773331,0.0,3.304683857014999,0.0,58
GO:0070585,protein localization to mitochondrion,Biological Process,73,0.6573642210713141,0.0,3.251823782417021,0.0,57
GO:0006839,mitochondrial transport,Biological Process,82,0.6450722819181158,0.0,3.222040652309674,0.0,55
GO:0072655,establishment of protein localization to mitochondrion,Biological Process,73,0.6573642210713141,0.0,3.1991815271829727,0.0,57
GO:0044743,protein transmembrane import into intracellular organelle,Biological Process,54,0.682152150717877,0.0,3.12937803789356,0.0,42
GO:0006626,protein targeting to mitochondrion,Biological Process,65,0.6633863335204835,0.0,3.1239273657461823,0.0,51
GO:0006119,oxidative phosphorylation,Biological Process,35,0.7510450711682646,0.0,3.1012521521902676,0.0,26
GO:0033108,mitochondrial respiratory chain complex assembly,Biological Process,47,0.68608136298223,0.0,3.065241867379481,0.0,32
GO:0045333,cellular respiration,Biological Process,107,0.594239785786172,0.0,3.0617812900653725,0.0,63
GO:0042775,mitochondrial ATP synthesis coupled electron transport,Biological Process,29,0.7770611095078699,0.0,3.0271179995295685,0.0,22
GO:0042773,ATP synthesis coupled electron transport,Biological Process,29,0.7770611095078699,0.0,3.002011463477784,0.0,22
GO:0019646,aerobic electron transport chain,Biological Process,29,0.7600129394296786,0.0,2.97898222976207,0.0,21
GO:0022900,electron transport chain,Biological Process,40,0.6926717626565584,0.0,2.9766418151014213,0.0,23
GO:0022904,respiratory electron transport chain,Biological Process,33,0.7344001842137329,0.0,2.9424755016732234,0.0,23
GO:0017004,cytochrome complex assembly,Biological Process,42,0.6853938068083489,0.0,2.9332294306618603,0.0,24
GO:0006099,tricarboxylic acid cycle,Biological Process,30,0.751609100041575,0.0,2.922308272172743,0.0,20
GO:0071806,protein transmembrane transport,Biological Process,84,0.5786606934876536,0.0,2.919410402571668,0.0,56
GO:0007006,mitochondrial membrane organization,Biological Process,55,0.6343810750350148,0.0,2.8648429423090302,0.0,38
GO:0065002,intracellular protein transmembrane transport,Biological Process,77,0.5872502535537287,0.0,2.830604527721552,0.0,52
GO:0007007,inner mitochondrial membrane organization,Biological Process,29,0.7318548912670212,0.0,2.8123960424775336,0.0,17
GO:0006886,intracellular protein transport,Biological Process,442,0.4295300343011865,0.0,2.7499192899527696,0.0,232
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,Biological Process,21,0.7353878023745672,0.0,2.6953989705939274,0.0,15
GO:0006605,protein targeting,Biological Process,255,0.4460159386834869,0.0,2.6919906105008975,0.0,117
GO:0043461,proton-transporting ATP synthase complex assembly,Biological Process,11,0.9100334112468134,0.0,2.66015415626831,0.0,9
GO:0033615,mitochondrial proton-transporting ATP synthase complex assembly,Biological Process,11,0.9100334112468134,0.0,2.659675536073406,0.0,9
GO:0009145,purine nucleoside triphosphate biosynthetic process,Biological Process,21,0.7353878023745672,0.0,2.634951818166637,0.0,15
GO:1902600,proton transmembrane transport,Biological Process,80,0.5269385443467675,0.0,2.634946230210692,0.0,40
GO:1990542,mitochondrial transmembrane transport,Biological Process,62,0.5633938298921968,0.0,2.629417724092438,0.0,36
GO:0034982,mitochondrial protein processing,Biological Process,13,0.8444626838563232,0.0,2.6256215529935596,0.0,10
GO:0033617,mitochondrial cytochrome c oxidase assembly,Biological Process,29,0.6627227425267272,0.0,2.6248892353448414,0.0,15
GO:0030150,protein import into mitochondrial matrix,Biological Process,24,0.7183523564521616,0.0,2.622845006024777,0.0,19
GO:0015980,energy derivation by oxidation of organic compounds,Biological Process,158,0.4688248153121897,0.0,2.611009659507166,0.0,72
GO:0006091,generation of precursor metabolites and energy,Biological Process,211,0.4418222521540785,0.0,2.5959064959731237,0.0,98
GO:0008535,respiratory chain complex IV assembly,Biological Process,29,0.6627227425267272,0.0,2.5935741510615427,0.0,15
GO:0007030,Golgi organization,Biological Process,37,0.6030419734444501,0.0,2.5550494232920133,0.0,24
GO:0009150,purine ribonucleotide metabolic process,Biological Process,106,0.4813244450849339,0.0,2.5420367480616415,0.0,61
GO:0009205,purine ribonucleoside triphosphate metabolic process,Biological Process,53,0.5581702189523818,0.0,2.5390757969411517,0.0,33
GO:0015986,proton motive force-driven ATP synthesis,Biological Process,17,0.769255354189805,0.0,2.5389748840259077,0.0,14
GO:0006754,ATP biosynthetic process,Biological Process,17,0.769255354189805,0.0,2.5379578732966386,0.0,14
GO:0015031,protein transport,Biological Process,634,0.379379811324741,0.0,2.5278022250043297,0.0,309
GO:0070071,proton-transporting two-sector ATPase complex assembly,Biological Process,17,0.750501637953618,0.0,2.521467519166028,0.0,12
GO:0030865,cortical cytoskeleton organization,Biological Process,62,0.5301747461723991,0.0,2.512814526692049,0.0,35
GO:0051205,protein insertion into membrane,Biological Process,38,0.6048178762800414,0.0,2.512285032164341,0.0,27
GO:0045184,establishment of protein localization,Biological Process,655,0.3778201637608551,0.0,2.506934362691523,0.0,319
GO:0090151,establishment of protein localization to mitochondrial membrane,Biological Process,32,0.6269105575704074,0.0,2.5058591304671434,0.0,25
GO:0009987,cellular process,Biological Process,5168,0.3623925081589325,0.0,2.4992573610790982,0.0,1908
GO:0009144,purine nucleoside triphosphate metabolic process,Biological Process,55,0.5504880435194455,0.0,2.4956389712058393,0.0,33
GO:0046034,ATP metabolic process,Biological Process,48,0.5614581018591007,0.0,2.482655964717512,0.0,31
GO:0016192,vesicle-mediated transport,Biological Process,460,0.38875700093742716,0.0,2.482562644262242,0.0,245
GO:0044396,actin cortical patch organization,Biological Process,25,0.6524295173574232,0.0,2.460826245693232,3.9394905826151943e-05,15
GO:0006637,acyl-CoA metabolic process,Biological Process,24,0.6599796419596387,0.0,2.4590077806343715,3.9394905826151943e-05,17
GO:0035383,thioester metabolic process,Biological Process,24,0.6599796419596387,0.0,2.4564188183303757,3.9394905826151943e-05,17
GO:0030866,cortical actin cytoskeleton organization,Biological Process,59,0.5276858992704759,0.0,2.4540832861420623,3.9394905826151943e-05,33
GO:0048193,Golgi vesicle transport,Biological Process,210,0.420154655383299,0.0,2.453137329763564,3.9394905826151943e-05,100
GO:0033365,protein localization to organelle,Biological Process,470,0.37840641738209085,0.0,2.452951713689272,3.9394905826151943e-05,240
GO:0009152,purine ribonucleotide biosynthetic process,Biological Process,58,0.5291948284378185,0.0,2.452225910704271,3.9394905826151943e-05,27
GO:0016485,protein processing,Biological Process,50,0.5464685550332653,0.0,2.4462959259917643,3.9394905826151943e-05,26
GO:0008104,protein localization,Biological Process,834,0.3597946750819131,0.0,2.439383133271591,3.9394905826151943e-05,395
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,Biological Process,103,0.47281653809138213,0.0,2.430025603561371,3.9394905826151943e-05,57
GO:0070727,cellular macromolecule localization,Biological Process,854,0.3588972231974717,0.0,2.4242255844108582,3.9394905826151943e-05,404
GO:0072594,establishment of protein localization to organelle,Biological Process,359,0.38487317436514434,0.0,2.4113437006304856,3.9394905826151943e-05,184
GO:0046907,intracellular transport,Biological Process,751,0.3537305540889335,0.0,2.3976267810218217,3.9394905826151943e-05,354
GO:0009201,ribonucleoside triphosphate biosynthetic process,Biological Process,27,0.6154398349169405,0.0,2.3907151739914667,5.334726830624743e-05,15
GO:0061024,membrane organization,Biological Process,237,0.39870530161560774,0.0,2.3741047975410057,5.334726830624743e-05,129
GO:0008154,actin polymerization or depolymerization,Biological Process,21,0.6574493687707967,0.0,2.3702279284259675,5.334726830624743e-05,14
GO:0009259,ribonucleotide metabolic process,Biological Process,122,0.4385276049153583,0.0,2.3617823962093225,5.334726830624743e-05,64
GO:0009142,nucleoside triphosphate biosynthetic process,Biological Process,31,0.5981274805665308,0.0,2.3604096001230843,5.334726830624743e-05,14
GO:0072662,protein localization to peroxisome,Biological Process,24,0.6308820885110273,0.0,2.359669635501241,5.334726830624743e-05,17
GO:0010638,positive regulation of organelle organization,Biological Process,94,0.4540435374520603,0.0,2.353460634279786,5.334726830624743e-05,51
GO:0000959,mitochondrial RNA metabolic process,Biological Process,42,0.5539031913896443,0.0,2.3485643813102604,7.01553117452021e-05,22
GO:0051204,protein insertion into mitochondrial membrane,Biological Process,24,0.6341514906725976,0.0,2.3466182502014057,8.65090837398607e-05,19
GO:0030036,actin cytoskeleton organization,Biological Process,157,0.42152282020338894,0.0,2.345242316808864,9.483958809999544e-05,72
GO:0009199,ribonucleoside triphosphate metabolic process,Biological Process,59,0.5056629154930881,0.0,2.341952055367415,9.483958809999544e-05,33
GO:0016050,vesicle organization,Biological Process,101,0.45716316236337584,0.0,2.3371541756869996,9.483958809999544e-05,55
GO:0030641,regulation of cellular pH,Biological Process,33,0.5804370868999046,0.0,2.3370407626347087,9.483958809999544e-05,25
GO:0030004,cellular monovalent inorganic cation homeostasis,Biological Process,42,0.5482996742310635,0.0,2.336371342398253,9.483958809999544e-05,29
GO:0070127,tRNA aminoacylation for mitochondrial protein translation,Biological Process,14,0.7355110898643011,0.0,2.335581434929076,9.483958809999544e-05,10
GO:0030029,actin filament-based process,Biological Process,159,0.4175286920857064,0.0,2.33147701157883,9.483958809999544e-05,72
GO:0033036,macromolecule localization,Biological Process,984,0.3377995621057567,0.0,2.325781634303798,0.00010669453661249486,453
GO:0051453,regulation of intracellular pH,Biological Process,33,0.5804370868999046,0.0,2.3235484388522782,0.00010669453661249486,25
GO:0051649,establishment of localization in cell,Biological Process,786,0.343707825981479,0.0,2.313738739416591,0.00010669453661249486,363
GO:0045039,protein insertion into mitochondrial inner membrane,Biological Process,13,0.7371936832609177,0.0,2.31308055031842,0.00012050206487999418,8
GO:0006625,protein targeting to peroxisome,Biological Process,24,0.6308820885110273,0.0,2.3107957064749094,0.0001324483902775798,17
GO:0062125,regulation of mitochondrial gene expression,Biological Process,18,0.6731195901009829,0.0,2.306048221024069,0.0001324483902775798,9
GO:0090150,establishment of protein localization to membrane,Biological Process,115,0.43388196348883684,0.0,2.305261576345364,0.00014225938214999315,63
GO:0072663,establishment of protein localization to peroxisome,Biological Process,24,0.6308820885110273,0.0,2.30521306417206,0.00014225938214999315,17
GO:0007031,peroxisome organization,Biological Process,53,0.5042477033138376,0.0,2.303510951362349,0.00014225938214999315,29
GO:0007035,vacuolar acidification,Biological Process,29,0.5764525970386892,0.0,2.2916866959677478,0.0001681247243590828,22
GO:0006885,regulation of pH,Biological Process,34,0.5634912752796762,0.0,2.2882574291062703,0.0001681247243590828,25
GO:0048311,mitochondrion distribution,Biological Process,26,0.6038572222665669,0.0,2.287987833730454,0.0001681247243590828,14
GO:0072657,protein localization to membrane,Biological Process,147,0.4156431956257273,0.0,2.287737991192063,0.0001681247243590828,80
GO:0006163,purine nucleotide metabolic process,Biological Process,115,0.4295719765622328,0.0,2.2862877356039655,0.0001681247243590828,57
GO:0051646,mitochondrion localization,Biological Process,31,0.5818591177424037,0.0,2.2860652021130248,0.0001681247243590828,13
GO:0030041,actin filament polymerization,Biological Process,19,0.6377691482381714,0.0,2.283817235927105,0.0001681247243590828,12
GO:0051604,protein maturation,Biological Process,97,0.44226720783415235,0.0,2.282778351340696,0.0001681247243590828,38
GO:0055067,monovalent inorganic cation homeostasis,Biological Process,44,0.5279875300595358,0.0,2.278997157952851,0.0001681247243590828,29
GO:0016558,protein import into peroxisome matrix,Biological Process,22,0.6295654929446671,0.0,2.2700933278938815,0.00019205016590249073,16
GO:0032509,endosome transport via multivesicular body sorting pathway,Biological Process,59,0.48415854084040244,0.0,2.2618530480292574,0.0001969745291307597,39
GO:0035384,thioester biosynthetic process,Biological Process,8,0.8529015036802015,0.0,2.258632866685179,0.0001969745291307597,5
GO:1902905,positive regulation of supramolecular fiber organization,Biological Process,31,0.5651187568153463,0.0,2.257352268431672,0.0001969745291307597,21
GO:0034551,mitochondrial respiratory chain complex III assembly,Biological Process,10,0.7927114844499964,0.0,2.2537868515142323,0.0001969745291307597,7
GO:0072521,purine-containing compound metabolic process,Biological Process,131,0.4135692214366055,0.0,2.2510051967920437,0.0002004001731156425,63
GO:0006631,fatty acid metabolic process,Biological Process,66,0.46476288306600017,0.0,2.2509852278717672,0.0002004001731156425,36
GO:0007015,actin filament organization,Biological Process,88,0.44624448861221916,0.0,2.250928520171592,0.0002004001731156425,44
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",Biological Process,11,0.7672284901494698,0.0,2.25047437377697,0.0002004001731156425,8
GO:0043574,peroxisomal transport,Biological Process,26,0.6000719700163538,0.0,2.2446354220589306,0.0002004001731156425,19
GO:0071616,acyl-CoA biosynthetic process,Biological Process,8,0.8529015036802015,0.0,2.244043693631665,0.0002004001731156425,5
GO:0009260,ribonucleotide biosynthetic process,Biological Process,73,0.45545609984453556,0.0,2.2438676889791953,0.0002004001731156425,29
GO:0044255,cellular lipid metabolic process,Biological Process,327,0.36244925056916105,0.0,2.24350982210873,0.0002004001731156425,169
GO:0015919,peroxisomal membrane transport,Biological Process,26,0.6000719700163538,0.0,2.2433958978119266,0.0002004001731156425,19
GO:0051603,proteolysis involved in protein catabolic process,Biological Process,270,0.369623219787041,0.0,2.2417433402117477,0.0002004001731156425,144
GO:0006906,vesicle fusion,Biological Process,50,0.5044700734601978,0.0,2.2386352496640045,0.0002004001731156425,26
GO:0051452,intracellular pH reduction,Biological Process,29,0.5764525970386892,0.0,2.231817163497717,0.00025385941469869465,22
GO:0070131,positive regulation of mitochondrial translation,Biological Process,14,0.7110344763113342,0.0,2.2296753224184873,0.0002626327055076796,7
GO:0006744,ubiquinone biosynthetic process,Biological Process,16,0.6703007838158956,0.0,2.225811692108776,0.0003094141561762351,10
GO:0042181,ketone biosynthetic process,Biological Process,16,0.6703007838158956,0.0,2.225811692108776,0.0003094141561762351,10
GO:0048308,organelle inheritance,Biological Process,57,0.48375001062853684,0.0,2.2252407338356788,0.0003094141561762351,25
GO:0071985,multivesicular body sorting pathway,Biological Process,60,0.47758330186274456,0.0,2.2233725217025557,0.0003280195671061825,39
GO:0032979,protein insertion into mitochondrial inner membrane from matrix,Biological Process,9,0.808010097858217,0.0,2.219656927780505,0.0003463199712995735,6
GO:0051668,localization within membrane,Biological Process,182,0.39024636008301467,0.0,2.216377848485882,0.00040595970028168773,93
GO:0009141,nucleoside triphosphate metabolic process,Biological Process,67,0.46647746615312596,0.0,2.2136076046507314,0.0004956133313612664,30
GO:0000001,mitochondrion inheritance,Biological Process,24,0.5971387398277915,0.0,2.212528302250449,0.0005121337757399752,13
GO:0071705,nitrogen compound transport,Biological Process,856,0.32523367897508687,0.0,2.210005311475162,0.0005588761441606873,378
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",Biological Process,11,0.7600668336448275,0.0,2.20756534825298,0.0005801515428304407,8
GO:0019693,ribose phosphate metabolic process,Biological Process,129,0.40546905852989773,0.0,2.2074423320645096,0.0005801515428304407,65
GO:0006743,ubiquinone metabolic process,Biological Process,16,0.6703007838158956,0.0,2.2071725072027433,0.0005810748609357411,10
GO:1901661,quinone metabolic process,Biological Process,16,0.6703007838158956,0.0,2.2071725072027433,0.0005810748609357411,10
GO:0030833,regulation of actin filament polymerization,Biological Process,18,0.628857274275379,0.0,2.200299162014194,0.0006352804470056945,11
GO:0070129,regulation of mitochondrial translation,Biological Process,16,0.6641658817741405,0.0,2.1940235501881875,0.0007274627496306467,8
GO:0006629,lipid metabolic process,Biological Process,349,0.3506859960111164,0.0,2.193233758141499,0.0007412462543604906,178
GO:0006518,peptide metabolic process,Biological Process,546,0.3315523811189404,0.0,2.188886835243495,0.0007531379054999637,122
GO:0032978,protein insertion into membrane from inner side,Biological Process,9,0.808010097858217,0.0,2.1881620178701917,0.0007531379054999637,6
GO:0045041,protein import into mitochondrial intermembrane space,Biological Process,8,0.8181941155187958,0.0,2.186825717334999,0.0007531379054999637,6
GO:0006465,signal peptide processing,Biological Process,10,0.7823846519739783,0.0,2.1844940368399794,0.0007943680828083558,8
GO:0030163,protein catabolic process,Biological Process,300,0.3571297607581709,0.0,2.180041385681885,0.000844278507107568,159
GO:0033865,nucleoside bisphosphate metabolic process,Biological Process,33,0.5397972701333591,0.0,2.1772818422517073,0.0008842597566733387,17
GO:0060260,regulation of transcription initiation by RNA polymerase II,Biological Process,22,0.5972376821369006,0.0,2.173654022165345,0.000951105583517097,17
GO:0019941,modification-dependent protein catabolic process,Biological Process,245,0.360828157972506,0.0,2.169211073135041,0.0009821743644328293,128
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,Biological Process,18,0.6441596981157502,0.0,2.1669221532487772,0.0009821743644328293,14
GO:0033875,ribonucleoside bisphosphate metabolic process,Biological Process,33,0.5397972701333591,0.0,2.165786751005785,0.0009821743644328293,17
GO:0017062,respiratory chain complex III assembly,Biological Process,10,0.7927114844499964,0.0,2.165377006532977,0.0009821743644328293,7
GO:0051641,cellular localization,Biological Process,1099,0.31543466310868534,0.0,2.1646434126162153,0.0009821743644328293,474
GO:0034032,purine nucleoside bisphosphate metabolic process,Biological Process,33,0.5397972701333591,0.0,2.164466362052465,0.0009821743644328293,17
GO:1901663,quinone biosynthetic process,Biological Process,16,0.6703007838158956,0.0,2.1621690056638587,0.0010190416966254611,10
GO:0006511,ubiquitin-dependent protein catabolic process,Biological Process,239,0.3597959779104707,0.0,2.15540246889509,0.001101087617840947,116
GO:0008610,lipid biosynthetic process,Biological Process,224,0.36174374093410805,0.0,2.1553692436132605,0.001101087617840947,118
GO:0030832,regulation of actin filament length,Biological Process,18,0.628857274275379,0.0,2.1543763386807897,0.001101087617840947,11
GO:0051495,positive regulation of cytoskeleton organization,Biological Process,46,0.49057581742322026,0.0,2.1534677928379553,0.0011022746828840528,26
GO:0008064,regulation of actin polymerization or depolymerization,Biological Process,18,0.628857274275379,0.0,2.152720505493945,0.0011034461286502759,11
GO:0044108,cellular alcohol biosynthetic process,Biological Process,32,0.5380282067707046,0.0,2.1510923729254303,0.0011306849594259194,18
GO:0006627,protein processing involved in protein targeting to mitochondrion,Biological Process,6,0.918878065166282,0.0,2.1510375402005857,0.0011306849594259194,5
GO:0006900,vesicle budding from membrane,Biological Process,30,0.5491040704984613,0.0,2.1487649825789585,0.0011894719952670395,21
GO:0097384,cellular lipid biosynthetic process,Biological Process,32,0.5380282067707046,0.0,2.1464380785948602,0.0012146762629730184,18
GO:0090174,organelle membrane fusion,Biological Process,54,0.4690747165388072,0.0,2.1432574605958665,0.0012558694500629968,27
GO:0043248,proteasome assembly,Biological Process,34,0.5320102477867128,0.0,2.1389204963924056,0.0013370581170426572,21
GO:0016129,phytosteroid biosynthetic process,Biological Process,32,0.5380282067707046,0.0,2.1348633704494895,0.0013923637027930579,18
GO:0006696,ergosterol biosynthetic process,Biological Process,32,0.5380282067707046,0.0,2.1342136913720546,0.0013923637027930579,18
GO:0032527,protein exit from endoplasmic reticulum,Biological Process,16,0.6411618374456407,0.0,2.133099157915864,0.0014155250323247765,11
GO:0046364,monosaccharide biosynthetic process,Biological Process,35,0.5133865232637616,0.0,2.131705742050995,0.0014225938214999314,17
GO:0043043,peptide biosynthetic process,Biological Process,510,0.3273285967420874,0.0,2.1275926424135103,0.0015081240021790686,111
GO:0043603,cellular amide metabolic process,Biological Process,626,0.32102956917293046,0.0,2.1256955128238393,0.0015441609298826526,198
GO:0016197,endosomal transport,Biological Process,114,0.40150124868187276,0.0,2.12566857422453,0.0015441609298826526,58
GO:0006412,translation,Biological Process,506,0.3269539967427388,0.0,2.1230047913344228,0.00158113590401649,110
GO:0043648,dicarboxylic acid metabolic process,Biological Process,50,0.47412742908699396,0.0,2.1216113611117673,0.0015851759725284949,25
GO:0042407,cristae formation,Biological Process,11,0.7248029404134166,0.0,2.121507924038305,0.0015851759725284949,4
GO:0032970,regulation of actin filament-based process,Biological Process,67,0.43440635309993975,0.0,2.1198894421459378,0.00159094811990229,33
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",Biological Process,34,0.5261688674600887,0.0,2.117911007866066,0.0016343092549349209,19
GO:0006996,organelle organization,Biological Process,1509,0.30170036670979006,0.0,2.1163353943439525,0.0016621885703841303,601
GO:0010821,regulation of mitochondrion organization,Biological Process,18,0.6209080566447788,0.0,2.115081121561087,0.0016748560979868376,11
GO:0032956,regulation of actin cytoskeleton organization,Biological Process,67,0.43440635309993975,0.0,2.111343079056171,0.0017365455614171575,33
GO:0051130,positive regulation of cellular component organization,Biological Process,139,0.38328548269409435,0.0,2.1112991782430695,0.0017365455614171575,63
GO:0034033,purine nucleoside bisphosphate biosynthetic process,Biological Process,15,0.6424069528654329,0.0,2.107486158421957,0.0017838367469594643,5
GO:0043254,regulation of protein-containing complex assembly,Biological Process,82,0.4225072267037392,0.0,2.1057503064203633,0.0017838367469594643,37
GO:1901135,carbohydrate derivative metabolic process,Biological Process,337,0.33874981859910636,0.0,2.105358989597055,0.0017838367469594643,152
GO:2000142,regulation of DNA-templated transcription initiation,Biological Process,23,0.5803959979019142,0.0,2.1046139234168915,0.0017838367469594643,17
GO:0019725,cellular homeostasis,Biological Process,231,0.3538507724118027,0.0,2.103428372576358,0.0017881765912708633,112
GO:0000002,mitochondrial genome maintenance,Biological Process,50,0.46801263541799165,0.0,2.100428367461278,0.0018778238443799093,21
GO:0006164,purine nucleotide biosynthetic process,Biological Process,66,0.441300528043128,0.0,2.099739436170242,0.0018782928313540303,24
GO:0097576,vacuole fusion,Biological Process,45,0.48493766197467636,0.0,2.0995371007265007,0.0018782928313540303,20
GO:0006085,acetyl-CoA biosynthetic process,Biological Process,6,0.8698034311589511,0.0,2.092546378242142,0.0020779198277974405,4
GO:0036503,ERAD pathway,Biological Process,56,0.45600158626963266,0.0018656716417910447,2.0907972349865784,0.0021222935000094084,30
GO:0015748,organophosphate ester transport,Biological Process,80,0.4200843736584346,0.0,2.089296344422081,0.0021731081835453005,40
GO:1901616,organic hydroxy compound catabolic process,Biological Process,26,0.5641313938943479,0.0,2.085474625608473,0.002218333467108984,16
GO:0043604,amide biosynthetic process,Biological Process,558,0.31676356432141345,0.0,2.08545157136153,0.002218333467108984,118
GO:0006084,acetyl-CoA metabolic process,Biological Process,14,0.678775622547172,0.003838771593090211,2.084605870309447,0.002220154400149361,10
GO:0048284,organelle fusion,Biological Process,113,0.38980179965689266,0.0,2.077362460739373,0.0023913124713784563,55
GO:0097435,supramolecular fiber organization,Biological Process,120,0.38722089656402797,0.0,2.068150004560936,0.0026612187037797145,54
GO:0006810,transport,Biological Process,1384,0.2964408984957911,0.0,2.067938702056448,0.0026612187037797145,534
GO:0010498,proteasomal protein catabolic process,Biological Process,173,0.3652397255032516,0.0,2.0658197564274436,0.0026999798798726677,84
GO:0061912,selective autophagy,Biological Process,52,0.459139858123609,0.0,2.065196399626318,0.0026999798798726677,31
GO:0006094,gluconeogenesis,Biological Process,33,0.5111047602588648,0.0,2.0645041107517343,0.002725660430162497,16
GO:0009100,glycoprotein metabolic process,Biological Process,90,0.40140747778235014,0.0,2.062103087509503,0.002777340860743712,51
GO:0051234,establishment of localization,Biological Process,1429,0.29406296337260573,0.0,2.055115667125526,0.0029330110370822567,584
GO:1901565,organonitrogen compound catabolic process,Biological Process,420,0.3222657289140482,0.0,2.0540851550027432,0.0029680480184930387,221
GO:0071702,organic substance transport,Biological Process,956,0.2998357746289228,0.0,2.0531644277835404,0.0029680480184930387,405
GO:0034976,response to endoplasmic reticulum stress,Biological Process,92,0.4053593765463252,0.0,2.051300686328544,0.002981077202068513,43
GO:0010256,endomembrane system organization,Biological Process,119,0.37963078565098746,0.0,2.0510443377893046,0.002981077202068513,60
GO:0051179,localization,Biological Process,1626,0.2922109227823219,0.0,2.0509536442297853,0.002981077202068513,659
GO:0032787,monocarboxylic acid metabolic process,Biological Process,168,0.36413870469302445,0.0,2.050062695404919,0.0030021635129584756,68
GO:0019319,hexose biosynthetic process,Biological Process,33,0.5111047602588648,0.0019646365422396855,2.0495160211429444,0.0030021635129584756,16
GO:0044837,actomyosin contractile ring organization,Biological Process,28,0.5191871906265478,0.0,2.0487320792219346,0.0030439323680623532,16
