GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0030150,protein import into mitochondrial matrix,Biological Process,24,0.4650243126166147,0.01394700139470014,1.6580708996890552,0.26477740966148844,12
GO:0048311,mitochondrion distribution,Biological Process,26,0.945054945054945,0.0,1.626247638282435,0.26477740966148844,1
GO:0000001,mitochondrion inheritance,Biological Process,24,0.946236559139785,0.0,1.6256732629418829,0.26477740966148844,1
GO:0051646,mitochondrion localization,Biological Process,31,0.9418604651162791,0.002457002457002457,1.6124253715806731,0.26477740966148844,1
GO:0045861,negative regulation of proteolysis,Biological Process,12,0.9523809523809523,0.0018315018315018315,1.592426091412172,0.26477740966148844,1
GO:0000372,Group I intron splicing,Biological Process,8,0.8256880733944953,0.04712041884816754,1.4133915478696721,0.7485818303791979,1
GO:0000376,"RNA splicing, via transesterification reactions with guanosine as nucleophile",Biological Process,8,0.8256880733944953,0.04712041884816754,1.4133915478696721,0.7485818303791979,1
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",Biological Process,32,0.7882352941176469,0.08747044917257683,1.3655447002318317,0.7497403658694225,1
GO:0046685,response to arsenic-containing substance,Biological Process,12,0.9809523809523809,0.03587443946188341,1.3128143575674471,0.7497403658694225,0
GO:0030042,actin filament depolymerization,Biological Process,10,0.9719626168224299,0.04535637149028078,1.3085493776835677,0.7497403658694225,0
GO:0043243,positive regulation of protein-containing complex disassembly,Biological Process,6,0.972972972972973,0.05172413793103448,1.2973644695282964,0.7497403658694225,0
GO:0019932,second-messenger-mediated signaling,Biological Process,16,0.9702970297029703,0.03537735849056604,1.2961911594971458,0.7497403658694225,0
GO:0008154,actin polymerization or depolymerization,Biological Process,21,0.96875,0.06234413965087282,1.295750668844029,0.7497403658694225,0
GO:0008064,regulation of actin polymerization or depolymerization,Biological Process,18,0.9696969696969697,0.053117782909930716,1.2934623642530394,0.7497403658694225,0
GO:0030832,regulation of actin filament length,Biological Process,18,0.9696969696969697,0.053117782909930716,1.2925373134328333,0.7497403658694225,0
GO:0034476,U5 snRNA 3'-end processing,Biological Process,11,0.9622641509433962,0.05689277899343545,1.2913538521206784,0.7497403658694225,0
