GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0032543,mitochondrial translation,Biological Process,131,0.8832770413719774,0.0,3.866862361252967,0.0,35
GO:0140053,mitochondrial gene expression,Biological Process,157,0.8326949489851966,0.0,3.720126059837857,0.0,37
GO:0002181,cytoplasmic translation,Biological Process,194,0.5393810361758189,0.0,2.5795144450657803,0.0,46
GO:0072599,establishment of protein localization to endoplasmic reticulum,Biological Process,45,0.6443680092365914,0.0,2.5749058579963933,0.0,22
GO:0045047,protein targeting to ER,Biological Process,44,0.6523437461675707,0.0,2.562909147637438,0.0,22
GO:0043038,amino acid activation,Biological Process,41,0.6395976554746826,0.0,2.5623561868943683,0.0,10
GO:0070972,protein localization to endoplasmic reticulum,Biological Process,60,0.5991541098493689,0.0,2.5565198472055535,0.0,24
GO:0043039,tRNA aminoacylation,Biological Process,41,0.6395976554746826,0.0,2.513422894279393,0.0,10
GO:0070127,tRNA aminoacylation for mitochondrial protein translation,Biological Process,14,0.8394000784858665,0.0,2.497142957282945,0.0,7
GO:0006418,tRNA aminoacylation for protein translation,Biological Process,37,0.6203172793281027,0.0,2.4225585650368058,0.0002310880593639548,9
GO:0000959,mitochondrial RNA metabolic process,Biological Process,42,0.6610135019813045,0.0,2.4203576372463185,0.0002567645104043942,10
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,Biological Process,25,0.7078779767138804,0.0,2.404243391641353,0.0002567645104043942,11
GO:0043248,proteasome assembly,Biological Process,34,0.6738557559124481,0.0,2.3664794673091056,0.00035552009132916126,10
GO:0006412,translation,Biological Process,506,0.4245168116353042,0.0,2.288746528330457,0.0010453983637893193,103
GO:0043043,peptide biosynthetic process,Biological Process,510,0.4236621790100681,0.0,2.245327126823977,0.0018775904823321327,103
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,Biological Process,18,0.6731083075390906,0.0,2.2414112291044015,0.0018775904823321327,12
GO:0009145,purine nucleoside triphosphate biosynthetic process,Biological Process,21,0.7104294563735052,0.0,2.1220797592507576,0.006887330396729633,8
