Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YBR269C,YBR185C,1,8.094183,1.0,1012.0,9987.0,0.0,0.9079999923706055,1.0,0.0009871668880805373,0.0,1.0
YMR302C,YKL137W,1,7.3807287,2.0,1011.0,9987.0,0.0,0.9080908894538879,1.0,0.0019743337761610746,0.0,1.0
YKL138C,YDL091C,0,7.324833,2.0,1011.0,9986.0,1.0,0.9079999923706055,0.6666666865348816,0.0019743337761610746,0.00010013017163146287,0.9998998641967773
YJR080C,YCR079W,1,7.1022234,3.0,1010.0,9986.0,1.0,0.9080908894538879,0.75,0.00296150054782629,0.00010013017163146287,0.9998998641967773
YEL024W,YBL038W,0,7.081967,3.0,1010.0,9985.0,2.0,0.9079999923706055,0.6000000238418579,0.00296150054782629,0.00020026034326292574,0.9997997283935547
YBR262C,YDR529C,1,7.0728025,4.0,1009.0,9985.0,2.0,0.9080908894538879,0.6666666865348816,0.003948667552322149,0.00020026034326292574,0.9997997283935547
YBL078C,YDR493W,1,7.0426826,5.0,1008.0,9985.0,2.0,0.9081818461418152,0.7142857313156128,0.004935834091156721,0.00020026034326292574,0.9997997283935547
YGL219C,YER058W,1,7.0141683,6.0,1007.0,9985.0,2.0,0.9082727432250977,0.75,0.00592300109565258,0.00020026034326292574,0.9997997283935547
YKL195W,YBR185C,1,7.0082216,7.0,1006.0,9985.0,2.0,0.9083636403083801,0.7777777910232544,0.006910167634487152,0.00020026034326292574,0.9997997283935547
YOR150W,YGR174C,0,6.788803,7.0,1006.0,9984.0,3.0,0.9082727432250977,0.699999988079071,0.006910167634487152,0.0003003905003424734,0.999699592590332
YGR028W,YLR038C,1,6.774272,8.0,1005.0,9984.0,3.0,0.9083636403083801,0.7272727489471436,0.007897335104644299,0.0003003905003424734,0.999699592590332
YBR262C,YKL003C,0,6.584544,8.0,1005.0,9983.0,4.0,0.9082727432250977,0.6666666865348816,0.007897335104644299,0.0004005206865258515,0.9995994567871094
YNL055C,YDR231C,1,6.5573654,9.0,1004.0,9983.0,4.0,0.9083636403083801,0.692307710647583,0.00888450164347887,0.0004005206865258515,0.9995994567871094
YBR262C,YBR230C,1,6.553034,10.0,1003.0,9983.0,4.0,0.9084545373916626,0.7142857313156128,0.009871668182313442,0.0004005206865258515,0.9995994567871094
YGR028W,YML091C,1,6.511842,11.0,1002.0,9983.0,4.0,0.9085454344749451,0.7333333492279053,0.010858834721148014,0.0004005206865258515,0.9995994567871094
YHR002W,YKL195W,0,6.4688005,11.0,1002.0,9982.0,5.0,0.9084545373916626,0.6875,0.010858834721148014,0.0005006508436053991,0.9994993209838867
YBR262C,YOR027W,1,6.4469957,12.0,1001.0,9982.0,5.0,0.9085454344749451,0.7058823704719543,0.01184600219130516,0.0005006508436053991,0.9994993209838867
YJR080C,YPR020W,1,6.442015,13.0,1000.0,9982.0,5.0,0.9086363911628723,0.7222222089767456,0.012833168730139732,0.0005006508436053991,0.9994993209838867
YIL157C,YIL065C,1,6.3836536,14.0,999.0,9982.0,5.0,0.9087272882461548,0.7368420958518982,0.013820335268974304,0.0005006508436053991,0.9994993209838867
YMR002W,YDL149W,1,6.358667,15.0,998.0,9982.0,5.0,0.9088181853294373,0.75,0.01480750273913145,0.0005006508436053991,0.9994993209838867
YKL167C,YML004C,0,6.3541527,15.0,998.0,9981.0,6.0,0.9087272882461548,0.7142857313156128,0.01480750273913145,0.0006007810006849468,0.9993992447853088
YGL219C,YML129C,1,6.3328905,16.0,997.0,9981.0,6.0,0.9088181853294373,0.7272727489471436,0.015794670209288597,0.0006007810006849468,0.9993992447853088
YOR037W,YGR062C,1,6.256151,17.0,996.0,9981.0,6.0,0.9089090824127197,0.739130437374115,0.01678183674812317,0.0006007810006849468,0.9993992447853088
YPR100W,YBR262C,1,6.251776,18.0,995.0,9981.0,6.0,0.9089999794960022,0.75,0.01776900328695774,0.0006007810006849468,0.9993992447853088
YBR185C,YKL137W,1,6.1899576,19.0,994.0,9981.0,6.0,0.9090909361839294,0.7599999904632568,0.018756169825792313,0.0006007810006849468,0.9993992447853088
YJL112W,YDR529C,1,6.138834,20.0,993.0,9981.0,6.0,0.9091818332672119,0.7692307829856873,0.019743336364626884,0.0006007810006849468,0.9993992447853088
YKL053C-A,YML081C-A,1,6.1144676,21.0,992.0,9981.0,6.0,0.9092727303504944,0.7777777910232544,0.020730502903461456,0.0006007810006849468,0.9993992447853088
YGR165W,YDR313C,0,6.1100473,21.0,992.0,9980.0,7.0,0.9091818332672119,0.75,0.020730502903461456,0.0007009111577644944,0.9992991089820862
YBR003W,YPL135W,0,6.096651,21.0,992.0,9979.0,8.0,0.9090909361839294,0.7241379022598267,0.020730502903461456,0.000801041373051703,0.9991989731788635
YLR069C,YJL001W,0,6.0761404,21.0,992.0,9978.0,9.0,0.9089999794960022,0.699999988079071,0.020730502903461456,0.0009011715301312506,0.9990988373756409
