Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YDR322W,YBR269C,1,6.6276073,1.0,1019.0,9980.0,0.0,0.9073636531829834,1.0,0.0009803922148421407,0.0,1.0
YKL150W,YOR045W,0,6.5534134,1.0,1019.0,9979.0,1.0,0.9072727560997009,0.5,0.0009803922148421407,0.00010020039917435497,0.9998998045921326
YJR080C,YML129C,1,5.994019,2.0,1018.0,9979.0,1.0,0.9073636531829834,0.6666666865348816,0.0019607844296842813,0.00010020039917435497,0.9998998045921326
YLR163C,YGR183C,1,5.971985,3.0,1017.0,9979.0,1.0,0.9074545502662659,0.75,0.0029411765281111,0.00010020039917435497,0.9998998045921326
YKL016C,YKL170W,0,5.9089923,3.0,1017.0,9978.0,2.0,0.9073636531829834,0.6000000238418579,0.0029411765281111,0.00020040079834870994,0.9997996091842651
YDR231C,YPR166C,0,5.9019217,3.0,1017.0,9977.0,3.0,0.9072727560997009,0.5,0.0029411765281111,0.00030060121207498014,0.9996994137763977
YER058W,YPR020W,1,5.7924247,4.0,1016.0,9977.0,3.0,0.9073636531829834,0.5714285969734192,0.003921568859368563,0.00030060121207498014,0.9996994137763977
YFL016C,YDR493W,1,5.6630816,5.0,1015.0,9977.0,3.0,0.9074545502662659,0.625,0.0049019609577953815,0.00030060121207498014,0.9996994137763977
YKL134C,YIL157C,1,5.613195,6.0,1014.0,9977.0,3.0,0.9075454473495483,0.6666666865348816,0.0058823530562222,0.00030060121207498014,0.9996994137763977
YDL091C,YIL022W,0,5.5031953,6.0,1014.0,9976.0,4.0,0.9074545502662659,0.6000000238418579,0.0058823530562222,0.0004008015966974199,0.9995992183685303
YDL142C,YOR045W,1,5.500995,7.0,1013.0,9976.0,4.0,0.9075454473495483,0.6363636255264282,0.006862745154649019,0.0004008015966974199,0.9995992183685303
YBR185C,YNL055C,1,5.457895,8.0,1012.0,9976.0,4.0,0.9076363444328308,0.6666666865348816,0.007843137718737125,0.0004008015966974199,0.9995992183685303
YIL042C,YPL098C,1,5.4392247,9.0,1011.0,9976.0,4.0,0.9077273011207581,0.692307710647583,0.008823529817163944,0.0004008015966974199,0.9995992183685303
YMR203W,YDR512C,1,5.4315724,10.0,1010.0,9976.0,4.0,0.9078181982040405,0.7142857313156128,0.009803921915590763,0.0004008015966974199,0.9995992183685303
YER058W,YMR302C,1,5.3989606,11.0,1009.0,9976.0,4.0,0.907909095287323,0.7333333492279053,0.010784314014017582,0.0004008015966974199,0.9995992183685303
YMR002W,YDR375C,1,5.397535,12.0,1008.0,9976.0,4.0,0.9079999923706055,0.75,0.0117647061124444,0.0004008015966974199,0.9995992183685303
YCR079W,YPR100W,1,5.3820333,13.0,1007.0,9976.0,4.0,0.9080908894538879,0.7647058963775635,0.01274509821087122,0.0004008015966974199,0.9995992183685303
YKR066C,YOR045W,0,5.358909,13.0,1007.0,9975.0,5.0,0.9079999923706055,0.7222222089767456,0.01274509821087122,0.0005010020104236901,0.9994990229606628
YIL065C,YJL180C,1,5.3477163,14.0,1006.0,9975.0,5.0,0.9080908894538879,0.7368420958518982,0.013725490309298038,0.0005010020104236901,0.9994990229606628
