Gene,Label,Score,Precision,Recall,False Positive Rate
YOR289W,0,1.0,1.0,0.0,0.0
YGL090W,-1,1.0,0.0,0.0,0.00021949078138718174
YER021W,-1,1.0,0.0,0.0,0.0004389815627743635
YGL158W,-1,1.0,0.0,0.0,0.0006584723441615452
YDR326C,-1,1.0,0.0,0.0,0.000877963125548727
YER070W,-1,1.0,0.0,0.0,0.0010974539069359087
YNL075W,-1,1.0,0.0,0.0,0.0013169446883230904
YDL174C,-1,1.0,0.0,0.0,0.0015364354697102723
YPL111W,-1,1.0,0.0,0.0,0.001755926251097454
YJL165C,-1,1.0,0.0,0.0,0.001975417032484636
YER174C,-1,1.0,0.0,0.0,0.0021949078138718174
YDR064W,-1,1.0,0.0,0.0,0.002414398595258999
YDR381W,-1,1.0,0.0,0.0,0.0026338893766461808
YOL018C,-1,1.0,0.0,0.0,0.0028533801580333624
YLR264W,-1,1.0,0.0,0.0,0.0030728709394205445
YIL006W,-1,1.0,0.0,0.0,0.003292361720807726
YOR283W,-1,1.0,0.0,0.0,0.003511852502194908
YKL087C,-1,1.0,0.0,0.0,0.0037313432835820895
YGR067C,-1,1.0,0.0,0.0,0.003950834064969272
YDR086C,-1,1.0,0.0,0.0,0.004170324846356453
YDR168W,-1,1.0,0.0,0.0,0.004389815627743635
YNL329C,-1,1.0,0.0,0.0,0.0046093064091308165
YGL112C,-1,1.0,0.0,0.0,0.004828797190517998
YKL039W,-1,1.0,0.0,0.0,0.00504828797190518
YJR124C,0,1.0,0.0,0.0,0.00504828797190518
YMR267W,-1,1.0,0.0,0.0,0.0052677787532923615
YEL034W,-1,1.0,0.0,0.0,0.005487269534679543
YDR403W,-1,1.0,0.0,0.0,0.005706760316066725
YGL057C,0,1.0,0.0,0.0,0.005706760316066725
YGL105W,-1,1.0,0.0,0.0,0.005926251097453907
YBR211C,-1,1.0,0.0,0.0,0.006145741878841089
YPL149W,-1,1.0,0.0,0.0,0.006365232660228271
YCR069W,-1,1.0,0.0,0.0,0.006584723441615452
YJR134C,-1,1.0,0.0,0.0,0.006804214223002634
YOR335C,-1,1.0,0.0,0.0,0.007023705004389816
YPL164C,-1,1.0,0.0,0.0,0.007243195785776997
YOR319W,-1,1.0,0.0,0.0,0.007462686567164179
YCR047C,-1,1.0,0.0,0.0,0.007682177348551361
YNL007C,-1,1.0,0.0,0.0,0.007901668129938543
YPR075C,-1,1.0,0.0,0.0,0.008121158911325725
YOR168W,-1,1.0,0.0,0.0,0.008340649692712906
YJR053W,-1,1.0,0.0,0.0,0.008560140474100088
YGL053W,-1,1.0,0.0,0.0,0.00877963125548727
YDR339C,-1,1.0,0.0,0.0,0.008999122036874451
YCL067C,-1,1.0,0.0,0.0,0.009218612818261633
YER143W,-1,1.0,0.0,0.0,0.009438103599648815
YMR291W,-1,1.0,0.0,0.0,0.009657594381035996
YER180C,-1,1.0,0.0,0.0,0.009877085162423178
YPL275W,-1,1.0,0.0,0.0,0.01009657594381036
YNL012W,-1,1.0,0.0,0.0,0.010316066725197541
YDL160C-A,0,1.0,0.0,0.0,0.010316066725197541
YOL004W,-1,1.0,0.0,0.0,0.010535557506584723
YNL047C,-1,1.0,0.0,0.0,0.010755048287971905
YOL027C,1,1.0,0.02,0.006024096385542169,0.010755048287971905
YJL171C,-1,1.0,0.0196078431372549,0.006024096385542169,0.010974539069359086
YMR167W,-1,1.0,0.019230769230769232,0.006024096385542169,0.011194029850746268
YKL220C,-1,1.0,0.018867924528301886,0.006024096385542169,0.01141352063213345
YLR154W-C,-1,1.0,0.018518518518518517,0.006024096385542169,0.011633011413520631
YLR187W,-1,1.0,0.01818181818181818,0.006024096385542169,0.011852502194907815
YFR040W,-1,1.0,0.017857142857142856,0.006024096385542169,0.012071992976294996
YJL012C-A,-1,1.0,0.017543859649122806,0.006024096385542169,0.012291483757682178
YDR014W,-1,1.0,0.017241379310344827,0.006024096385542169,0.01251097453906936
YGL079W,-1,1.0,0.01694915254237288,0.006024096385542169,0.012730465320456541
YHL050C,-1,1.0,0.016666666666666666,0.006024096385542169,0.012949956101843723
YGR140W,-1,1.0,0.01639344262295082,0.006024096385542169,0.013169446883230905
YBR034C,-1,1.0,0.016129032258064516,0.006024096385542169,0.013388937664618086
YHR123W,-1,1.0,0.015873015873015872,0.006024096385542169,0.013608428446005268
YML065W,-1,1.0,0.015625,0.006024096385542169,0.01382791922739245
YIL043C,-1,1.0,0.015384615384615385,0.006024096385542169,0.014047410008779631
YMR050C,-1,1.0,0.015151515151515152,0.006024096385542169,0.014266900790166813
YIL145C,-1,1.0,0.014925373134328358,0.006024096385542169,0.014486391571553995
YPL004C,-1,1.0,0.014705882352941176,0.006024096385542169,0.014705882352941176
YPR048W,-1,1.0,0.014492753623188406,0.006024096385542169,0.014925373134328358
YOR258W,-1,1.0,0.014285714285714285,0.006024096385542169,0.01514486391571554
YDR498C,-1,1.0,0.014084507042253521,0.006024096385542169,0.015364354697102721
YHL047C,-1,1.0,0.013888888888888888,0.006024096385542169,0.015583845478489903
YBL057C,-1,1.0,0.0136986301369863,0.006024096385542169,0.015803336259877086
YOR130C,-1,1.0,0.013513513513513514,0.006024096385542169,0.016022827041264266
YMR137C,-1,1.0,0.013333333333333334,0.006024096385542169,0.01624231782265145
YBR088C,-1,1.0,0.013157894736842105,0.006024096385542169,0.01646180860403863
YAL047C,-1,1.0,0.012987012987012988,0.006024096385542169,0.016681299385425813
YHR189W,0,1.0,0.012987012987012988,0.006024096385542169,0.016681299385425813
YGR161W-A,-1,1.0,0.01282051282051282,0.006024096385542169,0.016900790166812993
YDR246W,-1,1.0,0.012658227848101266,0.006024096385542169,0.017120280948200176
YDR427W,-1,1.0,0.0125,0.006024096385542169,0.017339771729587356
YDL089W,0,1.0,0.0125,0.006024096385542169,0.017339771729587356
YOL038W,-1,1.0,0.012345679012345678,0.006024096385542169,0.01755926251097454
YOL109W,-1,1.0,0.012195121951219513,0.006024096385542169,0.01777875329236172
YDR282C,0,1.0,0.012195121951219513,0.006024096385542169,0.01777875329236172
YLR364W,-1,1.0,0.012048192771084338,0.006024096385542169,0.017998244073748903
YCL010C,-1,1.0,0.011904761904761904,0.006024096385542169,0.018217734855136083
YNL121C,1,1.0,0.023529411764705882,0.012048192771084338,0.018217734855136083
YBR175W,-1,1.0,0.023255813953488372,0.012048192771084338,0.018437225636523266
YFL021W,-1,1.0,0.022988505747126436,0.012048192771084338,0.018656716417910446
YDR460W,-1,1.0,0.022727272727272728,0.012048192771084338,0.01887620719929763
YML058W-A,-1,1.0,0.02247191011235955,0.012048192771084338,0.019095697980684813
YOR301W,-1,1.0,0.022222222222222223,0.012048192771084338,0.019315188762071993
YBL002W,-1,1.0,0.02197802197802198,0.012048192771084338,0.019534679543459176
YIL138C,1,1.0,0.03260869565217391,0.018072289156626505,0.019534679543459176
YBR092C,-1,1.0,0.03225806451612903,0.018072289156626505,0.019754170324846356
YBR010W,-1,1.0,0.031914893617021274,0.018072289156626505,0.01997366110623354
YBR146W,-1,1.0,0.031578947368421054,0.018072289156626505,0.02019315188762072
YAL026C,-1,1.0,0.03125,0.018072289156626505,0.020412642669007903
YPL170W,-1,1.0,0.030927835051546393,0.018072289156626505,0.020632133450395083
YMR292W,-1,1.0,0.030612244897959183,0.018072289156626505,0.020851624231782266
YMR298W,-1,1.0,0.030303030303030304,0.018072289156626505,0.021071115013169446
YMR288W,-1,1.0,0.03,0.018072289156626505,0.02129060579455663
YNR035C,1,1.0,0.039603960396039604,0.024096385542168676,0.02129060579455663
YJL048C,-1,1.0,0.0392156862745098,0.024096385542168676,0.02151009657594381
YPR133C,-1,1.0,0.038834951456310676,0.024096385542168676,0.021729587357330993
YKL190W,-1,1.0,0.038461538461538464,0.024096385542168676,0.021949078138718173
YHR072W,-1,1.0,0.0380952380952381,0.024096385542168676,0.022168568920105356
YGL050W,-1,1.0,0.03773584905660377,0.024096385542168676,0.022388059701492536
YAR035W,-1,1.0,0.037383177570093455,0.024096385542168676,0.02260755048287972
YJR049C,-1,1.0,0.037037037037037035,0.024096385542168676,0.0228270412642669
YIL031W,-1,1.0,0.03669724770642202,0.024096385542168676,0.023046532045654083
YJL207C,-1,1.0,0.03636363636363636,0.024096385542168676,0.023266022827041263
YER118C,-1,1.0,0.036036036036036036,0.024096385542168676,0.023485513608428446
YFL038C,-1,1.0,0.03571428571428571,0.024096385542168676,0.02370500438981563
YDL142C,1,1.0,0.04424778761061947,0.030120481927710843,0.02370500438981563
YDL153C,-1,1.0,0.043859649122807015,0.030120481927710843,0.02392449517120281
YMR131C,-1,1.0,0.043478260869565216,0.030120481927710843,0.024143985952589993
YKR046C,-1,1.0,0.04310344827586207,0.030120481927710843,0.024363476733977173
YNL259C,-1,1.0,0.042735042735042736,0.030120481927710843,0.024582967515364356
YBR141C,-1,1.0,0.0423728813559322,0.030120481927710843,0.024802458296751536
YJR158W,-1,1.0,0.04201680672268908,0.030120481927710843,0.02502194907813872
YLR357W,-1,1.0,0.041666666666666664,0.030120481927710843,0.0252414398595259
YNL064C,1,1.0,0.049586776859504134,0.03614457831325301,0.0252414398595259
YLR457C,0,1.0,0.049586776859504134,0.03614457831325301,0.0252414398595259
YGL076C,-1,1.0,0.04918032786885246,0.03614457831325301,0.025460930640913083
YNL261W,-1,1.0,0.04878048780487805,0.03614457831325301,0.025680421422300263
YNR057C,-1,1.0,0.04838709677419355,0.03614457831325301,0.025899912203687446
YGR262C,-1,1.0,0.048,0.03614457831325301,0.026119402985074626
YCR093W,-1,1.0,0.047619047619047616,0.03614457831325301,0.02633889376646181
YPR015C,0,1.0,0.047619047619047616,0.03614457831325301,0.02633889376646181
YPR124W,-1,1.0,0.047244094488188976,0.03614457831325301,0.02655838454784899
YDR415C,-1,1.0,0.046875,0.03614457831325301,0.026777875329236173
YPR102C,-1,1.0,0.046511627906976744,0.03614457831325301,0.026997366110623353
YDR021W,-1,1.0,0.046153846153846156,0.03614457831325301,0.027216856892010536
YPR083W,1,1.0,0.05343511450381679,0.04216867469879518,0.027216856892010536
YMR079W,-1,1.0,0.05303030303030303,0.04216867469879518,0.027436347673397716
YOR243C,-1,1.0,0.05263157894736842,0.04216867469879518,0.0276558384547849
YNL177C,-1,1.0,0.05223880597014925,0.04216867469879518,0.02787532923617208
YAR033W,-1,1.0,0.05185185185185185,0.04216867469879518,0.028094820017559263
YKL089W,-1,1.0,0.051470588235294115,0.04216867469879518,0.028314310798946446
YGL172W,-1,1.0,0.051094890510948905,0.04216867469879518,0.028533801580333626
YJL036W,-1,1.0,0.050724637681159424,0.04216867469879518,0.02875329236172081
YPL047W,-1,1.0,0.050359712230215826,0.04216867469879518,0.02897278314310799
YFR043C,0,1.0,0.050359712230215826,0.04216867469879518,0.02897278314310799
YHR014W,-1,1.0,0.05,0.04216867469879518,0.029192273924495173
YDR330W,-1,1.0,0.04964539007092199,0.04216867469879518,0.029411764705882353
YIR032C,-1,1.0,0.04929577464788732,0.04216867469879518,0.029631255487269536
YML025C,-1,1.0,0.04895104895104895,0.04216867469879518,0.029850746268656716
YDR254W,-1,1.0,0.04861111111111111,0.04216867469879518,0.0300702370500439
YKL073W,-1,1.0,0.04827586206896552,0.04216867469879518,0.03028972783143108
YIL136W,-1,1.0,0.04794520547945205,0.04216867469879518,0.030509218612818263
YKR049C,-1,1.0,0.047619047619047616,0.04216867469879518,0.030728709394205442
YPL254W,-1,1.0,0.0472972972972973,0.04216867469879518,0.030948200175592626
YBR187W,-1,1.0,0.04697986577181208,0.04216867469879518,0.031167690956979806
YBR110W,-1,1.0,0.04666666666666667,0.04216867469879518,0.031387181738366986
YCR005C,-1,1.0,0.046357615894039736,0.04216867469879518,0.03160667251975417
YLR381W,-1,1.0,0.046052631578947366,0.04216867469879518,0.03182616330114135
YLR179C,0,1.0,0.046052631578947366,0.04216867469879518,0.03182616330114135
YMR110C,-1,1.0,0.0457516339869281,0.04216867469879518,0.03204565408252853
YLR115W,-1,1.0,0.045454545454545456,0.04216867469879518,0.03226514486391571
YKR037C,-1,1.0,0.04516129032258064,0.04216867469879518,0.0324846356453029
YLR446W,-1,1.0,0.04487179487179487,0.04216867469879518,0.03270412642669008
YGL111W,-1,1.0,0.044585987261146494,0.04216867469879518,0.03292361720807726
YAL067C,0,1.0,0.044585987261146494,0.04216867469879518,0.03292361720807726
