Gene,Label,Score,Precision,Recall,False Positive Rate
YPL004C,0,90.82228642702103,1.0,0.0,0.0
YDR178W,-1,90.33431953191757,0.0,0.0,0.0002613012803762738
YDR513W,-1,89.95509308576584,0.0,0.0,0.0005226025607525476
YGR254W,-1,89.74702316522598,0.0,0.0,0.0007839038411288215
YKL150W,0,89.7393166422844,0.0,0.0,0.0007839038411288215
YBR149W,-1,89.15658712387085,0.0,0.0,0.0010452051215050953
YBL038W,0,88.99394965171814,0.0,0.0,0.0010452051215050953
YGL006W,-1,88.8598592877388,0.0,0.0,0.0013065064018813691
YOR136W,-1,88.8459609746933,0.0,0.0,0.001567807682257643
YDL072C,0,88.5744361281395,0.0,0.0,0.001567807682257643
YGR253C,-1,88.54079180955887,0.0,0.0,0.0018291089626339169
YDL124W,-1,88.20308583974838,0.0,0.0,0.0020904102430101905
YLL026W,-1,88.13489317893982,0.0,0.0,0.0023517115233864646
YPL203W,-1,87.94033461809158,0.0,0.0,0.0026130128037627383
YNL156C,-1,87.68573319911957,0.0,0.0,0.0028743140841390124
YDR129C,0,87.65597307682037,0.0,0.0,0.0028743140841390124
YDR276C,-1,87.58770835399628,0.0,0.0,0.003135615364515286
YDR516C,-1,87.55872684717178,0.0,0.0,0.00339691664489156
YLR258W,-1,87.54212909936905,0.0,0.0,0.0036582179252678338
YDL046W,-1,87.45836400985718,0.0,0.0,0.003919519205644107
YCL035C,-1,87.4434802532196,0.0,0.0,0.004180820486020381
YHR008C,-1,87.3901572227478,0.0,0.0,0.004442121766396656
YMR105C,-1,87.31520634889603,0.0,0.0,0.004703423046772929
YGL198W,-1,87.27779453992844,0.0,0.0,0.004964724327149203
YDR148C,0,87.25208419561386,0.0,0.0,0.004964724327149203
YFR049W,0,87.24816459417343,0.0,0.0,0.004964724327149203
YDR041W,0,87.24395072460175,0.0,0.0,0.004964724327149203
YKL016C,0,87.24331432580948,0.0,0.0,0.004964724327149203
YFR053C,-1,87.04796874523163,0.0,0.0,0.005226025607525477
YOR158W,0,86.95373845100403,0.0,0.0,0.005226025607525477
YDL134C,-1,86.85034662485123,0.0,0.0,0.005487326887901751
YPR100W,0,86.75969159603119,0.0,0.0,0.005487326887901751
YJR104C,-1,86.74234694242477,0.0,0.0,0.005748628168278025
YJL166W,-1,86.73140305280685,0.0,0.0,0.006009929448654298
YJL001W,-1,86.71205544471741,0.0,0.0,0.006271230729030572
YDR204W,-1,86.55490291118622,0.0,0.0,0.006532532009406846
YDR175C,0,86.53225487470627,0.0,0.0,0.006532532009406846
YJR096W,-1,86.52835017442703,0.0,0.0,0.00679383328978312
YML100W,-1,86.47552034258842,0.0,0.0,0.007055134570159394
YHL021C,0,86.46106767654419,0.0,0.0,0.007055134570159394
YPL087W,0,86.35942453145981,0.0,0.0,0.007055134570159394
YDR100W,-1,86.32769984006882,0.0,0.0,0.0073164358505356675
YNL081C,0,86.28914695978165,0.0,0.0,0.0073164358505356675
YDR435C,-1,86.26785546541214,0.0,0.0,0.007577737130911941
YML004C,-1,86.25643926858902,0.0,0.0,0.007839038411288215
YFR050C,-1,86.17416501045227,0.0,0.0,0.00810033969166449
YIL062C,1,86.15345513820648,0.03125,0.009523809523809525,0.00810033969166449
YER177W,-1,86.13656318187714,0.030303030303030304,0.009523809523809525,0.008361640972040762
YHR190W,-1,86.11856722831726,0.029411764705882353,0.009523809523809525,0.008622942252417037
YIL087C,0,86.06313958764076,0.029411764705882353,0.009523809523809525,0.008622942252417037
YIL033C,-1,86.0172627568245,0.02857142857142857,0.009523809523809525,0.008884243532793311
YCR036W,-1,85.99145519733429,0.027777777777777776,0.009523809523809525,0.009145544813169584
YKL087C,0,85.97537329792976,0.027777777777777776,0.009523809523809525,0.009145544813169584
YOR157C,-1,85.92909324169159,0.02702702702702703,0.009523809523809525,0.009406846093545859
YDR377W,0,85.88771161437035,0.02702702702702703,0.009523809523809525,0.009406846093545859
YBR230C,0,85.8694058060646,0.02702702702702703,0.009523809523809525,0.009406846093545859
YIL098C,0,85.85197576880455,0.02702702702702703,0.009523809523809525,0.009406846093545859
YKL141W,-1,85.82188799977303,0.02631578947368421,0.009523809523809525,0.009668147373922133
YMR110C,0,85.80966657400131,0.02631578947368421,0.009523809523809525,0.009668147373922133
YLR118C,0,85.8056953549385,0.02631578947368421,0.009523809523809525,0.009668147373922133
YKL145W,-1,85.80005484819412,0.02564102564102564,0.009523809523809525,0.009929448654298406
YBR169C,-1,85.71958968043327,0.025,0.009523809523809525,0.01019074993467468
YGL040C,-1,85.7110606431961,0.024390243902439025,0.009523809523809525,0.010452051215050953
YNL173C,-1,85.65516656637192,0.023809523809523808,0.009523809523809525,0.010713352495427228
YBL056W,-1,85.61801826953888,0.023255813953488372,0.009523809523809525,0.010974653775803502
YNL055C,1,85.60579836368561,0.045454545454545456,0.01904761904761905,0.010974653775803502
YNL160W,-1,85.5817940235138,0.044444444444444446,0.01904761904761905,0.011235955056179775
YLL009C,0,85.57705360651016,0.044444444444444446,0.01904761904761905,0.011235955056179775
YBL030C,0,85.57641434669495,0.044444444444444446,0.01904761904761905,0.011235955056179775
YLR270W,-1,85.52424484491348,0.043478260869565216,0.01904761904761905,0.01149725633655605
YGR088W,-1,85.5044372677803,0.0425531914893617,0.01904761904761905,0.011758557616932322
YNL274C,-1,85.4940076470375,0.041666666666666664,0.01904761904761905,0.012019858897308597
YER053C,-1,85.46453094482422,0.04081632653061224,0.01904761904761905,0.012281160177684871
YBR139W,-1,85.46157002449036,0.04,0.01904761904761905,0.012542461458061144
YOR285W,0,85.45767921209335,0.04,0.01904761904761905,0.012542461458061144
YBR052C,0,85.42557346820831,0.04,0.01904761904761905,0.012542461458061144
