Scores,Label
-0.66,+
-1.354,+
0.4832,+
0.908,+
-0.502,+
-0.5586,+
-0.0351,+
0.6865,+
0.4683,+
-0.2917,+
0.2998,+
0.1232,+
-0.567,+
-0.3918,+
-0.2218,+
0.543,+
0.885,+
-0.005108,+
0.7397,+
0.54,+
0.5264,+
1.306,+
-0.4517,+
1.329,+
-0.5166,+
0.0382,+
0.03156,+
-0.7134,+
0.3333,+
-1.167,+
-0.2018,+
0.2231,+
-0.2417,+
-0.165,+
-0.0768,+
-0.823,+
1.083,+
-0.2451,+
0.58,+
0.2231,+
0.2815,+
0.255,+
0.5015,+
-0.1635,+
0.7983,+
0.1116,+
0.81,+
0.1082,+
-0.513,+
-0.2268,+
-6.496,+
-0.165,+
1.379,+
0.10986,+
-0.63,+
0.2615,+
1.031,+
0.2598,+
0.1249,+
-0.3135,+
-0.87,+
0.4016,+
-0.797,+
0.2966,+
0.848,+
-0.3667,+
0.4565,+
-0.8867,+
-0.2683,+
0.9697,+
0.4565,+
0.1882,+
-1.566,+
1.377,+
-0.4302,+
-0.03845,+
1.263,+
0.4666,+
0.0699,+
-1.123,+
0.4832,+
0.2133,+
-1.134,+
1.842,+
0.6533,+
-0.2334,+
-0.02678,+
0.1199,+
-1.594,+
-0.6436,+
-0.513,+
0.3948,+
-0.3052,+
1.464,+
-0.1234,+
0.9863,+
-0.7866,+
-0.425,+
-1.224,+
0.4714,+
0.9663,+
1.921,+
-0.2384,+
-0.2301,+
0.345,+
-0.5303,+
-0.1451,+
0.10986,+
-0.2783,+
-0.533,+
1.511,+
0.3333,+
0.3599,+
-0.8467,+
0.0649,+
0.06323,+
-0.2769,+
0.585,+
0.2133,+
0.2783,+
1.882,+
0.1815,+
-0.3918,+
-0.4634,+
-1.026,+
0.3281,+
0.2732,+
-0.2517,+
0.853,+
-0.4067,+
0.1865,+
0.4797,+
-0.3667,+
-0.3567,+
0.2466,+
1.131,+
0.858,+
1.415,+
0.3499,+
-0.2184,+
0.2231,+
0.5996,+
0.2783,+
0.09656,+
0.01322,+
0.583,+
-0.4983,+
0.573,+
-0.4434,+
-0.165,+
0.1998,+
1.261,+
0.7646,+
0.5967,+
1.95,+
-0.2218,+
-0.677,+
0.2098,+
2.305,+
0.3533,+
-0.81,+
1.394,+
-0.02844,+
1.29,+
-0.555,+
0.7715,+
-0.16,+
0.3315,+
0.3848,+
-0.9165,+
0.2198,+
-0.2484,+
-1.526,+
-0.0734,+
-1.08,+
-0.6436,+
0.7334,+
1.472,+
0.8296,+
-0.0301,+
-0.1001,+
0.1848,+
1.212,+
-0.2084,+
-0.817,+
-0.987,+
1.279,+
0.875,+
-0.28,+
1.189,+
-0.0684,+
1.171,+
0.9746,+
