Scores,Label
0.6577,+
1.078,+
1.2705,+
0.1477,+
0.7803,+
-0.2708,+
-0.658,+
1.13,+
0.79,+
0.952,+
1.215,+
0.8735,+
0.3767,+
1.952,+
1.252,+
1.032,+
2.049,+
1.06,+
0.7417,+
1.519,+
0.2455,+
-0.6333,+
1.407,+
-0.5244,+
0.5264,+
0.1056,+
0.1897,+
0.769,+
0.8936,+
0.186,+
2.285,+
1.825,+
0.52,+
0.8965,+
0.7715,+
0.2961,+
0.943,+
0.9927,+
1.282,+
-0.3884,+
0.2455,+
2.352,+
1.2295,+
2.014,+
1.33,+
0.873,+
-0.8267,+
1.178,+
0.03378,+
0.544,+
1.107,+
2.303,+
-0.10486,+
1.314,+
0.498,+
1.247,+
0.1403,+
0.5215,+
1.299,+
1.401,+
0.2925,+
1.56,+
0.087,+
1.504,+
1.296,+
0.862,+
0.9873,+
0.2219,+
1.638,+
1.704,+
0.4546,+
1.769,+
1.509,+
0.1897,+
1.531,+
-0.03677,+
0.389,+
0.686,+
0.1625,+
-0.1458,+
0.55,+
-0.866,+
0.3916,+
0.9697,+
-0.03802,+
0.8545,+
0.654,+
1.024,+
0.6934,+
1.177,+
1.477,+
0.4336,+
0.4102,+
0.9897,+
1.214,+
0.962,+
1.062,+
1.648,+
-0.1458,+
-0.376,+
-1.21,+
1.597,+
2.047,+
1.007,+
0.0709,+
1.623,+
0.974,+
0.342,+
0.441,+
2.293,+
0.9385,+
0.2703,+
0.42,+
1.233,+
0.2157,+
0.711,+
0.989,+
1.424,+
1.575,+
0.1836,+
0.978,+
1.456,+
1.315,+
0.7627,+
-0.1667,+
0.675,+
0.4175,+
1.568,+
0.498,+
0.1501,+
0.837,+
0.6924,+
1.729,+
1.802,+
1.51,+
0.461,+
0.9688,+
0.9663,+
1.486,+
1.251,+
0.7466,+
2.033,+
1.122,+
0.5947,+
1.348,+
2.176,+
1.128,+
1.42,+
1.415,+
-0.142,+
0.7554,+
1.708,+
0.581,+
0.3333,+
0.113,+
1.614,+
2.77,+
0.6997,+
2.477,+
1.054,+
0.841,+
1.034,+
2.734,+
1.427,+
-2.77,+
1.059,+
-0.2101,+
1.784,+
0.3743,+
1.419,+
2.51,+
0.52,+
1.457,+
1.155,+
1.282,+
0.6157,+
0.9497,+
0.691,+
2.217,+
0.4832,+
0.4211,+
0.2281,+
1.652,+
1.299,+
1.052,+
1.546,+
1.518,+
0.7705,+
0.903,+
-0.755,+
1.295,+
1.367,+
2.232,+
1.296,+
1.12,+
1.725,+
0.996,+
-0.718,+
0.8345,+
1.202,+
1.801,+
1.804,+
1.325,+
-0.2163,+
1.364,+
1.736,+
0.9243,+
1.388,+
1.085,+
0.869,+
0.7305,+
1.478,+
1.496,+
1.037,+
1.35,+
1.408,+
2.375,+
0.816,+
0.1935,+
1.56,+
1.594,+
0.876,+
0.753,+
3.236,+
2.465,+
0.556,+
1.1875,+
0.001591,+
0.03378,+
-0.6484,+
0.66,+
1.299,+
1.463,+
0.10925,+
0.4126,+
1.276,+
1.853,+
0.7515,+
-0.51,+
1.014,+
1.78,+
0.342,+
1.041,+
0.653,+
0.702,+
0.6924,+
1.738,+
1.434,+
-0.01822,+
1.156,+
1.723,+
0.8667,+
-0.6035,+
1.64,+
2.33,+
-0.0962,+
2.344,+
1.427,+
0.2467,+
0.5166,+
0.581,+
0.9766,+
0.9395,+
1.237,+
1.346,+
0.1155,+
1.8,+
0.8755,+
1.048,+
2.064,+
0.935,+
0.7456,+
0.786,+
0.774,+
0.1761,+
1.229,+
1.321,+
0.1749,+
1.018,+
1.036,+
1.055,+
1.436,+
0.9795,+
0.914,+
1.432,+
-0.00336,+
2.0,+
0.467,+
1.492,+
1.409,+
-0.2373,+
1.089,+
1.129,+
1.118,+
1.94,+
1.529,+
0.5674,+
0.773,+
-0.3152,+
0.415,+
0.1935,+
0.7876,+
-0.1345,+
1.116,+
1.956,+
0.43,+
0.2888,+
-1.529,+
0.482,+
0.3743,+
1.277,+
1.657,+
-0.5938,+
0.528,+
0.602,+
0.1043,+
0.991,+
0.758,+
1.232,+
0.332,+
1.205,+
0.6553,+
-0.2236,+
1.923,+
0.7085,+
0.1675,+
2.139,+
0.5547,+
1.554,+
0.3445,+
-0.4453,+
1.903,+
-0.3748,+
0.2429,+
1.219,+
1.216,+
1.201,+
1.22,+
-1.908,+
-0.4526,+
0.087,+
1.256,+
0.7964,+
1.591,+
0.608,+
0.9165,+
2.049,+
1.17,+
0.5127,+
1.191,+
0.7173,+
0.6294,+
0.1427,+
1.742,+
1.089,+
0.155,+
0.1031,+
0.7246,+
-0.2496,+
0.528,+
1.309,+
1.503,+
0.8804,+
1.258,+
1.391,+
-0.1383,+
1.834,+
1.369,+
0.661,+
0.9004,+
1.149,+
0.07465,+
2.357,+
0.3372,+
1.432,+
0.7803,+
0.03253,+
1.296,+
0.933,+
1.396,+
1.242,+
0.7417,+
-0.8066,+
0.7593,+
0.1923,+
-0.839,+
0.6826,+
-1.51,+
0.896,+
0.488,+
1.222,+
0.8184,+
0.5093,+
0.3743,+
0.757,+
1.122,+
0.7036,+
0.743,+
0.4795,+
1.1875,+
1.199,+
1.451,+
-0.1655,+
-0.839,+
-0.3413,+
0.0003526,+
0.549,+
0.6504,+
1.296,+
0.1403,+
-0.1556,+
1.524,+
1.386,+
0.868,+
0.6763,+
