Scores,Label
-0.901,+
0.11676,+
0.11835,+
0.2988,+
-0.923,+
0.6426,+
-0.787,+
-0.5034,+
0.2632,+
0.5283,+
0.2031,+
0.4438,+
0.382,+
-0.5713,+
0.3496,+
0.1985,+
0.002651,+
0.6904,+
-0.1377,+
0.1862,+
-1.722,+
0.2556,+
0.3496,+
-0.0004334,+
-0.2365,+
-1.17,+
0.4236,+
0.6167,+
-0.2195,+
-0.4492,+
-0.039,+
-0.0698,+
-0.713,+
-0.278,+
0.09827,+
0.9004,+
-0.241,+
-0.076,+
-0.2072,+
0.1476,+
0.2479,+
0.43,+
-1.423,+
0.291,+
-0.7837,+
0.04584,+
0.01499,+
-0.0791,+
0.1815,+
0.521,+
0.1785,+
-0.0544,+
0.1677,+
-1.052,+
-0.747,+
-0.02974,+
0.1415,+
0.2448,+
0.3542,+
0.291,+
0.2417,+
0.802,+
0.1924,+
0.5596,+
0.2094,+
0.4514,+
-0.1979,+
-1.416,+
1.039,+
-0.617,+
-1.12,+
0.237,+
-0.9165,+
0.2094,+
0.02887,+
0.3728,+
-0.907,+
0.234,+
0.237,+
-0.5464,+
-0.679,+
-1.117,+
1.233,+
0.3867,+
-0.1176,+
0.06744,+
-0.3582,+
0.3713,+
0.2678,+
-0.1902,+
0.3127,+
0.0844,+
0.581,+
0.9233,+
1.222,+
0.5083,+
0.1508,+
-0.4153,+
-0.1809,+
0.2925,+
0.217,+
-0.7837,+
-0.4307,+
-0.11145,+
0.1831,+
0.1106,+
0.1538,+
0.4746,+
0.197,+
-0.4324,+
-1.679,+
-0.4092,+
0.652,+
-0.275,+
-0.6265,+
-0.2256,+
-0.4646,+
0.4346,+
-0.9688,+
-0.076,+
-0.5186,+
0.2355,+
0.2185,+
-0.10223,+
1.12,+
0.1754,+
0.1245,+
-0.1732,+
0.2585,+
-0.4307,+
0.0628,+
0.4114,+
-0.326,+
-0.642,+
0.1322,+
-0.2534,+
0.1522,+
0.1229,+
-0.1963,+
0.143,+
0.331,+
-0.204,+
0.794,+
0.601,+
0.251,+
0.2417,+
0.5117,+
-0.1393,+
-1.089,+
0.234,+
0.5117,+
-0.2025,+
-0.1053,+
-0.1439,+
0.4932,+
-0.4478,+
0.2542,+
0.684,+
0.1677,+
0.3357,+
0.277,+
0.0828,+
0.2094,+
-0.38,+
0.1661,+
-0.2517,+
0.1599,+
0.05508,+
0.0119,+
-1.052,+
0.3557,+
0.6597,+
0.8076,+
0.1708,+
0.817,+
0.1508,+
0.49,+
-0.4106,+
0.7925,+
-0.2734,+
-0.5527,+
-0.3582,+
0.1121,+
-0.02974,+
-0.17,+
-0.0775,+
0.1322,+
-1.599,+
0.1461,+
-0.528,+
0.2062,+
0.419,+
0.143,+
-0.04208,+
0.618,+
0.6475,+
-0.2133,+
0.5117,+
-0.2426,+
0.06744,+
-0.6357,+
0.1492,+
0.5596,+
0.578,+
-0.06366,+
-0.2441,+
0.2386,+
-0.4214,+
0.572,+
-0.01585,+
0.3328,+
0.288,+
-0.5034,+
0.1461,+
-0.204,+
-0.0652,+
0.362,+
-0.4678,+
-1.074,+
0.4731,+
0.3174,+
-0.07446,+
-0.457,+
0.4575,+
0.237,+
-0.5435,+
0.3467,+
0.291,+
-0.4617,+
0.6426,+
0.1553,+
0.11835,+
0.1384,+
0.1754,+
-0.292,+
0.05664,+
-1.203,+
-0.617,+
-0.3367,+
-0.4045,+
-0.3582,+
-0.5093,+
-0.05594,+
-0.09143,+
1.127,+
0.7783,+
0.6904,+
-0.02048,+
-0.01585,+
-0.09143,+
0.2231,+
-0.1654,+
-0.534,+
-0.3953,+
0.894,+
-0.02974,+
-0.02048,+
0.11835,+
0.288,+
-0.3196,+
-0.02356,+
0.7183,+
1.096,+
0.7812,+
-0.12225,+
-0.1593,+
0.02733,+
-0.08215,+
-0.9165,+
-0.3845,+
-0.04208,+
-0.1562,+
0.677,+
-0.2441,+
-0.01123,+
-0.5493,+
-0.4692,+
-0.1176,+
0.0119,+
-0.753,+
0.02425,+
0.05664,+
0.376,+
0.04584,+
-0.4692,+
0.01344,+
0.1877,+
-0.315,+
0.08594,+
-0.8423,+
-0.06213,+
-0.4167,+
-0.5034,+
-0.9688,+
-0.1439,+
-0.3906,+
-0.0868,+
-0.2627,+
-0.2627,+
0.578,+
-0.1531,+
0.1538,+
0.4236,+
-0.1624,+
0.234,+
0.1924,+
-0.326,+
-0.04517,+
0.0227,+
0.1754,+
-0.3228,+
-0.0004334,+
0.1014,+
-0.6885,+
0.806,+
-1.16,+
-0.2318,+
0.4653,+
0.1292,+
0.18,+
0.2664,+
0.1954,+
-0.292,+
-0.2286,+
0.1708,+
0.06125,+
0.08746,+
-0.2009,+
0.1121,+
0.5996,+
0.402,+
-0.187,+
-1.6045,+
0.0828,+
-0.0868,+
0.4438,+
0.217,+
0.2957,+
0.02733,+
0.297,+
0.2001,+
0.1892,+
0.331,+
0.089,+
0.5083,+
0.08746,+
0.18,+
-0.11456,+
-0.1732,+
-0.1763,+
0.419,+
0.3035,+
0.3403,+
-0.531,+
-0.2333,+
0.376,+
0.3604,+
0.41,+
0.2355,+
0.4575,+
-0.9136,+
0.2756,+
0.8726,+
-0.02356,+
-0.281,+
0.1137,+
-0.6235,+
-0.00969,+
0.1292,+
0.1492,+
-0.443,+
0.1245,+
-0.8765,+
0.1692,+
0.4207,+
-0.0436,+
-0.4307,+
-0.1407,+
0.365,+
-0.00815,+
0.09827,+
-0.5864,+
0.3218,+
0.1461,+
-0.423,+
0.3467,+
0.2742,+
-0.793,+
-0.03128,+
-0.2365,+
0.3127,+
0.2925,+
0.553,+
-0.00969,+
0.11835,+
-0.2517,+
-0.3196,+
0.2603,+
-0.71,+
0.072,+
-0.0791,+
-0.1099,+
0.3604,+
0.0628,+
-0.8794,+
-0.02512,+
0.1661,+
-0.42,+
0.5747,+
0.05508,+
-0.562,+
0.04892,+
0.1492,+
-0.3013,+
0.1014,+
-0.2472,+
-0.3892,+
0.3914,+
0.5854,+
-0.2874,+
-0.4692,+
0.5425,+
-0.5034,+
-0.975,+
0.01653,+
-0.6265,+
0.6797,+
-0.1932,+
0.3867,+
0.2756,+
0.234,+
-0.2365,+
0.572,+
0.7227,+
-0.0899,+
-0.4539,+
-0.1053,+
0.1276,+
-0.12225,+
0.3096,+
-1.62,+
0.3218,+
0.4575,+
0.11676,+
-0.3582,+
-1.064,+
0.524,+
0.1322,+
-0.861,+
0.3682,+
0.01962,+
0.08594,+
0.01344,+
0.8184,+
0.7183,+
-0.3984,+
-0.4185,+
-0.1917,+
-1.722,+
-0.6206,+
0.1121,+
-0.08215,+
-0.1516,+
0.419,+
-0.1516,+
0.02116,+
0.763,+
-0.3599,+
0.03967,+
1.426,+
-0.2966,+
-0.315,+
-0.4368,+
-0.2333,+
-0.1562,+
-0.477,+
0.0844,+
0.4946,+
-0.48,+
-0.574,+
-0.497,+
-0.1993,+
-0.0004334,+
-0.01894,+
1.213,+
0.1862,+
0.9297,+
0.7876,+
-0.147,+
0.02733,+
0.002651,+
1.028,+
-0.1593,+
0.01344,+
0.234,+
0.2463,+
0.01653,+
0.1908,+
0.601,+
-0.8394,+
-1.589,+
-0.4138,+
0.1292,+
-0.8057,+
-0.0282,+
-0.06213,+
0.1121,+
0.382,+
-0.281,+
0.10754,+
0.584,+
-0.0174,+
0.1461,+
0.1692,+
0.5596,+
0.3696,+
-0.06213,+
-0.02356,+
0.4653,+
-0.02048,+
-0.0991,+
0.6426,+
0.1631,+
0.521,+
-0.2766,+
-0.2195,+
0.8105,+
-0.02974,+
0.3943,+
0.2556,+
-0.1547,+
0.3357,+
-0.0282,+
0.11676,+
0.1014,+
1.0205,+
0.231,+
0.2942,+
0.1137,+
0.8433,+
0.1769,+
0.1584,+
-0.7285,+
-0.2286,+
0.03195,+
-0.5,+
-0.03128,+
-0.5894,+
0.2217,+
0.2278,+
0.826,+
0.08594,+
0.1461,+
-0.315,+
0.01807,+
-0.2072,+
0.1091,+
0.2324,+
-0.0436,+
-0.06058,+
1.088,+
0.507,+
